obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
238, 242.0, 29785, 7062, 2905, 2637, 988, 1232, 755, 333, 57, 87, 2.07, 45697,  X*
239, 243.0, 281818, 35866, 8663, 18041, 8973, 5853, 3549, 2240, 61, 90, 2.27, 365003,  X*
240, 244.0, 203781, 129629, 25806, 10274, 19163, 14053, 7005, 3387, 50, 84, 2.06, 413098,  X*
241, 245.0, 1237349, 286032, 104405, 36029, 21640, 29535, 16871, 11063, 41, 84, 2.15, 1742924,  X*
242, 246.0, 575060, 214867, 102485, 72167, 58518, 36953, 26460, 26858, 43, 84, 2.05, 1113368,  X*
243, 247.0, 193576, 99624, 25885, 96727, 35637, 21548, 17859, 10941, 44, 88, 1.99, 501797,  X*
244, 248.0, 304007, 42990, 8274, 22323, 2466, 9852, 2882, 2387, 50, 97, 2.03, 395181,  X*
245, 249.0, 126401, 15188, 2775, 2426, 2893, 3794, 1571, 527, 60, 93, 1.99, 155575,  X*
246, 250.0, 82370, 27858, 5291, 2748, 10902, 13445, 5624, 1829, 74, 78, 1.76, 150067,  X*
247, 251.0, 1026004, 133966, 55359, 112017, 25145, 40034, 17294, 9103, 77, 78, 1.91, 1418922,  X*
248, 252.0, 709811, 44107, 11928, 7963, 7373, 4070, 3995, 1699, 67, 74, 1.89, 790946,  X*
249, 253.0, 74180, 22130, 64708, 60211, 15888, 28163, 21247, 5152, 67, 90, 1.88, 291679,  X*
250, 254.0, 267610, 41641, 4881, 31234, 14818, 7685, 5499, 1347, 54, 100, 2.00, 374715,  X*
251, 255.0, 327177, 70332, 13647, 7244, 6808, 5695, 3700, 3155, 48, 84, 2.13, 437758,  X*
252, 256.0, 1204885, 47668, 9962, 4758, 1150, 3455, 5647, 1189, 47, 81, 1.94, 1278714,  X*
253, 257.0, 144669, 22445, 18262, 7569, 3830, 15038, 3229, 2092, 51, 69, 1.99, 217134,  X*
254, 258.0, 1481838, 668963, 145033, 64010, 26891, 21715, 19850, 5272, 37, 64, 2.12, 2433572,  X*
255, 259.0, 1570018, 170488, 16794, 50630, 20132, 28267, 36290, 7285, 41, 66, 1.94, 1899904,  X*
256, 260.0, 41120, 57773, 12545, 42787, 21083, 46037, 15767, 4981, 63, 69, 1.92, 242093,  X*
257, 261.0, 369515, 10805, 10814, 3544, 8533, 10771, 3636, 2555, 66, 67, 1.90, 420173,  X*
258, 262.0, 114308, 8460, 2178, 1454, 1806, 1647, 411, 443, 84, 69, 1.88, 130707,  X*
259, 263.0, 1539448, 169040, 21633, 101150, 31451, 30445, 33902, 4837, 83, 74, 1.65, 1931906,  X*
260, 264.0, 82079, 65390, 1830, 7816, 6431, 10734, 5121, 3768, 70, 60, 1.59, 183169,  X*
261, 265.0, 201930, 44809, 68430, 22919, 26991, 45075, 20762, 4514, 69, 64, 1.66, 435430,  X*
262, 266.0, 241309, 117832, 36954, 37430, 16225, 56768, 25726, 7695, 78, 67, 1.68, 539939,  X*
263, 267.0, 122022, 72778, 40128, 44612, 13226, 18867, 8723, 11550, 80, 74, 1.68, 331906,  X*
264, 268.0, 791378, 46337, 48428, 125907, 27520, 42446, 14265, 6095, 83, 97, 1.89, 1102376,  X*
265, 269.0, 527649, 20603, 13996, 7181, 15713, 7700, 6914, 4162, 78, 93, 1.97, 603918,  X*
266, 270.0, 1426189, 96619, 51691, 38723, 34335, 41673, 16004, 7734, 75, 96, 1.97, 1712968,  X*
267, 271.0, 386573, 129668, 40221, 41974, 38503, 20946, 22926, 4767, 74, 90, 2.03, 685578,  X*
268, 272.0, 30617, 15226, 1544, 2070, 2491, 1113, 1083, 804, 60, 69, 1.90, 54948,  X*
269, 273.0, 17933, 76636, 61616, 23494, 41451, 23059, 20501, 8031, 56, 70, 1.66, 272721,  X*
270, 274.0, 1399617, 54467, 4670, 7635, 7165, 7582, 5454, 3184, 50, 60, 1.62, 1489774,  X*
271, 275.0, 262361, 44971, 11346, 31762, 6890, 8121, 2037, 3176, 48, 64, 1.79, 370664,  X*
272, 276.0, 914504, 100957, 16980, 36872, 39399, 21506, 14511, 12685, 57, 70, 1.70, 1157414,  X*
273, 277.0, 295869, 103883, 106834, 39562, 35446, 18074, 18685, 6676, 50, 75, 1.90, 625029,  X*
274, 278.0, 1185263, 66036, 51071, 8713, 24895, 47400, 19583, 29140, 61, 84, 1.76, 1432101,  X*
275, 279.0, 170327, 54276, 14378, 14850, 19182, 7176, 4978, 1625, 61, 78, 1.96, 286792,  X*
276, 280.0, 473215, 90341, 10043, 86475, 13173, 30016, 37672, 13540, 63, 84, 1.65, 754475,  X*
277, 281.0, 91573, 7231, 2309, 847, 3027, 1299, 1300, 473, 69, 70, 1.64, 108059,  X*
278, 282.0, 1034372, 165096, 108447, 46379, 21407, 70111, 15812, 7596, 64, 75, 1.67, 1469220,  X*
279, 283.0, 203754, 102154, 13622, 39049, 23233, 57738, 12628, 7876, 80, 70, 1.78, 460054,  X*
280, 284.0, 908899, 208268, 39237, 74754, 53662, 55856, 6173, 4298, 81, 66, 2.00, 1351147,  X*
281, 285.0, 157046, 16541, 9008, 2322, 4279, 6135, 1659, 2420, 87, 69, 2.06, 199410,  X*
282, 286.0, 562295, 174102, 96855, 19841, 19069, 26356, 27004, 10256, 77, 69, 2.14, 935778,  X*
283, 287.0, 2143806, 162625, 111386, 22098, 27030, 35741, 10919, 5553, 63, 78, 2.16, 2519158,  X*
284, 288.0, 137116, 53198, 19244, 7284, 6779, 7326, 7531, 3621, 57, 78, 2.16, 242099,  X*
285, 289.0, 70732, 17091, 7226, 4200, 5986, 10768, 1915, 1707, 63, 75, 1.85, 119625,  X*
286, 290.0, 73837, 28904, 30200, 9303, 8729, 12580, 2813, 2700, 70, 80, 2.05, 169066,  X*
287, 291.0, 1981496, 294283, 17805, 31226, 17665, 82641, 11215, 11954, 80, 61, 2.00, 2448285,  X*
288, 292.0, 596446, 74465, 9448, 8366, 13740, 7186, 4166, 2489, 77, 54, 1.79, 716306,  X*
289, 293.0, 37529, 9727, 25871, 10294, 5584, 5781, 2011, 2823, 64, 74, 2.02, 99620,  X*
290, 294.0, 588704, 291775, 33852, 21504, 10724, 55568, 22984, 5301, 64, 56, 1.96, 1030412,  X*
291, 295.0, 867623, 290787, 24203, 37127, 60106, 27504, 26815, 18703, 53, 60, 1.68, 1352868,  X*
292, 296.0, 2157623, 64707, 7872, 13782, 51535, 43617, 14841, 8493, 74, 56, 1.58, 2362470,  X*
293, 297.0, 348645, 8729, 4471, 4989, 7581, 9774, 4476, 1390, 90, 41, 1.52, 390055,  X*
294, 298.0, 219099, 69837, 11258, 17111, 8946, 6539, 1242, 1955, 80, 48, 1.58, 335987,  X*
295, 299.0, 853898, 23799, 15942, 7853, 4908, 9677, 3354, 3558, 90, 61, 1.65, 922989,  X*
296, 300.0, 506800, 139581, 12772, 9031, 61763, 70202, 22223, 6008, 88, 54, 1.60, 828380,  X*
297, 301.0, 437835, 40537, 58612, 58848, 24736, 20353, 8979, 8963, 74, 67, 1.92, 658863,  X
298, 302.0, 1020236, 124173, 38912, 19360, 23179, 23577, 12622, 6991, 80, 69, 2.00, 1269050,  X
299, 303.0, 176835, 39983, 5713, 9242, 3952, 5152, 5540, 1972, 70, 63, 1.69, 248389,  X
300, 304.0, 83155, 27983, 7824, 7152, 6953, 13055, 4091, 1453, 66, 78, 1.67, 151666,  X
301, 305.0, 249467, 117302, 37542, 77506, 40850, 29192, 22421, 16751, 66, 70, 1.82, 591031,  X
302, 306.0, 302940, 43302, 31088, 8720, 7061, 5535, 2542, 3006, 57, 78, 1.82, 404194,  X
303, 307.0, 1132013, 113951, 9859, 12676, 49996, 31412, 7882, 4389, 67, 67, 1.75, 1362178,  X
304, 308.0, 106624, 39417, 7225, 3891, 9414, 3105, 4497, 3096, 51, 63, 1.70, 177269,  X
305, 309.0, 158050, 65034, 5446, 5871, 22280, 10958, 1917, 1330, 51, 47, 1.74, 270886,  X
306, 310.0, 27938, 73220, 5081, 8644, 4659, 8656, 6553, 1910, 57, 30, 1.66, 136661,  X
307, 311.0, 211083, 45328, 42889, 48789, 17405, 38993, 9129, 14673, 60, 51, 1.55, 428289,  X
308, 312.0, 303358, 20905, 7532, 24896, 9090, 3896, 5889, 1849, 61, 66, 1.68, 377415,  X
309, 313.0, 27679, 83854, 21758, 3309, 21744, 12744, 7964, 808, 60, 74, 1.79, 179860,  X
310, 314.0, 109407, 21461, 5122, 13932, 5572, 7619, 4347, 959, 66, 84, 1.81, 168419,  X
311, 315.0, 1009599, 175472, 62743, 40507, 21857, 25830, 8241, 4878, 54, 78, 2.11, 1349127,  X
312, 316.0, 65413, 105531, 12344, 4065, 4792, 9757, 2989, 5193, 54, 60, 1.99, 210084,  X
313, 317.0, 917824, 16777, 89401, 38421, 12296, 30491, 10581, 8009, 61, 81, 2.09, 1123800,  X
314, 318.0, 335826, 114891, 80958, 41713, 23265, 34940, 16547, 8361, 57, 83, 2.19, 656501,  X
315, 319.0, 711663, 262027, 15485, 98227, 50746, 43904, 10660, 7781, 61, 78, 2.25, 1200493,  X
316, 320.0, 212031, 14788, 1032, 1821, 3481, 1996, 1975, 535, 64, 78, 1.91, 237659,  X
317, 321.0, 481452, 37124, 6464, 28319, 40214, 34296, 13126, 15080, 75, 60, 1.85, 656075,  X
318, 322.0, 943991, 58166, 10008, 48914, 13248, 10392, 6295, 1081, 69, 60, 1.90, 1092095,  X
319, 323.0, 983702, 101244, 74858, 34811, 22347, 56948, 15054, 8507, 78, 66, 1.89, 1297471,  X
320, 324.0, 585296, 243903, 10782, 15960, 21342, 60307, 10314, 17089, 84, 61, 1.63, 964993,  X
321, 325.0, 713937, 79339, 72526, 29029, 20850, 9182, 4417, 3194, 60, 70, 2.12, 932474,  X
322, 326.0, 68218, 41560, 13129, 24385, 8857, 7920, 2318, 3782, 61, 69, 2.41, 170169,  X
323, 327.0, 60804, 342479, 121914, 56769, 130308, 26912, 11786, 11464, 43, 63, 2.38, 762436,  X
324, 328.0, 88031, 61674, 2940, 5299, 12316, 3512, 3994, 2271, 27, 66, 2.18, 180037,  X
325, 329.0, 152982, 85209, 132499, 16452, 26433, 46732, 7388, 11422, 43, 66, 2.49, 479117,  X
326, 330.0, 1354351, 153064, 43982, 8029, 44306, 50283, 11448, 9005, 53, 54, 2.07, 1674468,  X
327, 331.0, 414773, 49915, 29544, 20279, 24038, 46421, 6303, 3083, 77, 56, 2.05, 594356,  X
328, 332.0, 434516, 104372, 12276, 50943, 55391, 42790, 8049, 3303, 94, 67, 1.96, 711640,  X
329, 333.0, 761196, 253711, 15325, 17568, 40962, 17913, 10577, 10396, 81, 47, 1.98, 1127648,  X
330, 334.0, 1177363, 221709, 43466, 15036, 29966, 24864, 7740, 6165, 69, 47, 1.87, 1526309,  X
331, 335.0, 433307, 57010, 34551, 62819, 50227, 29068, 12574, 12953, 61, 51, 1.96, 692509,  X
332, 336.0, 280110, 105301, 16263, 18835, 18748, 23638, 4518, 7269, 56, 47, 1.84, 474682,  X
333, 337.0, 610195, 69060, 36336, 20727, 34554, 21134, 5839, 4140, 66, 60, 1.86, 801985,  X
334, 338.0, 381062, 30608, 8165, 11049, 4793, 11322, 1925, 1288, 77, 66, 2.10, 450212,  X
335, 339.0, 123300, 20170, 1500, 1785, 5767, 3968, 665, 408, 75, 50, 2.05, 157563,  X
336, 340.0, 65338, 21035, 12352, 1406, 16710, 6769, 3509, 823, 78, 53, 2.00, 127942,  X
337, 341.0, 29272, 6057, 1282, 2687, 2671, 2379, 1255, 931, 83, 51, 1.92, 46534,  X
338, 342.0, 1117283, 80838, 13208, 28979, 8553, 71315, 3571, 9304, 91, 48, 1.81, 1333051,  X
339, 343.0, 66925, 21567, 3791, 12204, 9891, 8629, 5907, 1965, 94, 61, 1.61, 130879,  X
340, 344.0, 223446, 129164, 24195, 26257, 19809, 34557, 9756, 6419, 96, 60, 1.61, 473603,  X
341, 345.0, 130784, 63885, 4938, 4474, 10896, 18183, 9297, 2362, 96, 47, 1.46, 244819,  X
342, 346.0, 1420695, 128376, 11296, 5215, 20379, 31332, 10642, 7509, 87, 38, 1.38, 1635444,  X
343, 347.0, 249144, 70639, 7174, 11086, 13127, 9816, 3050, 1021, 78, 29, 1.45, 365057,  X
344, 348.0, 665119, 200040, 13698, 47243, 29261, 40464, 19748, 14680, 75, 26, 1.42, 1030253,  X
345, 349.0, 41146, 42631, 9209, 7154, 13200, 6499, 2086, 2865, 64, 35, 1.43, 124790,  X
346, 350.0, 220104, 41808, 10248, 10632, 5994, 8223, 10321, 1428, 60, 48, 1.54, 308758,  X
347, 351.0, 800493, 58848, 52725, 16283, 29643, 10918, 7927, 1284, 56, 61, 1.92, 978121,  X
348, 352.0, 1971704, 435788, 36616, 43400, 41326, 88478, 122294, 48974, 56, 57, 1.62, 2788580,  X
349, 353.0, 786105, 20126, 5930, 5360, 10019, 12118, 4036, 1631, 69, 57, 1.66, 845325,  X
350, 354.0, 80143, 30363, 9952, 15667, 5296, 8320, 2861, 2546, 70, 63, 1.73, 155148,  X
351, 355.0, 126863, 35410, 13301, 4237, 10626, 9576, 2217, 3719, 81, 54, 1.77, 205949,  X
352, 356.0, 245045, 64619, 75454, 30857, 42169, 40062, 15110, 4148, 84, 70, 1.68, 517464,  X
353, 357.0, 575783, 167868, 5454, 23791, 41676, 38223, 14015, 12117, 78, 63, 1.74, 878927,  X
354, 358.0, 86169, 18615, 31052, 6287, 7822, 19566, 2862, 1941, 88, 66, 1.97, 174314,  X
355, 359.0, 485365, 105623, 23576, 3890, 7749, 28196, 5771, 1176, 88, 61, 1.93, 661346,  X
356, 360.0, 1048795, 639665, 23415, 40016, 16762, 32306, 18795, 3905, 69, 41, 1.95, 1823659,  X
357, 361.0, 74406, 87293, 7977, 4816, 6001, 6428, 2123, 1868, 57, 41, 1.82, 190912,  X
358, 362.0, 752385, 37490, 7474, 40539, 11601, 6711, 7857, 8865, 41, 41, 1.94, 872922,  X
359, 363.0, 1161178, 35874, 7290, 12796, 4458, 17864, 5009, 4181, 47, 47, 1.71, 1248650,  X
360, 364.0, 918069, 155760, 79353, 25165, 47915, 35064, 13334, 6815, 57, 61, 1.76, 1281475,  X
361, 365.0, 222058, 67726, 17365, 26195, 41766, 5958, 9547, 1962, 56, 70, 1.82, 392577,  X
362, 366.0, 571861, 14298, 25573, 5527, 7169, 10874, 2883, 4969, 67, 74, 1.84, 643154,  X
363, 367.0, 1426828, 105428, 32641, 13632, 36342, 41184, 9586, 8821, 66, 70, 1.84, 1674462,  X
364, 368.0, 338363, 52986, 12711, 12403, 14095, 7579, 3676, 1743, 63, 67, 1.98, 443556,  X
365, 369.0, 3084796, 164892, 8768, 13184, 32220, 16520, 22751, 8861, 69, 56, 1.71, 3351992,  X
366, 370.0, 386626, 98504, 2040, 4373, 6165, 13768, 6738, 1111, 64, 26, 1.49, 519325,  X
367, 371.0, 590492, 13654, 35036, 6787, 13417, 5575, 5284, 4763, 53, 43, 1.49, 675008,  X
368, 372.0, 457434, 305054, 17208, 16728, 41186, 34221, 21984, 14364, 53, 29, 1.38, 908179,  X
369, 373.0, 1613063, 176628, 44803, 29512, 38757, 53473, 14853, 14467, 61, 41, 1.25, 1985556,  X
370, 374.0, 1093296, 88188, 11333, 10792, 10161, 22647, 16226, 12745, 66, 53, 1.26, 1265388,  X
371, 375.0, 1380736, 100593, 61262, 16792, 52070, 50056, 16226, 12977, 78, 41, 1.38, 1690712,  X
372, 376.0, 66930, 4110, 3739, 909, 2537, 1399, 846, 448, 83, 57, 1.36, 80918,  X
373, 377.0, 392060, 206996, 27131, 32803, 62979, 30767, 11351, 5042, 77, 54, 1.56, 769129,  X
374, 378.0, 890668, 238337, 17929, 36801, 28910, 22660, 15246, 13261, 64, 56, 1.51, 1263812,  X
375, 379.0, 576742, 47938, 13082, 7624, 5373, 9575, 3903, 2490, 56, 54, 1.70, 666727,  X
376, 380.0, 1520616, 99838, 2686, 39893, 26418, 48974, 12803, 10555, 64, 47, 1.62, 1761783,  X
377, 381.0, 436206, 130159, 16299, 43116, 9429, 28649, 9399, 9646, 67, 51, 1.60, 682903,  X
378, 382.0, 236604, 55612, 3812, 4857, 18354, 4984, 2782, 2484, 67, 47, 1.46, 329489,  X
379, 383.0, 254594, 56784, 6866, 7771, 5448, 9580, 3922, 3195, 67, 43, 1.48, 348160,  X
380, 384.0, 88191, 18437, 4958, 1424, 870, 1737, 1294, 744, 50, 44, 1.46, 117655,  X
381, 385.0, 114312, 13206, 1525, 400, 813, 2869, 831, 498, 53, 34, 1.46, 134454,  X
382, 386.0, 117039, 14006, 10009, 4631, 4255, 2952, 956, 344, 56, 51, 1.80, 154192,  X
383, 387.0, 347449, 23555, 5818, 16004, 4258, 6381, 4556, 2941, 56, 61, 1.87, 410962,  X
384, 388.0, 325450, 27260, 1124, 19469, 12648, 7309, 2729, 2559, 66, 66, 1.92, 398548,  X
385, 389.0, 53399, 27092, 38071, 23678, 12395, 12239, 3354, 2053, 63, 90, 2.26, 172281,  X
386, 390.0, 667024, 72413, 29187, 72148, 25246, 55259, 9121, 24178, 75, 88, 2.38, 954576,  X
387, 391.0, 1209739, 102696, 87285, 25382, 38237, 21847, 16745, 4724, 70, 91, 2.16, 1506655,  X
388, 392.0, 582838, 114947, 58144, 9112, 36269, 21942, 18206, 11693, 67, 90, 2.10, 853151,  X
389, 393.0, 648567, 58746, 25748, 9671, 12020, 4882, 7980, 2716, 56, 80, 2.13, 770330,  X
390, 394.0, 55573, 24155, 29740, 10950, 24049, 11846, 3007, 2425, 50, 80, 1.98, 161745,  X
391, 395.0, 341019, 54906, 13291, 27205, 32111, 23315, 4927, 18286, 61, 74, 1.91, 515060,  X
392, 396.0, 355104, 258194, 10176, 7665, 13371, 12956, 3756, 1357, 50, 53, 1.83, 662579,  X
393, 397.0, 2070767, 177580, 75376, 62171, 31341, 50792, 14347, 16610, 63, 54, 1.98, 2498984,  X
394, 398.0, 176992, 51015, 4027, 4788, 2772, 4381, 976, 1071, 53, 40, 2.03, 246022,  X
395, 399.0, 987516, 62829, 75263, 23780, 18874, 45639, 21237, 9242, 54, 48, 1.85, 1244380,  X
396, 400.0, 247995, 71676, 1683, 8669, 5482, 18621, 3506, 1543, 74, 54, 1.85, 359175,  X
397, 401.0, 155017, 91874, 474, 10590, 12493, 8622, 3646, 2867, 66, 38, 1.68, 285583,  X
398, 402.0, 2279115, 416775, 28009, 78206, 27530, 40563, 10162, 8644, 66, 41, 1.72, 2889004,  X
399, 403.0, 20307, 14903, 11649, 14913, 11024, 7000, 3199, 2300, 60, 40, 1.75, 85295,  X
400, 404.0, 567141, 150560, 26244, 24136, 31361, 49830, 15011, 7096, 61, 47, 1.70, 871379,  X
401, 405.0, 321625, 43169, 16770, 44558, 29435, 31023, 15392, 13939, 75, 63, 1.71, 515911,  X
402, 406.0, 251200, 128943, 9887, 20499, 13019, 19932, 4178, 1510, 80, 63, 1.96, 449168,  X
403, 407.0, 129760, 55904, 15359, 4152, 18189, 2693, 3782, 692, 63, 53, 1.93, 230531,  X
404, 408.0, 63199, 12318, 2874, 1292, 4003, 1557, 910, 844, 51, 54, 1.79, 86997,  X
405, 409.0, 570792, 25267, 6287, 6160, 3994, 9576, 2663, 2204, 50, 48, 1.80, 626943,  X
406, 410.0, 179012, 38638, 5780, 5775, 1729, 6480, 2637, 2343, 50, 51, 1.83, 242394,  X
407, 411.0, 928236, 70038, 39613, 24833, 18288, 23504, 17198, 10725, 66, 60, 1.66, 1132435,  X
408, 412.0, 328070, 115324, 9137, 7574, 14333, 11128, 2164, 4218, 64, 53, 1.56, 491948,  X
409, 413.0, 238559, 35055, 5300, 4911, 21475, 9676, 3514, 2189, 63, 44, 1.53, 320679,  X
410, 414.0, 295632, 111013, 106793, 60506, 15308, 26175, 14927, 6845, 57, 57, 1.76, 637199,  X
411, 415.0, 590209, 139439, 129079, 55227, 25215, 98337, 18208, 10101, 66, 60, 1.96, 1065815,  X
412, 416.0, 456421, 17984, 6311, 11267, 7129, 6325, 5696, 2613, 75, 75, 1.95, 513746,  X
413, 417.0, 178656, 11761, 5895, 8617, 7588, 5003, 6875, 2452, 75, 90, 1.88, 226847,  X
414, 418.0, 116353, 5759, 2122, 1787, 1925, 4025, 531, 1603, 91, 78, 1.89, 134105,  X
415, 419.0, 1514679, 88809, 41421, 68053, 55226, 36905, 11529, 6263, 87, 78, 1.83, 1822885,  X
416, 420.0, 489318, 116464, 61527, 49767, 57819, 50306, 17848, 5541, 90, 77, 1.78, 848590,  X
417, 421.0, 64927, 34129, 6418, 25636, 5580, 8223, 3442, 1450, 84, 78, 1.98, 149805,  X
418, 422.0, 1136025, 25451, 28836, 10921, 19069, 20889, 23916, 9827, 81, 83, 1.94, 1274934,  X
419, 423.0, 112758, 14864, 11791, 4032, 4410, 12843, 2983, 1261, 90, 81, 2.05, 164942,  X
420, 424.0, 743563, 50337, 32909, 24638, 14681, 27055, 11716, 17824, 91, 83, 1.83, 922723,  X
421, 425.0, 111428, 32249, 13123, 6144, 19598, 14580, 1475, 1527, 100, 75, 1.87, 200124,  X
422, 426.0, 366613, 37248, 12194, 3580, 8726, 55282, 19245, 7763, 100, 61, 1.53, 510651,  X
423, 427.0, 44947, 66108, 1838, 5138, 5251, 12443, 1945, 2213, 96, 43, 1.56, 139883,  X
424, 428.0, 147070, 18564, 4917, 14219, 6560, 10460, 3670, 1081, 93, 41, 1.58, 206541,  X
425, 429.0, 475689, 67206, 6660, 49308, 19147, 21080, 13496, 8796, 83, 47, 1.59, 661382,  X
426, 430.0, 164810, 155818, 11586, 31374, 35817, 70757, 11369, 7402, 74, 47, 1.39, 488933,  X
427, 431.0, 401783, 61359, 14688, 5061, 5786, 5385, 2793, 2854, 63, 57, 1.60, 499709,  X
428, 432.0, 1277626, 139605, 17650, 43046, 22991, 22852, 31843, 12496, 54, 53, 1.59, 1568109,  X
429, 433.0, 22965, 27008, 6362, 16775, 5141, 7766, 2781, 1767, 54, 54, 1.62, 90565,  X
430, 434.0, 336065, 88825, 51439, 33696, 43277, 25791, 8258, 10510, 47, 67, 1.76, 597861,  X
431, 435.0, 347958, 236124, 71164, 27689, 51940, 44250, 9965, 12293, 53, 69, 1.87, 801383,  X
432, 436.0, 204641, 157140, 111874, 64249, 43054, 35235, 19977, 10010, 51, 77, 2.00, 646180,  X
433, 437.0, 165313, 66743, 10894, 10093, 7151, 7136, 3224, 2287, 44, 69, 2.16, 272841,  X
434, 438.0, 1127450, 27786, 28020, 45289, 21150, 23933, 9386, 6704, 50, 77, 2.14, 1289718,  X
435, 439.0, 257506, 53756, 3450, 6716, 6453, 5315, 2583, 2526, 44, 67, 1.99, 338305,  X
436, 440.0, 76734, 33394, 9044, 4494, 7983, 8069, 3354, 2188, 50, 60, 1.89, 145260,  X
437, 441.0, 889932, 51923, 24803, 32002, 86634, 92382, 13033, 7015, 74, 56, 1.75, 1197724,  X
438, 442.0, 459607, 41772, 3310, 4300, 9239, 8437, 3398, 3789, 69, 37, 1.56, 533852,  X
439, 443.0, 642988, 136071, 75563, 45462, 37862, 32321, 11056, 16759, 75, 50, 1.55, 998082,  X
440, 444.0, 215957, 45532, 5546, 16162, 12786, 8085, 1808, 2554, 69, 51, 1.70, 308430,  X
441, 445.0, 309169, 47498, 10923, 14557, 44047, 6131, 3480, 1443, 48, 53, 1.86, 437248,  X
442, 446.0, 53457, 18137, 8114, 6476, 868, 2652, 1922, 549, 40, 69, 2.03, 92175,  X
443, 447.0, 1379404, 151375, 84982, 16500, 42046, 55417, 23905, 12692, 44, 66, 2.14, 1766321,  X
444, 448.0, 61779, 9390, 980, 1512, 1458, 2092, 805, 558, 50, 61, 1.99, 78574,  X
445, 449.0, 878211, 62472, 29358, 16093, 18024, 93104, 8392, 17609, 74, 61, 1.82, 1123263,  X
446, 450.0, 715968, 131931, 34132, 10064, 8968, 4329, 5932, 2118, 61, 53, 1.82, 913442,  X
447, 451.0, 201995, 18494, 16964, 16605, 4022, 17219, 3841, 1821, 66, 61, 1.81, 280961,  X
448, 452.0, 454121, 110822, 18675, 17715, 23305, 27235, 15865, 3587, 66, 63, 1.78, 671325,  X
449, 453.0, 7599, 7339, 13496, 7082, 7898, 4583, 1541, 1486, 51, 77, 2.03, 51024,  X
450, 454.0, 146216, 226035, 54399, 47611, 62391, 40241, 7725, 7306, 64, 77, 2.28, 591924,  X
451, 455.0, 421966, 268758, 24521, 32933, 26682, 27937, 14846, 8212, 51, 61, 2.14, 825855,  X
452, 456.0, 546143, 319128, 55739, 19633, 22182, 15301, 13845, 5333, 37, 61, 2.04, 997304,  X
453, 457.0, 406964, 16313, 8827, 2803, 20363, 8245, 4927, 2720, 43, 48, 1.99, 471162,  X
454, 458.0, 539196, 280221, 12042, 21557, 41626, 31853, 6542, 6388, 41, 37, 1.79, 939425,  X
455, 459.0, 141438, 85489, 13550, 3784, 6439, 15534, 3856, 3402, 48, 35, 1.57, 273492,  X
456, 460.0, 2034140, 228308, 14014, 90525, 31106, 31937, 20000, 20958, 56, 40, 1.54, 2470988,  X
457, 461.0, 573302, 246309, 22192, 37051, 46740, 39442, 17234, 19950, 48, 35, 1.40, 1002220,  X
458, 462.0, 456635, 262171, 10075, 23290, 42584, 32189, 9572, 15367, 48, 35, 1.39, 851883,  X
459, 463.0, 663789, 94801, 9917, 10969, 8439, 11374, 7483, 3286, 43, 37, 1.35, 810058,  X
460, 464.0, 1285872, 82984, 50107, 39698, 43095, 34493, 8729, 11195, 50, 41, 1.48, 1556173,  X
461, 465.0, 202628, 118418, 16398, 42992, 26107, 18175, 7850, 8974, 48, 50, 1.55, 441542,  X
462, 466.0, 55857, 6895, 1947, 940, 974, 1251, 1194, 272, 50, 60, 1.60, 69330,  X
463, 467.0, 121285, 136969, 10222, 11321, 6210, 14652, 4098, 1641, 50, 56, 1.76, 306398,  X
464, 468.0, 915596, 160327, 53231, 36948, 32926, 17027, 9424, 8897, 40, 54, 1.92, 1234376,  X
465, 469.0, 603474, 109248, 85023, 35790, 91683, 61043, 19343, 6885, 48, 56, 1.93, 1012489,  X
466, 470.0, 798857, 125383, 17706, 19839, 15802, 28579, 14199, 8500, 51, 53, 1.82, 1028865,  X
467, 471.0, 2868796, 255829, 62534, 66751, 29868, 42304, 20284, 19925, 53, 63, 1.89, 3366291,  X
468, 472.0, 1438342, 168548, 2759, 24414, 41073, 31764, 18526, 8461, 61, 50, 1.68, 1733887,  X
469, 473.0, 201415, 34135, 12269, 11914, 20719, 9325, 2552, 1230, 57, 48, 1.75, 293559,  X
470, 474.0, 1206443, 228658, 18194, 30992, 40795, 38848, 13283, 7437, 54, 44, 1.62, 1584650,  X
471, 475.0, 562992, 108899, 30464, 70661, 35758, 31597, 34450, 31996, 57, 48, 1.61, 906817,  X
472, 476.0, 152483, 49451, 31285, 11259, 15040, 12591, 6196, 3690, 56, 63, 1.65, 281995,  X
473, 477.0, 1569672, 372686, 62601, 42403, 23582, 52143, 17148, 6838, 51, 60, 1.90, 2147073,  X
474, 478.0, 68941, 28895, 3198, 18828, 13513, 5473, 2519, 1467, 50, 69, 1.82, 142834,  X
475, 479.0, 32890, 17166, 1893, 2870, 1792, 1499, 1377, 713, 41, 61, 1.82, 60200,  X
476, 480.0, 87149, 12107, 5986, 2173, 2986, 1071, 626, 592, 34, 60, 2.08, 112690,  X
477, 481.0, 735148, 11723, 5424, 3996, 10466, 7281, 2702, 1569, 44, 64, 1.97, 778309,  X
478, 482.0, 32714, 20444, 4036, 2553, 5443, 3881, 922, 481, 48, 56, 1.98, 70474,  X
479, 483.0, 305902, 170122, 110879, 27869, 34468, 87361, 21163, 10674, 61, 63, 1.94, 768438,  X
