obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
171, 174.0, 44808, 29864, 5878, 27095, 11125, 6482, 7484, 1780, 54, 90, 1.79, 134516,  X*
172, 175.0, 282007, 34555, 14905, 10454, 20170, 7551, 3858, 1352, 69, 100, 2.09, 374852,  X*
173, 176.0, 1117475, 203179, 12825, 70849, 23801, 44567, 32062, 22304, 67, 93, 1.95, 1527062,  X*
174, 177.0, 783162, 201413, 103898, 42091, 18613, 25865, 15943, 5749, 56, 90, 2.04, 1196734,  X*
175, 178.0, 1059819, 40129, 4788, 5238, 7363, 10803, 3041, 4681, 64, 74, 1.81, 1135862,  X*
176, 179.0, 57526, 14308, 4312, 1944, 3878, 2233, 473, 1632, 63, 70, 1.79, 86306,  X*
177, 180.0, 1075944, 25943, 38940, 35863, 66683, 21604, 39036, 16500, 66, 80, 1.57, 1320513,  X*
178, 181.0, 722347, 235322, 25126, 14314, 65036, 31125, 31111, 9376, 70, 63, 1.55, 1133757,  X*
179, 182.0, 892807, 224237, 42499, 35699, 27289, 31776, 21791, 13715, 63, 69, 1.32, 1289813,  X*
180, 183.0, 1281341, 139138, 19145, 42361, 45863, 18075, 12345, 13008, 61, 69, 1.40, 1571276,  X*
181, 184.0, 303714, 90787, 7543, 10912, 5752, 8078, 5094, 3016, 51, 56, 1.35, 434896,  X*
182, 185.0, 614395, 61914, 7208, 45495, 52608, 28061, 21106, 6927, 60, 67, 1.37, 837714,  X*
183, 186.0, 805412, 83133, 15009, 6301, 3463, 10543, 4633, 4294, 60, 66, 1.47, 932788,  X*
184, 187.0, 81409, 76879, 9032, 9451, 21962, 8216, 7727, 3936, 60, 60, 1.43, 218612,  X*
185, 188.0, 188716, 32567, 5849, 6690, 8323, 9844, 1921, 2839, 70, 61, 1.45, 256749,  X*
186, 189.0, 552970, 60436, 65098, 23760, 28085, 36880, 18081, 4634, 70, 67, 1.55, 789944,  X*
187, 190.0, 391705, 37305, 6438, 6729, 6535, 12163, 3265, 2178, 80, 67, 1.60, 466318,  X*
188, 191.0, 1563846, 47200, 5580, 17587, 7668, 9928, 11611, 1682, 83, 75, 1.58, 1665102,  X*
189, 192.0, 240811, 23347, 10391, 1809, 7634, 5976, 3818, 2504, 80, 78, 1.58, 296290,  X*
190, 193.0, 966396, 87087, 57125, 28210, 30089, 35246, 4827, 4452, 78, 77, 1.85, 1213432,  X*
191, 194.0, 528402, 164685, 6469, 11085, 15153, 10381, 4463, 3674, 63, 66, 1.74, 744312,  X*
192, 195.0, 122071, 51641, 18521, 4758, 6715, 11424, 3910, 3336, 64, 66, 1.77, 222376,  X*
193, 196.0, 77815, 27789, 14021, 6602, 7894, 11365, 5117, 1355, 69, 69, 1.86, 151958,  X*
194, 197.0, 859785, 61409, 6055, 6866, 8212, 25883, 2770, 1230, 75, 54, 1.97, 972210,  X*
195, 198.0, 796080, 120643, 36778, 16896, 38749, 65269, 5987, 4697, 93, 64, 1.81, 1085099,  X*
196, 199.0, 712425, 24799, 4986, 889, 9620, 10598, 4465, 2056, 100, 56, 1.70, 769838,  X*
197, 200.0, 1757040, 140263, 27412, 12123, 46680, 51872, 10605, 7587, 100, 44, 1.65, 2053582,  X*
198, 201.0, 185424, 47636, 15587, 9577, 2835, 18510, 2582, 1547, 100, 54, 1.77, 283698,  X*
199, 202.0, 264444, 66728, 30262, 45403, 26135, 34569, 19234, 21157, 97, 64, 1.68, 507932,  X*
200, 203.0, 2034348, 251969, 49682, 38254, 191826, 39680, 16353, 6298, 87, 67, 1.64, 2628410,  X*
201, 204.0, 1536442, 106164, 38719, 21951, 55678, 42002, 47841, 10191, 84, 75, 1.68, 1858988,  X*
202, 206.0, 798193, 97757, 9386, 6441, 27882, 33055, 21518, 11840, 87, 61, 1.52, 1006072,  X*
203, 207.0, 104788, 18647, 3671, 3534, 1335, 1759, 3003, 1016, 74, 56, 1.31, 137753,  X*
204, 208.0, 100173, 65742, 17566, 28433, 5751, 4719, 6562, 1692, 63, 67, 1.53, 230638,  X*
205, 209.0, 79976, 36238, 12350, 16402, 6906, 7489, 3821, 1157, 54, 75, 1.62, 164339,  X*
206, 210.0, 68005, 31879, 5641, 2088, 2284, 3366, 1690, 568, 41, 83, 1.78, 115521,  X*
207, 211.0, 958172, 278323, 155819, 68137, 53636, 32142, 13208, 9410, 40, 88, 2.26, 1568847,  X*
208, 212.0, 459602, 12761, 1274, 10174, 5835, 8925, 5784, 1982, 63, 84, 2.21, 506337,  X*
209, 213.0, 451633, 132355, 45450, 29900, 24315, 35151, 13820, 4456, 67, 81, 2.14, 737080,  X*
210, 214.0, 656293, 51416, 10874, 56586, 45996, 36489, 21003, 11461, 80, 90, 1.91, 890118,  X*
211, 215.0, 327651, 14736, 4904, 22281, 3428, 7785, 3510, 1985, 91, 96, 1.96, 386280,  X*
212, 216.0, 294837, 16734, 8941, 14208, 12220, 7463, 3909, 1273, 84, 100, 1.77, 359585,  X*
213, 217.0, 288581, 52095, 20014, 8012, 6258, 8084, 7091, 1355, 80, 100, 1.93, 391490,  X*
214, 218.0, 1152243, 134299, 44155, 24278, 69917, 45603, 26544, 6119, 77, 93, 1.81, 1503158,  X*
215, 219.0, 8831, 45344, 3301, 5849, 9772, 6437, 5601, 1478, 70, 70, 1.78, 86613,  X*
216, 220.0, 181635, 23174, 3389, 8166, 7292, 8066, 3877, 3550, 74, 63, 1.60, 239149,  X*
217, 221.0, 199409, 53119, 53000, 6322, 3414, 9030, 4512, 2353, 69, 70, 1.70, 331159,  X*
218, 222.0, 1059372, 227872, 16097, 33533, 52298, 16586, 20292, 7718, 56, 66, 1.59, 1433768,  X*
219, 223.0, 54314, 20506, 5386, 3948, 3197, 3523, 597, 737, 56, 77, 1.81, 92208,  X*
220, 224.0, 1105175, 236928, 14092, 83473, 18746, 52776, 21854, 15195, 51, 77, 1.88, 1548239,  X*
221, 225.0, 633521, 98678, 116793, 15322, 20900, 25944, 37648, 12843, 54, 78, 1.94, 961649,  X*
222, 226.0, 915087, 23964, 1547, 8842, 1383, 4909, 2491, 2251, 63, 87, 1.68, 960474,  X*
223, 227.0, 717294, 270493, 37931, 88486, 50247, 44566, 9493, 11428, 61, 87, 1.89, 1229938,  X*
224, 228.0, 1416143, 67134, 14648, 15800, 31262, 20938, 24140, 11066, 66, 84, 1.55, 1601131,  X*
225, 229.0, 210811, 5242, 7632, 10838, 10447, 8354, 5731, 1877, 80, 83, 1.57, 260932,  X*
226, 230.0, 167700, 166680, 15111, 10742, 13194, 26287, 11119, 4685, 80, 70, 1.53, 415518,  X*
227, 231.0, 641506, 68761, 16402, 1305, 20969, 12218, 6422, 1752, 81, 64, 1.52, 769335,  X*
228, 232.0, 590512, 242191, 55186, 52074, 20296, 49320, 20248, 10330, 78, 67, 1.42, 1040157,  X*
229, 233.0, 793564, 200776, 27729, 43449, 58196, 26491, 40791, 17370, 63, 56, 1.46, 1208366,  X*
230, 234.0, 220261, 93442, 18709, 50183, 46640, 19225, 20233, 9852, 61, 69, 1.43, 478545,  X*
231, 235.0, 606390, 53615, 29280, 44264, 21081, 29684, 11256, 11279, 66, 83, 1.53, 806849,  X*
232, 236.0, 410585, 134540, 6339, 35263, 12295, 43236, 13732, 4807, 69, 78, 1.55, 660797,  X*
233, 237.0, 590650, 186001, 80942, 73012, 21415, 46826, 8004, 6543, 74, 88, 1.82, 1013393,  X*
234, 238.0, 1286548, 137575, 6699, 50804, 25823, 41261, 26702, 11532, 80, 83, 1.82, 1586944,  X*
235, 239.0, 22655, 64744, 18085, 19760, 19535, 6566, 2724, 1811, 66, 78, 2.10, 155880,  X*
236, 240.0, 165405, 14464, 9367, 3905, 11272, 6734, 3723, 1044, 66, 83, 2.09, 215914,  X*
237, 241.0, 1497130, 445836, 114265, 189930, 118476, 103226, 22122, 34814, 66, 81, 2.26, 2525799,  X*
