obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
81, 85.0, 1938818, 32328, 164743, 32626, 10527, 17945, 8366, 6491, 30, 51, 2.32, 2211844,  X*
82, 86.0, 1325754, 181744, 88859, 30972, 29690, 23188, 7947, 3144, 38, 56, 2.71, 1691298,  X*
83, 87.0, 1732961, 116881, 58732, 26883, 64135, 19498, 18772, 8538, 30, 60, 2.60, 2046400,  X*
84, 88.0, 1436854, 172785, 79227, 27367, 25065, 31754, 23852, 18734, 20, 64, 2.44, 1815638,  X*
85, 89.0, 2501340, 451669, 76457, 83773, 36814, 35035, 45420, 17407, 16, 40, 2.32, 3247915,  X*
86, 90.0, 255681, 101267, 3339, 12352, 18799, 10645, 5161, 3542, 20, 26, 1.90, 410786,  X*
87, 91.0, 20478, 146675, 7935, 28552, 10506, 9457, 5571, 3737, 11, 20, 1.63, 232911,  X*
88, 92.0, 1160308, 76888, 53718, 54712, 15963, 13873, 18644, 4764, 4, 27, 1.73, 1398870,  X*
89, 93.0, 472458, 137469, 5957, 38991, 63622, 58205, 11191, 6761, 27, 21, 1.71, 794654,  X*
90, 94.0, 18630, 30028, 5102, 8831, 6684, 3381, 5977, 2251, 27, 30, 1.65, 80884,  X*
91, 95.0, 142031, 63960, 15343, 37749, 13949, 11430, 7725, 4324, 37, 41, 1.80, 296511,  X*
92, 96.0, 26043, 43840, 9810, 8010, 3433, 2662, 2677, 4214, 27, 30, 1.75, 100689,  X*
93, 97.0, 666945, 354014, 112807, 84018, 32738, 43595, 11628, 25186, 8, 41, 1.76, 1330931,  X*
94, 98.0, 494938, 107882, 17602, 25880, 29476, 24522, 14842, 13757, 16, 40, 1.72, 728899,  X*
95, 99.0, 1293252, 163411, 54186, 17681, 37025, 42884, 21145, 7345, 24, 34, 1.77, 1636929,  X*
96, 100.0, 205242, 45318, 1300, 11423, 7312, 11757, 2843, 1277, 44, 26, 1.68, 286472,  X*
97, 101.0, 132605, 134448, 16140, 39233, 19709, 15631, 11945, 6487, 48, 23, 1.70, 376198,  X*
98, 102.0, 30970, 24153, 592, 5380, 6063, 5789, 3070, 1354, 51, 17, 1.44, 77371,  X*
99, 103.0, 754018, 36742, 6274, 15081, 9248, 5651, 1922, 541, 43, 21, 1.79, 829477,  X*
100, 104.0, 110280, 31984, 8209, 5073, 10762, 4852, 2499, 2638, 35, 24, 1.80, 176297,  X*
101, 105.0, 206569, 47511, 18307, 7879, 13763, 5375, 2815, 1890, 30, 24, 1.94, 304109,  X*
102, 106.0, 106874, 17799, 9569, 11040, 12906, 6129, 1743, 1124, 27, 38, 2.14, 167184,  X*
103, 107.0, 151977, 2167, 2795, 1088, 2566, 3538, 554, 557, 53, 40, 2.29, 165242,  X*
104, 108.0, 375693, 209686, 64714, 40434, 48862, 52538, 21946, 3596, 57, 41, 2.12, 817469,  X*
105, 109.0, 162949, 33927, 11089, 9676, 2893, 9605, 2773, 3215, 69, 43, 2.18, 236127,  X*
106, 110.0, 485301, 208378, 21853, 60921, 40220, 25110, 9845, 26575, 63, 37, 2.01, 878203,  X*
107, 111.0, 689582, 445929, 76985, 76306, 68955, 47831, 26063, 43776, 35, 30, 1.77, 1475427,  X*
108, 112.0, 611972, 72907, 25463, 15314, 6044, 5351, 11683, 6404, 20, 35, 1.71, 755138,  X*
109, 113.0, 90540, 20511, 3582, 3880, 3714, 4720, 3372, 1085, 20, 29, 1.54, 131404,  X*
110, 114.0, 1106387, 134104, 11028, 19828, 17077, 12250, 9951, 9060, 16, 26, 1.42, 1319685,  X*
111, 115.0, 1399760, 336634, 72887, 145482, 89576, 54295, 63795, 29047, 20, 30, 1.43, 2191476,  X*
112, 116.0, 545268, 422203, 36943, 87396, 74139, 38627, 42991, 12010, 24, 24, 1.44, 1259577,  X*
113, 117.0, 367893, 87684, 26066, 15783, 16342, 5368, 4963, 8805, 4, 27, 1.49, 532904,  X*
114, 118.0, 1854772, 205666, 44455, 38125, 35794, 32297, 38893, 16877, 11, 30, 1.47, 2266879,  X*
115, 119.0, 530533, 58674, 8824, 9208, 5408, 10760, 5303, 3885, 16, 24, 1.49, 632595,  X*
116, 120.0, 110321, 20072, 5432, 28270, 9391, 10944, 2949, 4788, 29, 38, 1.58, 192167,  X*
117, 121.0, 1406910, 367858, 94864, 31593, 70989, 60096, 33337, 17383, 43, 35, 1.58, 2083030,  X*
118, 122.0, 858228, 103441, 50181, 36286, 16166, 21865, 3840, 2311, 43, 41, 1.98, 1092318,  X*
119, 123.0, 190231, 54337, 20700, 51244, 86616, 53016, 20700, 8477, 57, 47, 2.05, 485321,  X*
120, 124.0, 496247, 325967, 49549, 41078, 45923, 28840, 16915, 14128, 44, 34, 2.11, 1018647,  X*
121, 125.0, 300021, 114967, 18936, 37500, 16048, 55117, 13401, 11796, 57, 35, 2.01, 567786,  X*
122, 126.0, 1314741, 176482, 7510, 22424, 50078, 25294, 9148, 5862, 60, 17, 1.98, 1611539,  X*
123, 127.0, 629495, 20656, 62140, 63669, 42071, 25547, 5800, 8076, 50, 30, 1.83, 857454,  X*
124, 128.0, 284889, 29600, 36087, 13668, 23833, 30411, 8596, 4716, 70, 41, 1.90, 431800,  X*
125, 129.0, 65934, 22258, 18688, 9023, 10818, 5296, 1887, 2140, 56, 50, 2.07, 136044,  X*
126, 130.0, 1569251, 48998, 11887, 2768, 14875, 16229, 2347, 1908, 64, 56, 2.13, 1668263,  X*
127, 131.0, 410726, 129218, 20284, 51585, 42391, 20657, 24157, 11133, 57, 41, 2.14, 710151,  X*
128, 132.0, 757292, 334959, 54977, 41659, 41105, 21083, 31731, 13830, 29, 30, 1.83, 1296636,  X*
129, 133.0, 220778, 43645, 6014, 4463, 13188, 6348, 6322, 4606, 30, 16, 1.64, 305364,  X*
130, 134.0, 770664, 172054, 63021, 82187, 36345, 19351, 15895, 21441, 13, 29, 1.52, 1180958,  X*
131, 135.0, 109700, 2066, 6359, 1202, 1101, 2155, 848, 1140, 23, 43, 1.53, 124571,  X*
132, 136.0, 1454921, 553402, 59564, 24374, 27026, 46209, 35385, 19156, 29, 37, 1.50, 2220037,  X*
133, 137.0, 1562988, 41948, 5840, 10660, 7900, 7574, 8144, 3826, 30, 43, 1.44, 1648880,  X*
134, 138.0, 88265, 75891, 25327, 62582, 13961, 21921, 11088, 7405, 41, 44, 1.67, 306440,  X*
135, 139.0, 449149, 140704, 101746, 81546, 32510, 39832, 24793, 13447, 34, 40, 1.72, 883727,  X*
136, 140.0, 828822, 712303, 52603, 100238, 33949, 48160, 12278, 19341, 27, 43, 1.79, 1807694,  X*
137, 141.0, 599758, 78091, 12206, 5649, 9841, 8354, 5531, 4669, 24, 40, 1.80, 724099,  X*
138, 142.0, 1429643, 137896, 43596, 8989, 30427, 20668, 22145, 6270, 23, 27, 1.83, 1699634,  X*
139, 143.0, 508932, 12468, 4430, 7036, 6710, 9075, 6419, 2676, 38, 21, 1.63, 557746,  X*
140, 144.0, 833896, 115197, 40286, 43088, 26900, 25462, 17462, 5136, 50, 30, 1.59, 1107427,  X*
141, 145.0, 205097, 48185, 2013, 49384, 49121, 29071, 19981, 9225, 64, 38, 1.38, 412077,  X*
142, 146.0, 261321, 58970, 39780, 70278, 23079, 25238, 20335, 13722, 67, 51, 1.48, 512723,  X*
143, 147.0, 298491, 143141, 17209, 36029, 35514, 30256, 14431, 5058, 56, 47, 1.55, 580129,  X*
144, 148.0, 41282, 40959, 3057, 4134, 15385, 7059, 6272, 1736, 60, 30, 1.52, 119884,  X*
145, 149.0, 811410, 170975, 40209, 76272, 31424, 37193, 18312, 16397, 48, 34, 1.48, 1202192,  X*
146, 150.0, 1843303, 673081, 90525, 78176, 18551, 22642, 30358, 26764, 27, 20, 1.60, 2783400,  X*
147, 151.0, 330021, 28001, 6878, 1662, 3368, 3740, 2984, 1985, 23, 20, 1.49, 378639,  X*
148, 152.0, 1103972, 408168, 24922, 52410, 33626, 15031, 13507, 9708, 3, 24, 1.51, 1661344,  X*
149, 153.0, 61677, 13236, 13567, 13998, 9567, 5483, 5592, 3931, 4, 30, 1.66, 127051,  X*
150, 154.0, 1807790, 773002, 131816, 77515, 20842, 39665, 50392, 23650, 10, 30, 1.63, 2924672,  X*
151, 155.0, 835802, 108390, 16232, 11613, 16024, 11807, 22255, 7861, 7, 27, 1.49, 1029984,  X*
152, 156.0, 307819, 226020, 44611, 35420, 36276, 36003, 15726, 11975, 23, 30, 1.58, 713850,  X*
153, 157.0, 1850191, 90877, 11390, 101397, 28572, 34426, 32561, 12342, 26, 27, 1.51, 2161756,  X*
154, 158.0, 33216, 9159, 504, 3657, 1802, 1636, 1875, 4204, 40, 30, 1.32, 56053,  X*
155, 159.0, 652621, 56546, 60805, 18579, 16190, 8662, 8780, 4839, 37, 48, 1.45, 827022,  X*
156, 160.0, 984504, 1838921, 208114, 105852, 146353, 44863, 61188, 44429, 17, 43, 1.60, 3434224,  X*
157, 161.0, 176427, 16423, 4249, 1396, 3976, 3334, 3240, 455, 20, 34, 1.52, 209500,  X*
158, 162.0, 1125786, 258988, 28746, 35982, 41339, 85550, 24845, 11454, 30, 26, 1.50, 1612690,  X*
159, 163.0, 75684, 24957, 3042, 6722, 2750, 1551, 1011, 1132, 29, 14, 1.76, 116849,  X*
160, 164.0, 1251448, 60488, 20676, 7722, 14079, 8623, 3067, 2210, 50, 23, 1.75, 1368313,  X*
161, 165.0, 357698, 191846, 37959, 23526, 15686, 32626, 10812, 10961, 47, 23, 1.74, 681114,  X*
162, 166.0, 93926, 33143, 13379, 4842, 10301, 5969, 6042, 2549, 38, 29, 1.77, 170151,  X*
163, 167.0, 154908, 13486, 6066, 5867, 9117, 8090, 3898, 1304, 60, 30, 1.81, 202736,  X*
164, 168.0, 298134, 43761, 13365, 8983, 13912, 4773, 2652, 1785, 54, 30, 1.84, 387365,  X*
165, 169.0, 227695, 8261, 4878, 15958, 7374, 7228, 1366, 2206, 63, 43, 1.85, 274966,  X*
166, 170.0, 97185, 13184, 8243, 7190, 13591, 7370, 1888, 2671, 74, 47, 1.89, 151322,  X*
167, 171.0, 301914, 225573, 23522, 53146, 78171, 39820, 13591, 11556, 61, 41, 1.94, 747293,  X*
168, 172.0, 1632766, 398802, 11297, 14298, 34031, 55265, 9640, 5829, 69, 24, 1.89, 2161928,  X*
169, 173.0, 532459, 186003, 75454, 10770, 55046, 26811, 16242, 5695, 60, 14, 1.81, 908480,  X*
170, 174.0, 1065384, 373783, 22330, 45535, 21557, 16973, 15453, 18551, 38, 7, 1.62, 1579566,  X*
171, 175.0, 154759, 27387, 6594, 5042, 16085, 5260, 1257, 1878, 38, 10, 1.64, 218262,  X*
172, 176.0, 1632898, 174674, 13609, 30714, 46560, 85667, 10694, 13817, 50, 17, 1.56, 2008633,  X*
173, 177.0, 645171, 41160, 4868, 4843, 9360, 5054, 2018, 2357, 50, 13, 1.60, 714831,  X*
174, 178.0, 1389141, 49049, 50307, 6543, 64867, 48169, 10242, 7270, 78, 20, 1.55, 1625588,  X*
175, 179.0, 72843, 14300, 5598, 10281, 3976, 7049, 3150, 1222, 84, 29, 1.66, 118419,  X*
176, 180.0, 3865898, 170235, 12637, 66439, 31655, 45647, 12420, 6120, 75, 37, 1.67, 4211051,  X*
177, 181.0, 86652, 9370, 2454, 26280, 5296, 10175, 3134, 2442, 87, 54, 1.80, 145803,  X*
178, 182.0, 258335, 137471, 21212, 27587, 38274, 10325, 14352, 5288, 61, 51, 1.83, 512844,  X*
179, 183.0, 1007836, 141372, 21700, 30633, 57315, 35213, 10217, 8718, 60, 41, 1.83, 1313004,  X*
180, 184.0, 849219, 53179, 13531, 8972, 13732, 5196, 4447, 1465, 50, 41, 1.85, 949741,  X*
181, 185.0, 200880, 10859, 1409, 2568, 1172, 2337, 712, 1396, 44, 26, 1.73, 221333,  X*
182, 186.0, 48816, 28406, 8841, 4393, 11832, 3188, 4878, 3158, 48, 27, 1.59, 113512,  X*
183, 187.0, 264042, 63793, 12937, 11597, 11105, 9208, 2815, 1443, 40, 30, 1.75, 376940,  X*
184, 188.0, 496465, 68495, 26812, 25432, 7422, 24768, 9147, 8913, 53, 37, 1.76, 667454,  X*
185, 189.0, 73939, 91024, 2426, 3725, 5379, 7002, 3969, 3483, 44, 21, 1.54, 190947,  X*
186, 190.0, 2280702, 107307, 42727, 53927, 68773, 23826, 15714, 14451, 50, 26, 1.62, 2607427,  X*
187, 191.0, 548972, 114091, 25608, 54229, 22311, 29132, 10576, 4213, 54, 30, 1.83, 809132,  X*
188, 192.0, 100669, 18075, 10619, 10640, 7567, 7796, 2879, 1411, 54, 34, 1.80, 159656,  X*
189, 193.0, 272770, 118814, 5539, 17900, 8924, 26482, 15591, 5591, 64, 41, 1.67, 471611,  X*
190, 194.0, 326157, 277059, 34561, 46703, 5504, 9149, 18228, 16055, 47, 37, 1.79, 733416,  X*
191, 195.0, 167052, 9701, 1903, 2050, 1065, 2591, 853, 951, 50, 30, 1.73, 186166,  X*
192, 196.0, 1222138, 11657, 11092, 19628, 7239, 15576, 4291, 1461, 56, 37, 1.74, 1293082,  X*
193, 197.0, 80897, 153757, 12187, 22983, 46080, 20331, 17664, 13352, 50, 37, 1.50, 367251,  X*
194, 198.0, 871149, 69740, 5709, 94770, 16535, 37310, 21552, 7353, 75, 47, 1.62, 1124118,  X*
195, 199.0, 1065062, 107514, 45014, 12163, 32282, 23102, 10331, 10883, 70, 48, 1.62, 1306351,  X*
196, 200.0, 637737, 42238, 25223, 7165, 15829, 3886, 3592, 1115, 48, 43, 1.85, 736785,  X*
197, 201.0, 1412863, 127164, 41527, 83012, 42485, 50571, 24433, 9362, 54, 54, 1.76, 1791417,  X*
198, 202.0, 102267, 34754, 20787, 5019, 10496, 5101, 4108, 4340, 43, 51, 1.88, 186872,  X*
199, 203.0, 82963, 51930, 4174, 5294, 19114, 5372, 4031, 4555, 38, 41, 1.76, 177433,  X*
200, 204.0, 145949, 29196, 5246, 8608, 8887, 8780, 6866, 2955, 54, 37, 1.69, 216487,  X*
201, 205.0, 156456, 66274, 3484, 4695, 5028, 12220, 8164, 5480, 51, 17, 1.33, 261801,  X*
202, 206.0, 401703, 46133, 15453, 4806, 6206, 6664, 3814, 9532, 53, 14, 1.18, 494311,  X*
203, 207.0, 1688299, 58240, 56163, 24835, 61195, 23241, 17122, 17104, 60, 29, 1.15, 1946199,  X*
204, 208.0, 60671, 7029, 5347, 3550, 1402, 1662, 644, 905, 51, 41, 1.42, 81210,  X*
205, 209.0, 109177, 39223, 11328, 9411, 14586, 6782, 2481, 1707, 48, 53, 1.62, 194695,  X*
206, 210.0, 842356, 208425, 8154, 55140, 26485, 45564, 25264, 5949, 54, 51, 1.75, 1217337,  X*
207, 211.0, 45863, 24289, 2096, 1909, 425, 1989, 1115, 350, 47, 38, 1.85, 78036,  X*
208, 212.0, 1466310, 164420, 4563, 26913, 33753, 41377, 15228, 7819, 56, 17, 1.76, 1760383,  X*
209, 213.0, 887726, 112771, 18292, 32541, 40679, 24737, 11091, 9937, 60, 16, 1.59, 1137774,  X*
210, 214.0, 139578, 29969, 7432, 11489, 2996, 8577, 4107, 2809, 61, 24, 1.48, 206957,  X*
211, 215.0, 98895, 50841, 5172, 3598, 1982, 8880, 3445, 1468, 69, 23, 1.47, 174281,  X*
212, 216.0, 762895, 83870, 3519, 7458, 12483, 9776, 4308, 1155, 60, 20, 1.42, 885464,  X*
213, 217.0, 24424, 23116, 10304, 16411, 8779, 9565, 2125, 3310, 63, 27, 1.65, 98034,  X*
214, 218.0, 829438, 49792, 34275, 59570, 56007, 37471, 9834, 17071, 66, 30, 1.71, 1093458,  X*
215, 219.0, 1982207, 153036, 47320, 24086, 12078, 28225, 16221, 16455, 64, 41, 1.67, 2279628,  X*
216, 220.0, 398216, 36543, 7856, 19000, 9139, 8899, 4927, 3254, 66, 57, 1.76, 487834,  X*
217, 221.0, 177452, 25939, 5011, 4130, 2318, 4196, 2261, 2354, 61, 50, 1.75, 223661,  X*
218, 222.0, 924674, 51207, 69745, 25903, 48336, 21905, 7737, 12875, 54, 51, 1.72, 1162382,  X*
219, 223.0, 186747, 30035, 9807, 14469, 8068, 11318, 3390, 1159, 61, 53, 1.83, 264993,  X*
220, 224.0, 864768, 123714, 93918, 32200, 11622, 38580, 15475, 7928, 63, 56, 1.99, 1188205,  X*
221, 225.0, 60949, 34562, 2199, 3502, 2045, 3522, 1143, 583, 57, 51, 2.00, 108505,  X*
222, 226.0, 395566, 44854, 11476, 4235, 6704, 7150, 4779, 1385, 54, 41, 2.04, 476149,  X*
223, 227.0, 408758, 50118, 860, 12882, 4213, 6862, 5410, 1172, 48, 34, 1.89, 490275,  X*
224, 228.0, 535828, 42539, 5082, 6513, 6971, 9644, 5382, 2497, 50, 20, 1.66, 614456,  X*
225, 229.0, 217390, 112707, 17143, 20508, 63289, 30968, 6889, 8488, 60, 23, 1.51, 477382,  X*
226, 230.0, 215532, 8232, 18353, 4489, 6099, 12696, 1264, 2567, 75, 34, 1.62, 269232,  X*
227, 231.0, 36719, 11542, 914, 4985, 2061, 2655, 1458, 949, 78, 38, 1.59, 61283,  X*
228, 232.0, 337617, 27428, 8929, 13812, 8869, 18235, 6664, 772, 87, 47, 1.71, 422326,  X*
229, 233.0, 106056, 24832, 12655, 12264, 13883, 8048, 2095, 2732, 84, 56, 1.92, 182565,  X*
230, 234.0, 103307, 36185, 20460, 17054, 8713, 9710, 788, 2626, 70, 54, 2.29, 198843,  X*
231, 235.0, 957698, 100424, 46233, 27644, 39154, 30136, 9682, 5425, 74, 57, 2.27, 1216396,  X*
232, 236.0, 675167, 607470, 12615, 10508, 12133, 24337, 7498, 13763, 47, 37, 2.19, 1363491,  X*
233, 237.0, 522254, 179285, 1761, 83275, 26583, 34505, 25727, 5283, 43, 35, 2.08, 878673,  X*
234, 238.0, 684481, 277872, 7414, 32603, 50627, 36625, 22918, 9523, 41, 17, 1.84, 1122063,  X*
235, 239.0, 293860, 153970, 27783, 24108, 63104, 24428, 11045, 7131, 37, 11, 1.49, 605429,  X*
236, 240.0, 534112, 64817, 3980, 17978, 13294, 7911, 2942, 1835, 48, 29, 1.45, 646869,  X*
237, 241.0, 659843, 7129, 5513, 10096, 15691, 7036, 2903, 2098, 57, 34, 1.59, 710309,  X*
