obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
238, 242.0, 32841, 52461, 19907, 11224, 10553, 10989, 3860, 1157, 60, 47, 1.82, 142992,  X*
239, 243.0, 534631, 69056, 32437, 31885, 66948, 77704, 17680, 16250, 78, 50, 1.89, 846591,  X*
240, 244.0, 2193923, 136554, 16698, 100745, 10414, 48582, 9259, 5141, 84, 57, 2.08, 2521316,  X*
241, 245.0, 211588, 27012, 9994, 7611, 9330, 6994, 4609, 1180, 78, 54, 2.04, 278318,  X*
242, 246.0, 1917410, 310665, 96566, 135016, 27887, 52242, 33541, 7718, 74, 60, 2.19, 2581045,  X*
243, 247.0, 494918, 16331, 4169, 12103, 7956, 5144, 2067, 2065, 60, 64, 2.06, 544753,  X*
244, 248.0, 123657, 9496, 13887, 10649, 4319, 16739, 2865, 970, 70, 66, 2.30, 182582,  X*
245, 249.0, 464806, 61678, 20530, 6013, 8170, 9138, 3609, 3674, 66, 64, 2.14, 577618,  X*
246, 250.0, 157154, 9032, 6512, 3565, 4989, 5292, 1632, 789, 80, 61, 2.18, 188965,  X*
247, 251.0, 373914, 184674, 26504, 43544, 51026, 18223, 8162, 5392, 69, 56, 2.14, 711439,  X*
248, 252.0, 682059, 191328, 108030, 68899, 27196, 27543, 13431, 9613, 47, 54, 2.30, 1128099,  X*
249, 253.0, 749253, 59286, 67546, 15875, 21583, 27934, 12563, 4224, 54, 61, 2.22, 958264,  X*
250, 254.0, 135086, 39633, 9792, 8612, 6050, 14022, 4099, 1701, 51, 57, 2.22, 218995,  X*
251, 255.0, 160334, 54009, 4593, 5892, 9963, 5195, 1833, 2292, 54, 51, 2.13, 244111,  X*
252, 256.0, 369134, 55523, 52830, 24938, 19403, 43458, 12925, 5114, 70, 51, 2.09, 583325,  X*
253, 257.0, 836125, 164313, 26440, 39634, 29178, 27250, 9453, 3161, 64, 43, 2.01, 1135554,  X*
254, 258.0, 93445, 40427, 1029, 8233, 10504, 3583, 4170, 2162, 50, 38, 1.79, 163553,  X*
255, 259.0, 664310, 376988, 16003, 32738, 11436, 37275, 5504, 3770, 51, 37, 1.88, 1148024,  X*
256, 260.0, 188197, 98970, 67853, 35231, 25444, 50691, 29483, 3044, 50, 37, 1.96, 498913,  X*
257, 261.0, 353532, 601527, 51838, 59095, 30880, 46802, 24413, 6156, 43, 29, 1.94, 1174243,  X*
258, 262.0, 95774, 88697, 2927, 3668, 7176, 5853, 2629, 3378, 43, 20, 1.68, 210102,  X*
259, 263.0, 1434637, 890091, 60270, 54142, 166414, 22609, 7659, 14830, 24, 17, 1.92, 2650652,  X*
260, 264.0, 1833131, 207478, 34236, 38605, 27790, 44347, 17451, 10465, 17, 10, 1.79, 2213503,  X*
261, 265.0, 205590, 20130, 4793, 3067, 1092, 2642, 1016, 604, 23, 17, 1.83, 238934,  X*
262, 266.0, 88667, 21091, 1805, 1625, 3364, 2514, 377, 482, 27, 23, 1.83, 119925,  X*
263, 267.0, 675258, 249394, 24570, 22182, 70958, 28456, 10003, 6014, 44, 26, 1.97, 1086835,  X*
264, 268.0, 74211, 65556, 23553, 3222, 6457, 8142, 3533, 3315, 40, 29, 1.87, 187989,  X*
265, 269.0, 74938, 23504, 6501, 4652, 15639, 2241, 1210, 1321, 34, 26, 1.96, 130006,  X*
266, 270.0, 265518, 59284, 694, 10576, 17316, 4149, 2807, 1413, 27, 27, 1.81, 361757,  X*
267, 271.0, 741229, 114678, 7678, 64300, 13157, 15691, 22017, 12727, 27, 40, 1.67, 991477,  X*
268, 272.0, 1126826, 137771, 31086, 61467, 45806, 29327, 9557, 20002, 30, 43, 1.68, 1461842,  X*
269, 273.0, 98389, 32152, 8447, 2822, 7114, 5011, 2499, 2951, 40, 43, 1.60, 159385,  X*
270, 274.0, 103342, 17931, 3466, 6868, 479, 3145, 2431, 2125, 47, 54, 1.48, 139787,  X*
271, 275.0, 1052118, 283280, 87549, 51723, 53987, 73016, 23982, 30278, 54, 51, 1.51, 1655933,  X*
272, 276.0, 1240382, 160412, 6507, 29595, 18692, 13498, 2901, 6836, 48, 43, 1.62, 1478823,  X*
273, 277.0, 141738, 45116, 11314, 35638, 10780, 11768, 5199, 5528, 50, 51, 1.67, 267081,  X*
274, 278.0, 227183, 61734, 8645, 8440, 4578, 16232, 3299, 2133, 56, 43, 1.75, 332244,  X*
275, 279.0, 787022, 412853, 51304, 86494, 58107, 30959, 17478, 12645, 43, 41, 1.87, 1456862,  X*
276, 280.0, 60132, 115773, 6387, 1409, 5856, 13334, 4901, 4715, 48, 29, 1.72, 212507,  X*
277, 281.0, 294187, 81817, 10648, 102212, 43983, 92934, 17112, 7864, 64, 27, 1.74, 650757,  X*
278, 282.0, 860101, 820168, 210373, 98581, 50484, 38344, 39431, 31291, 43, 34, 1.75, 2148773,  X*
279, 283.0, 2128802, 371674, 54765, 54028, 11080, 11888, 9877, 2204, 30, 34, 2.03, 2644318,  X*
280, 284.0, 656510, 143044, 10637, 15836, 25968, 34929, 6018, 5484, 40, 40, 1.91, 898426,  X*
281, 285.0, 1958751, 345059, 81652, 36100, 60708, 25838, 29226, 24918, 13, 35, 2.03, 2562252,  X*
282, 286.0, 43210, 16397, 8754, 6192, 3047, 3029, 1072, 763, 24, 40, 2.21, 82464,  X*
283, 287.0, 2134893, 393188, 25116, 27346, 25386, 35475, 26096, 15113, 40, 34, 2.03, 2682613,  X*
284, 288.0, 182159, 14429, 3655, 4993, 2158, 2458, 1527, 509, 30, 44, 1.82, 211888,  X*
285, 289.0, 175560, 44596, 8029, 4504, 21794, 22419, 3817, 3051, 54, 38, 1.78, 283770,  X*
286, 290.0, 47819, 46591, 55215, 42952, 37925, 14697, 6789, 4878, 56, 41, 2.07, 256866,  X*
287, 291.0, 2085076, 159524, 6708, 13587, 49248, 26039, 18735, 18296, 64, 38, 1.65, 2377213,  X*
288, 292.0, 308673, 155922, 24674, 21577, 18772, 36318, 7403, 3328, 69, 30, 1.84, 576667,  X*
289, 293.0, 144751, 65114, 4516, 3983, 7417, 15699, 2814, 2465, 64, 27, 1.67, 246759,  X*
290, 294.0, 178631, 27248, 1693, 16368, 9425, 11132, 2506, 473, 74, 20, 1.87, 247476,  X*
291, 295.0, 673369, 57882, 48856, 52848, 62034, 18337, 18422, 9616, 70, 40, 1.68, 941364,  X*
292, 296.0, 735333, 94346, 18739, 21867, 54089, 13407, 10467, 4079, 63, 41, 1.88, 952327,  X*
293, 297.0, 465458, 99836, 76364, 43010, 13699, 35664, 12664, 4333, 60, 60, 2.00, 751028,  X*
294, 298.0, 262327, 20973, 2786, 11776, 6507, 3953, 817, 1471, 51, 61, 2.22, 310610,  X*
295, 299.0, 1633076, 381157, 20782, 9054, 36063, 10863, 16335, 8358, 34, 40, 1.97, 2115688,  X*
296, 300.0, 2528410, 18017, 23720, 26692, 77600, 31162, 9992, 5965, 51, 43, 1.94, 2721558,  X*
297, 301.0, 75332, 31541, 22402, 4312, 7527, 7243, 1265, 712, 48, 41, 2.29, 150334,  X
298, 302.0, 522150, 40968, 39195, 17739, 26415, 15779, 13567, 15756, 53, 44, 2.02, 691569,  X
299, 303.0, 135791, 49078, 8989, 9100, 7425, 4433, 2184, 2446, 64, 57, 1.94, 219446,  X
300, 304.0, 61283, 71433, 4609, 5136, 7890, 4289, 1936, 2597, 40, 47, 2.01, 159173,  X
301, 305.0, 60253, 28355, 16045, 3229, 17947, 4826, 3485, 1849, 37, 43, 2.01, 135989,  X
302, 306.0, 1184699, 171765, 24156, 32324, 33222, 32014, 9552, 12358, 35, 34, 1.64, 1500090,  X
303, 307.0, 698057, 52446, 3200, 10876, 1279, 6330, 1241, 1455, 40, 30, 1.81, 774884,  X
304, 308.0, 1190590, 73106, 3001, 30800, 27262, 18469, 10666, 8407, 53, 40, 1.65, 1362301,  X
305, 309.0, 1274243, 173256, 14772, 23702, 46693, 33376, 7306, 4391, 57, 30, 1.72, 1577739,  X
306, 310.0, 70785, 30727, 36951, 78410, 33384, 31201, 8039, 5589, 64, 47, 1.93, 295086,  X
307, 311.0, 43752, 43027, 10851, 7481, 12552, 8010, 2217, 1162, 69, 48, 2.08, 129052,  X
308, 312.0, 31779, 34629, 9190, 727, 3448, 5858, 6029, 1220, 66, 47, 1.86, 92880,  X
309, 313.0, 1278676, 63093, 61506, 14864, 18027, 32023, 10477, 5223, 69, 60, 2.05, 1483889,  X
310, 314.0, 216180, 81279, 19024, 114991, 61758, 38677, 17737, 19402, 66, 56, 2.04, 569048,  X
311, 315.0, 242478, 25885, 11049, 12192, 10142, 7489, 4257, 2427, 67, 61, 1.84, 315919,  X
312, 316.0, 812724, 30664, 16449, 26871, 25433, 18228, 12720, 10693, 75, 69, 1.64, 953782,  X
313, 317.0, 198338, 17966, 8516, 508, 985, 1249, 479, 248, 54, 66, 2.03, 228289,  X
314, 318.0, 977111, 90515, 27267, 38689, 43003, 45945, 4863, 9079, 61, 60, 2.05, 1236472,  X
315, 319.0, 28748, 40509, 3267, 14486, 8135, 7886, 2024, 2099, 60, 54, 2.09, 107154,  X
316, 320.0, 390635, 141799, 19882, 16859, 30514, 41776, 6925, 2962, 60, 44, 2.10, 651352,  X
317, 321.0, 1176580, 14085, 5596, 7630, 22837, 8821, 4221, 1383, 84, 40, 2.15, 1241153,  X
318, 322.0, 394197, 199095, 41593, 13250, 16163, 25223, 12685, 6495, 70, 35, 1.87, 708701,  X
319, 323.0, 680432, 121845, 22396, 9071, 9926, 9519, 5601, 2488, 61, 30, 1.82, 861278,  X
320, 324.0, 1225223, 59828, 16973, 16249, 34767, 31819, 13500, 15402, 64, 37, 1.65, 1413761,  X
321, 325.0, 649730, 150845, 19865, 33973, 35734, 25956, 17847, 13893, 53, 37, 1.51, 947843,  X
322, 326.0, 1259509, 84558, 6737, 10525, 60172, 23184, 15386, 2477, 64, 27, 1.41, 1462548,  X
323, 327.0, 1548208, 76013, 15090, 18194, 60342, 28438, 18998, 4789, 81, 27, 1.33, 1770072,  X
324, 328.0, 223590, 239119, 103868, 88015, 76147, 56806, 20806, 28721, 67, 34, 1.33, 837072,  X
325, 329.0, 1038745, 320572, 43461, 24291, 29961, 41210, 48421, 16447, 67, 29, 1.32, 1563108,  X
326, 330.0, 545468, 87080, 12355, 13681, 7682, 19096, 3657, 5401, 64, 37, 1.41, 694420,  X
327, 331.0, 339089, 44235, 1685, 1972, 8157, 8178, 2320, 3436, 60, 26, 1.35, 409072,  X
328, 332.0, 78375, 27076, 27292, 23284, 3726, 8155, 5044, 1594, 57, 35, 1.68, 174546,  X
329, 333.0, 977762, 196662, 49780, 26188, 34865, 44075, 13125, 17534, 61, 38, 1.59, 1359991,  X
330, 334.0, 264427, 35626, 11699, 7732, 7999, 5725, 3481, 5327, 54, 43, 1.68, 342016,  X
331, 335.0, 1947728, 348151, 33634, 11208, 11544, 28889, 18252, 8719, 44, 48, 1.60, 2408125,  X
332, 336.0, 99913, 40217, 12801, 5652, 6052, 11537, 2754, 2933, 53, 37, 1.79, 181859,  X
333, 337.0, 661602, 223278, 26950, 52742, 59452, 26697, 12023, 5747, 47, 35, 1.64, 1068491,  X
334, 338.0, 118781, 59274, 39258, 15196, 56316, 19363, 7009, 14034, 53, 35, 1.65, 329231,  X
335, 339.0, 43145, 5106, 10052, 3135, 1844, 1673, 389, 902, 54, 57, 1.98, 66246,  X
336, 340.0, 216917, 101626, 15820, 61170, 15772, 35305, 23239, 6334, 56, 61, 2.05, 476183,  X
337, 341.0, 199573, 50436, 6335, 3246, 2589, 9770, 3999, 3732, 63, 56, 1.91, 279680,  X
338, 342.0, 43239, 5881, 925, 1919, 1042, 2892, 1320, 439, 70, 54, 1.75, 57657,  X
339, 343.0, 66378, 7631, 19482, 9680, 12932, 11123, 4586, 3416, 84, 51, 1.81, 135228,  X
340, 344.0, 378643, 8889, 3895, 5005, 9627, 14087, 1919, 976, 97, 44, 1.53, 423041,  X
341, 345.0, 310400, 60733, 16718, 41189, 18447, 37564, 14781, 10280, 100, 56, 1.51, 510112,  X
342, 346.0, 1007567, 199747, 35328, 15982, 45567, 25960, 7886, 7035, 88, 51, 1.65, 1345072,  X
343, 347.0, 92916, 11772, 39121, 1937, 12369, 4519, 2822, 1532, 74, 56, 1.92, 166988,  X
344, 348.0, 41773, 23170, 2334, 5927, 4389, 7737, 3429, 1000, 60, 54, 1.82, 89759,  X
345, 349.0, 347844, 37762, 2935, 8276, 7591, 8441, 1711, 3502, 54, 47, 1.75, 418062,  X
346, 350.0, 606351, 205863, 35662, 34580, 27718, 25500, 17389, 6928, 53, 51, 1.80, 959991,  X
347, 351.0, 205972, 111051, 25266, 34547, 31465, 62920, 9758, 8273, 69, 37, 1.80, 489252,  X
348, 352.0, 710796, 368380, 17668, 15872, 17565, 23419, 9507, 13550, 53, 26, 1.52, 1176757,  X
349, 353.0, 130368, 48300, 11831, 9224, 3888, 4217, 2773, 2295, 40, 34, 1.65, 212896,  X
350, 354.0, 465073, 94846, 74225, 65190, 29089, 22568, 19414, 7678, 41, 44, 1.83, 778083,  X
351, 355.0, 58442, 5509, 4752, 1941, 2032, 1149, 555, 269, 24, 53, 2.04, 74649,  X
352, 356.0, 29026, 9937, 3741, 9880, 5262, 4311, 2395, 1170, 38, 74, 2.07, 65722,  X
353, 357.0, 150262, 160347, 11791, 16361, 38210, 19959, 16471, 7828, 44, 61, 2.04, 421229,  X
354, 358.0, 673432, 244800, 4873, 45369, 21891, 27519, 9236, 4285, 44, 47, 1.99, 1031405,  X
355, 359.0, 86788, 59491, 4968, 9964, 8629, 6575, 3455, 2748, 43, 34, 1.83, 182618,  X
356, 360.0, 292637, 73795, 10822, 6053, 3550, 11828, 6227, 2295, 38, 21, 1.55, 407207,  X
357, 361.0, 290285, 13980, 29615, 10040, 10775, 7583, 3252, 2148, 41, 43, 1.69, 367678,  X
358, 362.0, 20457, 17855, 18770, 15951, 4691, 10955, 2677, 2574, 51, 57, 1.98, 93930,  X
359, 363.0, 982499, 184006, 9786, 44741, 29341, 16577, 13052, 9955, 50, 60, 1.92, 1289957,  X
360, 364.0, 132151, 43664, 4170, 2370, 1658, 2283, 1613, 783, 38, 56, 1.95, 188692,  X
361, 365.0, 733189, 70881, 55577, 56751, 28057, 19519, 7296, 14276, 35, 54, 2.13, 985546,  X
362, 366.0, 10585, 103910, 12211, 17486, 13299, 15912, 2260, 1187, 27, 40, 2.19, 176850,  X
363, 367.0, 1067954, 92815, 15490, 52651, 24910, 13809, 19802, 7585, 29, 47, 1.99, 1295016,  X
364, 368.0, 136932, 43857, 5896, 5809, 6887, 6338, 1628, 1786, 40, 51, 2.07, 209133,  X
365, 369.0, 221332, 117407, 91540, 60875, 27845, 14586, 5154, 9081, 34, 51, 2.39, 547820,  X
366, 370.0, 885056, 391749, 33483, 43036, 12328, 43556, 14526, 5197, 29, 50, 2.34, 1428931,  X
367, 371.0, 879182, 90573, 19908, 14468, 17165, 29558, 7143, 2930, 40, 43, 2.12, 1060927,  X
368, 372.0, 99812, 136584, 41100, 10332, 13080, 26404, 3278, 4286, 43, 47, 2.31, 334876,  X
369, 373.0, 545895, 699675, 13729, 84905, 50546, 35735, 15153, 19638, 40, 27, 2.25, 1465276,  X
370, 374.0, 438737, 192499, 113107, 54289, 175699, 291621, 84717, 38758, 64, 30, 1.82, 1389427,  X
371, 375.0, 235229, 15930, 8302, 3549, 1618, 4132, 2065, 1437, 61, 38, 1.78, 272262,  X
372, 376.0, 823509, 23408, 3567, 6485, 7843, 10449, 3556, 1223, 69, 37, 1.70, 880040,  X
373, 377.0, 25513, 18928, 1815, 2339, 3017, 4043, 3098, 1121, 87, 38, 1.41, 59874,  X
374, 378.0, 1886071, 108803, 16817, 46907, 33075, 25416, 10398, 3789, 66, 43, 1.52, 2131276,  X
375, 379.0, 952063, 195925, 114938, 49192, 23990, 26553, 11205, 7283, 57, 44, 1.87, 1381149,  X
376, 380.0, 334161, 307300, 14450, 14693, 2581, 7283, 14576, 2299, 27, 37, 1.80, 697343,  X
377, 381.0, 157090, 17545, 10349, 12627, 6923, 7044, 2894, 2890, 27, 50, 1.90, 217362,  X
378, 382.0, 669256, 64059, 15372, 42074, 23758, 28437, 12299, 7728, 34, 51, 2.03, 862983,  X
379, 383.0, 66036, 28305, 7754, 11907, 12167, 6040, 2972, 1084, 40, 48, 2.05, 136265,  X
380, 384.0, 9191, 15677, 9107, 4079, 6048, 4018, 4532, 693, 60, 63, 1.81, 53345,  X
381, 385.0, 419500, 69029, 36799, 76535, 33410, 27440, 17567, 3145, 57, 64, 2.02, 683425,  X
382, 386.0, 777741, 113402, 7081, 5922, 6233, 7854, 2005, 2319, 43, 50, 1.97, 922557,  X
383, 387.0, 79499, 5996, 1880, 1196, 864, 1752, 898, 587, 48, 48, 1.92, 92672,  X
384, 388.0, 245466, 40241, 30839, 39089, 45555, 26545, 7245, 6748, 53, 50, 1.92, 441728,  X
385, 389.0, 587939, 40434, 23414, 42094, 19011, 22990, 6710, 7109, 57, 50, 2.01, 749701,  X
386, 390.0, 594938, 197225, 10222, 22827, 18280, 26876, 14551, 3854, 66, 53, 1.79, 888773,  X
387, 391.0, 567541, 137835, 81789, 20433, 60607, 21112, 12610, 6329, 56, 54, 1.89, 908256,  X
388, 392.0, 85462, 25134, 13435, 8637, 7459, 5829, 1488, 1236, 50, 53, 2.17, 148680,  X
389, 393.0, 360745, 43916, 14039, 9970, 10471, 12765, 5292, 3082, 48, 47, 2.06, 460280,  X
390, 394.0, 1466449, 369150, 133815, 103211, 31936, 36246, 25889, 11963, 40, 57, 2.14, 2178659,  X
391, 395.0, 319490, 42942, 11805, 12641, 11149, 4363, 2074, 1877, 35, 56, 2.36, 406341,  X
392, 396.0, 273094, 46109, 21673, 20020, 9759, 9434, 2525, 3321, 35, 57, 2.45, 385935,  X
393, 397.0, 139784, 69038, 27217, 19172, 15928, 18793, 8963, 5101, 34, 61, 2.25, 303996,  X
394, 398.0, 1679207, 157785, 36271, 27070, 35773, 23336, 7541, 4023, 40, 54, 2.38, 1971006,  X
395, 399.0, 345220, 177051, 20167, 74634, 46996, 34731, 9444, 7723, 48, 54, 2.32, 715966,  X
396, 400.0, 22335, 24104, 5211, 5191, 12559, 17766, 1242, 2037, 66, 43, 2.18, 90445,  X
397, 401.0, 121016, 33787, 3630, 10038, 3885, 7813, 2319, 2722, 66, 40, 1.97, 185210,  X
398, 402.0, 635389, 106465, 7188, 8703, 24048, 7223, 3327, 2015, 60, 30, 1.95, 794358,  X
399, 403.0, 133031, 19639, 11615, 6151, 5883, 11028, 2034, 541, 69, 35, 2.02, 189922,  X
400, 404.0, 117948, 46726, 23464, 9283, 8658, 11522, 2726, 3574, 54, 41, 2.02, 223901,  X
401, 405.0, 90095, 38722, 6767, 3100, 4279, 4056, 3683, 2009, 47, 38, 1.92, 152711,  X
402, 406.0, 162760, 49602, 1499, 8218, 3250, 4363, 5205, 1169, 50, 43, 1.84, 236066,  X
403, 407.0, 1163882, 57123, 2349, 50693, 30979, 30207, 12524, 8124, 50, 41, 1.77, 1355881,  X
404, 408.0, 2439765, 169819, 18111, 37922, 40504, 37581, 15064, 11788, 51, 34, 1.51, 2770554,  X
405, 409.0, 2211101, 341377, 36281, 78905, 28609, 34917, 28070, 11730, 50, 37, 1.40, 2770990,  X
406, 410.0, 687550, 130975, 8317, 15806, 5586, 11958, 4081, 3034, 50, 35, 1.51, 867307,  X
407, 411.0, 1648262, 312678, 14509, 22362, 21190, 29676, 12302, 3825, 38, 23, 1.57, 2064804,  X
408, 412.0, 328712, 94048, 21927, 12600, 12387, 16655, 12431, 3784, 35, 24, 1.60, 502544,  X
409, 413.0, 93996, 8237, 2040, 1294, 2054, 2336, 1252, 829, 44, 24, 1.57, 112038,  X
410, 414.0, 168006, 164411, 6362, 11697, 5621, 23210, 5820, 3807, 51, 21, 1.50, 388934,  X
411, 415.0, 118264, 30797, 19455, 6805, 9276, 3937, 4038, 1531, 50, 37, 1.57, 194103,  X
412, 416.0, 113092, 41624, 10885, 12811, 5194, 5157, 7209, 4101, 43, 41, 1.55, 200073,  X
413, 417.0, 3186183, 251364, 12105, 26875, 30296, 35017, 10293, 8833, 38, 34, 1.53, 3560966,  X
414, 418.0, 881246, 231387, 5285, 16013, 20502, 21595, 12314, 9594, 34, 30, 1.47, 1197936,  X
415, 419.0, 133205, 28342, 8335, 29417, 2982, 6128, 5965, 522, 35, 37, 1.72, 214896,  X
416, 420.0, 1107160, 71797, 15905, 5020, 7011, 13527, 7447, 5475, 41, 29, 1.53, 1233342,  X
417, 421.0, 675313, 280922, 41581, 5745, 37967, 20095, 9279, 9199, 30, 30, 1.53, 1080101,  X
418, 422.0, 2070434, 128395, 16206, 33083, 14441, 36105, 5944, 5070, 43, 43, 1.67, 2309678,  X
419, 423.0, 878661, 38654, 8879, 8014, 6740, 8600, 3859, 2539, 50, 34, 1.81, 955946,  X
420, 424.0, 391087, 35670, 2930, 7141, 2190, 6469, 4733, 977, 50, 34, 1.56, 451197,  X
421, 425.0, 1005099, 78187, 7995, 41369, 4818, 9677, 5387, 3859, 53, 47, 1.74, 1156391,  X
422, 426.0, 1519833, 182446, 149896, 107240, 51169, 46647, 15803, 12131, 44, 56, 2.06, 2085165,  X
423, 427.0, 206174, 73556, 7649, 21367, 7103, 8613, 2494, 2537, 38, 57, 2.11, 329493,  X
424, 428.0, 632844, 50265, 47355, 22609, 28830, 25465, 11646, 5203, 43, 67, 2.19, 824217,  X
425, 429.0, 1242849, 471801, 223583, 83284, 62429, 57549, 19234, 15914, 43, 66, 2.49, 2176643,  X
426, 430.0, 97508, 41532, 17270, 14305, 9965, 7208, 3250, 2678, 43, 61, 2.52, 193716,  X
427, 431.0, 509843, 26249, 12125, 7830, 12590, 6822, 1633, 948, 50, 63, 2.47, 578040,  X
428, 432.0, 443149, 46673, 10376, 5065, 5298, 4288, 684, 1039, 37, 54, 2.60, 516572,  X
429, 433.0, 1390510, 102394, 32434, 53716, 12454, 15094, 14338, 8223, 37, 57, 2.58, 1629163,  X
430, 434.0, 210037, 30235, 13014, 2234, 7218, 5205, 3319, 1107, 38, 54, 2.36, 272369,  X
431, 435.0, 728194, 22919, 14750, 13441, 5984, 3812, 1754, 993, 29, 61, 2.54, 791847,  X
432, 436.0, 58350, 71560, 79294, 41413, 36099, 42410, 6045, 4073, 43, 69, 2.67, 339244,  X
433, 437.0, 1218661, 127216, 54653, 25476, 31970, 43170, 6839, 4205, 54, 64, 2.61, 1512190,  X
434, 438.0, 1961835, 125736, 40345, 51019, 66511, 33234, 12115, 7907, 57, 66, 2.65, 2298702,  X
435, 439.0, 649847, 195201, 23975, 14549, 31247, 30349, 19761, 8855, 64, 50, 2.53, 973784,  X
436, 440.0, 932496, 31743, 21741, 16070, 7859, 6536, 6928, 4418, 53, 50, 2.25, 1027791,  X
437, 441.0, 21958, 18981, 8674, 20296, 9120, 6811, 4520, 2100, 50, 57, 1.98, 92460,  X
438, 442.0, 275297, 13079, 2465, 3114, 3860, 1324, 1640, 1168, 40, 54, 1.73, 301947,  X
439, 443.0, 37681, 43456, 4251, 14594, 6590, 3632, 7214, 6548, 29, 63, 1.52, 123966,  X
440, 444.0, 581009, 113555, 63305, 21891, 26070, 33853, 11083, 10562, 38, 57, 1.67, 861328,  X
441, 445.0, 523305, 278070, 22275, 45808, 54386, 21675, 27925, 15585, 27, 44, 1.56, 989029,  X
442, 446.0, 110070, 102123, 17399, 2952, 7973, 4001, 2417, 2360, 20, 40, 1.52, 249295,  X
443, 447.0, 585183, 820652, 73686, 24767, 33946, 87747, 6245, 9288, 24, 29, 1.73, 1641514,  X
444, 448.0, 478468, 237155, 90902, 36790, 46522, 32319, 22377, 12321, 17, 27, 1.88, 956854,  X
445, 449.0, 1166558, 245129, 32580, 98864, 58265, 22255, 12044, 18540, 16, 35, 1.90, 1654235,  X
446, 450.0, 1621813, 48891, 3300, 12274, 3908, 9890, 3105, 3543, 34, 38, 1.94, 1706724,  X
447, 451.0, 104250, 54199, 9078, 202, 3445, 6347, 5313, 1756, 35, 41, 1.75, 184590,  X
448, 452.0, 143535, 12932, 19098, 10788, 7090, 11981, 4629, 1506, 47, 48, 1.72, 211559,  X
449, 453.0, 1274757, 207746, 77449, 35872, 45856, 35523, 9043, 12043, 54, 47, 1.80, 1698289,  X
450, 454.0, 34627, 27970, 7036, 15401, 6784, 7925, 4175, 1998, 56, 53, 1.77, 105916,  X
451, 455.0, 2079145, 55711, 78122, 17673, 58772, 29208, 11839, 15823, 64, 66, 1.83, 2346293,  X
452, 456.0, 87234, 3954, 1328, 4915, 2089, 3093, 481, 404, 66, 64, 2.15, 103498,  X
453, 457.0, 80205, 11044, 3465, 11550, 5488, 5095, 2742, 2128, 70, 69, 2.03, 121717,  X
454, 458.0, 760771, 71002, 75339, 22918, 43386, 39766, 5500, 7780, 77, 70, 2.10, 1026462,  X
455, 459.0, 222717, 23028, 5244, 8385, 3594, 9290, 6365, 2765, 80, 66, 1.97, 281388,  X
456, 460.0, 1349788, 264663, 13922, 20376, 9261, 19358, 10389, 5697, 61, 50, 1.91, 1693454,  X
457, 461.0, 350257, 42778, 24385, 11481, 5118, 5834, 2399, 4656, 50, 50, 1.85, 446908,  X
458, 462.0, 607279, 53366, 22136, 12402, 33265, 19286, 9999, 5410, 50, 44, 1.82, 763143,  X
459, 463.0, 411477, 12642, 6554, 22585, 6894, 8399, 4038, 865, 47, 54, 1.79, 473454,  X
460, 464.0, 42699, 42036, 18143, 11534, 1947, 3684, 4162, 2526, 44, 69, 1.96, 126731,  X
461, 465.0, 1101562, 87435, 30219, 10640, 22167, 24338, 12027, 10725, 54, 63, 1.93, 1299113,  X
462, 466.0, 1432911, 120492, 97381, 68178, 41156, 27890, 6161, 9146, 44, 70, 2.14, 1803315,  X
463, 467.0, 298839, 52269, 6959, 11295, 6086, 3179, 4749, 1276, 27, 57, 2.20, 384652,  X
464, 468.0, 481225, 155917, 18557, 50616, 31498, 32391, 7592, 8748, 40, 51, 2.10, 786544,  X
465, 469.0, 63122, 76153, 11744, 6740, 8630, 2775, 3658, 3031, 17, 50, 2.01, 175853,  X
466, 470.0, 271331, 8168, 1582, 8956, 7549, 9095, 3250, 4494, 37, 43, 1.97, 314425,  X
467, 471.0, 734502, 156532, 18467, 23013, 27162, 54715, 8299, 9053, 56, 38, 1.62, 1031743,  X
468, 472.0, 1486509, 202926, 62909, 18457, 5585, 19021, 7017, 15512, 48, 40, 1.63, 1817936,  X
469, 473.0, 2435772, 134646, 16933, 18640, 25119, 20362, 14326, 12705, 64, 38, 1.46, 2678503,  X
470, 474.0, 990440, 284362, 28559, 30175, 38729, 33517, 18307, 29259, 48, 30, 1.35, 1453348,  X
471, 475.0, 168302, 165330, 15300, 21906, 22394, 17189, 6745, 5041, 35, 30, 1.49, 422207,  X
472, 476.0, 139323, 14259, 4088, 13956, 6099, 10589, 5606, 3312, 53, 35, 1.45, 197232,  X
473, 477.0, 371445, 214995, 9617, 31905, 33941, 49907, 27567, 19006, 57, 30, 1.27, 758383,  X
474, 478.0, 147288, 71136, 24213, 29810, 56979, 48736, 26429, 5904, 70, 37, 1.31, 410495,  X
475, 479.0, 171624, 41735, 17536, 13257, 4080, 6915, 4693, 5574, 74, 48, 1.43, 265414,  X
476, 480.0, 130669, 228486, 63834, 60055, 25020, 26948, 18892, 6917, 56, 47, 1.53, 560821,  X
477, 481.0, 1501942, 443367, 48849, 30170, 48891, 41130, 26357, 10646, 48, 47, 1.55, 2151352,  X
478, 482.0, 137104, 17649, 4056, 1611, 1122, 1646, 917, 1380, 27, 47, 1.68, 165485,  X
