obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
72, 76.0, 2107945, 228611, 25971, 104006, 23823, 86108, 15219, 7727, 77, 61, 1.62, 2599410,  X*
73, 77.0, 162876, 259824, 16427, 55202, 20857, 45663, 22112, 4138, 81, 78, 1.69, 587099,  X*
74, 78.0, 1135458, 156918, 24664, 23465, 24653, 25417, 15564, 19035, 80, 63, 1.77, 1425174,  X*
75, 79.0, 252757, 3663, 6546, 1589, 1773, 2516, 1491, 1168, 74, 77, 1.77, 271503,  X*
76, 80.0, 219246, 25290, 9361, 4338, 6310, 16754, 5405, 1901, 80, 74, 1.64, 288605,  X*
77, 81.0, 403391, 23339, 18870, 7187, 9284, 11351, 4775, 3195, 87, 84, 1.54, 481392,  X*
78, 82.0, 134091, 52552, 6128, 13003, 8213, 9118, 5661, 4126, 87, 88, 1.48, 232892,  X*
79, 83.0, 1046207, 153695, 107248, 140568, 70456, 28811, 18523, 15956, 74, 88, 1.77, 1581464,  X*
80, 84.0, 86874, 175858, 4580, 48127, 20240, 51825, 16802, 20884, 64, 81, 1.65, 425190,  X*
81, 85.0, 906877, 292760, 54702, 66787, 30663, 36951, 10416, 8525, 54, 77, 1.88, 1407681,  X*
82, 86.0, 728299, 70828, 17451, 15232, 3547, 13343, 6360, 1847, 56, 80, 1.94, 856907,  X*
83, 87.0, 1594786, 495265, 22902, 65456, 21678, 71390, 10113, 6443, 61, 56, 2.12, 2288033,  X*
84, 88.0, 1242003, 50018, 55549, 36650, 13672, 27330, 22182, 4781, 60, 77, 1.97, 1452185,  X*
85, 89.0, 642526, 75355, 89812, 153545, 50578, 54280, 13831, 13256, 67, 91, 2.36, 1093183,  X*
86, 90.0, 681957, 239165, 89590, 65010, 54982, 92858, 28005, 9556, 74, 91, 2.27, 1261123,  X*
87, 91.0, 1472082, 242584, 103971, 64339, 70625, 43784, 13544, 12269, 70, 100, 2.36, 2023198,  X*
88, 92.0, 144122, 44626, 7856, 5935, 37063, 8964, 4534, 3465, 67, 80, 2.17, 256565,  X*
89, 93.0, 1626534, 231155, 96832, 54761, 36280, 30034, 31811, 34575, 60, 67, 2.08, 2141982,  X*
90, 94.0, 488701, 84471, 24801, 19889, 17215, 14078, 7271, 5891, 50, 66, 1.86, 662317,  X*
91, 95.0, 676711, 518710, 116556, 32290, 32722, 47866, 38550, 26562, 44, 57, 1.73, 1489967,  X*
92, 96.0, 197365, 142541, 35358, 6934, 5491, 11799, 7078, 3965, 35, 64, 1.59, 410531,  X*
93, 97.0, 130373, 7776, 5148, 2858, 2835, 1959, 2053, 1171, 40, 67, 1.64, 154173,  X*
94, 98.0, 100729, 30561, 6768, 2890, 2362, 4140, 909, 761, 40, 64, 1.81, 149120,  X*
95, 99.0, 77197, 34733, 14789, 7531, 23526, 15566, 3773, 2012, 57, 64, 1.84, 179127,  X*
96, 100.0, 104463, 9817, 3490, 2039, 1979, 2006, 1531, 969, 67, 69, 1.84, 126294,  X*
97, 101.0, 191502, 60933, 8518, 8232, 8690, 5395, 3624, 2271, 60, 57, 1.81, 289165,  X*
98, 102.0, 519977, 13556, 21606, 26496, 3910, 17655, 4446, 1161, 69, 77, 2.11, 608807,  X*
99, 103.0, 2127581, 131123, 99276, 18266, 47587, 57469, 42360, 12080, 66, 83, 1.93, 2535742,  X*
100, 104.0, 574893, 91486, 3337, 17461, 8892, 16662, 7623, 2107, 69, 75, 1.82, 722461,  X*
101, 105.0, 70912, 71563, 48403, 29994, 18638, 18998, 9008, 6345, 77, 87, 1.98, 273861,  X*
102, 106.0, 777574, 116962, 12545, 12566, 16323, 13241, 4363, 2914, 63, 63, 2.01, 956488,  X*
103, 107.0, 1437894, 231731, 37430, 26509, 23689, 48460, 21004, 18420, 57, 53, 1.65, 1845137,  X*
104, 108.0, 330234, 115789, 10017, 20402, 12830, 12323, 7566, 7065, 51, 56, 1.65, 516226,  X*
105, 109.0, 1010462, 256955, 213625, 28087, 20940, 97133, 19366, 19699, 54, 54, 1.81, 1666267,  X*
106, 110.0, 84638, 74393, 19387, 4515, 10513, 16382, 4247, 2140, 63, 57, 1.73, 216215,  X*
107, 111.0, 1009576, 128013, 35249, 113834, 25677, 37838, 42446, 14788, 63, 75, 1.68, 1407421,  X*
108, 112.0, 627861, 145549, 47586, 46556, 71591, 64889, 22881, 12548, 77, 80, 1.76, 1039461,  X*
109, 113.0, 287888, 131241, 22597, 86009, 37721, 61014, 19849, 15692, 80, 75, 1.80, 662011,  X*
110, 114.0, 295917, 23190, 12195, 3491, 12685, 8114, 6996, 2124, 81, 81, 1.62, 364712,  X*
111, 115.0, 1500265, 451285, 91086, 89588, 72480, 67983, 23248, 9043, 80, 69, 1.73, 2304978,  X*
112, 116.0, 1354315, 195123, 69924, 13634, 23503, 28229, 18537, 13073, 67, 69, 1.71, 1716338,  X*
113, 117.0, 634753, 166322, 182537, 75316, 27068, 43889, 19834, 16531, 56, 80, 1.91, 1166250,  X*
114, 118.0, 49817, 12850, 5427, 699, 4768, 2475, 787, 592, 51, 77, 1.95, 77415,  X*
115, 119.0, 340676, 42439, 64930, 98870, 29669, 51390, 14218, 7401, 60, 91, 2.25, 649593,  X*
116, 120.0, 1074896, 55932, 8005, 12275, 8420, 15703, 2797, 2662, 69, 90, 2.15, 1180690,  X*
117, 121.0, 224765, 51227, 1729, 4390, 3740, 3110, 2036, 555, 61, 61, 2.16, 291552,  X*
118, 122.0, 150921, 45341, 12702, 36075, 12118, 15070, 6140, 1304, 64, 69, 2.16, 279671,  X*
119, 123.0, 294984, 91886, 34353, 39259, 13874, 37034, 21521, 12953, 63, 60, 2.08, 545864,  X*
120, 124.0, 821283, 19838, 14490, 11523, 7028, 12609, 6672, 1648, 66, 70, 1.89, 895091,  X*
121, 125.0, 1400380, 134829, 55289, 24509, 37643, 38181, 21702, 23199, 81, 87, 1.77, 1735732,  X*
122, 126.0, 527235, 31281, 12177, 14602, 24136, 13629, 9747, 4584, 87, 81, 1.73, 637391,  X*
123, 127.0, 1501490, 54502, 32217, 16992, 30934, 59129, 14263, 8325, 97, 77, 1.50, 1717852,  X*
124, 128.0, 372351, 65795, 15803, 34129, 29352, 12605, 9146, 1609, 87, 74, 1.66, 540790,  X*
125, 129.0, 1192448, 488593, 15855, 74882, 153803, 22249, 33113, 7946, 66, 61, 1.59, 1988889,  X*
126, 130.0, 619310, 100660, 8763, 11162, 19022, 8593, 5330, 2666, 51, 50, 1.64, 775506,  X*
127, 131.0, 86750, 10636, 880, 5402, 2300, 3144, 2678, 602, 38, 51, 1.64, 112392,  X*
128, 132.0, 1280091, 179518, 24951, 70761, 34101, 87250, 20547, 14409, 50, 47, 1.66, 1711628,  X*
129, 133.0, 1154454, 196472, 46572, 15116, 71805, 52431, 41551, 10977, 70, 51, 1.43, 1589378,  X*
130, 134.0, 151812, 16459, 10193, 14567, 19970, 6779, 7302, 1815, 81, 67, 1.48, 228897,  X*
131, 135.0, 132203, 22129, 3260, 14981, 2604, 7344, 1283, 514, 83, 70, 1.77, 184318,  X*
132, 136.0, 336691, 692831, 32712, 31151, 25761, 106559, 22604, 7642, 74, 56, 1.80, 1255951,  X*
133, 137.0, 47752, 64039, 18769, 4547, 13846, 23633, 9137, 2170, 78, 57, 1.77, 183893,  X*
134, 138.0, 72565, 48864, 5458, 14541, 8794, 9741, 4610, 2131, 75, 48, 1.89, 166704,  X*
135, 139.0, 444195, 67142, 17700, 10202, 7158, 6158, 3515, 3490, 61, 43, 1.94, 559560,  X*
136, 140.0, 161300, 7924, 2233, 2226, 4902, 4387, 1207, 343, 74, 56, 1.68, 184522,  X*
137, 141.0, 562015, 93689, 57184, 33295, 20947, 66490, 12112, 9576, 78, 64, 1.78, 855308,  X*
138, 142.0, 112665, 21022, 9689, 30303, 13810, 12304, 6439, 4073, 83, 78, 1.87, 210305,  X*
139, 143.0, 1709634, 72692, 35573, 70610, 31145, 28748, 14381, 29153, 94, 87, 1.85, 1991936,  X*
140, 144.0, 108144, 16455, 21204, 9537, 8720, 8017, 4574, 4372, 87, 100, 1.81, 181023,  X*
141, 145.0, 183622, 27130, 21274, 5551, 5734, 4866, 7459, 3323, 67, 100, 1.77, 258959,  X*
142, 146.0, 719509, 50938, 14344, 14011, 7863, 4211, 1495, 1098, 51, 96, 2.02, 813469,  X*
143, 147.0, 76689, 52586, 4430, 1366, 1832, 2767, 589, 497, 34, 75, 2.09, 140756,  X*
144, 148.0, 86802, 10737, 2524, 3186, 1184, 1542, 981, 1459, 24, 66, 2.08, 108415,  X*
145, 149.0, 167541, 6509, 844, 764, 5739, 3829, 2545, 448, 47, 43, 1.88, 188219,  X*
146, 150.0, 3108244, 309325, 84656, 33821, 21895, 36460, 18950, 22144, 50, 40, 1.90, 3635495,  X*
147, 151.0, 1020249, 357175, 17743, 22743, 10524, 54821, 44729, 11747, 64, 40, 1.42, 1539731,  X*
148, 152.0, 539911, 79062, 28805, 7789, 9079, 6982, 13622, 3137, 60, 38, 1.27, 688387,  X*
149, 153.0, 304173, 86595, 4351, 5429, 9505, 19994, 8606, 3578, 50, 37, 1.15, 442231,  X*
150, 154.0, 485932, 47185, 10417, 7171, 8579, 13362, 3840, 2092, 61, 34, 1.34, 578578,  X*
151, 155.0, 325038, 50031, 5981, 6814, 15108, 7847, 8585, 2385, 61, 40, 1.23, 421789,  X*
152, 156.0, 1347154, 96847, 17751, 65944, 50991, 23854, 16215, 6600, 70, 43, 1.43, 1625356,  X*
153, 157.0, 1157716, 108049, 9802, 95761, 47615, 31862, 10378, 8275, 66, 64, 1.55, 1469458,  X*
154, 158.0, 145740, 32957, 2622, 2734, 7206, 20757, 11880, 3135, 78, 53, 1.50, 227031,  X*
155, 159.0, 38780, 12263, 5822, 1465, 2333, 4604, 1007, 615, 87, 61, 1.55, 66889,  X*
156, 160.0, 1722678, 197012, 27801, 28908, 58310, 78406, 15415, 9271, 96, 50, 1.63, 2137801,  X*
157, 161.0, 178850, 58922, 16464, 23535, 6608, 10837, 9429, 3205, 93, 48, 1.63, 307850,  X*
158, 162.0, 595304, 75812, 9339, 5568, 13834, 16297, 1832, 2911, 78, 54, 1.56, 720897,  X*
159, 163.0, 407600, 243106, 66399, 72100, 52335, 113584, 7798, 13656, 81, 53, 1.94, 976578,  X*
160, 164.0, 793093, 46718, 29470, 23400, 18416, 72897, 27468, 11800, 90, 61, 1.78, 1023262,  X*
161, 165.0, 1675582, 44136, 11320, 14535, 3306, 10155, 5347, 3386, 91, 60, 1.82, 1767767,  X*
162, 166.0, 75036, 69056, 5787, 1573, 1100, 6447, 1476, 441, 81, 54, 1.84, 160916,  X*
163, 167.0, 768941, 51973, 9951, 17593, 6922, 15151, 6878, 854, 75, 54, 1.90, 878263,  X*
164, 168.0, 1489266, 147382, 117903, 58423, 97254, 51189, 24593, 5628, 57, 60, 1.89, 1991638,  X*
165, 169.0, 506542, 139269, 67017, 10493, 94887, 23864, 12521, 11398, 54, 56, 1.98, 865991,  X*
166, 170.0, 1294111, 134403, 40343, 20896, 47912, 46113, 16339, 9278, 67, 67, 1.95, 1609395,  X*
167, 171.0, 1787068, 125733, 17946, 85608, 42467, 72452, 11600, 7302, 74, 69, 2.00, 2150176,  X*
168, 172.0, 970189, 22607, 5212, 18006, 15681, 6062, 8130, 3850, 69, 69, 1.86, 1049737,  X*
169, 173.0, 1001934, 25972, 4310, 9061, 10241, 14860, 5383, 1958, 87, 67, 1.63, 1073719,  X*
170, 174.0, 1553612, 782924, 67273, 178004, 52296, 64862, 16809, 11306, 69, 67, 1.87, 2727086,  X*
171, 175.0, 671033, 63273, 38588, 19722, 8269, 15940, 4399, 3021, 60, 75, 2.12, 824245,  X*
172, 176.0, 30944, 71073, 53913, 17998, 7777, 10541, 8015, 2792, 53, 80, 2.19, 203053,  X*
173, 177.0, 1656052, 48087, 29180, 15783, 40160, 127142, 25909, 6774, 60, 77, 2.16, 1949087,  X*
174, 178.0, 200497, 13159, 7012, 15326, 17111, 11146, 3864, 3154, 74, 83, 2.24, 271269,  X*
175, 179.0, 2264856, 265383, 54056, 38315, 38453, 97336, 12119, 9514, 75, 69, 2.08, 2780032,  X*
176, 180.0, 318440, 22807, 6658, 28143, 9804, 27245, 4967, 3961, 91, 66, 1.90, 422025,  X*
177, 181.0, 1903077, 103557, 53283, 92127, 22513, 38053, 11966, 8534, 69, 83, 1.91, 2233110,  X*
178, 182.0, 246554, 80853, 3866, 10970, 17919, 12035, 3144, 4072, 60, 67, 1.95, 379413,  X*
179, 183.0, 2362181, 139402, 31154, 27039, 54383, 30137, 48224, 9164, 54, 69, 1.81, 2701684,  X*
180, 184.0, 127142, 12088, 1082, 6263, 1323, 3533, 865, 843, 44, 66, 1.78, 153139,  X*
181, 185.0, 84697, 10467, 1578, 2136, 1497, 2928, 1885, 359, 48, 51, 1.68, 105547,  X*
182, 186.0, 814093, 141559, 67496, 24940, 78190, 46023, 14536, 7730, 53, 61, 1.55, 1194567,  X*
183, 187.0, 551980, 42742, 5140, 13370, 8190, 10922, 4837, 6598, 54, 63, 1.52, 643779,  X*
184, 188.0, 1215974, 233873, 42736, 6891, 19037, 54491, 22955, 7795, 56, 53, 1.55, 1603752,  X*
185, 189.0, 922322, 53957, 1694, 7180, 15892, 6402, 3267, 3402, 48, 43, 1.38, 1014116,  X*
186, 190.0, 1350204, 406559, 7329, 48788, 56975, 91548, 12625, 8123, 48, 29, 1.41, 1982151,  X*
187, 191.0, 76446, 25030, 8417, 22161, 7805, 19081, 4410, 4066, 54, 38, 1.38, 167416,  X*
188, 192.0, 1160744, 40652, 11098, 14285, 8160, 6061, 3475, 4996, 47, 50, 1.48, 1249471,  X*
189, 193.0, 454397, 190009, 25688, 18104, 21996, 32076, 11186, 5618, 50, 54, 1.56, 759074,  X*
190, 194.0, 371366, 141964, 4090, 13364, 18600, 10001, 1601, 1848, 38, 54, 1.78, 562834,  X*
191, 195.0, 46011, 99948, 3530, 9720, 20847, 6247, 4579, 2414, 20, 35, 1.75, 193296,  X*
192, 196.0, 78960, 61046, 7175, 24739, 15741, 7696, 3989, 2236, 21, 34, 1.81, 201582,  X*
193, 197.0, 57267, 8585, 14357, 3339, 18705, 6714, 3625, 2523, 27, 44, 1.79, 115115,  X*
194, 198.0, 77645, 29986, 2990, 10860, 15763, 8890, 4988, 2581, 40, 54, 1.72, 153703,  X*
195, 199.0, 1754807, 204910, 51034, 98814, 59638, 55715, 25718, 20394, 50, 74, 1.65, 2271030,  X*
196, 200.0, 1875562, 321094, 30622, 40664, 10738, 13646, 7933, 3083, 41, 66, 1.90, 2303342,  X*
197, 201.0, 1257112, 166723, 12652, 115851, 35087, 30453, 17898, 8788, 30, 66, 1.86, 1644564,  X*
198, 202.0, 283128, 13323, 13782, 15361, 4306, 6410, 3063, 1948, 27, 87, 2.02, 341321,  X*
199, 203.0, 25933, 46319, 11472, 7991, 2167, 9660, 3417, 3815, 24, 81, 2.09, 110774,  X*
200, 204.0, 616927, 64232, 43634, 6368, 57828, 42302, 21781, 8615, 48, 84, 1.97, 861687,  X*
201, 205.0, 325043, 36144, 17131, 10494, 24628, 8912, 6772, 818, 51, 81, 1.87, 429942,  X*
202, 206.0, 495521, 30150, 2887, 20262, 4641, 9484, 2202, 1248, 54, 70, 1.95, 566395,  X*
203, 207.0, 1498080, 105058, 61397, 17584, 20233, 84902, 15923, 5992, 66, 74, 1.84, 1809169,  X*
204, 208.0, 192049, 36586, 18535, 21487, 14594, 10210, 3215, 1405, 54, 81, 2.11, 298081,  X*
205, 209.0, 809058, 75124, 15139, 13148, 3298, 7059, 8190, 3194, 48, 80, 2.19, 934210,  X*
206, 210.0, 225271, 140633, 7601, 15199, 17417, 12473, 4584, 5052, 41, 64, 2.08, 428230,  X*
207, 211.0, 160656, 40167, 11170, 14195, 16553, 10885, 3206, 2187, 29, 63, 2.04, 259019,  X*
208, 212.0, 146713, 130323, 11664, 29092, 53633, 19629, 26786, 11958, 29, 50, 1.87, 429798,  X*
209, 213.0, 181278, 503670, 33831, 42692, 52622, 71161, 13382, 8335, 35, 38, 1.64, 906971,  X*
210, 214.0, 1317826, 86505, 15277, 14099, 5699, 10061, 7772, 1823, 35, 48, 1.69, 1459062,  X*
211, 215.0, 150515, 52704, 21223, 9763, 4689, 10519, 5542, 2626, 34, 51, 1.78, 257581,  X*
212, 216.0, 360720, 97609, 50481, 36861, 24686, 25137, 14933, 10028, 35, 63, 1.72, 620455,  X*
213, 217.0, 54735, 2102, 3586, 5861, 725, 5135, 866, 908, 48, 90, 1.97, 73918,  X*
214, 218.0, 376536, 40427, 15053, 24544, 23891, 6852, 2527, 2320, 48, 96, 2.16, 492150,  X*
215, 219.0, 1086072, 162252, 35441, 76267, 17123, 25367, 16037, 13327, 44, 97, 2.17, 1431886,  X*
216, 220.0, 724864, 65537, 7819, 8933, 12855, 11160, 3419, 2257, 44, 87, 2.13, 836844,  X*
217, 221.0, 1308219, 68424, 28553, 17120, 23867, 66889, 17952, 6770, 48, 69, 2.03, 1537794,  X*
218, 222.0, 859979, 119766, 26737, 91642, 109290, 34316, 25779, 7764, 53, 66, 1.95, 1275273,  X*
219, 223.0, 74759, 6514, 1906, 1927, 1828, 3004, 2494, 729, 63, 61, 1.61, 93161,  X*
220, 224.0, 114875, 26642, 5789, 8583, 7480, 6487, 8185, 4472, 64, 67, 1.44, 182513,  X*
221, 225.0, 148817, 16488, 18988, 7132, 12898, 10997, 2533, 1582, 56, 78, 1.59, 219435,  X*
222, 226.0, 406297, 37630, 33294, 18526, 25845, 10585, 3946, 2593, 54, 83, 1.87, 538716,  X*
223, 227.0, 181385, 41184, 25409, 8231, 10257, 18624, 4755, 2710, 53, 90, 1.91, 292555,  X*
224, 228.0, 51992, 59569, 7147, 16640, 7324, 8261, 2911, 2885, 50, 87, 2.08, 156729,  X*
225, 229.0, 608129, 49198, 2500, 24366, 7176, 4403, 4654, 3713, 35, 81, 2.18, 704139,  X*
226, 230.0, 1230098, 157088, 11813, 7602, 42796, 43532, 25599, 10234, 43, 56, 1.84, 1528762,  X*
227, 231.0, 109282, 126167, 3933, 10337, 33158, 10543, 2879, 2402, 29, 35, 1.60, 298701,  X*
228, 232.0, 349308, 34961, 3854, 6456, 5320, 17954, 9182, 896, 43, 29, 1.41, 427931,  X*
229, 233.0, 266593, 18214, 9254, 16127, 3642, 8790, 3427, 5621, 56, 37, 1.35, 331668,  X*
230, 234.0, 612530, 22373, 2664, 1547, 16596, 12754, 4743, 1129, 63, 37, 1.21, 674336,  X*
231, 235.0, 2528093, 55891, 22879, 55957, 33484, 28303, 25526, 7135, 74, 61, 1.38, 2757268,  X*
232, 236.0, 404099, 168727, 5937, 37475, 16451, 9224, 7352, 2927, 51, 64, 1.44, 652192,  X*
233, 237.0, 1557112, 35430, 3519, 23859, 43219, 69087, 18502, 14920, 67, 47, 1.38, 1765648,  X*
234, 238.0, 64506, 10540, 531, 4946, 1716, 1807, 1115, 823, 53, 64, 1.35, 85984,  X*
235, 239.0, 734797, 25290, 10081, 14111, 7146, 13379, 4733, 1336, 56, 61, 1.59, 810873,  X*
236, 240.0, 38654, 14460, 1689, 1805, 6601, 4462, 1067, 1211, 74, 54, 1.52, 69949,  X*
237, 241.0, 208726, 53500, 8209, 3507, 19930, 11920, 3728, 4732, 54, 51, 1.36, 314252,  X*
