obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
42, 46.0, 123176, 30646, 6764, 6700, 16040, 13344, 3076, 2350, 20, 54, 1.73, 202096,  X*
43, 47.0, 444383, 44586, 16563, 18461, 13055, 9766, 4062, 2312, 38, 63, 2.03, 553188,  X*
44, 48.0, 1035701, 191344, 12684, 10175, 45827, 58546, 22896, 7528, 61, 37, 1.69, 1384701,  X*
45, 49.0, 316536, 42140, 24771, 10384, 12189, 8209, 6171, 1340, 80, 41, 1.76, 421740,  X*
46, 50.0, 386739, 22416, 43173, 18985, 14962, 14607, 1855, 4406, 67, 64, 2.05, 507143,  X*
47, 51.0, 166297, 13634, 6070, 3327, 2278, 1700, 261, 365, 57, 66, 2.50, 193932,  X*
48, 52.0, 100357, 19247, 25809, 8419, 5679, 5393, 3333, 1480, 38, 100, 2.55, 169717,  X*
49, 53.0, 713994, 59736, 4261, 13021, 2322, 8333, 2432, 1467, 38, 93, 2.79, 805566,  X*
50, 54.0, 160250, 130813, 39679, 29512, 19861, 23655, 8752, 5136, 30, 78, 2.78, 417658,  X*
51, 55.0, 229654, 41121, 17999, 15054, 9220, 7586, 3358, 2187, 37, 78, 2.64, 326179,  X*
52, 56.0, 369130, 24728, 23690, 29437, 2272, 6047, 2366, 1689, 30, 81, 2.60, 459359,  X*
53, 57.0, 1195239, 114248, 20854, 27977, 27407, 24670, 10356, 4263, 37, 83, 2.45, 1425014,  X*
54, 58.0, 670080, 116032, 4125, 9106, 5664, 8249, 2622, 1123, 27, 63, 2.42, 817001,  X*
55, 59.0, 172487, 109501, 21737, 33161, 27474, 30239, 10281, 9788, 38, 54, 2.30, 414668,  X*
56, 60.0, 737467, 29390, 11514, 5171, 15211, 6818, 1990, 1414, 51, 35, 2.24, 808975,  X*
57, 61.0, 184936, 47796, 5603, 41098, 9543, 18178, 14543, 6773, 54, 47, 1.79, 328470,  X*
58, 62.0, 181178, 80241, 8938, 17366, 13408, 12693, 5605, 3795, 64, 57, 1.75, 323224,  X*
59, 63.0, 1213186, 62137, 8781, 14563, 32129, 30950, 17137, 22245, 80, 51, 1.52, 1401128,  X*
60, 64.0, 62803, 40662, 12732, 8849, 9198, 10512, 3341, 3492, 81, 51, 1.55, 151589,  X*
61, 65.0, 106637, 3708, 5660, 2521, 3366, 4661, 1022, 682, 93, 53, 1.54, 128257,  X*
62, 66.0, 195358, 57071, 10737, 13190, 7175, 9769, 1398, 2974, 94, 54, 1.75, 297672,  X*
63, 67.0, 69630, 64788, 20971, 56189, 10212, 10932, 1703, 1893, 64, 78, 2.32, 236318,  X*
64, 68.0, 3518855, 316059, 81332, 44859, 121510, 69997, 15867, 18321, 64, 74, 2.54, 4186800,  X*
65, 69.0, 15473, 17740, 9896, 7187, 7035, 9218, 4772, 1793, 57, 67, 2.52, 73114,  X*
66, 70.0, 436748, 35153, 12361, 6694, 2657, 6363, 2728, 2264, 56, 74, 2.47, 504968,  X*
67, 71.0, 158527, 80423, 22256, 4551, 13301, 10985, 6376, 1792, 61, 57, 2.35, 298211,  X*
68, 72.0, 54228, 39533, 32102, 7213, 7595, 5084, 2106, 1854, 43, 74, 2.05, 149715,  X*
69, 73.0, 282352, 79582, 34801, 23091, 10151, 8024, 3712, 3955, 14, 77, 2.21, 445668,  X*
70, 74.0, 913697, 145606, 36326, 10524, 42042, 29846, 4614, 6444, 21, 66, 2.28, 1189099,  X*
71, 75.0, 698224, 253575, 53274, 22649, 28706, 35026, 25245, 10302, 23, 64, 2.18, 1127001,  X*
72, 76.0, 126676, 162260, 70142, 50213, 34057, 16390, 8883, 3912, 23, 61, 2.45, 472533,  X*
73, 77.0, 717543, 4011, 18174, 15991, 13353, 3797, 2219, 1992, 34, 70, 2.43, 777080,  X*
74, 78.0, 124865, 38116, 4607, 10353, 6023, 19745, 4434, 865, 48, 70, 2.24, 209008,  X*
75, 79.0, 450996, 11126, 6902, 11780, 5776, 16438, 3127, 1691, 74, 81, 2.23, 507836,  X*
76, 80.0, 90501, 3438, 3217, 1105, 2328, 3253, 564, 933, 100, 77, 2.27, 105339,  X*
77, 81.0, 57973, 3721, 2128, 6891, 2938, 3515, 956, 570, 100, 69, 2.12, 78692,  X*
78, 82.0, 309139, 29775, 18161, 13414, 6642, 8024, 4926, 3066, 93, 84, 1.95, 393147,  X*
79, 83.0, 1513979, 103641, 44961, 113338, 15857, 22691, 16623, 9383, 63, 93, 2.08, 1840473,  X*
80, 84.0, 339296, 66146, 6301, 23099, 35852, 38692, 14880, 10563, 64, 81, 1.89, 534829,  X*
81, 85.0, 1189886, 95533, 33154, 74498, 19760, 21569, 13633, 3984, 50, 80, 2.07, 1452017,  X*
82, 86.0, 86814, 9682, 3614, 2885, 1844, 1350, 869, 602, 41, 75, 2.02, 107660,  X*
83, 87.0, 253183, 86765, 16116, 5954, 13595, 7094, 6925, 2841, 37, 53, 1.92, 392473,  X*
84, 88.0, 492041, 202928, 22234, 64354, 46469, 31831, 8621, 8076, 14, 57, 1.87, 876554,  X*
85, 89.0, 734225, 216913, 11732, 51825, 26008, 47105, 9644, 4951, 21, 41, 2.07, 1102403,  X*
86, 90.0, 940381, 152474, 50316, 44554, 45990, 37057, 9484, 8359, 30, 38, 2.02, 1288615,  X*
87, 91.0, 1320306, 355876, 78470, 156092, 31428, 61541, 18122, 10820, 40, 51, 2.17, 2032655,  X*
88, 92.0, 462004, 25954, 4673, 11110, 9907, 6927, 8530, 2734, 47, 54, 2.11, 531839,  X*
89, 93.0, 1016153, 43631, 2955, 9089, 6681, 6909, 3635, 2768, 41, 53, 1.93, 1091821,  X*
90, 94.0, 1811463, 123449, 42881, 86123, 12520, 68963, 10880, 15378, 51, 60, 1.97, 2171657,  X*
91, 95.0, 2232534, 169206, 116985, 41252, 66836, 38283, 8577, 10085, 54, 60, 2.07, 2683758,  X*
92, 96.0, 1021523, 111711, 65872, 13683, 18512, 37362, 16680, 8561, 57, 63, 1.85, 1293904,  X*
93, 97.0, 1988718, 279802, 25708, 27958, 10996, 19263, 8386, 6590, 47, 60, 1.98, 2367421,  X*
94, 98.0, 89293, 48567, 12287, 8159, 10622, 9572, 3634, 1827, 35, 50, 2.11, 183961,  X*
95, 99.0, 26094, 31861, 17062, 3721, 9430, 6829, 2283, 2413, 37, 47, 2.07, 99693,  X*
96, 100.0, 906275, 15626, 9831, 11027, 13012, 6893, 3598, 2316, 35, 50, 1.88, 968578,  X*
97, 101.0, 88459, 41684, 26357, 10310, 11971, 15880, 3298, 3372, 54, 63, 2.00, 201331,  X*
98, 102.0, 685259, 198966, 58782, 187913, 43314, 29431, 10758, 7348, 44, 80, 2.33, 1221771,  X*
99, 103.0, 381427, 116574, 47416, 17183, 61470, 70123, 12044, 6751, 61, 70, 2.31, 712988,  X*
100, 104.0, 1460222, 43484, 64580, 49325, 22109, 55233, 13389, 4378, 70, 77, 2.44, 1712720,  X*
101, 105.0, 95860, 77639, 21068, 6494, 9010, 14528, 2070, 1001, 64, 69, 2.64, 227670,  X*
102, 106.0, 26348, 13689, 13582, 4205, 10340, 24544, 3788, 2442, 97, 57, 2.51, 98938,  X*
103, 107.0, 833776, 32096, 14646, 7349, 11167, 6587, 4670, 5142, 78, 64, 2.09, 915433,  X*
104, 108.0, 485478, 38530, 27415, 46264, 90367, 41978, 18487, 9013, 78, 54, 2.06, 757532,  X*
105, 109.0, 1521994, 65466, 24649, 8303, 71194, 87542, 21765, 14204, 97, 48, 1.72, 1815117,  X*
106, 110.0, 115521, 50694, 14185, 5145, 21764, 10164, 4619, 3144, 74, 41, 1.45, 225236,  X*
107, 111.0, 314797, 269750, 6796, 32500, 29812, 45091, 17216, 8685, 77, 24, 1.35, 724647,  X*
108, 112.0, 173355, 15912, 9449, 9129, 10460, 9523, 2100, 924, 69, 27, 1.56, 230852,  X*
109, 113.0, 248374, 482818, 113629, 14046, 34045, 52206, 13552, 18564, 38, 34, 1.59, 977234,  X*
110, 114.0, 472291, 17118, 12378, 30661, 8776, 4225, 5087, 1856, 27, 56, 1.91, 552392,  X*
111, 115.0, 679272, 752411, 35825, 31980, 46038, 62540, 24396, 10640, 20, 51, 1.89, 1643102,  X*
112, 116.0, 3333778, 389003, 20961, 23672, 19577, 24353, 23900, 23629, 1, 29, 1.84, 3858873,  X*
113, 117.0, 448906, 94453, 30092, 7861, 6373, 10463, 5491, 7822, 1, 35, 1.66, 611461,  X*
114, 118.0, 720172, 535420, 194907, 131588, 64040, 57910, 35820, 33060, 1, 21, 1.73, 1772917,  X*
115, 119.0, 1418863, 271261, 27451, 188934, 26304, 43590, 72415, 22789, 1, 48, 1.52, 2071607,  X*
116, 120.0, 1309533, 380627, 137090, 77426, 125066, 63296, 71892, 37080, 4, 64, 1.52, 2202010,  X*
117, 121.0, 55340, 25238, 6792, 1148, 7838, 3659, 957, 1090, 10, 60, 1.69, 102062,  X*
118, 122.0, 103881, 57652, 9626, 20790, 22756, 21161, 2914, 2254, 27, 54, 1.84, 241034,  X*
119, 123.0, 531267, 41897, 10423, 27095, 16539, 21543, 42494, 14094, 44, 51, 1.57, 705352,  X*
120, 124.0, 685504, 176796, 25472, 21934, 41443, 58758, 12262, 7937, 57, 40, 1.60, 1030106,  X*
121, 125.0, 1127735, 163749, 23483, 15492, 41789, 23568, 2850, 2851, 60, 37, 1.83, 1401517,  X*
122, 126.0, 663095, 132523, 8555, 10480, 5652, 5848, 6075, 2092, 34, 26, 1.79, 834320,  X*
123, 127.0, 203186, 17967, 4810, 778, 2413, 1769, 1668, 431, 16, 17, 1.62, 233022,  X*
124, 128.0, 2092095, 130401, 47565, 19125, 32005, 45956, 22746, 7921, 13, 27, 1.76, 2397814,  X*
125, 129.0, 112442, 26441, 4259, 2699, 4300, 4827, 1933, 2016, 16, 27, 1.71, 158917,  X*
126, 130.0, 1449443, 172071, 52396, 51915, 15828, 30518, 19340, 4820, 29, 44, 1.63, 1796331,  X*
127, 131.0, 107203, 52243, 5354, 10065, 12587, 12565, 1797, 2089, 41, 41, 1.71, 203903,  X*
128, 132.0, 182233, 34569, 2307, 7505, 8768, 12871, 3139, 1085, 44, 34, 1.70, 252477,  X*
129, 133.0, 67230, 30799, 2104, 7238, 8806, 6618, 3219, 2707, 48, 34, 1.64, 128721,  X*
130, 134.0, 1111989, 307207, 36531, 82731, 17934, 32506, 18258, 6725, 43, 29, 1.82, 1613881,  X*
131, 135.0, 39095, 9629, 1144, 1230, 263, 1884, 1388, 382, 41, 29, 1.62, 55015,  X*
132, 136.0, 181665, 47742, 16505, 3131, 6283, 18631, 2216, 1678, 40, 37, 1.65, 277851,  X*
133, 137.0, 253210, 9753, 7059, 3131, 3657, 8976, 4525, 2332, 54, 47, 1.59, 292643,  X*
134, 138.0, 1984948, 38568, 47000, 37959, 25538, 18670, 11440, 8460, 63, 60, 1.76, 2172583,  X*
135, 139.0, 1013599, 135586, 19676, 9154, 23913, 14658, 5533, 4827, 54, 56, 1.65, 1226946,  X*
136, 140.0, 870660, 147122, 18283, 31452, 14264, 7914, 5527, 5029, 29, 57, 1.83, 1100251,  X*
137, 141.0, 1737879, 190078, 3288, 42496, 23997, 18144, 20001, 7516, 4, 48, 1.65, 2043399,  X*
138, 142.0, 678015, 41454, 16032, 55622, 39325, 28849, 11317, 10285, 13, 41, 1.75, 880899,  X*
139, 143.0, 1581554, 100495, 20735, 15688, 35731, 15476, 30258, 4789, 16, 44, 1.56, 1804726,  X*
140, 144.0, 498335, 92448, 90437, 55530, 28433, 28477, 9310, 9368, 30, 60, 1.79, 812338,  X*
141, 145.0, 44067, 33028, 6123, 17639, 14477, 9319, 2542, 2732, 43, 69, 1.77, 129927,  X*
142, 146.0, 107686, 85989, 58756, 5528, 36885, 29743, 8698, 9147, 38, 63, 1.87, 342432,  X*
143, 147.0, 93276, 11121, 1115, 4391, 2303, 923, 435, 532, 27, 67, 1.98, 114096,  X*
144, 148.0, 322814, 83721, 36086, 23424, 40598, 31461, 11361, 6817, 37, 57, 2.12, 556282,  X*
145, 149.0, 433147, 135062, 26241, 94401, 58251, 36401, 14407, 5226, 34, 60, 2.05, 803136,  X*
146, 150.0, 38653, 97097, 15112, 26996, 36282, 39356, 15224, 12534, 38, 54, 1.88, 281254,  X*
147, 151.0, 78156, 55747, 6715, 16570, 7305, 4952, 4468, 1530, 40, 53, 1.95, 175443,  X*
148, 152.0, 165691, 16444, 1485, 12535, 16802, 8997, 3056, 1772, 43, 51, 1.80, 226782,  X*
149, 153.0, 1583308, 87248, 42532, 66091, 42861, 25797, 17359, 5169, 43, 54, 1.89, 1870365,  X*
150, 154.0, 1584779, 388361, 30137, 48432, 45181, 44197, 24785, 10768, 27, 50, 1.71, 2176640,  X*
151, 155.0, 311934, 17111, 12447, 5892, 6917, 2400, 1037, 1091, 29, 60, 2.04, 358829,  X*
152, 156.0, 1357425, 56245, 4474, 17305, 9316, 5824, 1807, 3585, 11, 57, 2.03, 1455981,  X*
153, 157.0, 54215, 28336, 3875, 7176, 7492, 9646, 3354, 2823, 20, 43, 1.99, 116917,  X*
154, 158.0, 100807, 45034, 4105, 8147, 2106, 7192, 4055, 1487, 24, 47, 1.83, 172933,  X*
155, 159.0, 751009, 71062, 51627, 9885, 19275, 24971, 9673, 5911, 38, 43, 1.90, 943413,  X*
156, 160.0, 167806, 323133, 84331, 47598, 38548, 24070, 10856, 9805, 34, 47, 1.83, 706147,  X*
157, 161.0, 88634, 29681, 5253, 12293, 6949, 7802, 2054, 626, 29, 54, 1.96, 153292,  X*
158, 162.0, 85262, 16161, 744, 2075, 1015, 3532, 1110, 428, 34, 50, 1.97, 110327,  X*
159, 163.0, 768556, 111129, 16983, 10879, 57484, 17505, 11821, 11818, 27, 34, 1.88, 1006175,  X*
160, 164.0, 290692, 83012, 23148, 47717, 32015, 67492, 7276, 9213, 56, 34, 1.92, 560565,  X*
161, 165.0, 371050, 224020, 42330, 17867, 37351, 50639, 12307, 3539, 56, 23, 1.81, 759103,  X*
162, 166.0, 158899, 104401, 173986, 22547, 46115, 40550, 22854, 11601, 51, 48, 1.73, 580953,  X*
163, 167.0, 1090725, 34973, 11226, 10501, 30969, 47426, 5463, 5085, 78, 51, 1.75, 1236368,  X*
164, 168.0, 174266, 23261, 20915, 10480, 8819, 11963, 4073, 2158, 66, 61, 1.98, 255935,  X*
165, 169.0, 150830, 18263, 22160, 18132, 7479, 3589, 4229, 4449, 53, 84, 2.00, 229131,  X*
166, 170.0, 84244, 14909, 1220, 650, 3135, 4452, 1523, 294, 63, 54, 1.82, 110427,  X*
167, 171.0, 133140, 21866, 9579, 23650, 22994, 17485, 13710, 2419, 50, 66, 1.68, 244843,  X*
168, 172.0, 142097, 25861, 7113, 3215, 1969, 1842, 391, 419, 30, 56, 2.10, 182907,  X*
169, 173.0, 1883148, 71178, 22002, 207261, 100187, 58028, 17876, 12200, 47, 53, 2.14, 2371880,  X*
170, 174.0, 366064, 16864, 7320, 822, 9519, 7291, 3252, 1723, 48, 64, 1.95, 412855,  X*
171, 175.0, 160690, 27916, 2794, 6166, 3354, 4366, 3948, 1438, 35, 54, 1.99, 210672,  X*
172, 176.0, 1089316, 255751, 9922, 96664, 103290, 30039, 14994, 20216, 40, 53, 2.00, 1620192,  X*
173, 177.0, 86820, 43621, 15074, 4736, 2354, 7945, 4638, 1171, 35, 41, 1.67, 166359,  X*
174, 178.0, 59629, 10951, 1384, 4380, 1351, 2763, 1718, 323, 24, 48, 1.53, 82499,  X*
175, 179.0, 703501, 177894, 41688, 34398, 42625, 21887, 18622, 16378, 21, 51, 1.59, 1056993,  X*
176, 180.0, 161042, 77389, 13291, 25411, 9754, 12320, 4852, 4975, 24, 54, 1.72, 309034,  X*
177, 181.0, 65900, 75055, 35756, 11609, 16227, 6656, 9390, 2256, 13, 57, 1.82, 222849,  X*
178, 182.0, 1544029, 167916, 141462, 28177, 40822, 73592, 12504, 7430, 17, 64, 2.00, 2015932,  X*
179, 183.0, 162872, 41900, 121089, 63049, 42536, 50664, 9204, 4395, 30, 81, 2.39, 495709,  X*
180, 184.0, 260424, 26789, 19049, 4557, 11783, 9032, 1869, 918, 40, 84, 2.65, 334421,  X*
181, 185.0, 591393, 106336, 45894, 35488, 11792, 24540, 9181, 14004, 50, 87, 2.63, 838628,  X*
182, 186.0, 1965691, 130714, 117293, 29953, 11409, 15924, 17741, 5896, 30, 91, 2.71, 2294621,  X*
183, 187.0, 611747, 251659, 42006, 13007, 53013, 22409, 9746, 12553, 16, 66, 2.47, 1016140,  X*
184, 188.0, 270572, 26592, 59006, 79888, 12852, 21339, 17661, 3951, 11, 81, 2.27, 491861,  X*
185, 189.0, 1497234, 540346, 135441, 51376, 80391, 45564, 26978, 11742, 1, 70, 2.14, 2389072,  X*
186, 190.0, 189205, 11324, 3098, 4789, 2505, 1221, 404, 269, 3, 61, 2.45, 212815,  X*
187, 191.0, 1754275, 83303, 9365, 80443, 36604, 15227, 30382, 5120, 7, 75, 2.27, 2014719,  X*
188, 192.0, 496624, 124717, 153650, 29665, 16387, 23159, 23867, 8226, 1, 64, 2.43, 876295,  X*
189, 193.0, 547271, 74125, 42300, 17657, 41940, 20077, 7467, 14196, 10, 69, 2.22, 765033,  X*
190, 194.0, 91482, 32420, 37227, 31102, 3769, 6379, 3017, 1223, 10, 83, 2.60, 206619,  X*
191, 195.0, 129522, 21642, 6615, 2410, 3432, 2860, 1848, 820, 11, 77, 2.28, 169149,  X*
192, 196.0, 214629, 79061, 34085, 7076, 4638, 9210, 3235, 1785, 11, 66, 2.52, 353719,  X*
193, 197.0, 1530947, 58250, 26796, 68691, 38309, 27826, 10778, 8863, 14, 70, 2.49, 1770460,  X*
194, 198.0, 1744274, 243302, 133092, 47733, 25656, 54212, 10263, 8226, 24, 60, 2.77, 2266758,  X*
195, 199.0, 657590, 105528, 36940, 38914, 17357, 30507, 18940, 8181, 34, 64, 2.29, 913957,  X*
196, 200.0, 579364, 93881, 43728, 8285, 35615, 55700, 16316, 6815, 54, 60, 2.21, 839704,  X*
197, 201.0, 85163, 23977, 1448, 16520, 10442, 12675, 6051, 917, 61, 53, 1.97, 157193,  X*
198, 202.0, 94015, 31952, 15015, 9808, 5279, 5477, 3743, 1814, 56, 53, 1.97, 167103,  X*
199, 203.0, 137720, 47621, 19358, 15200, 40816, 30219, 9391, 8181, 66, 47, 1.64, 308506,  X*
200, 204.0, 999594, 201775, 28795, 29765, 25932, 47030, 6148, 3984, 56, 43, 1.78, 1343023,  X*
201, 205.0, 323949, 243386, 6547, 135884, 15992, 20525, 7655, 7672, 35, 47, 2.01, 761610,  X*
202, 206.0, 850320, 34434, 33123, 6501, 20754, 9191, 3523, 2184, 37, 47, 2.20, 960030,  X*
203, 207.0, 451386, 265026, 23172, 46581, 14569, 48700, 24072, 7356, 24, 43, 2.08, 880862,  X*
204, 208.0, 691278, 241094, 93048, 76691, 24547, 40367, 10366, 11013, 16, 53, 2.36, 1188404,  X*
205, 209.0, 657795, 182390, 62708, 75165, 42334, 31093, 10610, 8707, 24, 54, 2.41, 1070802,  X*
206, 210.0, 485277, 24488, 3167, 17155, 8617, 5181, 2382, 1294, 24, 53, 2.34, 547561,  X*
207, 211.0, 674413, 67084, 6912, 929, 7680, 15598, 2750, 3321, 30, 43, 2.05, 778687,  X*
208, 212.0, 1195223, 56072, 29203, 22097, 36464, 22974, 23460, 7208, 41, 40, 2.01, 1392701,  X*
209, 213.0, 831700, 32557, 959, 17015, 8545, 4402, 3797, 1339, 38, 37, 1.78, 900314,  X*
210, 214.0, 309689, 26868, 8644, 2593, 14126, 9795, 3130, 1518, 48, 26, 1.55, 376363,  X*
211, 215.0, 1052048, 121203, 33186, 124591, 19059, 53148, 16485, 7048, 47, 51, 1.61, 1426768,  X*
212, 216.0, 1874796, 32550, 76829, 35004, 37566, 61603, 19849, 4734, 56, 57, 1.85, 2142931,  X*
213, 217.0, 48079, 6873, 1984, 1850, 4335, 2163, 1411, 302, 67, 54, 1.90, 66997,  X*
214, 218.0, 138361, 38534, 3262, 6726, 5442, 8317, 3947, 1840, 64, 53, 1.83, 206429,  X*
215, 219.0, 133971, 65719, 8157, 3147, 10728, 7236, 3102, 1339, 56, 34, 1.85, 233399,  X*
216, 220.0, 164733, 68862, 25782, 16872, 7234, 3381, 3445, 2230, 23, 27, 1.89, 292539,  X*
217, 221.0, 1553669, 111223, 43374, 22756, 33049, 27097, 31885, 10079, 21, 34, 1.71, 1833132,  X*
218, 222.0, 1192144, 112988, 24718, 81095, 32435, 37891, 13767, 4461, 21, 44, 1.87, 1499499,  X*
219, 223.0, 2809313, 861301, 145909, 23482, 31448, 45798, 19414, 5620, 13, 48, 2.10, 3942285,  X*
220, 224.0, 278628, 77579, 12960, 22055, 6539, 6464, 5094, 3762, 20, 44, 2.18, 413081,  X*
221, 225.0, 25998, 12704, 11476, 4574, 3400, 9161, 4409, 1386, 27, 50, 1.97, 73108,  X*
222, 226.0, 465551, 70424, 17414, 24966, 6137, 9702, 2453, 3362, 17, 48, 2.25, 600009,  X*
223, 227.0, 415370, 182968, 72304, 17347, 34364, 26409, 19124, 8002, 27, 56, 2.12, 775888,  X*
224, 228.0, 107180, 44478, 20469, 32174, 31207, 52344, 16145, 9534, 56, 56, 1.91, 313531,  X*
225, 229.0, 40881, 23791, 1424, 3182, 1347, 2007, 636, 472, 38, 41, 1.92, 73740,  X*
226, 230.0, 1024612, 84322, 92682, 13832, 13999, 13508, 15930, 15791, 37, 48, 1.91, 1274676,  X*
227, 231.0, 819227, 34232, 9353, 10959, 12929, 9349, 2942, 2313, 44, 48, 1.77, 901304,  X*
228, 232.0, 207904, 116823, 117317, 89931, 33078, 51461, 16063, 9846, 29, 60, 1.99, 642423,  X*
229, 233.0, 1012199, 29686, 14070, 9045, 5192, 5875, 3279, 1671, 35, 75, 2.13, 1081017,  X*
230, 234.0, 701243, 155857, 38439, 20605, 58436, 38313, 5523, 18567, 47, 56, 2.06, 1036983,  X*
231, 235.0, 342980, 178617, 35799, 32722, 72899, 48945, 24565, 19148, 47, 51, 1.97, 755675,  X*
232, 236.0, 402529, 8826, 4944, 3812, 2904, 1624, 1899, 904, 38, 47, 1.94, 427442,  X*
233, 237.0, 71337, 35212, 21370, 6074, 8094, 12151, 3167, 2003, 43, 44, 1.81, 159408,  X*
234, 238.0, 1611969, 65336, 33980, 75169, 69000, 24360, 7169, 4152, 40, 57, 1.99, 1891135,  X*
235, 239.0, 537056, 19447, 11166, 7706, 8948, 8031, 2346, 1055, 43, 67, 2.15, 595755,  X*
236, 240.0, 144388, 83701, 14963, 15766, 5844, 12560, 1645, 2903, 47, 60, 2.42, 281770,  X*
237, 241.0, 1126189, 257015, 29455, 48649, 65398, 38158, 19946, 10198, 40, 50, 2.39, 1595008,  X*
