obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
46, 49.0, 1157310, 289920, 48128, 18758, 12166, 29282, 15071, 9360, 35, 38, 1.37, 1579995,  X*
47, 50.0, 154295, 122796, 10584, 16609, 9017, 8915, 4642, 2551, 26, 37, 1.51, 329409,  X*
48, 51.0, 1502238, 46216, 55560, 10324, 28497, 48455, 16515, 6624, 48, 56, 1.56, 1714429,  X*
49, 52.0, 66798, 105006, 3968, 3187, 4564, 11224, 2181, 2429, 60, 48, 1.59, 199357,  X*
50, 53.0, 280086, 28743, 11257, 4421, 7426, 11796, 3294, 2207, 74, 54, 1.62, 349230,  X*
51, 54.0, 168499, 30558, 6134, 5238, 3182, 4996, 1927, 2884, 81, 61, 1.60, 223418,  X*
52, 55.0, 100236, 14589, 5336, 9119, 9723, 9950, 4999, 1862, 78, 57, 1.51, 155814,  X*
53, 56.0, 715361, 79667, 13711, 6549, 27453, 29605, 15695, 5174, 91, 69, 1.39, 893215,  X*
54, 57.0, 342730, 240347, 24032, 52412, 47506, 18468, 8913, 11710, 74, 64, 1.52, 746118,  X*
55, 58.0, 24847, 7820, 3095, 1223, 2918, 1888, 846, 514, 78, 67, 1.53, 43151,  X*
56, 59.0, 631123, 2606758, 232203, 116727, 84947, 93118, 78553, 35215, 50, 50, 1.58, 3878644,  X*
57, 60.0, 88239, 151155, 38725, 7659, 25714, 13952, 19335, 5771, 30, 57, 1.55, 350550,  X*
58, 61.0, 173204, 27871, 539, 11980, 2586, 4825, 1965, 1193, 40, 63, 1.68, 224163,  X*
59, 62.0, 270037, 58275, 9396, 4410, 4084, 4721, 3116, 1724, 29, 54, 1.64, 355763,  X*
60, 63.0, 793521, 92207, 30736, 28969, 17210, 23168, 9565, 8246, 48, 74, 1.65, 1003622,  X*
61, 64.0, 1708189, 306331, 547595, 64158, 88756, 107230, 94147, 26995, 54, 90, 1.72, 2943401,  X*
62, 65.0, 637265, 328897, 27063, 110628, 17174, 26044, 16935, 12683, 44, 88, 1.87, 1176689,  X*
63, 66.0, 674566, 42261, 17401, 4089, 5254, 10914, 2487, 2806, 54, 93, 1.91, 759778,  X*
64, 67.0, 86409, 15090, 30286, 8642, 20880, 6269, 2180, 1724, 51, 100, 2.18, 171480,  X*
65, 68.0, 573156, 92771, 27167, 28111, 22964, 32035, 13413, 7059, 60, 84, 2.15, 796676,  X*
66, 69.0, 50702, 58257, 4209, 4553, 7349, 3356, 3283, 2104, 57, 69, 1.99, 133813,  X*
67, 70.0, 2108209, 919962, 53003, 41389, 99459, 156565, 108383, 48517, 56, 50, 1.73, 3535487,  X*
68, 71.0, 725199, 54490, 3220, 12759, 4889, 8228, 2488, 3194, 57, 30, 1.67, 814467,  X*
69, 72.0, 143532, 33514, 22360, 5185, 1912, 3650, 2944, 1446, 43, 41, 1.55, 214543,  X*
70, 73.0, 341286, 94002, 18734, 14545, 15819, 28068, 22280, 6072, 61, 51, 1.44, 540806,  X*
71, 74.0, 565906, 199298, 30100, 18425, 32354, 28301, 16233, 6993, 56, 61, 1.48, 897610,  X*
72, 75.0, 712336, 41803, 31977, 2348, 6006, 5647, 1655, 2516, 50, 75, 1.82, 804288,  X*
73, 76.0, 236922, 62532, 2840, 5617, 7992, 4487, 6703, 3583, 50, 50, 1.68, 330676,  X*
74, 77.0, 1100851, 45417, 7041, 8530, 26796, 9790, 21369, 8079, 48, 47, 1.35, 1227873,  X*
75, 78.0, 81954, 78863, 7210, 7276, 4766, 7381, 948, 1106, 44, 47, 1.66, 189504,  X*
76, 79.0, 162822, 138255, 39994, 18269, 52030, 28621, 17182, 13103, 53, 35, 1.64, 470276,  X*
77, 80.0, 2349892, 55374, 9522, 39838, 50121, 54272, 16552, 5911, 80, 48, 1.42, 2581482,  X*
78, 81.0, 1129331, 45902, 36335, 34982, 27226, 28140, 26131, 14918, 83, 66, 1.51, 1342965,  X*
79, 82.0, 559311, 304118, 56071, 10128, 32129, 27101, 26733, 4528, 81, 67, 1.65, 1020119,  X*
80, 83.0, 28433, 47546, 1859, 5378, 12126, 3778, 3469, 1263, 74, 56, 1.37, 103852,  X*
81, 84.0, 821657, 97008, 42607, 20666, 6839, 18859, 14777, 3837, 54, 63, 1.48, 1026250,  X*
82, 85.0, 560194, 215093, 11731, 6463, 26125, 23089, 16751, 4377, 44, 30, 1.38, 863823,  X*
83, 86.0, 640777, 2697, 7151, 3993, 4344, 3958, 1477, 3282, 61, 53, 1.42, 667679,  X*
84, 87.0, 2231671, 83877, 27024, 11882, 11999, 34758, 9775, 5805, 78, 66, 1.44, 2416791,  X*
85, 88.0, 504344, 136509, 22289, 39296, 32285, 11989, 5497, 4146, 69, 60, 1.70, 756355,  X*
86, 89.0, 2416952, 874329, 77376, 114141, 96751, 225852, 56334, 32559, 78, 70, 1.61, 3894294,  X*
87, 90.0, 104934, 22623, 2542, 10387, 9288, 5530, 7250, 1683, 69, 56, 1.66, 164237,  X*
88, 91.0, 672203, 1835293, 128290, 176152, 144887, 88039, 56926, 18823, 44, 48, 1.76, 3120613,  X*
89, 92.0, 864374, 157044, 28171, 30067, 19036, 28447, 12000, 8705, 53, 44, 1.79, 1147844,  X*
90, 93.0, 759224, 276904, 79573, 27689, 24345, 12103, 11997, 9532, 30, 56, 1.72, 1201367,  X*
91, 94.0, 1321594, 205317, 26204, 23928, 19119, 22506, 28188, 7929, 24, 50, 1.67, 1654785,  X*
92, 95.0, 171869, 449188, 57206, 28827, 12744, 23749, 2700, 6359, 26, 51, 2.05, 752642,  X*
93, 96.0, 2037320, 365384, 21112, 21720, 30139, 22077, 14929, 6638, 14, 38, 1.92, 2519319,  X*
94, 97.0, 636264, 168581, 58950, 29159, 46594, 32386, 13317, 10484, 30, 37, 1.97, 995735,  X*
95, 98.0, 83048, 9403, 1797, 5621, 1501, 1748, 1054, 372, 35, 51, 1.99, 104544,  X*
96, 99.0, 1871248, 182489, 274078, 156762, 33503, 80571, 28550, 40430, 48, 77, 2.24, 2667631,  X*
97, 100.0, 196478, 160627, 27372, 34862, 18764, 18380, 22733, 4502, 53, 90, 1.94, 483718,  X*
98, 101.0, 1903965, 636670, 124660, 41561, 36121, 61854, 67619, 41935, 48, 84, 1.89, 2914385,  X*
99, 102.0, 1405719, 431321, 142913, 71614, 40641, 126437, 79364, 27474, 56, 77, 1.80, 2325483,  X*
100, 103.0, 621794, 27866, 2789, 5330, 3988, 6599, 2260, 1449, 61, 53, 1.64, 672075,  X*
101, 104.0, 644631, 325294, 59144, 10174, 15585, 41624, 6466, 5515, 64, 47, 1.59, 1108433,  X*
102, 105.0, 136505, 46495, 12119, 2622, 8959, 11981, 4523, 1109, 75, 44, 1.59, 224313,  X*
103, 106.0, 1260694, 414567, 116773, 154398, 228325, 77247, 108003, 16254, 67, 47, 1.67, 2376261,  X*
104, 107.0, 1145450, 192482, 28096, 7173, 36286, 34714, 8138, 7071, 66, 40, 1.67, 1459410,  X*
105, 108.0, 389811, 16489, 59483, 6901, 11454, 3507, 1433, 3922, 54, 64, 2.03, 493000,  X*
106, 109.0, 487735, 209930, 44522, 30634, 33420, 29608, 26625, 5805, 48, 64, 1.91, 868279,  X*
107, 110.0, 1342515, 176608, 71213, 11775, 68906, 19609, 30898, 4784, 43, 57, 1.89, 1726308,  X*
108, 111.0, 1137295, 186693, 11111, 66236, 16650, 28603, 9322, 5420, 37, 66, 2.00, 1461330,  X*
109, 112.0, 458735, 24792, 8692, 5565, 5732, 5390, 3840, 598, 51, 48, 2.09, 513344,  X*
110, 113.0, 445990, 75453, 2628, 5558, 6093, 7214, 3505, 2015, 48, 37, 1.69, 548456,  X*
111, 114.0, 599865, 20441, 6870, 11349, 7690, 12908, 5102, 2864, 66, 40, 1.67, 667089,  X*
112, 115.0, 151295, 63457, 1913, 6369, 6218, 4247, 1774, 1422, 61, 27, 1.67, 236695,  X*
113, 116.0, 1053374, 1482151, 71137, 17922, 50323, 60410, 27355, 28216, 47, 7, 1.48, 2790888,  X*
114, 117.0, 1301303, 99579, 37437, 35511, 37689, 43480, 40070, 9914, 60, 21, 1.35, 1604983,  X*
115, 118.0, 308769, 403238, 22191, 43296, 39202, 11816, 13499, 8837, 27, 10, 1.45, 850848,  X*
116, 119.0, 962898, 676826, 72646, 25921, 150261, 91208, 173984, 55546, 37, 10, 1.28, 2209290,  X*
117, 120.0, 673051, 527145, 27173, 42346, 21608, 17386, 6513, 8623, 30, 20, 1.39, 1323845,  X*
118, 121.0, 1067432, 147745, 6021, 22094, 18681, 19992, 21053, 14208, 23, 8, 1.32, 1317226,  X*
119, 122.0, 9087, 52214, 2119, 11076, 7760, 6585, 5155, 4360, 40, 11, 1.29, 98356,  X*
120, 123.0, 291236, 187897, 82191, 16201, 15389, 25934, 5954, 14802, 35, 26, 1.37, 639604,  X*
121, 124.0, 1047160, 179729, 119465, 42767, 33158, 36886, 12844, 5458, 51, 43, 1.82, 1477467,  X*
122, 125.0, 332730, 155074, 55859, 48953, 27344, 18778, 33174, 10189, 47, 56, 1.72, 682101,  X*
123, 126.0, 723385, 326284, 10913, 65926, 21693, 64139, 20557, 4192, 53, 57, 1.90, 1237089,  X*
124, 127.0, 250241, 58367, 10865, 2175, 4067, 3118, 3583, 3824, 44, 48, 1.92, 336240,  X*
125, 128.0, 1052570, 35221, 2518, 9005, 8055, 13166, 7172, 1382, 54, 37, 1.75, 1129089,  X*
126, 129.0, 1298273, 541193, 92029, 77674, 51206, 150254, 35120, 64933, 67, 27, 1.42, 2310682,  X*
127, 130.0, 195070, 42787, 13582, 9512, 18166, 12097, 10588, 1725, 67, 34, 1.39, 303527,  X*
128, 131.0, 1520676, 894589, 96200, 149915, 139982, 103925, 71214, 66070, 77, 37, 1.31, 3042571,  X*
129, 132.0, 1322543, 2156578, 37337, 226437, 88647, 81326, 36252, 34464, 51, 29, 1.42, 3983584,  X*
130, 133.0, 1915020, 387143, 34139, 84321, 41328, 18752, 16790, 4766, 27, 34, 1.66, 2502259,  X*
131, 134.0, 793224, 309226, 234567, 64806, 98320, 92026, 60823, 23336, 27, 38, 1.77, 1676328,  X*
132, 135.0, 653415, 36042, 3594, 10175, 3584, 13144, 1648, 2076, 40, 41, 1.84, 723678,  X*
133, 136.0, 211753, 151283, 16195, 20947, 9174, 36472, 9750, 10411, 61, 44, 1.85, 465985,  X*
134, 137.0, 773119, 93449, 50217, 7281, 24427, 24716, 14294, 17053, 80, 50, 1.74, 1004556,  X*
135, 138.0, 1052473, 40649, 44307, 47274, 57122, 45716, 16361, 15509, 90, 51, 1.60, 1319411,  X*
136, 139.0, 725247, 44563, 1484, 2485, 4528, 3578, 6402, 3663, 75, 38, 1.36, 791950,  X*
137, 140.0, 105753, 71340, 17401, 6444, 10047, 13770, 4116, 2052, 70, 41, 1.37, 230923,  X*
138, 141.0, 90247, 323382, 22068, 28091, 14941, 29736, 20460, 9784, 63, 27, 1.36, 538709,  X*
139, 142.0, 90892, 34609, 14030, 13981, 5996, 7077, 6195, 2438, 50, 27, 1.48, 175218,  X*
140, 143.0, 1478764, 171002, 12980, 25170, 17064, 40669, 13625, 6011, 61, 37, 1.43, 1765285,  X*
141, 144.0, 1158330, 183091, 68128, 27704, 19924, 36380, 22226, 7354, 60, 41, 1.66, 1523137,  X*
142, 145.0, 86626, 34235, 17056, 9986, 8003, 4751, 2771, 2641, 60, 56, 1.72, 166069,  X*
143, 146.0, 813965, 379363, 18148, 31464, 23818, 23257, 15580, 9952, 51, 38, 1.74, 1315547,  X*
144, 147.0, 1066507, 126056, 69899, 13111, 25514, 14136, 11717, 5189, 38, 50, 1.79, 1332129,  X*
145, 148.0, 54734, 11547, 1542, 2904, 2078, 1144, 927, 482, 30, 47, 1.86, 75358,  X*
146, 149.0, 2637458, 1030734, 132529, 80765, 68964, 109379, 62104, 45750, 30, 35, 1.78, 4167683,  X*
147, 150.0, 876897, 50734, 41430, 21016, 55025, 25240, 10042, 6522, 50, 50, 1.72, 1086906,  X*
148, 151.0, 392813, 131104, 53270, 6309, 29872, 10193, 7743, 6197, 47, 47, 1.81, 637501,  X*
149, 152.0, 73551, 59996, 10509, 1638, 3300, 4239, 5256, 1747, 44, 40, 1.64, 160236,  X*
150, 153.0, 178967, 65997, 5237, 9768, 8314, 12257, 4256, 1030, 51, 40, 1.64, 285826,  X*
151, 154.0, 385606, 84940, 28242, 49399, 23341, 17703, 9942, 6842, 43, 41, 1.79, 606015,  X*
152, 155.0, 941760, 91160, 34428, 35669, 19227, 14913, 9447, 4397, 51, 47, 1.86, 1151001,  X*
153, 156.0, 1591708, 57652, 52123, 22343, 36133, 24035, 10833, 2968, 63, 61, 1.96, 1797795,  X*
154, 157.0, 1714132, 893999, 27537, 24021, 116928, 129439, 68349, 52974, 61, 48, 1.84, 3027379,  X*
155, 158.0, 1683867, 843132, 114989, 245522, 66371, 202219, 76178, 44959, 66, 41, 1.83, 3277237,  X*
156, 159.0, 87614, 8224, 4231, 450, 1707, 783, 651, 970, 60, 41, 1.71, 104630,  X*
157, 160.0, 2228251, 346131, 108099, 70315, 109322, 110607, 60791, 54643, 63, 34, 1.50, 3088159,  X*
158, 161.0, 1032502, 41367, 45049, 20591, 29765, 16194, 17144, 7969, 63, 66, 1.35, 1210581,  X*
159, 162.0, 233884, 47663, 8382, 17885, 7301, 3338, 2018, 3727, 48, 67, 1.64, 324198,  X*
160, 163.0, 1232093, 122709, 54829, 17280, 23591, 20024, 11718, 17990, 53, 67, 1.60, 1500234,  X*
161, 164.0, 1271581, 88926, 6588, 14603, 31173, 20336, 17440, 3392, 53, 60, 1.51, 1454039,  X*
162, 165.0, 578160, 279069, 14170, 10172, 51052, 18591, 10718, 10051, 41, 34, 1.48, 971983,  X*
163, 166.0, 14945, 15536, 3495, 1670, 739, 1582, 654, 291, 48, 27, 1.62, 38912,  X*
164, 167.0, 216131, 103555, 13478, 33714, 21634, 39618, 9079, 8343, 57, 23, 1.52, 445552,  X*
165, 168.0, 1610058, 407228, 54754, 22677, 73948, 48007, 11870, 10662, 51, 23, 1.58, 2239204,  X*
166, 169.0, 1306399, 180584, 7487, 8413, 14582, 27252, 13764, 9536, 61, 23, 1.53, 1568017,  X*
167, 170.0, 1707631, 240036, 43663, 46941, 10846, 19529, 8932, 8180, 60, 24, 1.78, 2085758,  X*
168, 171.0, 895597, 97313, 7640, 22518, 13244, 19737, 8454, 11208, 53, 23, 1.55, 1075711,  X*
169, 172.0, 646491, 29316, 13333, 6606, 6978, 8491, 7013, 1349, 60, 37, 1.56, 719577,  X*
170, 173.0, 120507, 21420, 6054, 2907, 2973, 2420, 4060, 2176, 53, 53, 1.43, 162517,  X*
171, 174.0, 119442, 119358, 48964, 31965, 17366, 17755, 19822, 9291, 57, 56, 1.60, 383963,  X*
172, 175.0, 1490847, 114460, 78002, 37704, 19009, 23092, 11009, 3873, 53, 69, 1.71, 1777996,  X*
173, 176.0, 210729, 22942, 9348, 17832, 7160, 5083, 2300, 1120, 47, 77, 2.03, 276514,  X*
174, 177.0, 516230, 280145, 56522, 8741, 21596, 17774, 13642, 6791, 40, 70, 2.04, 921441,  X*
175, 178.0, 232972, 29521, 11831, 14473, 7131, 6837, 5594, 2287, 44, 74, 2.18, 310646,  X*
176, 179.0, 187775, 2373650, 224234, 94919, 16129, 153332, 35245, 20748, 38, 53, 2.31, 3106032,  X*
177, 180.0, 874069, 377608, 13909, 25693, 32708, 24412, 13043, 10480, 30, 29, 2.00, 1371922,  X*
178, 181.0, 561614, 226259, 18674, 33096, 12673, 27637, 13868, 6886, 40, 27, 1.75, 900707,  X*
179, 182.0, 95981, 43401, 9838, 808, 3242, 9962, 2789, 1019, 43, 14, 1.72, 167040,  X*
180, 183.0, 1349596, 907222, 116328, 117377, 187559, 128932, 52629, 34405, 51, 20, 1.68, 2894048,  X*
181, 184.0, 427795, 18953, 9514, 4298, 5930, 3628, 2155, 1280, 60, 38, 1.60, 473553,  X*
182, 185.0, 306531, 143046, 27978, 34840, 30457, 23352, 12107, 9262, 63, 44, 1.69, 587573,  X*
183, 186.0, 292459, 33833, 14760, 9061, 6275, 5783, 2925, 1465, 54, 56, 1.84, 366561,  X*
184, 187.0, 158609, 93659, 6298, 5761, 4699, 9580, 3125, 2975, 53, 50, 1.82, 284706,  X*
185, 188.0, 458708, 130086, 28319, 36709, 31632, 23903, 19200, 10617, 53, 44, 1.79, 739174,  X*
186, 189.0, 1118507, 172813, 52582, 18613, 28144, 39949, 22054, 9471, 56, 44, 1.69, 1462133,  X*
187, 190.0, 32492, 47358, 10754, 13330, 5202, 8389, 3961, 2383, 60, 41, 1.74, 123869,  X*
188, 191.0, 844069, 241020, 56841, 65009, 16355, 21141, 7026, 6076, 53, 56, 1.88, 1257537,  X*
189, 192.0, 221674, 12582, 7369, 4488, 7148, 3907, 2719, 1366, 57, 61, 1.94, 261253,  X*
190, 193.0, 375654, 276429, 6560, 18987, 48085, 16623, 5564, 6209, 47, 44, 1.93, 754111,  X*
191, 194.0, 872260, 161118, 114472, 139895, 29713, 25027, 19979, 7207, 38, 57, 2.26, 1369671,  X*
192, 195.0, 18852, 14047, 1410, 1866, 3356, 2836, 527, 440, 50, 48, 2.24, 43334,  X*
193, 196.0, 1409656, 234826, 59859, 71670, 28985, 25691, 12933, 7987, 38, 48, 2.13, 1851607,  X*
194, 197.0, 1076463, 173846, 19756, 42162, 27700, 25658, 13816, 9869, 47, 63, 2.11, 1389270,  X*
195, 198.0, 1585332, 78512, 44074, 18141, 10815, 27913, 14137, 7083, 60, 54, 2.16, 1786007,  X*
196, 199.0, 229250, 117141, 10775, 53944, 29504, 25231, 15098, 10791, 57, 63, 1.83, 491734,  X*
197, 200.0, 520137, 39832, 4571, 4278, 3161, 8850, 4222, 2905, 70, 51, 1.68, 587956,  X*
198, 201.0, 729530, 285262, 14676, 57520, 25478, 19722, 9641, 5380, 64, 48, 1.60, 1147209,  X*
199, 202.0, 283583, 343674, 59587, 39171, 24580, 31805, 6491, 3375, 51, 40, 1.92, 792266,  X*
200, 203.0, 822904, 200051, 84250, 4237, 9431, 27770, 16805, 5287, 48, 38, 1.93, 1170735,  X*
201, 204.0, 853353, 294929, 205490, 25270, 76404, 109561, 64521, 30230, 48, 50, 1.92, 1659758,  X*
202, 205.0, 57516, 59049, 8664, 3260, 6258, 11272, 3995, 1856, 61, 47, 1.98, 151870,  X*
203, 206.0, 1539672, 114774, 2283, 24465, 28764, 21897, 32240, 7487, 69, 41, 1.71, 1771582,  X*
204, 207.0, 1858164, 1249147, 223532, 80962, 128146, 209547, 48809, 20558, 74, 35, 1.49, 3818865,  X*
205, 208.0, 62879, 22928, 6977, 4133, 4356, 8243, 2595, 1074, 77, 29, 1.49, 113185,  X*
206, 209.0, 1247998, 53798, 47156, 26125, 27792, 13061, 10536, 11258, 69, 48, 1.57, 1437724,  X*
207, 210.0, 13882, 8004, 5505, 8452, 514, 1958, 325, 674, 64, 69, 2.04, 39314,  X*
208, 211.0, 217242, 26230, 20757, 3207, 7043, 2354, 3996, 1664, 51, 83, 2.27, 282493,  X*
209, 212.0, 1886122, 330725, 48935, 45205, 133946, 199976, 27704, 22469, 61, 75, 2.13, 2695082,  X*
210, 213.0, 97981, 66168, 8772, 4132, 5228, 4641, 3573, 1525, 54, 57, 2.10, 192020,  X*
211, 214.0, 715016, 274040, 69101, 23246, 17488, 13690, 17442, 10080, 43, 41, 2.09, 1140103,  X*
212, 215.0, 1118218, 28339, 4394, 6303, 3427, 6921, 9052, 1173, 60, 34, 1.56, 1177827,  X*
213, 216.0, 126073, 17372, 6743, 6434, 4306, 3042, 1928, 1348, 38, 47, 1.58, 167246,  X*
214, 217.0, 166773, 33068, 2807, 6709, 10438, 3431, 3961, 4934, 41, 50, 1.51, 232121,  X*
215, 218.0, 79875, 65603, 19187, 4596, 10506, 8541, 3149, 2898, 54, 48, 1.56, 194355,  X*
216, 219.0, 240823, 56511, 2805, 14242, 5564, 7344, 3824, 1378, 48, 47, 1.55, 332491,  X*
217, 220.0, 2134371, 646580, 143552, 19545, 141701, 208908, 51276, 54335, 60, 34, 1.55, 3400268,  X*
218, 221.0, 469272, 234678, 26855, 25171, 17001, 44966, 17036, 7527, 67, 30, 1.45, 842506,  X*
219, 222.0, 98227, 28517, 2135, 6510, 3841, 7048, 3030, 1995, 75, 29, 1.50, 151303,  X*
220, 223.0, 1725093, 310309, 152175, 124316, 74428, 149988, 59386, 25612, 87, 37, 1.49, 2621307,  X*
221, 224.0, 762426, 95668, 32918, 64775, 26136, 17509, 15156, 9647, 75, 53, 1.54, 1024235,  X*
222, 225.0, 158324, 36974, 16084, 4533, 6033, 8985, 1840, 1220, 75, 63, 1.81, 233993,  X*
223, 226.0, 231803, 46265, 5094, 9206, 5801, 6149, 6323, 3838, 67, 63, 1.75, 314479,  X*
224, 227.0, 425633, 95341, 23239, 40718, 46785, 17103, 9608, 4118, 57, 61, 1.93, 662545,  X*
225, 228.0, 847247, 801750, 70463, 49458, 42741, 160078, 61466, 24866, 63, 43, 1.81, 2058069,  X*
226, 229.0, 141592, 264778, 31856, 43716, 10451, 30290, 14745, 11335, 56, 38, 1.75, 548763,  X*
227, 230.0, 1285705, 523638, 292600, 89104, 45327, 77103, 82876, 22725, 54, 48, 1.64, 2419078,  X*
228, 231.0, 1842179, 683905, 369565, 123702, 47373, 102239, 81850, 36389, 51, 53, 1.80, 3287202,  X*
229, 232.0, 592085, 103247, 53794, 27088, 16335, 31657, 15826, 8443, 53, 67, 1.73, 848475,  X*
230, 233.0, 287383, 113324, 59357, 14587, 18064, 8796, 11661, 6509, 44, 77, 1.88, 519681,  X*
231, 234.0, 1653458, 102434, 42776, 30638, 34471, 25332, 9404, 11878, 51, 74, 1.91, 1910391,  X*
232, 235.0, 844946, 92373, 27765, 29580, 27472, 27553, 8916, 11093, 60, 69, 1.86, 1069698,  X*
233, 236.0, 119883, 12558, 20031, 10622, 18836, 16484, 2757, 1733, 70, 70, 1.98, 202904,  X*
234, 237.0, 310661, 117187, 30696, 27559, 23940, 28269, 12851, 21006, 87, 67, 1.88, 572169,  X*
235, 238.0, 407143, 150901, 41099, 10821, 14320, 18872, 14419, 10224, 81, 61, 1.77, 667799,  X*
236, 239.0, 1293648, 178805, 8840, 13603, 39780, 20604, 4589, 6936, 75, 44, 1.68, 1566805,  X*
