obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
53, 57.0, 2062242, 668563, 79680, 38391, 58062, 31362, 21731, 9894, 23, 57, 1.64, 2969925,  X*
54, 58.0, 773938, 38711, 4832, 18761, 8980, 7988, 11410, 2429, 29, 50, 1.53, 867049,  X*
55, 59.0, 74318, 18102, 5634, 29043, 8046, 4489, 4370, 2727, 17, 61, 1.62, 146729,  X*
56, 60.0, 6847, 27271, 6048, 3374, 12620, 10688, 2019, 1552, 24, 60, 1.64, 70419,  X*
57, 61.0, 495979, 96001, 6020, 48537, 36223, 55851, 11311, 10316, 50, 66, 1.68, 760238,  X*
58, 62.0, 35844, 23428, 9235, 4023, 9274, 2161, 4763, 1067, 43, 64, 1.60, 89795,  X*
59, 63.0, 434225, 51902, 5559, 3729, 2581, 1680, 2887, 875, 29, 43, 1.66, 503438,  X*
60, 64.0, 1281775, 221213, 298159, 117975, 75073, 45733, 49372, 31778, 14, 63, 1.69, 2121078,  X*
61, 65.0, 1461878, 638188, 136935, 69281, 56526, 47611, 34664, 14091, 1, 63, 1.79, 2459174,  X*
62, 66.0, 1325133, 203285, 28412, 12057, 19966, 13887, 8117, 9951, 1, 54, 1.79, 1620808,  X*
63, 67.0, 1006015, 105671, 32163, 47440, 22692, 35362, 13032, 13481, 14, 64, 1.82, 1275856,  X*
64, 68.0, 271765, 76058, 24204, 20796, 23471, 22280, 7527, 7627, 24, 51, 1.84, 453728,  X*
65, 69.0, 284539, 114031, 20256, 48387, 10072, 13366, 8497, 4988, 26, 57, 1.84, 504136,  X*
66, 70.0, 510049, 65726, 140718, 20192, 22788, 23511, 20936, 14239, 34, 81, 1.82, 818159,  X*
67, 71.0, 85379, 65948, 14701, 5633, 11450, 8019, 3360, 1383, 26, 74, 1.94, 195873,  X*
68, 72.0, 69996, 42552, 900, 2702, 4775, 3604, 1306, 1777, 16, 56, 1.80, 127612,  X*
69, 73.0, 30969, 49294, 14060, 5170, 4957, 7896, 2510, 3492, 21, 51, 1.81, 118348,  X*
70, 74.0, 929578, 229367, 145501, 175080, 54878, 32574, 68081, 21989, 14, 48, 1.75, 1657048,  X*
71, 75.0, 404297, 99369, 33513, 7294, 16417, 15202, 7889, 4641, 16, 50, 1.70, 588622,  X*
72, 76.0, 555095, 28491, 11470, 13851, 40724, 15341, 7941, 4058, 29, 66, 1.59, 676971,  X*
73, 77.0, 913548, 53550, 36470, 6829, 14889, 12328, 4424, 2717, 30, 74, 1.84, 1044755,  X*
74, 78.0, 245710, 99192, 9822, 50415, 21507, 20174, 9063, 6875, 40, 63, 1.85, 462758,  X*
75, 79.0, 623791, 154997, 18302, 46286, 47615, 24869, 10130, 6469, 41, 63, 1.85, 932459,  X*
76, 80.0, 2401568, 379874, 47078, 135878, 19338, 77406, 59041, 35235, 34, 66, 1.78, 3155418,  X*
77, 81.0, 1661170, 253050, 3880, 61672, 14883, 21486, 12258, 21624, 24, 56, 1.72, 2050023,  X*
78, 82.0, 263166, 33719, 18718, 16518, 4394, 6570, 3665, 1016, 21, 64, 1.84, 347766,  X*
79, 83.0, 1007983, 319081, 52334, 48177, 34994, 51397, 40427, 35997, 21, 63, 1.70, 1590390,  X*
80, 84.0, 101566, 14333, 588, 8415, 8627, 7383, 2098, 2441, 30, 60, 1.56, 145451,  X*
81, 85.0, 319202, 163931, 99788, 33927, 29488, 19986, 16180, 4434, 30, 69, 1.80, 686936,  X*
82, 86.0, 758473, 15629, 3865, 11227, 12721, 12783, 14006, 4577, 48, 60, 1.74, 833281,  X*
83, 87.0, 117924, 30650, 5196, 6289, 11072, 6627, 1597, 2322, 50, 60, 1.51, 181677,  X*
84, 88.0, 210738, 138317, 1456, 14393, 7142, 7433, 4445, 5051, 27, 50, 1.51, 388975,  X*
85, 89.0, 824011, 200323, 57909, 5506, 28514, 73307, 42467, 9431, 44, 37, 1.48, 1241468,  X*
86, 90.0, 590974, 71250, 13197, 8529, 3879, 15450, 4345, 1469, 37, 34, 1.36, 709093,  X*
87, 91.0, 2300747, 241479, 82959, 14470, 20538, 26818, 40925, 23264, 27, 35, 1.41, 2751200,  X*
88, 92.0, 649875, 79669, 4419, 10135, 1463, 10132, 9038, 3458, 38, 40, 1.28, 768189,  X*
89, 93.0, 2100114, 119056, 16103, 28896, 14352, 29737, 22084, 17885, 34, 43, 1.26, 2348227,  X*
90, 94.0, 869634, 183344, 92027, 133666, 99666, 26194, 9041, 19608, 21, 54, 1.62, 1433180,  X*
91, 95.0, 633135, 92346, 5983, 10746, 14443, 10608, 10052, 3698, 23, 47, 1.45, 781011,  X*
92, 96.0, 185691, 21441, 2592, 2211, 1661, 1704, 1949, 843, 17, 48, 1.49, 218092,  X*
93, 97.0, 117320, 20535, 2615, 3768, 2880, 12804, 4696, 2672, 29, 43, 1.46, 167290,  X*
94, 98.0, 976652, 61254, 36311, 30632, 15401, 24251, 20003, 23761, 41, 43, 1.50, 1188265,  X*
95, 99.0, 1698419, 312562, 122138, 94126, 79526, 25334, 20342, 6717, 34, 57, 1.51, 2359164,  X*
96, 100.0, 138122, 8768, 129, 321, 4615, 2709, 1151, 757, 48, 41, 1.38, 156572,  X*
97, 101.0, 144286, 5233, 6006, 2350, 1080, 1578, 1322, 909, 34, 61, 1.49, 162764,  X*
98, 102.0, 690238, 256134, 49648, 23340, 27655, 36663, 14476, 20915, 26, 51, 1.59, 1119069,  X*
99, 103.0, 1342003, 69973, 27438, 13380, 11183, 10811, 9762, 5007, 35, 50, 1.67, 1489557,  X*
100, 104.0, 93585, 8766, 5770, 1657, 1496, 2945, 1193, 1310, 30, 80, 1.42, 116722,  X*
101, 105.0, 41208, 12817, 8843, 13860, 11621, 5595, 2229, 1780, 34, 77, 1.80, 97953,  X*
102, 106.0, 1152174, 38997, 42428, 133722, 37695, 21460, 9303, 13616, 34, 96, 1.96, 1449395,  X*
103, 107.0, 202889, 64873, 16355, 8523, 11078, 9349, 4345, 3993, 35, 93, 2.01, 321405,  X*
104, 108.0, 335048, 205870, 50940, 9804, 30745, 34879, 11082, 7751, 30, 83, 2.02, 686119,  X*
105, 109.0, 1702866, 723048, 109994, 26550, 16846, 34015, 49319, 13893, 16, 69, 1.98, 2676531,  X*
106, 110.0, 926223, 95043, 65207, 51216, 29239, 27407, 30303, 14709, 20, 60, 1.83, 1239347,  X*
107, 111.0, 673855, 16801, 44481, 31684, 74384, 48569, 17681, 6535, 37, 66, 1.66, 913990,  X*
108, 112.0, 476553, 128005, 37561, 54981, 16153, 36986, 13164, 11952, 40, 75, 1.70, 775355,  X*
109, 113.0, 208073, 117664, 35518, 42898, 15810, 16833, 10546, 8983, 50, 84, 1.76, 456325,  X*
110, 114.0, 273742, 12902, 8889, 7149, 12204, 15045, 4821, 2778, 64, 78, 1.77, 337530,  X*
111, 115.0, 594557, 16010, 5906, 20625, 11008, 12038, 2735, 3260, 57, 80, 1.84, 666139,  X*
112, 116.0, 706521, 26806, 10023, 8161, 8003, 9827, 4134, 3078, 61, 78, 1.80, 776553,  X*
113, 117.0, 1213622, 404596, 17271, 27188, 72040, 30244, 12169, 6877, 56, 61, 1.72, 1784007,  X*
114, 118.0, 184022, 42897, 73502, 10392, 18378, 27443, 34559, 25192, 47, 69, 1.54, 416385,  X*
115, 119.0, 980415, 245196, 19169, 14742, 11108, 31673, 19944, 35109, 38, 53, 1.40, 1357356,  X*
116, 120.0, 983679, 16111, 118, 2106, 2445, 1218, 3309, 4018, 23, 40, 1.09, 1013004,  X*
117, 121.0, 1034920, 221219, 38070, 21344, 8916, 15303, 7277, 4968, 20, 51, 1.21, 1352017,  X*
118, 122.0, 339377, 294745, 3401, 41682, 10075, 42372, 38408, 9671, 14, 30, 1.08, 779731,  X*
119, 123.0, 629756, 66335, 31461, 54304, 18353, 38592, 22915, 13827, 23, 48, 1.17, 875543,  X*
120, 124.0, 1193329, 222420, 21163, 47546, 18575, 42862, 9244, 12002, 34, 56, 1.37, 1567141,  X*
121, 125.0, 101550, 23131, 4647, 5172, 2889, 6696, 3326, 2673, 48, 57, 1.53, 150084,  X*
122, 126.0, 608190, 124637, 18149, 19014, 34781, 32633, 13730, 8026, 53, 61, 1.36, 859160,  X*
123, 127.0, 615273, 29348, 32154, 38064, 21993, 18774, 21857, 6716, 50, 66, 1.50, 784179,  X*
124, 128.0, 2363446, 185357, 96504, 59932, 69117, 30223, 16099, 16827, 44, 74, 1.63, 2837505,  X*
125, 129.0, 262741, 30589, 6287, 5111, 12047, 7353, 2297, 1867, 43, 70, 1.61, 328292,  X*
126, 130.0, 533376, 46311, 9446, 6029, 17226, 5162, 5682, 1536, 34, 70, 1.66, 624768,  X*
127, 131.0, 536979, 64055, 40702, 17111, 16574, 11593, 11531, 10543, 24, 67, 1.71, 709088,  X*
128, 132.0, 508774, 28479, 25843, 43148, 18020, 31376, 13050, 17583, 41, 74, 1.68, 686273,  X*
129, 133.0, 216306, 92989, 30568, 50056, 29971, 30266, 20235, 6082, 41, 81, 1.61, 476473,  X*
130, 134.0, 205230, 59611, 9603, 8409, 3402, 7131, 6795, 2650, 41, 81, 1.57, 302831,  X*
131, 135.0, 293415, 60517, 3979, 16474, 6099, 4752, 4760, 2388, 37, 74, 1.59, 392384,  X*
132, 136.0, 860894, 152010, 9125, 28698, 78717, 23275, 8040, 3838, 24, 54, 1.62, 1164597,  X*
133, 137.0, 533031, 27322, 15713, 15121, 14194, 16875, 5282, 3593, 29, 54, 1.69, 631131,  X*
134, 138.0, 236103, 15690, 19742, 14915, 7709, 5074, 4736, 1420, 30, 70, 1.83, 305389,  X*
135, 139.0, 80315, 34603, 1351, 5379, 3520, 8146, 8488, 3418, 44, 64, 1.69, 145220,  X*
136, 140.0, 635902, 357853, 39817, 29215, 25759, 23874, 13916, 17488, 35, 66, 1.66, 1143824,  X*
137, 141.0, 1449807, 155132, 7145, 83646, 39418, 33335, 29290, 14063, 24, 64, 1.57, 1811836,  X*
138, 142.0, 1939650, 91753, 19281, 7323, 27982, 32171, 34201, 13600, 37, 43, 1.34, 2165961,  X*
139, 143.0, 560539, 313767, 47767, 41678, 47792, 40515, 17143, 24989, 29, 47, 1.14, 1094190,  X*
140, 144.0, 791422, 280045, 56688, 58680, 38051, 42802, 7463, 10801, 37, 53, 1.50, 1285952,  X*
141, 145.0, 616836, 28357, 16743, 8749, 7113, 19618, 2839, 3991, 48, 54, 1.59, 704246,  X*
142, 146.0, 27111, 31040, 4618, 11756, 9764, 9238, 1958, 1750, 44, 61, 1.74, 97235,  X*
143, 147.0, 140022, 84989, 7344, 14562, 9133, 7073, 2370, 3869, 40, 61, 1.96, 269362,  X*
144, 148.0, 154741, 133097, 12739, 6367, 3820, 17092, 9148, 3026, 41, 51, 1.93, 340030,  X*
145, 149.0, 2180893, 166087, 59813, 4951, 36810, 46207, 6617, 11059, 35, 47, 1.76, 2512437,  X*
146, 150.0, 584998, 51937, 23877, 28737, 3932, 6463, 4903, 3016, 21, 54, 1.89, 707863,  X*
147, 151.0, 1705273, 60617, 27451, 66708, 40385, 19693, 15045, 9220, 27, 67, 1.87, 1944392,  X*
148, 152.0, 1365878, 30404, 12891, 17037, 11113, 6389, 10278, 4060, 27, 84, 1.80, 1458050,  X*
149, 153.0, 268723, 103216, 26302, 14996, 20882, 17800, 8540, 1667, 23, 87, 1.97, 462126,  X*
150, 154.0, 197305, 19243, 28591, 2382, 7038, 10326, 1731, 1209, 37, 88, 2.20, 267825,  X*
151, 155.0, 1662362, 83432, 29765, 11187, 9677, 8928, 3520, 3313, 29, 81, 2.16, 1812184,  X*
152, 156.0, 191149, 105735, 64638, 1959, 32057, 22980, 5077, 7944, 30, 77, 2.14, 431539,  X*
153, 157.0, 102440, 54260, 8084, 33429, 12265, 16197, 18833, 3207, 37, 81, 2.13, 248715,  X*
154, 158.0, 578330, 233109, 20594, 67154, 52682, 39418, 21559, 6162, 29, 69, 2.06, 1019008,  X*
155, 159.0, 1224183, 154552, 24912, 9198, 38842, 18941, 11343, 4059, 35, 61, 1.79, 1486030,  X*
156, 160.0, 57574, 12134, 13877, 15070, 4141, 4719, 952, 1637, 34, 74, 1.98, 110104,  X*
157, 161.0, 30338, 8025, 11982, 1307, 2654, 5571, 2286, 1182, 38, 78, 1.97, 63345,  X*
158, 162.0, 1256225, 150813, 92646, 27528, 17912, 28396, 8811, 16004, 35, 84, 2.11, 1598335,  X*
159, 164.0, 319639, 210719, 121391, 53754, 53317, 17518, 17995, 6503, 26, 97, 2.29, 800836,  X*
160, 165.0, 231240, 59095, 63786, 57329, 37164, 21163, 10913, 3486, 26, 94, 2.60, 484176,  X*
161, 166.0, 224735, 247870, 30004, 14211, 9488, 49328, 5895, 6655, 23, 77, 2.29, 588186,  X*
162, 167.0, 812340, 670066, 226441, 48901, 41960, 23363, 7501, 32021, 10, 74, 2.46, 1862593,  X*
163, 168.0, 540203, 892761, 20244, 78825, 169867, 100439, 77792, 20055, 17, 53, 2.24, 1900186,  X*
164, 171.0, 940229, 24403, 11544, 3479, 5125, 12536, 2127, 2439, 29, 43, 2.05, 1001882,  X*
165, 172.0, 83537, 33704, 54481, 66756, 61888, 79409, 30966, 21543, 41, 60, 1.75, 432284,  X*
166, 173.0, 454146, 80596, 296104, 363523, 270262, 136164, 42166, 47864, 64, 74, 1.92, 1690825,  X*
167, 174.0, 616992, 107713, 39532, 78658, 31549, 24734, 17731, 2199, 66, 93, 1.93, 919108,  X*
168, 175.0, 441279, 116999, 9835, 62857, 20554, 31025, 13386, 5665, 60, 94, 2.09, 701600,  X*
169, 176.0, 147890, 52229, 11048, 7338, 6385, 6341, 2406, 2375, 41, 87, 2.13, 236012,  X*
170, 177.0, 4347, 10051, 7045, 6682, 12271, 6207, 2553, 2654, 44, 75, 2.15, 51810,  X*
171, 178.0, 58084, 31069, 29372, 10613, 2974, 4455, 2256, 1990, 38, 78, 2.21, 140813,  X*
172, 179.0, 1549936, 75365, 9092, 26533, 33740, 30554, 30663, 12104, 43, 74, 1.86, 1767987,  X*
173, 180.0, 341111, 55334, 55956, 12209, 16024, 11526, 10887, 7569, 43, 84, 1.85, 510616,  X*
174, 181.0, 522844, 194831, 186071, 120390, 39790, 173150, 79179, 230042, 44, 90, 1.67, 1546297,  X*
175, 182.0, 148020, 195254, 25897, 19420, 43756, 17283, 12446, 8550, 47, 70, 1.64, 470626,  X*
176, 183.0, 74109, 49451, 2329, 10212, 8359, 10394, 3420, 671, 41, 67, 1.40, 158945,  X*
177, 184.0, 179099, 80276, 3184, 7377, 20320, 5436, 2809, 2243, 37, 48, 1.50, 300744,  X*
178, 185.0, 2207965, 518140, 167472, 99024, 22834, 28287, 40080, 19972, 13, 43, 1.56, 3103774,  X*
179, 186.0, 456951, 26354, 17264, 5319, 1528, 3497, 984, 640, 13, 56, 2.08, 512537,  X*
180, 187.0, 723715, 146784, 109857, 13932, 3881, 15783, 9363, 3475, 1, 70, 2.36, 1026790,  X*
181, 188.0, 232515, 104061, 17142, 20801, 29144, 23182, 8383, 7474, 13, 81, 2.32, 442702,  X*
182, 189.0, 130011, 43284, 30659, 2029, 15598, 9059, 2712, 2159, 24, 80, 2.48, 235511,  X*
183, 190.0, 235461, 41515, 2190, 5794, 4606, 6178, 1577, 3013, 29, 64, 2.31, 300334,  X*
184, 191.0, 1400064, 32050, 19291, 29246, 52803, 10866, 13640, 6752, 40, 60, 1.90, 1564712,  X*
185, 192.0, 531472, 56811, 3097, 5224, 10072, 9935, 10893, 7784, 38, 53, 1.46, 635288,  X*
186, 193.0, 31888, 11026, 1620, 1491, 1385, 2276, 876, 1143, 43, 44, 1.40, 51705,  X*
187, 194.0, 33265, 9989, 9701, 4463, 9379, 9503, 8352, 2704, 56, 54, 1.18, 87356,  X*
188, 195.0, 751552, 21141, 13308, 3428, 3889, 9122, 3396, 2315, 61, 54, 1.25, 808151,  X*
189, 196.0, 493420, 34093, 940, 20599, 14473, 4753, 3013, 2605, 56, 66, 1.27, 573896,  X*
190, 197.0, 846928, 71042, 66063, 59184, 36355, 82237, 16105, 8144, 67, 80, 1.60, 1186058,  X*
191, 198.0, 133300, 44974, 18460, 11096, 8952, 8882, 2744, 2469, 53, 80, 1.82, 230877,  X*
192, 199.0, 2023334, 178224, 105056, 33699, 27378, 37466, 20662, 22128, 47, 81, 1.94, 2447947,  X*
193, 200.0, 2348216, 92810, 23544, 19251, 24214, 23935, 11081, 11001, 53, 78, 1.89, 2554052,  X*
194, 201.0, 1063745, 975577, 80920, 69686, 101489, 74100, 29426, 26413, 34, 61, 1.89, 2421356,  X*
195, 202.0, 802383, 38034, 46804, 32260, 17681, 32032, 17242, 14248, 41, 69, 1.74, 1000684,  X*
196, 203.0, 895940, 90199, 4086, 5997, 3641, 7474, 7510, 3788, 37, 51, 1.46, 1018635,  X*
197, 204.0, 989343, 490462, 63740, 37411, 65604, 31005, 20767, 11335, 23, 47, 1.47, 1709667,  X*
198, 205.0, 680307, 72211, 34656, 54743, 24631, 26580, 21331, 20221, 34, 61, 1.48, 934680,  X*
199, 206.0, 1705745, 196374, 28614, 36361, 28446, 27262, 14166, 8995, 23, 48, 1.49, 2045963,  X*
200, 207.0, 71392, 41619, 29199, 10493, 10586, 5412, 5586, 1975, 21, 67, 1.63, 176262,  X*
201, 208.0, 1332039, 67057, 13215, 25994, 16437, 28275, 14738, 8757, 40, 75, 1.70, 1506512,  X*
202, 209.0, 810685, 229189, 39181, 60493, 62501, 45226, 16632, 12803, 38, 66, 1.71, 1276710,  X*
203, 210.0, 554048, 138903, 12355, 5472, 3752, 10235, 5373, 3347, 34, 60, 1.70, 733485,  X*
204, 211.0, 509104, 172974, 83338, 76417, 22473, 42983, 23472, 8607, 40, 60, 1.82, 939368,  X*
205, 212.0, 562629, 63128, 32485, 25672, 25365, 24465, 11772, 10464, 35, 63, 1.69, 755980,  X*
206, 213.0, 244076, 113802, 8246, 22342, 11176, 6810, 6199, 2806, 24, 60, 1.80, 415457,  X*
207, 214.0, 3176476, 1112483, 49737, 42358, 27788, 45988, 26395, 18078, 17, 54, 1.72, 4499303,  X*
208, 215.0, 1679545, 274582, 26231, 78983, 42416, 18170, 14875, 18171, 8, 47, 1.78, 2152973,  X*
209, 216.0, 196685, 14534, 16267, 16885, 5141, 7901, 7056, 1776, 7, 56, 1.73, 266245,  X*
210, 217.0, 466878, 79857, 12358, 6466, 5082, 10997, 5616, 2503, 14, 56, 1.71, 589757,  X*
211, 218.0, 839243, 290020, 150356, 37274, 28394, 30424, 12094, 14255, 21, 77, 1.86, 1402060,  X*
212, 219.0, 20036, 8368, 15232, 4559, 10927, 10252, 3050, 2846, 43, 83, 1.92, 75270,  X*
213, 220.0, 122281, 38177, 13257, 5426, 24881, 20486, 3629, 3084, 51, 66, 1.90, 231221,  X*
214, 221.0, 258191, 60477, 4531, 9253, 6692, 7548, 4015, 1011, 51, 64, 1.83, 351718,  X*
215, 222.0, 1188345, 308076, 22663, 16327, 36650, 18690, 16022, 12184, 50, 48, 1.76, 1618957,  X*
216, 223.0, 59387, 16025, 15447, 9073, 12745, 8367, 2553, 1695, 44, 48, 1.74, 125292,  X*
217, 224.0, 623016, 32556, 15120, 14281, 26835, 12108, 1549, 1034, 37, 53, 2.06, 726499,  X*
218, 225.0, 96558, 10390, 4179, 8627, 5146, 19718, 3031, 1002, 60, 60, 2.10, 148651,  X*
219, 226.0, 612049, 72274, 52254, 13625, 24569, 60034, 13466, 7033, 81, 75, 2.10, 855304,  X*
220, 227.0, 41321, 19713, 2828, 3416, 6068, 1848, 1433, 655, 69, 66, 2.22, 77282,  X*
221, 231.0, 868134, 841266, 274138, 45803, 174409, 175999, 49039, 18709, 67, 61, 2.15, 2447497,  X*
222, 232.0, 968220, 236651, 17812, 42477, 20219, 34989, 55625, 17143, 44, 54, 1.66, 1393136,  X*
223, 233.0, 966188, 36191, 10302, 13707, 4726, 11881, 2428, 2241, 37, 54, 1.75, 1047664,  X*
224, 234.0, 1211857, 123303, 12238, 9652, 5137, 6163, 5309, 5632, 30, 51, 1.68, 1379291,  X*
225, 235.0, 91155, 10797, 817, 1412, 3469, 1620, 1091, 289, 29, 44, 1.60, 110650,  X*
226, 236.0, 231890, 50908, 9057, 17267, 7400, 5137, 3037, 1593, 23, 51, 1.66, 326289,  X*
227, 237.0, 68200, 25499, 3812, 3934, 10552, 7874, 4223, 3418, 26, 41, 1.68, 127512,  X*
228, 238.0, 277652, 266282, 20893, 39087, 40394, 32100, 9818, 7297, 35, 43, 1.60, 693523,  X*
229, 239.0, 6404, 23116, 1534, 5114, 5899, 9807, 1341, 2155, 47, 44, 1.58, 55370,  X*
230, 240.0, 44622, 17374, 2585, 5737, 1757, 3385, 985, 1023, 53, 47, 1.72, 77468,  X*
231, 241.0, 1872526, 45008, 9067, 11890, 8954, 11073, 5429, 4621, 48, 51, 1.53, 1968568,  X*
232, 242.0, 592264, 63590, 11526, 5100, 8697, 13435, 7920, 5967, 54, 53, 1.54, 708499,  X*
233, 243.0, 1205389, 16869, 5543, 8141, 8673, 5142, 1544, 2035, 48, 63, 1.56, 1253336,  X*
234, 244.0, 103685, 21750, 3059, 12013, 14110, 6944, 3752, 2540, 51, 61, 1.59, 167853,  X*
235, 245.0, 383884, 111926, 61836, 70135, 62392, 31683, 10284, 5164, 50, 69, 1.78, 737304,  X*
236, 246.0, 702717, 46086, 9592, 12520, 20412, 22704, 17497, 7339, 56, 70, 1.69, 838867,  X*
237, 247.0, 59377, 24005, 231, 5663, 4362, 2436, 662, 533, 48, 63, 1.84, 97269,  X*
