obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
146, 149.0, 45961, 75870, 77559, 9994, 16011, 25828, 9103, 6602, 37, 77, 2.17, 266928,  X*
147, 150.0, 214059, 42455, 12177, 8791, 10046, 8426, 2754, 6678, 41, 69, 2.09, 305386,  X*
148, 151.0, 114384, 25890, 21784, 6401, 8865, 6318, 2783, 1074, 38, 80, 2.09, 187499,  X*
149, 152.0, 1048935, 420391, 20787, 9194, 56767, 39281, 50899, 16912, 27, 47, 1.84, 1663166,  X*
150, 153.0, 455440, 137152, 38326, 38170, 18991, 67869, 9640, 5945, 37, 38, 1.85, 771533,  X*
151, 154.0, 31107, 7283, 4436, 4917, 11302, 7682, 3272, 2912, 50, 40, 1.66, 72911,  X*
152, 155.0, 75980, 17970, 9645, 9658, 9352, 6766, 1249, 1155, 53, 38, 1.93, 131775,  X*
153, 156.0, 805400, 301080, 15795, 42948, 30061, 24842, 5191, 6298, 51, 50, 1.83, 1231615,  X*
154, 157.0, 12622, 33932, 8704, 3094, 4854, 6068, 3093, 3569, 41, 48, 1.96, 75936,  X*
155, 158.0, 912984, 86324, 17050, 81218, 23321, 89352, 13786, 9465, 41, 50, 1.90, 1233500,  X*
156, 159.0, 472915, 31941, 12488, 49182, 18551, 38940, 12541, 11337, 51, 53, 1.96, 647895,  X*
157, 160.0, 1941888, 215858, 70760, 59115, 68008, 41318, 10198, 6877, 56, 63, 1.94, 2414022,  X*
158, 161.0, 336328, 29375, 7592, 112253, 46646, 55549, 12718, 4985, 67, 77, 1.96, 605446,  X*
159, 162.0, 297451, 16335, 6029, 3670, 2026, 2093, 1654, 836, 50, 77, 2.10, 330094,  X*
160, 163.0, 1648554, 114920, 53290, 6831, 25557, 65500, 7066, 4570, 50, 66, 2.13, 1926288,  X*
161, 164.0, 331157, 34036, 15322, 3684, 8437, 5168, 3109, 1624, 48, 66, 2.21, 402537,  X*
162, 165.0, 77587, 25959, 20514, 4089, 3322, 12681, 2533, 1657, 43, 61, 2.11, 148342,  X*
163, 166.0, 8910, 27309, 8124, 18199, 4058, 11146, 4082, 1722, 53, 64, 2.08, 83550,  X*
164, 167.0, 1543855, 245797, 42792, 17072, 16108, 22192, 13349, 8423, 34, 60, 2.01, 1909588,  X*
165, 168.0, 127059, 20498, 15099, 36869, 6804, 6532, 4244, 2568, 30, 75, 2.14, 219673,  X*
166, 169.0, 13386, 14766, 17384, 58276, 54470, 29530, 17815, 7927, 35, 77, 2.09, 213554,  X*
167, 170.0, 12715, 4198, 14296, 14704, 5794, 7850, 2220, 1862, 37, 90, 2.17, 63639,  X*
168, 171.0, 1054219, 137264, 54891, 24902, 21352, 30811, 21894, 9155, 44, 96, 2.06, 1354488,  X*
169, 172.0, 984279, 95607, 24624, 68135, 22632, 58808, 12781, 10842, 57, 87, 2.12, 1277708,  X*
170, 173.0, 1214821, 178202, 58894, 37780, 37305, 28376, 14722, 4733, 44, 78, 2.04, 1574833,  X*
171, 174.0, 94198, 25423, 16925, 20807, 12163, 11320, 1957, 2310, 43, 69, 2.29, 185103,  X*
172, 175.0, 1235571, 78269, 56359, 27761, 12423, 15883, 8105, 9186, 38, 77, 2.20, 1443557,  X*
173, 176.0, 2366211, 94878, 10509, 56432, 10598, 19453, 9604, 7613, 27, 77, 2.24, 2575298,  X*
174, 177.0, 72548, 17719, 627, 3659, 5865, 2619, 560, 265, 30, 67, 2.28, 103862,  X*
175, 178.0, 1409449, 128516, 40377, 36084, 22600, 44648, 18172, 11073, 34, 60, 2.15, 1710919,  X*
176, 179.0, 271577, 111278, 13722, 10165, 5821, 43858, 9185, 17364, 44, 41, 1.75, 482970,  X*
177, 180.0, 501142, 67283, 83669, 6906, 16996, 37650, 20264, 15989, 51, 44, 1.59, 749899,  X*
178, 181.0, 1692149, 121377, 74401, 31996, 66127, 50931, 10769, 9407, 57, 54, 1.67, 2057157,  X*
179, 182.0, 196931, 56500, 16090, 7394, 8262, 5723, 5403, 3846, 48, 53, 1.56, 300149,  X*
180, 183.0, 166951, 18912, 3331, 3932, 10517, 8832, 3316, 5103, 50, 54, 1.42, 220894,  X*
181, 184.0, 588363, 26201, 38659, 34718, 43706, 51119, 7400, 7026, 56, 53, 1.68, 797192,  X*
182, 185.0, 115705, 24676, 7614, 5606, 2041, 7120, 9256, 729, 54, 50, 1.66, 172747,  X*
183, 186.0, 1804369, 93554, 139099, 75946, 47371, 49277, 9950, 9541, 63, 64, 1.87, 2229107,  X*
184, 187.0, 111568, 27216, 12330, 4977, 6650, 10726, 3778, 1707, 57, 75, 1.91, 178952,  X*
185, 188.0, 243414, 34838, 15460, 6756, 4192, 9529, 4021, 1393, 47, 70, 2.13, 319603,  X*
186, 189.0, 33661, 46795, 10673, 6070, 4863, 7963, 4893, 3063, 43, 69, 1.97, 117981,  X*
187, 190.0, 664368, 108597, 17909, 25269, 60037, 31992, 23969, 4927, 47, 50, 1.97, 937068,  X*
188, 191.0, 1208159, 36927, 58345, 109406, 25007, 23157, 17658, 7250, 38, 67, 1.84, 1485909,  X*
189, 192.0, 412852, 52620, 40953, 97743, 11270, 19194, 12075, 7242, 34, 83, 2.01, 653949,  X*
190, 193.0, 585700, 120909, 48376, 31492, 23344, 16908, 16569, 5974, 27, 88, 1.99, 849272,  X*
191, 194.0, 57648, 11474, 1045, 4663, 4364, 3146, 1166, 628, 26, 91, 2.04, 84134,  X*
192, 195.0, 296976, 179019, 8115, 5488, 39384, 28262, 7158, 7573, 29, 50, 1.97, 571975,  X*
193, 196.0, 231682, 53670, 11561, 20812, 79986, 31325, 10679, 7496, 43, 24, 1.71, 447211,  X*
194, 197.0, 1124313, 113001, 17546, 14475, 24098, 23517, 21842, 7252, 50, 16, 1.40, 1346044,  X*
195, 198.0, 1065077, 447604, 21415, 23324, 33501, 19880, 25406, 11713, 34, 1, 1.24, 1647920,  X*
196, 199.0, 1705271, 163839, 41095, 42402, 79006, 24954, 11341, 13856, 27, 20, 1.26, 2081764,  X*
197, 200.0, 862508, 147038, 17350, 19817, 16539, 24292, 14248, 7497, 16, 21, 1.33, 1109289,  X*
198, 201.0, 212440, 214622, 50080, 46664, 29119, 37727, 11750, 9114, 13, 26, 1.50, 611516,  X*
199, 202.0, 519182, 40768, 10332, 9834, 2311, 10088, 4923, 3324, 29, 44, 1.60, 600762,  X*
200, 203.0, 1941912, 254134, 44726, 46435, 21158, 17469, 14386, 7251, 23, 47, 1.79, 2347471,  X*
201, 204.0, 1926891, 55072, 32897, 18810, 33522, 22872, 9335, 10949, 27, 54, 1.74, 2110348,  X*
202, 205.0, 937084, 32458, 12102, 103185, 24688, 21557, 13309, 10504, 29, 70, 1.87, 1154887,  X*
203, 206.0, 1996951, 31066, 8460, 56787, 22840, 24358, 13457, 7674, 34, 81, 1.77, 2161593,  X*
204, 207.0, 597130, 68004, 31089, 76193, 54158, 28314, 16851, 7412, 47, 90, 1.87, 879151,  X*
205, 208.0, 157381, 14180, 1551, 7813, 3724, 2186, 1245, 618, 38, 91, 1.88, 188698,  X*
206, 209.0, 1116253, 71042, 31743, 28381, 41779, 20945, 17844, 13754, 38, 77, 1.84, 1341741,  X*
207, 210.0, 76410, 14189, 2488, 6492, 2186, 1838, 1463, 533, 26, 69, 1.87, 105599,  X*
208, 211.0, 295469, 53230, 32811, 43489, 21614, 54914, 16376, 5366, 37, 67, 1.93, 523269,  X*
209, 212.0, 718897, 31631, 7905, 53174, 51239, 50104, 23681, 12853, 56, 66, 1.75, 949484,  X*
210, 213.0, 1777020, 379600, 119439, 54996, 33028, 48313, 20555, 18447, 50, 64, 1.74, 2451398,  X*
211, 214.0, 213846, 31059, 6274, 3171, 6465, 8223, 3198, 3315, 61, 54, 1.70, 275551,  X*
212, 215.0, 587772, 215360, 87560, 20354, 29754, 25548, 13353, 8908, 43, 50, 1.70, 988609,  X*
213, 216.0, 257679, 59981, 56151, 17320, 19914, 61702, 17029, 11709, 41, 51, 1.62, 501485,  X*
214, 217.0, 603738, 32075, 9564, 6282, 1667, 6360, 6124, 2138, 47, 53, 1.66, 667948,  X*
215, 218.0, 171239, 46488, 3663, 23038, 9093, 9738, 3874, 3127, 40, 61, 1.61, 270260,  X*
216, 219.0, 233334, 52938, 4017, 13106, 5746, 17429, 3164, 1785, 53, 54, 1.73, 331519,  X*
217, 220.0, 599206, 78439, 21475, 28515, 12055, 25604, 14488, 10557, 43, 53, 1.60, 790339,  X*
218, 221.0, 47350, 23444, 11021, 12747, 10579, 5395, 3170, 2428, 41, 57, 1.70, 116134,  X*
219, 222.0, 398828, 26777, 6490, 5565, 4907, 8702, 2456, 2502, 48, 53, 1.73, 456227,  X*
220, 223.0, 269214, 86300, 17154, 13153, 33319, 67166, 15988, 7807, 56, 50, 1.60, 510101,  X*
221, 224.0, 39711, 9568, 16442, 11311, 9328, 16672, 2815, 2412, 66, 56, 1.70, 108259,  X*
222, 225.0, 932836, 26940, 46635, 19751, 42550, 44328, 16415, 4856, 81, 56, 1.77, 1134311,  X*
223, 226.0, 639421, 82411, 4656, 7454, 7587, 6346, 1783, 2119, 67, 47, 1.71, 751777,  X*
224, 227.0, 359029, 144838, 63321, 36436, 45974, 31107, 23972, 5966, 51, 60, 1.78, 710643,  X*
225, 228.0, 1033564, 73129, 38053, 16597, 78766, 21975, 16676, 20999, 40, 50, 1.79, 1299759,  X*
226, 229.0, 786545, 208346, 36681, 34833, 26069, 28967, 35522, 18862, 24, 38, 1.56, 1175825,  X*
227, 230.0, 587171, 17998, 3456, 17847, 13614, 5591, 3079, 4130, 30, 54, 1.52, 652886,  X*
228, 231.0, 352908, 232432, 93028, 36825, 25184, 34627, 18064, 7440, 27, 54, 1.62, 800508,  X*
229, 232.0, 781294, 17346, 10919, 8813, 10929, 12686, 5167, 3461, 37, 60, 1.54, 850615,  X*
230, 233.0, 1058217, 24500, 24628, 13805, 12388, 5217, 4906, 4617, 34, 75, 1.71, 1148278,  X*
231, 234.0, 518701, 218549, 43542, 47352, 9143, 42650, 24504, 12897, 34, 67, 1.79, 917338,  X*
232, 235.0, 761556, 148611, 51375, 14803, 54041, 29558, 9752, 22476, 37, 63, 1.75, 1092172,  X*
233, 236.0, 107230, 78801, 18288, 1910, 17819, 11698, 3709, 2352, 24, 53, 1.62, 241807,  X*
234, 237.0, 259030, 29006, 3768, 15918, 7786, 3201, 3640, 3327, 23, 44, 1.64, 325676,  X*
235, 238.0, 212939, 64450, 15240, 18958, 5569, 4997, 3350, 2589, 11, 50, 1.72, 328092,  X*
236, 239.0, 680175, 56953, 24104, 24060, 30912, 25974, 17896, 8880, 17, 53, 1.68, 868954,  X*
237, 240.0, 52944, 16479, 5979, 4007, 8315, 6445, 5725, 2670, 26, 60, 1.62, 102564,  X*
