obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
238, 241.0, 3112, 17558, 5768, 2190, 5683, 13078, 2775, 2260, 50, 50, 1.54, 52424,  X*
239, 242.0, 139300, 1870, 1792, 2547, 2410, 1767, 1501, 352, 67, 56, 1.54, 151539,  X*
240, 243.0, 61947, 32912, 9243, 16249, 7003, 8507, 1793, 1900, 63, 60, 1.58, 139554,  X*
241, 244.0, 21863, 130334, 10366, 21657, 50543, 16178, 31046, 4440, 53, 51, 1.51, 286427,  X*
242, 245.0, 1718832, 160673, 21733, 12776, 43620, 17430, 16715, 11473, 35, 48, 1.51, 2003252,  X*
243, 246.0, 958736, 147706, 5399, 20484, 45385, 49906, 19912, 15604, 37, 24, 1.43, 1263132,  X*
244, 247.0, 576715, 51147, 34375, 29900, 49792, 24952, 6587, 11987, 40, 24, 1.48, 785455,  X*
245, 248.0, 116669, 30288, 11139, 10362, 19700, 7468, 1861, 2025, 43, 34, 1.43, 199512,  X*
246, 249.0, 227575, 25427, 8058, 6386, 8167, 8893, 3995, 2283, 53, 43, 1.54, 290784,  X*
247, 250.0, 883709, 198739, 32025, 44883, 11454, 52540, 26563, 12139, 48, 53, 1.60, 1262052,  X*
248, 251.0, 334701, 124836, 7890, 15654, 47729, 35095, 14705, 6672, 48, 37, 1.65, 587282,  X*
249, 252.0, 235335, 152135, 9324, 8757, 12289, 9006, 3963, 2148, 37, 23, 1.62, 432957,  X*
250, 253.0, 38861, 23900, 7846, 11129, 4683, 7894, 2699, 2431, 35, 27, 1.53, 99443,  X*
251, 254.0, 45501, 21720, 4512, 8046, 6419, 5411, 6552, 3569, 34, 30, 1.45, 101730,  X*
252, 255.0, 915296, 318022, 39821, 41334, 35093, 30866, 27612, 30489, 21, 38, 1.40, 1438533,  X*
253, 256.0, 628366, 148919, 11515, 15182, 10878, 15040, 32983, 8510, 27, 43, 1.36, 871393,  X*
254, 257.0, 1613504, 40049, 3962, 21925, 14371, 7437, 12284, 4325, 21, 38, 1.25, 1717857,  X*
255, 258.0, 329895, 148613, 12564, 14236, 11907, 13065, 7058, 4351, 13, 29, 1.18, 541689,  X*
256, 259.0, 1782425, 124295, 4926, 35992, 23068, 78999, 26269, 26017, 34, 26, 1.11, 2101991,  X*
257, 260.0, 616812, 7005, 11168, 14558, 7074, 7174, 5120, 4566, 43, 50, 1.20, 673477,  X*
258, 261.0, 153616, 70830, 21981, 7226, 10884, 7856, 5576, 2270, 40, 50, 1.42, 280239,  X*
259, 262.0, 33373, 6289, 15231, 17067, 2950, 7245, 3989, 2720, 50, 77, 1.62, 88864,  X*
260, 263.0, 592567, 315227, 77672, 36208, 19581, 18235, 19261, 15217, 24, 84, 1.67, 1093968,  X*
261, 264.0, 13840, 50394, 8373, 16729, 5496, 16699, 4836, 3482, 24, 69, 1.85, 119849,  X*
262, 265.0, 80467, 17187, 10065, 10981, 5100, 4852, 6989, 5104, 27, 80, 1.79, 140745,  X*
263, 266.0, 89738, 51685, 11178, 8848, 11645, 21778, 2893, 1424, 34, 54, 1.84, 199189,  X*
264, 267.0, 829480, 20710, 2129, 10794, 2664, 19773, 4024, 2779, 61, 54, 1.66, 892353,  X*
265, 268.0, 2397781, 284448, 73040, 8079, 12674, 44259, 12057, 18939, 54, 50, 1.59, 2851277,  X*
266, 269.0, 15847, 27964, 17540, 10361, 4224, 8300, 4192, 3117, 56, 48, 1.64, 91545,  X*
267, 270.0, 1297756, 116044, 37442, 38701, 28416, 86739, 23270, 9065, 61, 53, 1.69, 1637433,  X*
268, 271.0, 392416, 26844, 1206, 2545, 5714, 6181, 8631, 2866, 51, 40, 1.37, 446403,  X*
269, 272.0, 905758, 122743, 16595, 110647, 26916, 67115, 7657, 16579, 61, 50, 1.54, 1274010,  X*
270, 273.0, 188830, 146306, 27441, 32731, 16440, 18570, 20239, 4747, 54, 41, 1.57, 455304,  X*
271, 274.0, 97796, 4167, 1137, 312, 2092, 2674, 1348, 1030, 56, 34, 1.34, 110556,  X*
272, 275.0, 32820, 30736, 6513, 1575, 6744, 11166, 6332, 2897, 60, 40, 1.20, 98783,  X*
273, 276.0, 303162, 23411, 6485, 4703, 6449, 14565, 7642, 10171, 63, 29, 1.24, 376588,  X*
274, 277.0, 2042797, 638168, 203070, 39903, 35642, 31878, 26203, 10833, 53, 30, 1.31, 3028494,  X*
275, 278.0, 297126, 178805, 20942, 29577, 10502, 6608, 8016, 9266, 21, 38, 1.32, 560842,  X*
276, 279.0, 561398, 59056, 29327, 15123, 2253, 13253, 12685, 7359, 13, 50, 1.47, 700454,  X*
277, 280.0, 144865, 48997, 21705, 2742, 5818, 2947, 4190, 3802, 1, 54, 1.60, 235066,  X*
278, 281.0, 1071073, 209345, 60067, 35913, 59862, 44577, 25575, 9474, 1, 53, 1.78, 1515886,  X*
279, 282.0, 274735, 270528, 30564, 28522, 57290, 14052, 8474, 7774, 7, 48, 1.67, 691939,  X*
280, 283.0, 1033577, 464437, 93198, 66945, 90365, 29399, 30417, 8207, 1, 40, 1.76, 1816545,  X*
281, 284.0, 265643, 35148, 44910, 4687, 7870, 6278, 4737, 3152, 1, 51, 1.91, 372425,  X*
282, 285.0, 955206, 126413, 44928, 29381, 15382, 69748, 20228, 27746, 13, 54, 1.84, 1289032,  X*
283, 286.0, 498879, 94163, 56985, 44934, 36927, 52184, 47975, 19086, 34, 66, 1.76, 851133,  X*
284, 287.0, 158440, 10434, 1818, 5818, 1692, 1765, 2443, 612, 41, 75, 1.70, 183022,  X*
285, 288.0, 702710, 37760, 19253, 14997, 10775, 4407, 10326, 3059, 38, 70, 1.60, 803287,  X*
286, 289.0, 728911, 110400, 16648, 5673, 6734, 32420, 3992, 6866, 35, 60, 1.43, 911644,  X*
287, 290.0, 187044, 5649, 1836, 1649, 2221, 2148, 1171, 1584, 34, 54, 1.41, 203302,  X*
288, 291.0, 601986, 55029, 17177, 4873, 22530, 8575, 7370, 3998, 35, 44, 1.43, 721538,  X*
289, 292.0, 602169, 11799, 11124, 7017, 4739, 10419, 4192, 3227, 53, 44, 1.42, 654686,  X*
290, 293.0, 10178, 22356, 13496, 6395, 3342, 7634, 5924, 1886, 51, 60, 1.41, 71211,  X*
291, 294.0, 1053833, 134193, 58708, 68347, 32705, 62610, 11576, 19279, 51, 64, 1.54, 1441251,  X*
292, 295.0, 919540, 47207, 37609, 20675, 7693, 14541, 3393, 2254, 53, 80, 1.95, 1052912,  X*
293, 296.0, 1233576, 41579, 4295, 15171, 15645, 6081, 5179, 3202, 40, 69, 1.98, 1324728,  X*
294, 297.0, 885852, 100418, 32196, 49903, 50070, 34421, 14116, 17780, 41, 67, 1.99, 1184756,  X*
295, 298.0, 1113806, 114294, 38691, 32168, 41962, 26065, 11995, 5452, 35, 64, 2.07, 1384433,  X*
296, 299.0, 444023, 230648, 24852, 20257, 19536, 23977, 9955, 6991, 27, 44, 1.99, 780239,  X*
297, 300.0, 1587970, 588504, 90350, 35449, 26208, 30688, 8010, 6874, 20, 41, 1.92, 2374053,  X*
298, 302.0, 911817, 753681, 319323, 130325, 221639, 48502, 80048, 42365, 1, 40, 2.00, 2507700,  X
299, 303.0, 365425, 88564, 4238, 44400, 28307, 29550, 26576, 23585, 7, 38, 1.86, 610645,  X
300, 304.0, 633868, 95088, 116001, 39785, 40282, 35720, 19942, 6598, 11, 57, 1.93, 987284,  X
301, 305.0, 685801, 171603, 22969, 27304, 25032, 16571, 12405, 3769, 17, 60, 1.97, 965454,  X
302, 306.0, 257488, 95107, 79411, 27733, 50567, 42136, 17365, 8784, 37, 63, 1.80, 578591,  X
303, 307.0, 377348, 153081, 28357, 55585, 73235, 37030, 11441, 15288, 35, 61, 1.77, 751365,  X
304, 308.0, 135617, 94079, 11473, 40478, 41778, 16427, 18736, 17649, 34, 50, 1.83, 376237,  X
305, 309.0, 695750, 222482, 47092, 6923, 72945, 77157, 19750, 16784, 47, 44, 1.57, 1158883,  X
306, 310.0, 478230, 121043, 33233, 52224, 28916, 19412, 18744, 4132, 38, 43, 1.61, 755934,  X
307, 311.0, 382941, 62570, 41074, 40668, 9043, 33747, 16981, 8723, 43, 54, 1.57, 595747,  X
308, 312.0, 115359, 88872, 125100, 53207, 25160, 35227, 11451, 15916, 43, 67, 1.72, 470292,  X
309, 313.0, 212679, 31318, 37384, 7507, 4595, 13526, 7772, 1642, 38, 88, 1.93, 316423,  X
310, 314.0, 25371, 46693, 39252, 14219, 13328, 27191, 12742, 6585, 50, 91, 2.03, 185381,  X
311, 315.0, 77465, 176405, 69505, 47150, 24002, 33606, 20599, 9485, 41, 87, 2.02, 458217,  X
312, 316.0, 1017497, 39327, 7944, 3689, 2997, 7779, 3442, 2294, 44, 67, 1.94, 1084969,  X
313, 317.0, 525794, 168187, 20186, 70929, 97711, 93680, 16129, 12089, 51, 54, 1.79, 1004705,  X
314, 318.0, 208641, 66406, 10430, 40496, 13933, 5777, 2023, 2273, 34, 54, 2.01, 349979,  X
315, 319.0, 119076, 11779, 7444, 4153, 1980, 15374, 6539, 2331, 51, 51, 1.91, 168676,  X
316, 320.0, 625214, 122574, 9955, 15559, 11975, 5058, 6197, 7129, 35, 48, 1.79, 803661,  X
317, 321.0, 795043, 57934, 10719, 6435, 9751, 6422, 7517, 3547, 17, 47, 1.76, 897368,  X
318, 322.0, 2247885, 141318, 31686, 15946, 16334, 13109, 4171, 5467, 21, 38, 1.85, 2475916,  X
319, 323.0, 378087, 803151, 45894, 40300, 77034, 73467, 66145, 46518, 1, 21, 1.37, 1530596,  X
320, 324.0, 76648, 79139, 13002, 25445, 23354, 18200, 20806, 6722, 14, 27, 1.38, 263316,  X
321, 325.0, 191382, 11958, 8927, 1585, 5703, 3203, 3015, 2249, 21, 37, 1.37, 228022,  X
322, 326.0, 867326, 46652, 24597, 3454, 17571, 10038, 8766, 2782, 27, 40, 1.41, 981186,  X
323, 327.0, 468886, 390882, 18689, 17311, 41222, 42767, 32539, 14179, 29, 38, 1.15, 1026475,  X
324, 328.0, 285710, 394275, 47173, 36390, 52814, 26157, 20677, 16151, 17, 29, 1.28, 879347,  X
325, 329.0, 1707721, 135176, 68037, 16227, 27646, 26098, 13825, 9559, 16, 29, 1.40, 2004289,  X
326, 330.0, 455529, 18480, 2532, 33297, 4884, 20249, 2240, 1158, 26, 40, 1.71, 538369,  X
327, 331.0, 1454549, 253566, 62630, 35742, 97447, 33745, 16418, 15143, 27, 54, 1.76, 1969240,  X
328, 332.0, 301243, 178074, 13215, 14032, 10899, 15511, 7688, 1662, 34, 51, 1.95, 542324,  X
329, 333.0, 3095649, 155668, 15180, 41070, 56538, 35896, 18578, 15429, 38, 43, 1.90, 3434008,  X
330, 334.0, 126422, 39291, 11976, 12942, 9190, 7575, 2968, 3507, 26, 37, 1.93, 213871,  X
331, 335.0, 1934360, 117310, 14242, 56185, 18602, 53794, 7426, 9606, 37, 40, 1.74, 2211525,  X
332, 336.0, 110250, 7183, 8136, 7337, 10071, 7402, 2913, 1139, 51, 57, 1.79, 154431,  X
333, 337.0, 644175, 72326, 19218, 1216, 14608, 9622, 4243, 2153, 47, 57, 1.74, 767561,  X
334, 338.0, 940027, 29589, 27405, 21492, 9343, 7209, 5393, 2210, 44, 66, 2.01, 1042668,  X
335, 339.0, 90789, 90891, 166452, 5023, 17769, 21917, 12633, 3489, 29, 80, 2.18, 408963,  X
336, 340.0, 405514, 80790, 8661, 33283, 44342, 22816, 6858, 8676, 24, 69, 2.10, 610940,  X
337, 341.0, 955428, 161172, 2031, 18817, 39013, 19490, 23270, 11763, 24, 61, 1.84, 1230984,  X
338, 342.0, 64272, 17488, 6704, 911, 5251, 5772, 2710, 2722, 34, 47, 1.74, 105830,  X
339, 343.0, 27345, 16234, 7407, 12764, 5577, 8215, 2096, 1830, 47, 38, 1.68, 81468,  X
340, 344.0, 226660, 230131, 7119, 15262, 7267, 7568, 3500, 9215, 26, 26, 1.39, 506722,  X
341, 345.0, 108680, 43718, 2922, 5740, 7124, 8097, 4006, 2608, 29, 30, 1.30, 182895,  X
342, 346.0, 273123, 56135, 3526, 17697, 10174, 6532, 7353, 1417, 20, 30, 1.47, 375957,  X
343, 347.0, 706993, 169232, 22498, 33283, 27338, 21200, 12443, 9799, 8, 20, 1.57, 1002786,  X
344, 348.0, 79432, 29726, 3197, 10676, 5635, 5520, 2860, 1673, 24, 37, 1.46, 138719,  X
345, 349.0, 181473, 63437, 15092, 15163, 4555, 7141, 7322, 4278, 16, 47, 1.52, 298461,  X
346, 350.0, 54136, 7695, 6296, 5042, 1713, 779, 1686, 1020, 8, 63, 1.70, 78367,  X
347, 351.0, 291609, 19847, 7707, 1432, 9300, 18730, 4437, 2003, 29, 60, 1.62, 355065,  X
348, 352.0, 1848555, 506584, 10069, 48165, 57736, 41982, 23461, 10948, 24, 44, 1.55, 2547500,  X
349, 353.0, 1214651, 35410, 21052, 11014, 11959, 4048, 6900, 7754, 21, 51, 1.50, 1312788,  X
350, 354.0, 1632332, 126256, 102283, 19528, 26873, 88769, 28142, 14739, 43, 41, 1.50, 2038922,  X
351, 355.0, 394234, 281233, 44395, 13613, 15291, 15302, 37925, 23158, 14, 41, 1.27, 825151,  X
352, 356.0, 44426, 9341, 30079, 9376, 6274, 7789, 5506, 8886, 23, 75, 1.37, 121677,  X
353, 357.0, 928441, 43610, 13356, 18024, 6709, 5138, 6072, 4698, 24, 74, 1.46, 1026048,  X
354, 358.0, 294276, 127821, 45133, 74590, 18294, 23721, 38083, 8147, 11, 77, 1.51, 630065,  X
355, 359.0, 1382722, 87220, 16561, 13932, 9175, 6720, 11976, 3074, 14, 81, 1.49, 1531380,  X
356, 360.0, 589264, 234585, 61080, 46782, 25077, 27252, 24139, 29400, 7, 64, 1.59, 1037579,  X
357, 361.0, 1273066, 304617, 13201, 22971, 50003, 56735, 32813, 22212, 14, 43, 1.43, 1775618,  X
358, 362.0, 377243, 334763, 177264, 71139, 70261, 66293, 13153, 21833, 20, 40, 1.61, 1131949,  X
359, 363.0, 773740, 369119, 91831, 64634, 26861, 49966, 13538, 12711, 23, 43, 1.75, 1402400,  X
360, 364.0, 1415180, 228620, 143009, 16397, 39054, 35520, 75910, 19088, 24, 44, 1.70, 1972778,  X
361, 365.0, 239483, 50944, 3218, 5007, 9953, 21770, 6608, 3641, 34, 48, 1.60, 340624,  X
362, 366.0, 757639, 84531, 6302, 6489, 12959, 9106, 4961, 2788, 30, 29, 1.69, 884775,  X
363, 367.0, 472033, 118147, 71302, 48956, 24768, 29713, 28741, 14633, 35, 38, 1.51, 808293,  X
364, 368.0, 479546, 52165, 5860, 10063, 11020, 7391, 6896, 2370, 37, 27, 1.29, 575311,  X
365, 369.0, 1124280, 303418, 22650, 21850, 50595, 48039, 11523, 13203, 24, 27, 1.31, 1595558,  X
366, 370.0, 97810, 40524, 16098, 8336, 2666, 10949, 5157, 3082, 30, 43, 1.48, 184622,  X
367, 371.0, 192996, 138293, 76344, 15020, 55705, 22638, 9955, 8384, 27, 38, 1.63, 519335,  X
368, 372.0, 56925, 38848, 23088, 12652, 3353, 3483, 2062, 2000, 17, 51, 1.88, 142411,  X
369, 373.0, 298248, 98326, 115930, 12740, 37935, 22710, 7177, 9453, 16, 75, 2.11, 602519,  X
370, 374.0, 425054, 33482, 8257, 4461, 8365, 6591, 3390, 3429, 14, 69, 2.11, 493029,  X
371, 375.0, 946925, 126991, 32826, 7646, 15178, 20463, 8813, 2061, 16, 64, 2.16, 1160903,  X
372, 376.0, 483045, 88705, 5881, 5769, 10817, 7768, 3089, 1203, 23, 41, 2.08, 606277,  X
373, 377.0, 1094243, 106024, 4333, 7144, 9443, 10642, 4542, 1508, 21, 16, 1.78, 1237879,  X
374, 378.0, 125887, 36582, 7737, 8857, 13022, 6087, 1433, 1306, 20, 17, 1.77, 200911,  X
375, 379.0, 1058015, 51977, 48263, 31185, 45457, 21685, 13280, 8124, 21, 29, 1.89, 1277986,  X
376, 380.0, 61664, 108052, 2346, 5140, 11093, 11219, 5140, 2038, 23, 21, 1.70, 206692,  X
377, 381.0, 38259, 22205, 2649, 2921, 869, 1706, 1387, 617, 20, 30, 1.71, 70613,  X
378, 382.0, 919939, 139344, 32930, 45876, 57704, 30476, 10854, 6844, 21, 34, 1.85, 1243967,  X
379, 383.0, 1751562, 186470, 21184, 28801, 36398, 12230, 7745, 4928, 8, 20, 1.75, 2049318,  X
380, 384.0, 263387, 62425, 10899, 1174, 10271, 11059, 4699, 718, 13, 29, 1.66, 364632,  X
381, 385.0, 258112, 71288, 9195, 133977, 14326, 15030, 17845, 9818, 13, 51, 1.85, 529591,  X
382, 386.0, 141138, 70031, 7084, 5064, 7108, 22338, 5077, 1332, 20, 38, 1.80, 259172,  X
383, 387.0, 79013, 37145, 3936, 8502, 7139, 9406, 3033, 1451, 37, 40, 1.71, 149625,  X
384, 388.0, 679063, 113091, 50450, 44533, 19686, 32215, 10913, 13577, 38, 54, 1.70, 963528,  X
385, 389.0, 642565, 374360, 65784, 16137, 35362, 17587, 10367, 11834, 34, 34, 1.78, 1173996,  X
386, 390.0, 109525, 1554, 502, 1029, 2179, 1197, 602, 418, 38, 43, 1.62, 117006,  X
387, 391.0, 58678, 18361, 8956, 7943, 5637, 4438, 2524, 1235, 34, 54, 1.76, 107772,  X
388, 392.0, 564744, 108484, 6866, 36197, 34263, 33475, 7956, 4483, 37, 47, 1.78, 796468,  X
389, 393.0, 821624, 68844, 44735, 35910, 14946, 17980, 10883, 4402, 48, 61, 1.86, 1019324,  X
390, 394.0, 544549, 84350, 23143, 20423, 9255, 52545, 4896, 6662, 48, 61, 1.88, 745823,  X
391, 395.0, 1529640, 51972, 92706, 16717, 21281, 26058, 22545, 3399, 50, 67, 2.06, 1764318,  X
392, 396.0, 559420, 28456, 6787, 3281, 16115, 6680, 6787, 1135, 48, 64, 1.87, 628661,  X
393, 397.0, 929691, 182584, 3708, 23202, 29726, 44585, 24100, 7776, 54, 43, 1.69, 1245372,  X
394, 398.0, 217814, 211079, 15583, 42624, 35751, 34899, 12759, 5519, 41, 38, 1.58, 576028,  X
395, 399.0, 2114802, 44907, 30929, 20678, 65377, 24290, 22676, 3662, 47, 26, 1.49, 2327321,  X
396, 400.0, 256149, 37250, 7275, 8851, 7451, 5037, 2349, 4053, 38, 30, 1.39, 328415,  X
397, 401.0, 16039, 16552, 2519, 22648, 1812, 1998, 1485, 1799, 23, 61, 1.65, 64852,  X
398, 402.0, 156999, 26573, 7787, 18827, 10220, 6672, 2937, 2002, 23, 74, 1.93, 232017,  X
399, 403.0, 1261509, 122216, 93399, 55666, 26833, 20178, 12264, 12706, 10, 83, 2.06, 1604771,  X
400, 404.0, 484760, 211211, 112781, 43687, 79593, 18760, 24637, 12416, 3, 88, 2.16, 987845,  X
401, 405.0, 629742, 14111, 7036, 8386, 8822, 13790, 5140, 1194, 27, 77, 2.17, 688221,  X
402, 406.0, 345199, 94146, 33377, 40028, 25406, 13724, 44121, 7087, 23, 74, 1.94, 603088,  X
403, 407.0, 121931, 22813, 11628, 12151, 11935, 9096, 1760, 1891, 35, 67, 1.99, 193205,  X
404, 408.0, 1281637, 319059, 73969, 12177, 54244, 19491, 18070, 6984, 34, 60, 1.86, 1785631,  X
405, 409.0, 2834595, 201421, 52831, 50232, 30054, 58253, 14336, 12219, 24, 56, 1.85, 3253941,  X
406, 410.0, 795561, 114233, 58580, 19112, 9443, 67904, 9836, 6793, 41, 54, 1.93, 1081462,  X
407, 411.0, 893987, 383288, 23412, 13283, 20275, 37699, 11115, 4838, 34, 34, 1.98, 1387897,  X
408, 412.0, 541266, 19290, 98586, 14480, 33876, 26102, 17721, 9026, 48, 53, 1.85, 760347,  X
409, 413.0, 32793, 16311, 8814, 6063, 7202, 7991, 1978, 1916, 50, 56, 1.89, 83068,  X
410, 414.0, 122075, 51151, 4826, 7949, 16186, 7318, 3830, 2786, 37, 44, 1.77, 216121,  X
411, 415.0, 643631, 84996, 10825, 50990, 34871, 36148, 8549, 19403, 47, 64, 1.64, 889413,  X
412, 416.0, 250283, 101196, 14411, 7154, 18847, 18208, 7639, 1688, 44, 38, 1.65, 419426,  X
413, 417.0, 650805, 403802, 32722, 31019, 36756, 45601, 36940, 38437, 35, 24, 1.45, 1276082,  X
414, 418.0, 1621642, 77904, 2013, 14820, 10484, 10733, 17825, 3486, 35, 26, 1.24, 1758907,  X
415, 419.0, 692489, 218887, 21296, 4268, 10740, 7578, 6989, 2902, 13, 10, 1.27, 965149,  X
416, 420.0, 2626265, 190762, 54452, 37050, 49461, 32138, 13979, 14574, 10, 20, 1.34, 3018681,  X
417, 421.0, 194007, 46941, 19484, 25627, 59102, 47897, 9523, 7451, 27, 27, 1.35, 410032,  X
418, 422.0, 208269, 395894, 14964, 33432, 54149, 17210, 11973, 8042, 16, 21, 1.47, 743933,  X
419, 423.0, 1691080, 84788, 26316, 3462, 15137, 38984, 20061, 7316, 43, 27, 1.49, 1887144,  X
420, 424.0, 44675, 25636, 4530, 10018, 11834, 16329, 2443, 2520, 56, 26, 1.52, 117985,  X
421, 425.0, 76247, 41019, 11603, 8155, 10413, 4913, 3370, 2832, 37, 27, 1.52, 158552,  X
422, 426.0, 434912, 64229, 23907, 37845, 29877, 42550, 11483, 5589, 60, 47, 1.58, 650392,  X
423, 427.0, 109579, 57397, 17991, 13847, 5159, 4372, 1181, 2412, 38, 54, 1.87, 211938,  X
424, 428.0, 159858, 167698, 13538, 21354, 38627, 21389, 15098, 7129, 23, 50, 1.93, 444691,  X
425, 429.0, 844804, 61761, 25075, 19798, 23854, 26462, 12063, 6593, 35, 50, 1.91, 1020410,  X
426, 430.0, 2019924, 47772, 66564, 15152, 86011, 15151, 14899, 14509, 23, 51, 1.87, 2279982,  X
427, 431.0, 852840, 129458, 7456, 17867, 13320, 21828, 8969, 11018, 35, 38, 1.70, 1062756,  X
428, 432.0, 101993, 18158, 608, 1037, 3129, 2269, 801, 1563, 35, 27, 1.27, 129558,  X
429, 433.0, 401830, 126031, 2983, 20670, 42282, 7028, 19790, 3507, 16, 16, 1.21, 624121,  X
430, 434.0, 991063, 290840, 39927, 38337, 40104, 30120, 21345, 8257, 13, 7, 1.23, 1459993,  X
431, 435.0, 551135, 12195, 15263, 8319, 6843, 3187, 4885, 2209, 8, 29, 1.29, 604036,  X
432, 436.0, 139446, 104749, 102735, 24417, 48324, 65169, 17673, 5880, 17, 54, 1.52, 508393,  X
433, 437.0, 471663, 130479, 957, 19461, 20705, 7128, 2721, 2205, 17, 53, 1.70, 655319,  X
434, 438.0, 846897, 123349, 7847, 8431, 27894, 15583, 4473, 4027, 21, 44, 1.78, 1038501,  X
435, 439.0, 232740, 63816, 6551, 12567, 13837, 6275, 4541, 1856, 20, 26, 1.79, 342183,  X
436, 440.0, 985304, 154115, 51666, 12564, 76080, 42303, 14377, 19705, 16, 14, 1.69, 1356114,  X
437, 441.0, 159234, 312539, 17997, 68663, 16641, 25659, 21748, 9496, 20, 23, 1.55, 631977,  X
438, 442.0, 238949, 18516, 13125, 7343, 13841, 9627, 7010, 2249, 27, 41, 1.52, 310660,  X
439, 443.0, 721794, 331546, 17293, 34077, 25678, 40940, 19076, 16502, 34, 35, 1.48, 1206906,  X
440, 444.0, 1187368, 221462, 46034, 57910, 36788, 42774, 13089, 7682, 27, 38, 1.58, 1613107,  X
441, 445.0, 224875, 205804, 10535, 13985, 43368, 53588, 7779, 6189, 43, 24, 1.58, 566123,  X
442, 446.0, 735550, 51171, 2082, 11914, 20129, 9396, 4506, 1683, 37, 13, 1.54, 836431,  X
443, 447.0, 612729, 9678, 14038, 46849, 29158, 29667, 11714, 10461, 51, 37, 1.56, 764294,  X
444, 448.0, 126230, 26775, 15821, 9773, 4109, 6810, 1504, 1454, 51, 43, 1.90, 192476,  X
445, 449.0, 152256, 19307, 2561, 1758, 9252, 8447, 2467, 2349, 57, 48, 1.64, 198397,  X
446, 450.0, 73195, 6084, 2090, 3484, 1136, 1873, 455, 186, 57, 63, 1.98, 88503,  X
447, 451.0, 841051, 32764, 20386, 56661, 84643, 49374, 11380, 3510, 60, 54, 2.15, 1099769,  X
448, 452.0, 118568, 199165, 63633, 42045, 24878, 20225, 11637, 7726, 51, 50, 2.30, 487877,  X
449, 453.0, 162473, 78306, 16098, 11258, 15569, 3147, 1955, 1685, 23, 61, 2.26, 290491,  X
450, 454.0, 564956, 269771, 39846, 79925, 14454, 35396, 10545, 9189, 17, 56, 2.56, 1024082,  X
451, 455.0, 967103, 43373, 44412, 18606, 8513, 12411, 4702, 1610, 3, 64, 2.60, 1100730,  X
452, 456.0, 387015, 22320, 6158, 12898, 5908, 4185, 5400, 3268, 10, 67, 2.43, 447152,  X
453, 457.0, 187489, 80100, 7965, 10627, 6045, 4335, 3124, 1497, 13, 64, 2.37, 301182,  X
454, 458.0, 95612, 63760, 7102, 5764, 11954, 10470, 2016, 1049, 16, 54, 2.24, 197727,  X
455, 459.0, 489013, 117032, 126342, 56879, 8537, 35810, 8847, 5943, 16, 56, 2.45, 848403,  X
456, 460.0, 961746, 82873, 60736, 28055, 18150, 27653, 11102, 12019, 21, 57, 2.19, 1202334,  X
457, 461.0, 466179, 142942, 7789, 21238, 32905, 24817, 8995, 6935, 35, 53, 2.16, 711800,  X
458, 462.0, 900719, 193790, 48290, 46238, 45544, 23146, 9618, 10356, 27, 63, 2.19, 1277701,  X
459, 463.0, 15726, 5660, 3271, 2021, 2282, 1961, 907, 551, 35, 53, 2.16, 32379,  X
460, 464.0, 85714, 4934, 1553, 2301, 2969, 1452, 498, 180, 35, 48, 1.95, 99601,  X
461, 465.0, 685383, 104027, 144511, 15531, 24014, 20688, 13907, 9203, 26, 69, 2.04, 1017264,  X
462, 466.0, 397115, 59787, 9875, 1320, 7519, 4718, 3295, 2518, 24, 61, 2.03, 486147,  X
463, 467.0, 78897, 20279, 6626, 20909, 8171, 7944, 823, 1675, 23, 64, 2.24, 145324,  X
464, 468.0, 300306, 7742, 507, 8679, 25142, 11223, 3819, 2634, 38, 56, 2.07, 360052,  X
465, 469.0, 82706, 47964, 9993, 4215, 11429, 11834, 1596, 1160, 47, 38, 2.02, 170897,  X
466, 470.0, 1769956, 33546, 32491, 20138, 30281, 16330, 12897, 15947, 57, 54, 1.82, 1931586,  X
467, 471.0, 17487, 18942, 949, 593, 2470, 1068, 715, 875, 44, 27, 1.76, 43099,  X
468, 472.0, 147927, 75587, 12880, 23048, 20623, 6439, 2155, 2045, 20, 35, 1.69, 290704,  X
469, 473.0, 70707, 14072, 20842, 3589, 4799, 7224, 5380, 1342, 21, 53, 1.86, 127955,  X
470, 474.0, 43032, 9651, 3741, 10444, 9774, 10300, 2983, 1556, 29, 48, 1.76, 91481,  X
471, 475.0, 859299, 57156, 1811, 44376, 34905, 35497, 11019, 3327, 51, 66, 1.81, 1047390,  X
472, 476.0, 1245122, 363833, 36213, 42768, 28211, 70816, 17988, 7143, 63, 56, 1.97, 1812094,  X
473, 477.0, 201214, 49389, 11237, 25122, 8909, 7862, 3061, 4317, 54, 50, 1.83, 311111,  X
474, 478.0, 512601, 249869, 21963, 38962, 43499, 55927, 48001, 6489, 44, 40, 1.69, 977311,  X
475, 479.0, 296487, 160241, 18075, 84061, 6207, 43179, 12240, 10985, 35, 43, 1.74, 631475,  X
476, 480.0, 401720, 428004, 75273, 65810, 27556, 32417, 30445, 5628, 23, 50, 1.85, 1066853,  X
477, 481.0, 16852, 24543, 8493, 2494, 20133, 15829, 2062, 1462, 41, 38, 1.83, 91868,  X
478, 482.0, 382480, 337739, 74299, 37470, 55251, 19156, 10316, 14097, 26, 43, 1.81, 930808,  X
