obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
83, 88.0, 791758, 175504, 138680, 25921, 42608, 8843, 4331, 9385, 1, 24, 1.89, 1197030,  X*
84, 89.0, 2625319, 193687, 135352, 29940, 45555, 23422, 16360, 12284, 1, 37, 1.90, 3081919,  X*
85, 90.0, 2219180, 175804, 279748, 68692, 86466, 46432, 34909, 14458, 1, 61, 2.06, 2925689,  X*
86, 91.0, 975658, 442190, 44952, 31781, 63123, 84871, 43547, 32070, 14, 60, 2.06, 1718192,  X*
87, 92.0, 534641, 140911, 11567, 28285, 24532, 29529, 11800, 5640, 38, 47, 2.13, 786905,  X*
88, 93.0, 1578966, 241756, 50211, 62614, 27521, 53705, 87622, 23424, 50, 40, 1.68, 2125819,  X*
89, 94.0, 67779, 33949, 2629, 3143, 4846, 3915, 2314, 869, 51, 16, 1.50, 119444,  X*
90, 95.0, 1506716, 66334, 35345, 18753, 14280, 26387, 6534, 1625, 54, 30, 1.53, 1675974,  X*
91, 96.0, 115896, 23936, 2543, 7678, 4127, 2592, 1242, 1146, 44, 37, 1.72, 159160,  X*
92, 97.0, 1328214, 99985, 1152, 12029, 19220, 7531, 10263, 6284, 35, 23, 1.58, 1484678,  X*
93, 98.0, 229737, 46079, 9056, 15659, 10114, 19762, 11716, 3994, 47, 30, 1.63, 346117,  X*
94, 99.0, 1283556, 307169, 27833, 14004, 31897, 22617, 9572, 4890, 30, 16, 1.69, 1701538,  X*
95, 100.0, 171875, 32366, 478, 5893, 729, 2878, 1772, 1177, 30, 10, 1.41, 217168,  X*
96, 101.0, 172990, 58353, 19583, 33620, 27645, 17486, 10641, 9348, 43, 27, 1.34, 349666,  X*
97, 102.0, 1067983, 557983, 20084, 103556, 97408, 34560, 31016, 9631, 21, 21, 1.52, 1922221,  X*
98, 103.0, 144943, 26276, 35874, 1590, 11639, 14849, 3083, 2247, 38, 43, 1.71, 240501,  X*
99, 104.0, 45947, 289310, 60395, 47272, 24233, 16328, 17409, 8931, 29, 50, 1.77, 509825,  X*
100, 105.0, 98434, 36171, 12268, 5489, 8541, 15312, 2690, 1838, 37, 43, 1.91, 180743,  X*
101, 106.0, 187172, 36693, 12220, 16337, 15819, 7440, 4355, 2747, 47, 53, 1.99, 282783,  X*
102, 107.0, 555647, 61453, 5639, 2985, 8442, 15167, 3861, 2919, 44, 30, 1.87, 656113,  X*
103, 108.0, 1230213, 547763, 193015, 9968, 53535, 39084, 11316, 21143, 48, 30, 1.85, 2106037,  X*
104, 109.0, 119150, 151841, 7722, 12514, 3978, 11936, 9579, 2742, 30, 21, 1.71, 319462,  X*
105, 110.0, 898623, 41724, 21935, 12323, 13860, 8869, 7414, 4027, 30, 23, 1.67, 1008775,  X*
106, 111.0, 165177, 7455, 3265, 3464, 2261, 2211, 2229, 606, 27, 41, 1.59, 186668,  X*
107, 112.0, 216635, 136706, 6402, 7347, 8504, 8028, 2766, 2968, 27, 27, 1.67, 389356,  X*
108, 113.0, 50972, 16865, 1054, 3874, 5348, 1368, 624, 1536, 26, 35, 1.54, 81641,  X*
109, 114.0, 168156, 17815, 12707, 8760, 25408, 42471, 6964, 3504, 50, 26, 1.56, 285785,  X*
110, 115.0, 368255, 77630, 42251, 3788, 24644, 27748, 19071, 7771, 51, 20, 1.45, 571158,  X*
111, 116.0, 789962, 59022, 11709, 13658, 27458, 8681, 5684, 2673, 57, 30, 1.48, 918847,  X*
112, 117.0, 54758, 49843, 7193, 12407, 12355, 17628, 3354, 2572, 74, 34, 1.54, 160110,  X*
113, 118.0, 560322, 46596, 29705, 2635, 9193, 7170, 4754, 2323, 44, 41, 1.62, 662698,  X*
114, 119.0, 727667, 26333, 15157, 16802, 9735, 4600, 4528, 2751, 34, 51, 1.76, 807573,  X*
115, 120.0, 202232, 41116, 5234, 10106, 3608, 6180, 2457, 3605, 35, 51, 1.83, 274538,  X*
116, 121.0, 34761, 50109, 11631, 70457, 49026, 15286, 33520, 4291, 24, 64, 1.78, 269081,  X*
117, 122.0, 753900, 90066, 14895, 87725, 33336, 30149, 15566, 23275, 30, 67, 1.72, 1048912,  X*
118, 123.0, 972868, 100408, 4714, 10424, 15040, 12350, 3229, 4458, 35, 47, 1.62, 1123491,  X*
119, 124.0, 140337, 11036, 917, 2268, 3267, 1527, 1794, 1083, 35, 41, 1.40, 162229,  X*
120, 125.0, 544157, 57433, 10583, 23113, 8413, 8437, 6385, 1899, 34, 35, 1.50, 660420,  X*
121, 126.0, 455331, 82167, 37864, 21569, 32819, 86231, 11685, 11511, 48, 26, 1.51, 739177,  X*
122, 127.0, 187961, 11258, 11617, 1775, 1574, 3712, 1594, 659, 51, 48, 1.67, 220150,  X*
123, 128.0, 220699, 123395, 3592, 12014, 12644, 15126, 4414, 6430, 51, 41, 1.63, 398314,  X*
124, 129.0, 22275, 21467, 18304, 1831, 15216, 10157, 4123, 4672, 61, 40, 1.69, 98045,  X*
125, 130.0, 103608, 12716, 2401, 7111, 3205, 2287, 1563, 860, 41, 47, 1.66, 133751,  X*
126, 131.0, 1755345, 601870, 19059, 19959, 43483, 61570, 21509, 21651, 38, 17, 1.53, 2544446,  X*
127, 132.0, 722878, 85665, 37379, 16424, 37884, 21431, 9506, 4274, 41, 34, 1.47, 935441,  X*
128, 133.0, 495925, 64557, 23147, 25263, 20673, 13879, 10510, 3116, 35, 34, 1.63, 657070,  X*
129, 134.0, 138856, 9169, 4082, 10786, 1992, 2002, 1703, 662, 34, 41, 1.87, 169252,  X*
130, 135.0, 411500, 67016, 19645, 6228, 12130, 25520, 7473, 3567, 43, 57, 1.78, 553079,  X*
131, 136.0, 965562, 648340, 19671, 88257, 19437, 45011, 24790, 8524, 34, 48, 1.94, 1819592,  X*
132, 137.0, 81395, 22943, 1198, 4360, 4324, 2860, 743, 551, 30, 38, 1.94, 118374,  X*
133, 138.0, 176367, 102059, 20795, 4352, 6187, 12623, 4576, 4153, 30, 20, 1.87, 331112,  X*
134, 139.0, 227143, 53059, 6041, 7133, 16419, 18261, 2041, 4242, 29, 13, 1.66, 334339,  X*
135, 140.0, 171698, 38876, 11975, 8054, 5477, 8945, 6874, 2741, 41, 21, 1.65, 254640,  X*
136, 141.0, 102987, 43604, 12873, 7843, 6044, 8906, 7152, 5009, 44, 29, 1.56, 194418,  X*
137, 142.0, 187288, 80985, 16241, 6978, 14254, 29537, 4067, 1456, 56, 27, 1.58, 340806,  X*
138, 143.0, 398082, 7630, 3394, 1229, 1092, 3454, 1351, 469, 60, 38, 1.58, 416701,  X*
139, 144.0, 160859, 100608, 4842, 11743, 33559, 8548, 9464, 3871, 51, 27, 1.51, 333494,  X*
140, 145.0, 337043, 39330, 27144, 50256, 23814, 37767, 15561, 7899, 61, 37, 1.58, 538814,  X*
141, 146.0, 1868390, 72929, 38592, 35145, 51550, 68180, 23853, 11247, 66, 47, 1.62, 2169886,  X*
142, 147.0, 134762, 21779, 14546, 17181, 13206, 11879, 2959, 1961, 63, 51, 1.71, 218273,  X*
143, 148.0, 316928, 476266, 17152, 21803, 45312, 79954, 15811, 5894, 70, 43, 1.67, 979120,  X*
144, 149.0, 50168, 48397, 10032, 7291, 12391, 4779, 3289, 3200, 53, 30, 1.77, 139547,  X*
145, 150.0, 120006, 85677, 11427, 6274, 6300, 6396, 3833, 1921, 29, 21, 1.76, 241834,  X*
146, 151.0, 45313, 104357, 21758, 15978, 15435, 9019, 3842, 984, 14, 13, 2.05, 216686,  X*
147, 152.0, 471964, 57459, 11175, 11014, 9776, 5986, 5548, 983, 8, 29, 1.94, 573905,  X*
148, 153.0, 31409, 32181, 1317, 686, 1029, 1663, 751, 478, 3, 13, 1.92, 69514,  X*
149, 154.0, 51687, 75895, 19952, 10438, 14495, 8033, 5344, 3079, 4, 20, 1.97, 188923,  X*
150, 155.0, 160431, 11697, 14616, 16019, 8718, 9585, 2863, 3008, 20, 34, 2.07, 226937,  X*
151, 156.0, 2290082, 101155, 35737, 26521, 37131, 40831, 14476, 7867, 35, 37, 1.82, 2553800,  X*
152, 157.0, 179766, 18452, 13840, 13852, 5480, 12391, 3831, 1865, 54, 64, 1.87, 249477,  X*
153, 158.0, 840059, 462935, 19601, 148909, 44977, 110804, 28036, 9968, 64, 63, 2.01, 1665289,  X*
154, 159.0, 938397, 228807, 90782, 57787, 59793, 92557, 9185, 21597, 64, 53, 2.08, 1498905,  X*
155, 160.0, 452997, 177280, 32586, 29482, 86260, 48565, 23409, 12288, 61, 47, 1.89, 862867,  X*
156, 161.0, 151094, 45573, 31692, 11954, 13295, 8402, 4403, 6278, 51, 43, 1.95, 272691,  X*
157, 162.0, 810945, 49017, 159930, 11801, 72544, 22364, 41209, 31985, 44, 60, 1.77, 1199795,  X*
158, 171.0, 964108, 204718, 14210, 38854, 9408, 51426, 13407, 13445, 41, 50, 1.65, 1309576,  X*
159, 172.0, 1671100, 393650, 58880, 47643, 99886, 39280, 19388, 13667, 29, 50, 1.56, 2343494,  X*
160, 173.0, 536287, 183668, 17059, 106803, 36882, 42305, 44109, 16056, 34, 47, 1.57, 983169,  X*
161, 175.0, 1458568, 107543, 10474, 10495, 31728, 15245, 6598, 3617, 35, 23, 1.46, 1644268,  X*
162, 176.0, 67932, 8634, 2314, 1103, 4114, 4099, 895, 1323, 43, 23, 1.44, 90414,  X*
163, 177.0, 279926, 77946, 34672, 26029, 10184, 15389, 14209, 11475, 48, 37, 1.47, 469830,  X*
164, 178.0, 437098, 40843, 2484, 6319, 15352, 21828, 3419, 1204, 61, 21, 1.39, 528547,  X*
165, 179.0, 686088, 478319, 38909, 34172, 22861, 56500, 26399, 6424, 60, 20, 1.43, 1349672,  X*
166, 180.0, 700122, 232827, 15919, 40795, 38156, 41148, 20724, 4171, 48, 20, 1.46, 1093862,  X*
167, 181.0, 855080, 22823, 21421, 17775, 10980, 6419, 4070, 1475, 47, 24, 1.76, 940043,  X*
168, 182.0, 761590, 69170, 6215, 16393, 6149, 4411, 2198, 2281, 21, 35, 1.89, 868407,  X*
169, 183.0, 32309, 34426, 3319, 7154, 10578, 8775, 2136, 1760, 29, 40, 1.94, 100457,  X*
170, 184.0, 311197, 146894, 10033, 38896, 16616, 62493, 17411, 12515, 40, 41, 1.87, 616055,  X*
171, 185.0, 918529, 66683, 44458, 35933, 62652, 42576, 20681, 10238, 53, 34, 1.88, 1201750,  X*
172, 186.0, 692246, 375025, 27085, 19237, 80862, 142999, 16576, 8969, 77, 17, 1.60, 1362999,  X*
173, 187.0, 2420543, 327720, 36501, 168749, 57887, 31437, 22120, 11115, 61, 27, 1.64, 3076072,  X*
174, 188.0, 132477, 47371, 34222, 16282, 36155, 62418, 7951, 4363, 69, 34, 1.72, 341239,  X*
175, 189.0, 252021, 129385, 14876, 51546, 37970, 60931, 25811, 5439, 69, 29, 1.77, 577979,  X*
176, 190.0, 237260, 159068, 37224, 6728, 74009, 57393, 7856, 6214, 67, 38, 1.77, 585752,  X*
177, 191.0, 581651, 83333, 12162, 18644, 13151, 32183, 6167, 2769, 87, 29, 1.88, 750060,  X*
178, 193.0, 82617, 34854, 9709, 1831, 3099, 4410, 1221, 1249, 64, 27, 1.81, 138990,  X*
179, 194.0, 1098758, 849973, 97108, 20086, 47363, 45652, 25391, 10725, 41, 16, 1.75, 2195056,  X*
180, 195.0, 251786, 22553, 6178, 10917, 8544, 7656, 8454, 3821, 37, 29, 1.69, 319909,  X*
181, 196.0, 269872, 80462, 5773, 6110, 9021, 7579, 11714, 3240, 21, 21, 1.55, 393771,  X*
182, 197.0, 406136, 25944, 79463, 82548, 36425, 59696, 15391, 3518, 37, 38, 1.79, 709121,  X*
183, 198.0, 57804, 196307, 8447, 12518, 26090, 11419, 8365, 2797, 38, 35, 1.67, 323747,  X*
184, 199.0, 45744, 37714, 6906, 5525, 5464, 10163, 7391, 2236, 38, 27, 1.56, 121143,  X*
185, 200.0, 223648, 30871, 3877, 10297, 17854, 9147, 7091, 3024, 48, 35, 1.56, 305809,  X*
186, 201.0, 552972, 71270, 3937, 16745, 15577, 16394, 5397, 3067, 43, 14, 1.67, 685359,  X*
187, 202.0, 256713, 61462, 16210, 18725, 11512, 18746, 2476, 3877, 57, 30, 1.52, 389721,  X*
188, 203.0, 542908, 39453, 14469, 29455, 8993, 20740, 3231, 1932, 61, 41, 1.82, 661181,  X*
189, 204.0, 1361770, 98829, 11349, 25912, 16956, 34663, 40036, 6059, 63, 41, 1.78, 1595574,  X*
190, 205.0, 573533, 32421, 13796, 14866, 15310, 13355, 5198, 2746, 64, 50, 1.93, 671225,  X*
191, 206.0, 407336, 187383, 10822, 49494, 15665, 46895, 16808, 15827, 63, 44, 1.88, 750230,  X*
192, 207.0, 164647, 8483, 2989, 6992, 3333, 3255, 783, 293, 57, 44, 2.03, 190775,  X*
193, 208.0, 886384, 401805, 161239, 135842, 40291, 31304, 25915, 4644, 40, 56, 2.12, 1687424,  X*
194, 209.0, 409371, 64790, 32086, 21301, 33298, 30961, 19354, 8568, 41, 54, 2.21, 619729,  X*
195, 210.0, 2536448, 529288, 79225, 34433, 50787, 35703, 12440, 14523, 27, 51, 2.22, 3292847,  X*
196, 211.0, 134706, 6673, 4136, 2041, 4375, 1746, 922, 758, 26, 50, 2.35, 155357,  X*
197, 212.0, 567132, 316874, 2068, 12142, 52270, 20169, 12319, 5621, 27, 23, 1.90, 988595,  X*
198, 214.0, 1059304, 348450, 13244, 34116, 36344, 43625, 15822, 10932, 17, 11, 1.49, 1561837,  X*
199, 219.0, 157020, 45597, 30672, 38048, 23952, 20586, 25365, 19136, 30, 29, 1.46, 360376,  X*
200, 220.0, 411664, 153700, 10872, 38215, 20249, 15701, 31726, 10105, 24, 24, 1.27, 692232,  X*
201, 221.0, 1987452, 478297, 354899, 121557, 35855, 102620, 47934, 31971, 34, 54, 1.37, 3160585,  X*
202, 222.0, 96127, 140394, 24145, 42854, 12489, 11093, 14536, 6665, 24, 67, 1.56, 348303,  X*
203, 223.0, 895809, 79667, 66804, 19504, 16326, 8482, 11861, 6961, 10, 69, 1.71, 1105414,  X*
204, 224.0, 727251, 111287, 67807, 13379, 20387, 13784, 16305, 5889, 10, 78, 1.83, 976089,  X*
205, 225.0, 853179, 211975, 44773, 37883, 23142, 25374, 30942, 10144, 7, 69, 1.91, 1237412,  X*
206, 226.0, 237337, 48546, 44267, 23993, 10270, 21576, 11490, 2646, 21, 78, 1.89, 400125,  X*
207, 227.0, 744084, 45144, 9138, 9706, 13765, 9381, 7256, 3339, 34, 66, 1.81, 841813,  X*
208, 228.0, 77791, 32044, 4406, 2100, 2022, 2022, 2036, 1204, 27, 54, 1.67, 123625,  X*
209, 229.0, 2172409, 277495, 17133, 35424, 56961, 47192, 33234, 9351, 34, 47, 1.54, 2649199,  X*
210, 230.0, 121913, 205584, 13269, 21567, 19707, 9046, 12535, 3211, 16, 27, 1.55, 406832,  X*
211, 235.0, 1772909, 127359, 48174, 63537, 35080, 27776, 16853, 9065, 13, 35, 1.51, 2100753,  X*
212, 236.0, 61058, 8352, 3798, 1762, 3060, 1222, 2039, 782, 17, 44, 1.52, 82073,  X*
213, 237.0, 728215, 697365, 412527, 94104, 92639, 75539, 80810, 33897, 10, 57, 1.65, 2215096,  X*
214, 238.0, 780068, 9643, 6864, 52937, 81682, 47048, 5670, 7154, 43, 69, 1.81, 991066,  X*
215, 239.0, 1571134, 730083, 263556, 205740, 193323, 143839, 75276, 64104, 43, 66, 1.87, 3247055,  X*
216, 240.0, 226130, 166007, 136591, 83545, 139224, 84849, 96593, 124960, 53, 69, 1.64, 1057899,  X*
217, 244.0, 461442, 104385, 36911, 26828, 6272, 14426, 7776, 6566, 57, 67, 1.78, 664606,  X*
218, 246.0, 218138, 60321, 21077, 13536, 15875, 32763, 5787, 6518, 50, 64, 1.71, 374015,  X*
219, 250.0, 1215272, 53209, 59535, 66264, 35370, 84031, 31320, 18447, 66, 70, 1.64, 1563448,  X*
220, 251.0, 938401, 96393, 23043, 98315, 46926, 45951, 26833, 8435, 66, 70, 1.64, 1284297,  X*
221, 252.0, 450263, 132486, 19544, 11600, 9623, 13999, 10583, 8074, 66, 63, 1.70, 656172,  X*
222, 253.0, 2484366, 478870, 12330, 394752, 117449, 208144, 70333, 43432, 61, 66, 1.59, 3809676,  X*
223, 254.0, 526882, 257451, 7514, 32504, 33346, 55879, 31352, 10512, 50, 48, 1.44, 955440,  X*
224, 255.0, 364077, 17473, 67707, 12190, 13196, 11289, 7537, 6640, 43, 57, 1.56, 500109,  X*
225, 256.0, 122871, 72878, 4865, 19793, 15520, 2947, 4511, 4530, 30, 61, 1.51, 247915,  X*
226, 257.0, 1384526, 764937, 107310, 73166, 90806, 168895, 66734, 68746, 27, 51, 1.49, 2725120,  X*
227, 259.0, 76417, 17472, 8342, 2420, 3517, 2817, 1541, 1058, 23, 64, 1.57, 113584,  X*
228, 260.0, 195515, 78527, 13942, 1640, 7162, 4688, 1248, 1583, 13, 41, 1.80, 304305,  X*
229, 266.0, 123501, 69997, 7458, 31095, 62042, 48951, 21731, 24457, 43, 38, 1.53, 389232,  X*
230, 267.0, 1175553, 393293, 59541, 41614, 40824, 50637, 31547, 37699, 37, 40, 1.46, 1830708,  X*
231, 268.0, 421705, 177272, 1403, 82312, 39955, 21299, 31078, 8862, 34, 38, 1.47, 783886,  X*
232, 269.0, 707441, 130061, 17446, 35781, 8227, 99904, 20091, 12051, 60, 40, 1.33, 1031002,  X*
233, 270.0, 1993477, 108972, 31522, 61436, 44664, 26446, 29777, 11374, 44, 50, 1.21, 2307668,  X*
234, 271.0, 107154, 37813, 7575, 5517, 1693, 3515, 979, 1180, 41, 53, 1.53, 165426,  X*
235, 275.0, 940680, 567878, 427148, 54906, 108304, 246028, 57612, 24837, 53, 56, 1.74, 2427393,  X*
236, 278.0, 16211, 17795, 2910, 2390, 3580, 5027, 4226, 778, 43, 56, 1.72, 52917,  X*
237, 279.0, 165491, 113118, 36696, 46135, 37497, 53387, 30306, 9887, 53, 53, 1.76, 492517,  X*
