obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
73, 77.0, 77135, 46538, 19925, 8425, 9064, 8572, 3743, 3047, 61, 53, 2.01, 176449,  X*
74, 78.0, 626616, 23588, 14994, 21292, 57243, 11935, 7542, 4096, 54, 44, 2.06, 767306,  X*
75, 79.0, 437884, 165544, 18698, 117001, 30029, 43173, 10012, 7048, 61, 44, 2.05, 829389,  X*
76, 80.0, 78371, 49926, 27757, 3705, 9832, 15759, 3967, 2888, 57, 47, 2.02, 192205,  X*
77, 81.0, 2103630, 224124, 32249, 48287, 42576, 23657, 15757, 7941, 51, 40, 2.04, 2498221,  X*
78, 82.0, 750325, 92559, 35865, 32823, 107799, 56718, 9420, 9973, 60, 35, 2.01, 1095482,  X*
79, 83.0, 327860, 34709, 27963, 18782, 19898, 58265, 5911, 4281, 81, 29, 2.09, 497669,  X*
80, 84.0, 596244, 103460, 35750, 33661, 33567, 51069, 12177, 5979, 83, 27, 1.96, 871907,  X*
81, 85.0, 109831, 9627, 18770, 2441, 3074, 5874, 2010, 2138, 93, 50, 1.98, 153765,  X*
82, 86.0, 1417989, 139039, 25210, 25071, 49082, 45892, 7694, 2769, 84, 44, 2.06, 1712746,  X*
83, 87.0, 224095, 77948, 4673, 8547, 11940, 10268, 2117, 2027, 57, 27, 2.04, 341615,  X*
84, 88.0, 2621, 16883, 928, 5072, 1282, 2167, 957, 463, 43, 23, 2.00, 30373,  X*
85, 89.0, 185492, 78314, 15662, 12161, 5543, 9137, 2250, 2914, 35, 4, 2.07, 311473,  X*
86, 90.0, 1499240, 75438, 22160, 30365, 46815, 37249, 11867, 3523, 37, 11, 2.04, 1726657,  X*
87, 91.0, 690362, 118728, 61192, 11470, 29482, 38745, 11640, 6593, 44, 27, 1.96, 968212,  X*
88, 92.0, 210236, 97972, 18713, 8175, 12372, 8868, 3819, 1215, 40, 23, 2.08, 361370,  X*
89, 93.0, 60091, 8213, 4672, 1595, 1687, 4744, 486, 176, 57, 27, 2.31, 81664,  X*
90, 94.0, 522200, 7256, 2634, 2104, 4762, 10412, 2306, 1098, 70, 23, 2.08, 552772,  X*
91, 95.0, 84119, 30573, 2584, 1132, 2214, 2484, 221, 1396, 54, 7, 2.02, 124723,  X*
92, 96.0, 447871, 143468, 8582, 9316, 15235, 13958, 6262, 4562, 57, 1, 1.90, 649254,  X*
93, 97.0, 1263857, 91641, 17037, 51000, 21422, 21411, 10446, 4649, 44, 1, 1.85, 1481463,  X*
94, 98.0, 610742, 74695, 27447, 39805, 15299, 81085, 12680, 12573, 38, 10, 1.56, 874326,  X*
95, 99.0, 1806945, 70183, 34849, 41855, 37506, 41715, 8488, 8778, 56, 34, 1.75, 2050319,  X*
96, 100.0, 60717, 77755, 2545, 10686, 7569, 6657, 3109, 1977, 54, 37, 1.73, 171015,  X*
97, 101.0, 530183, 243656, 58941, 19935, 32995, 35576, 21680, 9425, 53, 26, 1.79, 952391,  X*
98, 102.0, 123353, 85851, 18241, 11520, 26508, 48510, 23728, 9743, 48, 14, 1.56, 347454,  X*
99, 103.0, 103352, 14514, 4768, 8305, 1390, 1796, 857, 541, 29, 20, 1.84, 135523,  X*
100, 104.0, 1772634, 83465, 50358, 48145, 36306, 38296, 11911, 9340, 43, 43, 1.85, 2050455,  X*
101, 105.0, 2567718, 100003, 21748, 5614, 92769, 37743, 21675, 24538, 54, 30, 1.69, 2871808,  X*
102, 106.0, 947160, 196447, 137922, 33342, 33152, 39052, 25114, 11418, 38, 48, 1.80, 1423607,  X*
103, 107.0, 1130309, 175118, 34424, 14915, 47595, 39959, 25907, 16666, 51, 27, 1.82, 1484893,  X*
104, 108.0, 1609940, 273165, 40880, 65356, 23969, 28843, 7708, 21206, 38, 16, 1.60, 2071067,  X*
105, 109.0, 414243, 103325, 13547, 4345, 10725, 7998, 4677, 3325, 20, 21, 1.46, 562185,  X*
106, 110.0, 1127048, 202188, 23306, 41921, 31234, 86006, 18712, 14614, 34, 4, 1.59, 1545029,  X*
107, 111.0, 55954, 21682, 22757, 7103, 8506, 7356, 2561, 3245, 30, 27, 1.61, 129164,  X*
108, 112.0, 1804225, 261514, 27040, 51612, 48734, 53358, 11546, 12739, 40, 21, 1.75, 2270768,  X*
109, 113.0, 116362, 32022, 10640, 4920, 5465, 8562, 3751, 1571, 53, 35, 1.70, 183293,  X*
110, 114.0, 928900, 189502, 36986, 7366, 37566, 49915, 10710, 13777, 48, 27, 1.67, 1274722,  X*
111, 115.0, 122016, 50381, 14783, 2407, 12545, 8002, 4985, 1481, 44, 11, 1.70, 216600,  X*
112, 116.0, 1037434, 26209, 5162, 11065, 11003, 6099, 15446, 2719, 43, 21, 1.46, 1115137,  X*
113, 117.0, 740472, 100043, 12467, 33583, 25331, 18463, 20636, 17129, 38, 20, 1.32, 968124,  X*
114, 118.0, 760061, 25123, 28257, 17577, 21618, 35042, 17732, 10478, 50, 40, 1.24, 915888,  X*
115, 119.0, 171349, 325082, 2484, 54187, 21083, 61249, 14512, 4199, 54, 30, 1.29, 654145,  X*
116, 120.0, 32011, 10446, 2283, 2521, 725, 1728, 763, 1019, 51, 30, 1.31, 51496,  X*
117, 121.0, 125518, 41835, 7147, 20607, 15573, 15695, 1633, 709, 57, 34, 1.78, 228717,  X*
118, 122.0, 440770, 324813, 66361, 22664, 8118, 25252, 34079, 19523, 30, 21, 1.82, 941580,  X*
119, 123.0, 118241, 13905, 506, 5308, 2117, 1290, 2648, 1445, 21, 34, 1.78, 145460,  X*
120, 124.0, 245133, 105354, 29193, 67248, 16265, 28689, 11105, 5214, 24, 40, 1.96, 508201,  X*
121, 125.0, 92816, 14895, 7724, 11736, 9180, 5618, 1766, 2322, 17, 48, 2.06, 146057,  X*
122, 126.0, 512053, 219332, 14759, 57270, 33230, 31232, 25662, 7969, 26, 48, 1.67, 901507,  X*
123, 127.0, 1690616, 220962, 56479, 73318, 10407, 108314, 17535, 9944, 47, 51, 1.86, 2187575,  X*
124, 128.0, 33143, 9344, 10094, 14275, 8588, 5809, 5638, 4020, 47, 57, 1.96, 90911,  X*
125, 129.0, 155959, 109833, 28654, 19006, 27093, 31219, 19602, 15416, 51, 47, 1.71, 406782,  X*
126, 130.0, 144862, 58575, 14230, 6253, 8643, 14317, 4051, 2139, 57, 47, 1.64, 253070,  X*
127, 131.0, 322383, 25599, 69660, 10847, 10825, 31031, 15876, 8112, 57, 63, 1.69, 494333,  X*
128, 132.0, 213748, 82118, 11444, 13487, 4370, 11014, 2751, 1963, 51, 43, 1.71, 340895,  X*
129, 133.0, 845657, 125804, 80113, 27092, 37088, 21118, 15052, 6936, 40, 54, 1.83, 1158860,  X*
130, 134.0, 290228, 35692, 7943, 12605, 16739, 8838, 6517, 2902, 38, 57, 1.90, 381464,  X*
131, 135.0, 32337, 15826, 4854, 781, 1643, 2498, 1907, 470, 24, 40, 1.83, 60316,  X*
132, 136.0, 1625252, 204868, 84345, 97677, 27566, 67733, 24897, 11074, 34, 51, 1.95, 2143412,  X*
133, 137.0, 937354, 127412, 29352, 21412, 58710, 42833, 40128, 13055, 47, 37, 1.69, 1270256,  X*
134, 138.0, 1643731, 228428, 42898, 73889, 71791, 67178, 16821, 11910, 50, 35, 1.66, 2156646,  X*
135, 139.0, 177999, 106237, 6034, 58294, 68230, 30633, 6918, 6604, 56, 37, 1.75, 460949,  X*
136, 140.0, 61375, 28059, 6865, 8011, 17132, 9671, 2038, 1753, 57, 24, 1.85, 134904,  X*
137, 141.0, 85688, 78211, 2077, 12875, 4727, 7352, 4132, 1207, 44, 20, 1.71, 196269,  X*
138, 142.0, 246442, 163304, 1839, 98987, 14758, 42330, 5504, 4452, 40, 24, 2.01, 577616,  X*
139, 143.0, 183771, 55794, 18392, 16622, 12837, 10755, 4161, 2047, 34, 29, 2.10, 304379,  X*
140, 144.0, 731746, 393010, 61128, 33938, 17846, 33619, 7116, 20781, 20, 26, 2.08, 1299184,  X*
141, 145.0, 799766, 47482, 1385, 10052, 8187, 9529, 2026, 2614, 27, 27, 1.97, 881041,  X*
142, 146.0, 119525, 43206, 18584, 27804, 102626, 52802, 15187, 8022, 47, 17, 1.94, 387756,  X*
143, 147.0, 991387, 86869, 11074, 44903, 28668, 26721, 25107, 7156, 53, 14, 1.69, 1221885,  X*
144, 148.0, 450682, 97262, 34948, 89648, 74234, 91608, 16936, 13947, 75, 26, 1.60, 869265,  X*
145, 149.0, 60995, 12371, 5272, 835, 2889, 1690, 738, 368, 66, 35, 1.66, 85158,  X*
146, 150.0, 235473, 29825, 23710, 14333, 16554, 8045, 5508, 3396, 47, 51, 1.79, 336844,  X*
147, 151.0, 174240, 131829, 51255, 41270, 18507, 21376, 8463, 4878, 37, 57, 2.03, 451818,  X*
148, 152.0, 2223675, 219801, 39263, 36027, 38412, 25680, 5314, 3585, 16, 50, 2.36, 2591757,  X*
149, 153.0, 229276, 19774, 4619, 4935, 3086, 5417, 2275, 1956, 24, 51, 2.27, 271338,  X*
150, 154.0, 638005, 82257, 27822, 44424, 36886, 22468, 5895, 8330, 27, 47, 2.28, 866087,  X*
151, 155.0, 180050, 50860, 15603, 16196, 14258, 16455, 5392, 3245, 38, 41, 2.25, 302059,  X*
152, 156.0, 252782, 109611, 90753, 13060, 21415, 26420, 12562, 7913, 41, 54, 2.13, 534516,  X*
153, 157.0, 851946, 124587, 60542, 17537, 46139, 77992, 7418, 12598, 51, 53, 1.93, 1198759,  X*
154, 158.0, 664348, 25232, 31515, 14042, 29516, 30098, 25599, 16186, 66, 53, 1.84, 836536,  X*
155, 159.0, 1101483, 355721, 39262, 42254, 33784, 18619, 16250, 4316, 47, 41, 1.81, 1611689,  X*
156, 160.0, 219849, 115863, 12392, 8960, 3249, 22618, 6471, 598, 50, 20, 1.81, 390000,  X*
157, 161.0, 45770, 60589, 19488, 8046, 5073, 6998, 2196, 2046, 30, 23, 1.90, 150206,  X*
158, 162.0, 127880, 30012, 7777, 7706, 6868, 21734, 2384, 1850, 30, 13, 1.90, 206211,  X*
159, 163.0, 1227808, 289150, 8129, 52018, 15634, 30758, 19554, 11928, 41, 11, 1.95, 1654979,  X*
160, 164.0, 1993071, 91233, 28915, 33482, 29179, 35868, 4824, 6891, 47, 27, 1.99, 2223463,  X*
161, 165.0, 208129, 26501, 10227, 14894, 3178, 4826, 3868, 1526, 48, 37, 2.04, 273149,  X*
162, 166.0, 34712, 17426, 8694, 7389, 8802, 6519, 1759, 2162, 37, 47, 1.95, 87463,  X*
163, 167.0, 381296, 17668, 12286, 21323, 8516, 10338, 3022, 1322, 47, 70, 2.13, 455771,  X*
164, 168.0, 140944, 11262, 15352, 27654, 2985, 9276, 2218, 1807, 43, 93, 2.52, 211498,  X*
165, 169.0, 389898, 176358, 22914, 66186, 38227, 66249, 11408, 8925, 54, 80, 2.46, 780165,  X*
166, 170.0, 1493123, 318380, 74635, 73449, 40395, 31133, 6945, 7477, 43, 78, 2.66, 2045537,  X*
167, 171.0, 41902, 92647, 12763, 12112, 5586, 27544, 3312, 1702, 44, 53, 2.71, 197568,  X*
168, 172.0, 92352, 58937, 11613, 4533, 8026, 10569, 4079, 2697, 41, 21, 2.45, 192806,  X*
169, 173.0, 798815, 65714, 51886, 37010, 28347, 58197, 26345, 8126, 47, 29, 2.13, 1074440,  X*
170, 174.0, 459807, 250939, 72599, 27882, 28892, 20541, 12833, 7470, 44, 26, 2.16, 880963,  X*
171, 175.0, 75990, 47621, 29630, 19821, 12121, 10611, 774, 1289, 37, 47, 2.51, 197857,  X*
172, 176.0, 29966, 36255, 9477, 13960, 4523, 5632, 1726, 2227, 30, 57, 2.54, 103766,  X*
173, 177.0, 1092260, 58326, 45653, 19738, 14470, 36889, 11056, 7544, 27, 60, 2.61, 1285936,  X*
174, 178.0, 95036, 84301, 41639, 22697, 66922, 31940, 11943, 5092, 43, 61, 2.67, 359570,  X*
175, 179.0, 116001, 20324, 6182, 7630, 10342, 3806, 2525, 1850, 43, 51, 2.59, 168660,  X*
176, 180.0, 900132, 284461, 11607, 40012, 32340, 28116, 15122, 8685, 41, 34, 1.89, 1320475,  X*
177, 181.0, 24876, 17977, 31235, 8839, 8420, 6671, 3873, 2714, 27, 43, 1.88, 104605,  X*
178, 182.0, 67603, 13477, 14662, 14096, 12377, 27152, 9789, 2420, 43, 51, 1.83, 161576,  X*
179, 183.0, 376333, 40946, 6728, 3049, 4735, 1809, 970, 958, 29, 41, 1.88, 435528,  X*
180, 184.0, 228614, 20577, 30970, 10941, 12102, 7644, 2286, 3361, 34, 70, 2.05, 316495,  X*
181, 185.0, 66660, 55898, 12116, 17180, 7127, 10658, 3807, 2138, 35, 57, 2.22, 175584,  X*
182, 186.0, 1227199, 160875, 24341, 25714, 21225, 32150, 13932, 11117, 17, 43, 2.03, 1516553,  X*
183, 187.0, 2173746, 245471, 49308, 59893, 90784, 27486, 19889, 15754, 27, 48, 2.05, 2682331,  X*
184, 188.0, 384715, 232081, 34680, 52469, 14009, 30757, 16206, 11700, 26, 29, 1.96, 776617,  X*
185, 189.0, 469885, 233081, 65708, 43064, 21436, 72133, 10417, 14130, 34, 26, 1.85, 929854,  X*
186, 190.0, 81374, 5676, 5424, 8580, 4631, 11888, 3671, 1085, 50, 41, 1.76, 122329,  X*
187, 191.0, 575894, 26822, 23814, 21616, 12120, 10293, 3710, 2897, 56, 57, 2.00, 677166,  X*
188, 192.0, 256932, 46889, 3733, 8829, 7509, 5169, 7239, 2745, 54, 53, 1.88, 339045,  X*
189, 193.0, 513561, 91441, 31398, 69958, 34600, 28516, 11236, 4274, 50, 63, 2.04, 784984,  X*
190, 194.0, 414108, 95151, 16156, 5689, 10656, 7467, 4183, 5892, 21, 44, 1.91, 559302,  X*
191, 195.0, 278453, 96413, 17406, 28613, 29017, 40332, 17654, 3376, 29, 26, 1.87, 511264,  X*
192, 196.0, 98438, 139442, 5049, 17076, 9026, 10355, 4370, 5173, 26, 20, 1.64, 288929,  X*
193, 197.0, 229095, 57835, 6363, 4410, 3896, 5186, 5623, 4097, 17, 1, 1.62, 316505,  X*
194, 198.0, 1704580, 526332, 115470, 129236, 28935, 38544, 6770, 5601, 16, 8, 1.99, 2555468,  X*
195, 199.0, 151076, 46547, 14105, 4675, 17175, 6492, 5411, 825, 3, 8, 2.07, 246306,  X*
196, 200.0, 120288, 54589, 10202, 25131, 27804, 12918, 3178, 496, 11, 23, 2.42, 254606,  X*
197, 201.0, 535003, 91594, 16058, 61430, 16959, 39532, 19411, 10579, 26, 41, 2.44, 790566,  X*
198, 202.0, 633597, 108857, 36888, 116098, 41972, 25134, 25587, 8052, 34, 54, 2.65, 996185,  X*
199, 203.0, 1863505, 761550, 102485, 41389, 44864, 48834, 12654, 4693, 26, 47, 2.34, 2879974,  X*
200, 204.0, 181501, 102706, 10623, 8510, 2383, 13288, 1829, 1604, 21, 35, 2.45, 322444,  X*
201, 205.0, 339583, 248399, 64660, 37971, 39067, 80815, 7618, 7773, 21, 24, 2.30, 825886,  X*
202, 206.0, 113289, 23212, 4188, 12369, 4001, 8402, 2038, 2270, 34, 16, 2.37, 169769,  X*
203, 207.0, 165333, 52568, 8528, 13369, 4723, 4765, 6627, 2101, 35, 26, 2.27, 258014,  X*
204, 208.0, 284079, 54382, 52197, 38365, 31585, 29570, 8951, 8346, 43, 50, 2.15, 507475,  X*
205, 209.0, 172469, 54282, 8135, 12972, 6229, 9714, 5603, 930, 37, 51, 2.06, 270334,  X*
206, 210.0, 59982, 42352, 16563, 2844, 13523, 14988, 2178, 2338, 37, 41, 1.93, 154768,  X*
207, 211.0, 259612, 242446, 93813, 84628, 95520, 78348, 62584, 41567, 50, 47, 1.82, 958518,  X*
208, 212.0, 764914, 38248, 15922, 3488, 9899, 6813, 1597, 583, 43, 35, 2.07, 841464,  X*
209, 213.0, 195596, 142664, 5806, 2338, 5221, 7602, 6948, 3837, 29, 17, 1.78, 370012,  X*
210, 214.0, 201202, 74317, 9165, 8679, 4459, 8051, 3390, 3146, 17, 21, 1.73, 312409,  X*
211, 215.0, 591136, 22695, 24770, 15574, 10974, 4782, 9635, 2440, 7, 37, 1.73, 682006,  X*
212, 216.0, 192887, 7465, 4318, 9460, 14066, 9288, 6602, 2507, 23, 43, 1.71, 246593,  X*
213, 217.0, 425169, 53689, 38831, 42667, 38204, 54605, 18460, 7633, 50, 70, 1.49, 679258,  X*
214, 218.0, 251882, 35995, 6621, 8642, 1121, 1327, 970, 491, 38, 78, 1.98, 307049,  X*
215, 219.0, 54389, 121237, 34443, 12746, 11736, 12809, 4527, 1454, 41, 64, 2.21, 253341,  X*
216, 220.0, 181376, 21297, 15996, 2601, 7361, 7660, 4992, 3426, 34, 66, 2.10, 244709,  X*
217, 221.0, 504901, 82240, 13988, 17521, 12241, 21813, 3363, 2579, 26, 57, 2.32, 658646,  X*
218, 222.0, 1013737, 47945, 17354, 10228, 11448, 24564, 3874, 2587, 54, 56, 2.37, 1131737,  X*
219, 223.0, 380515, 156826, 76966, 36672, 25044, 67378, 11657, 12313, 69, 60, 2.14, 767371,  X*
220, 224.0, 687407, 145780, 6275, 36982, 28379, 21172, 8614, 7351, 63, 50, 1.88, 941960,  X*
221, 225.0, 233191, 10709, 12310, 6798, 7022, 15118, 7151, 1729, 75, 57, 1.91, 294028,  X*
222, 226.0, 101148, 31552, 9128, 2795, 3534, 10663, 6868, 2101, 74, 54, 1.68, 167789,  X*
223, 227.0, 650188, 64084, 42988, 16505, 27517, 22209, 23045, 5247, 67, 57, 1.57, 851783,  X*
224, 228.0, 149709, 23207, 11208, 6201, 3569, 24511, 1336, 2762, 88, 63, 1.56, 222503,  X*
225, 229.0, 388766, 28847, 10671, 4557, 5138, 11232, 3988, 4238, 80, 56, 1.52, 457437,  X*
226, 230.0, 412745, 99380, 49917, 20535, 18265, 46466, 10130, 12960, 80, 63, 1.55, 670398,  X*
227, 231.0, 82241, 23261, 13047, 7433, 11098, 12266, 2476, 2132, 87, 61, 1.74, 153954,  X*
228, 232.0, 1518262, 189755, 64218, 32631, 14963, 17222, 7897, 6653, 60, 63, 1.95, 1851601,  X*
229, 233.0, 638807, 676861, 44007, 29440, 70270, 42640, 25628, 9301, 41, 48, 1.83, 1536954,  X*
230, 234.0, 1420014, 166462, 8452, 99590, 51520, 34012, 23907, 13088, 30, 48, 1.87, 1817045,  X*
231, 235.0, 135063, 113610, 11702, 68540, 23598, 44975, 8935, 12710, 29, 47, 1.88, 419133,  X*
232, 236.0, 224891, 45282, 16078, 6527, 4244, 6555, 4358, 2755, 35, 47, 1.82, 310690,  X*
233, 237.0, 2069809, 139067, 28345, 77159, 33512, 19365, 7652, 7119, 38, 67, 1.83, 2382028,  X*
234, 238.0, 179878, 97536, 56536, 111600, 24935, 36565, 11790, 8248, 38, 80, 2.10, 527088,  X*
235, 239.0, 1205368, 32020, 16498, 22564, 9631, 13403, 1738, 2561, 37, 87, 2.40, 1303783,  X*
236, 240.0, 134563, 56738, 5155, 6237, 31040, 7716, 2536, 4899, 40, 70, 2.30, 248884,  X*
237, 241.0, 531052, 87917, 5445, 42247, 28275, 28105, 5924, 4271, 50, 64, 2.34, 733236,  X*
238, 242.0, 57612, 26062, 14573, 11687, 8008, 5245, 2216, 987, 48, 60, 2.40, 126390,  X*
