obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
418, 422.0, 83450, 16411, 15850, 5416, 4220, 2467, 958, 1341, 41, 37, 1.88, 130113,  X
419, 423.0, 1835796, 242002, 112595, 185154, 55398, 70548, 48587, 16487, 41, 63, 1.68, 2566567,  X
420, 424.0, 552534, 138649, 16629, 15632, 6173, 7742, 10830, 4535, 29, 67, 1.82, 752724,  X
421, 425.0, 1053954, 27526, 2963, 15832, 15510, 32511, 6001, 3459, 47, 70, 1.90, 1157756,  X
422, 426.0, 2047087, 220048, 120097, 66287, 60163, 98075, 33955, 26584, 57, 66, 1.94, 2672296,  X
423, 427.0, 1340494, 145475, 54355, 46733, 62852, 21832, 13058, 9721, 53, 57, 1.77, 1694520,  X
424, 428.0, 363835, 178495, 54364, 34127, 44203, 40019, 9228, 10719, 63, 63, 1.75, 734990,  X
425, 429.0, 253226, 7240, 2118, 1746, 2426, 797, 1027, 360, 43, 66, 1.80, 268940,  X
426, 430.0, 3584815, 155673, 25225, 22465, 41356, 20010, 13740, 5783, 35, 57, 1.85, 3869067,  X
427, 431.0, 120261, 67205, 8732, 46567, 6113, 9322, 6372, 4804, 35, 61, 1.92, 269376,  X
428, 432.0, 1809356, 27226, 23117, 33812, 6986, 17770, 7453, 3378, 40, 75, 1.96, 1929098,  X
429, 433.0, 1093009, 27855, 11029, 8785, 17954, 14152, 9454, 8233, 51, 74, 1.75, 1190471,  X
430, 434.0, 37598, 3910, 1916, 1351, 1909, 1183, 582, 321, 56, 81, 1.79, 48770,  X
431, 435.0, 407718, 128619, 23214, 5201, 17866, 22649, 9259, 4418, 61, 67, 1.75, 618944,  X
432, 436.0, 477562, 17781, 10941, 15463, 7851, 17241, 5410, 1935, 67, 61, 1.73, 554184,  X
433, 437.0, 362651, 43315, 25211, 18468, 23043, 23996, 5735, 3546, 66, 64, 1.70, 505965,  X
434, 438.0, 540743, 538455, 12655, 14585, 122399, 75721, 17510, 8978, 64, 40, 1.69, 1331046,  X
435, 439.0, 469978, 464530, 66045, 64937, 41688, 61534, 17591, 14970, 63, 43, 1.71, 1201273,  X
436, 440.0, 965243, 31807, 43762, 86636, 21145, 32430, 25232, 7010, 56, 53, 1.85, 1213265,  X
437, 441.0, 811326, 37511, 19893, 20980, 23577, 12757, 11354, 3612, 51, 53, 1.80, 941010,  X
438, 442.0, 620075, 86946, 40458, 23393, 16226, 6243, 5784, 5810, 40, 81, 1.83, 804935,  X
439, 443.0, 2180980, 253696, 214904, 12725, 49569, 70121, 40985, 18438, 41, 90, 1.97, 2841418,  X
440, 444.0, 85622, 16578, 5462, 6960, 6591, 4168, 1684, 1020, 38, 78, 2.00, 128085,  X
441, 445.0, 197910, 93375, 11448, 9612, 14946, 10266, 7634, 5311, 34, 67, 1.84, 350502,  X
442, 446.0, 2060103, 493352, 38164, 93106, 51127, 41950, 15329, 7347, 38, 60, 1.97, 2800478,  X
443, 447.0, 545433, 176347, 43594, 31974, 22452, 14345, 8791, 3313, 29, 54, 2.02, 846249,  X
444, 448.0, 349817, 9384, 3859, 2149, 2359, 6386, 1955, 735, 38, 51, 1.98, 376644,  X
445, 449.0, 50069, 8655, 3160, 6592, 2206, 2764, 956, 1251, 41, 64, 1.96, 75653,  X
446, 450.0, 1286263, 62518, 9479, 2171, 5821, 12275, 8492, 5145, 48, 60, 1.88, 1392164,  X
447, 451.0, 346660, 153891, 19860, 9443, 9386, 9246, 9790, 3613, 48, 53, 1.71, 561889,  X
448, 452.0, 101241, 65261, 15517, 20961, 15321, 12769, 6889, 2374, 38, 54, 1.60, 240333,  X
449, 453.0, 1628894, 239228, 126773, 11008, 148168, 45430, 27058, 11365, 37, 47, 1.64, 2237924,  X
450, 454.0, 1650412, 150034, 54106, 51649, 20411, 66264, 18378, 9058, 41, 56, 1.62, 2020312,  X
451, 455.0, 1588999, 41977, 9619, 5344, 14941, 17836, 9523, 2721, 57, 57, 1.68, 1690960,  X
452, 456.0, 18223, 19647, 1240, 11474, 22229, 38356, 3109, 8740, 78, 50, 1.57, 123018,  X
453, 457.0, 1821997, 770545, 75321, 52963, 31989, 39282, 43133, 22090, 67, 41, 1.44, 2857320,  X
454, 458.0, 749016, 92699, 11848, 7168, 12361, 11055, 5161, 4843, 60, 34, 1.37, 894151,  X
455, 459.0, 227059, 20591, 1250, 1254, 3222, 2210, 3503, 1367, 48, 26, 1.12, 260456,  X
456, 460.0, 243804, 13812, 4246, 2127, 4348, 5263, 3355, 1286, 35, 30, 1.13, 278241,  X
457, 461.0, 1103695, 46006, 17637, 26032, 15425, 11798, 4782, 6780, 44, 44, 1.33, 1232155,  X
458, 462.0, 113501, 125879, 3335, 18510, 24843, 10356, 7066, 3325, 41, 43, 1.32, 306815,  X
459, 463.0, 253163, 30438, 9287, 11421, 18374, 27148, 3718, 4125, 57, 53, 1.37, 357674,  X
460, 464.0, 249544, 39339, 15830, 26771, 47131, 14911, 7944, 2741, 53, 56, 1.63, 404211,  X
461, 465.0, 171078, 27326, 8852, 7374, 6636, 8331, 8191, 3453, 57, 53, 1.64, 241241,  X
462, 466.0, 356332, 48269, 18758, 2970, 13972, 3440, 1847, 803, 54, 61, 1.79, 446391,  X
463, 467.0, 42207, 86516, 12690, 3001, 3225, 2397, 1350, 1673, 26, 56, 1.94, 153059,  X
464, 468.0, 717891, 11101, 1806, 3934, 3470, 5046, 2762, 1188, 29, 53, 1.86, 747198,  X
465, 469.0, 1440516, 730599, 46424, 57351, 133332, 79743, 19251, 13279, 23, 40, 1.81, 2520495,  X
466, 470.0, 1794829, 134405, 223518, 65925, 67179, 21558, 25299, 28238, 24, 54, 2.01, 2360951,  X
467, 471.0, 1590491, 612259, 122316, 127413, 137393, 45612, 75552, 11976, 30, 61, 1.85, 2723012,  X
468, 472.0, 569045, 48960, 40167, 13455, 26927, 14464, 8922, 4043, 26, 67, 1.81, 725983,  X
469, 473.0, 962103, 551219, 58388, 77219, 52793, 87819, 10337, 12444, 27, 75, 2.06, 1812322,  X
470, 474.0, 361939, 61492, 22312, 18873, 7472, 27307, 12901, 1977, 43, 63, 2.06, 514273,  X
471, 475.0, 1806094, 50369, 32941, 159745, 16932, 43123, 21587, 11644, 53, 80, 2.07, 2142435,  X
472, 476.0, 37267, 46956, 8144, 1909, 4367, 1419, 2113, 1002, 38, 67, 2.05, 103177,  X
473, 477.0, 1135173, 844765, 61206, 42657, 78461, 113823, 156367, 48783, 37, 61, 1.80, 2481235,  X
474, 479.0, 203060, 86059, 4080, 6244, 3842, 4270, 3661, 489, 21, 48, 1.66, 311705,  X
475, 480.0, 157911, 32550, 4290, 2938, 544, 2433, 1304, 906, 13, 26, 1.66, 202876,  X
476, 481.0, 1368204, 59782, 4864, 17658, 8139, 10219, 5942, 3958, 26, 29, 1.49, 1478766,  X
477, 482.0, 226849, 14131, 6369, 6044, 3107, 3370, 1649, 713, 27, 48, 1.61, 262232,  X
478, 483.0, 565019, 150777, 32071, 46390, 63870, 35449, 24869, 8572, 38, 57, 1.78, 927017,  X
479, 484.0, 213096, 34374, 14190, 8437, 11026, 10656, 5474, 2953, 48, 64, 1.76, 300206,  X
480, 485.0, 961699, 247878, 55477, 37274, 30964, 72692, 26857, 13414, 53, 64, 1.71, 1446255,  X
481, 486.0, 1064061, 226025, 87786, 132271, 71354, 60303, 36034, 17003, 53, 66, 1.83, 1694837,  X
482, 487.0, 302034, 49791, 6861, 3413, 4819, 3202, 2081, 1730, 43, 60, 1.69, 373931,  X
483, 488.0, 1588491, 191539, 70983, 22887, 37951, 64172, 20182, 11533, 44, 57, 1.71, 2007738,  X
484, 489.0, 403646, 322891, 23513, 98217, 71686, 83045, 24500, 17981, 44, 56, 1.70, 1045479,  X
485, 490.0, 401759, 27869, 8757, 8621, 9753, 15298, 4271, 2946, 51, 51, 1.70, 479274,  X
486, 491.0, 92472, 17265, 1613, 3021, 5543, 2195, 1401, 312, 57, 51, 1.64, 123822,  X
487, 492.0, 239771, 157903, 12304, 10614, 8114, 28228, 11407, 3394, 54, 43, 1.57, 471735,  X
488, 493.0, 1816584, 135877, 11097, 45881, 29090, 58619, 69495, 22890, 60, 43, 1.39, 2189533,  X
489, 494.0, 678495, 23967, 57696, 12343, 11352, 29449, 4039, 3011, 60, 53, 1.66, 820352,  X
490, 495.0, 217234, 44254, 15184, 12083, 7219, 11427, 5410, 2107, 63, 61, 1.74, 314918,  X
491, 496.0, 1306480, 581832, 56963, 90077, 80224, 48754, 18581, 15979, 54, 66, 1.81, 2198890,  X
492, 497.0, 302884, 134305, 4342, 7739, 7774, 15735, 7742, 2337, 47, 54, 1.77, 482858,  X
493, 498.0, 536432, 103481, 10840, 5587, 11600, 8638, 5666, 3225, 34, 34, 1.89, 685469,  X
494, 499.0, 596566, 681206, 19703, 81646, 123948, 62281, 18068, 18533, 27, 20, 1.61, 1601951,  X
495, 500.0, 1069359, 288607, 39205, 8023, 8052, 16244, 12920, 7470, 24, 16, 1.51, 1449880,  X
496, 502.0, 986456, 41997, 8832, 8366, 23549, 18757, 13840, 8033, 35, 27, 1.28, 1109830,  X
497, 503.0, 338381, 56410, 12212, 1897, 6985, 7884, 4736, 4497, 38, 30, 1.28, 433002,  X
498, 504.0, 631647, 31538, 7592, 22663, 6833, 16588, 3371, 2496, 48, 47, 1.45, 722728,  X
499, 505.0, 280523, 130892, 40561, 120294, 37579, 73702, 32226, 9261, 63, 61, 1.53, 725038,  X
500, 506.0, 25188, 22043, 2837, 2330, 3475, 6706, 1611, 947, 61, 57, 1.53, 65137,  X
501, 507.0, 40141, 14234, 2551, 3778, 7741, 8698, 11265, 16594, 74, 60, 1.45, 105002,  X
502, 508.0, 1005697, 220879, 46656, 42984, 41402, 133555, 21556, 14803, 78, 50, 1.53, 1527532,  X
503, 509.0, 177260, 49466, 4397, 23598, 6168, 16935, 2787, 3576, 77, 44, 1.49, 284187,  X
504, 510.0, 508045, 618858, 25406, 41189, 48738, 55644, 21166, 17442, 66, 40, 1.35, 1336488,  X
505, 511.0, 691276, 69931, 3703, 14439, 12472, 29632, 4769, 2468, 64, 37, 1.37, 828690,  X
506, 512.0, 965387, 93578, 6109, 11231, 12132, 9656, 12610, 1964, 50, 34, 1.51, 1112667,  X
507, 513.0, 110919, 28369, 7666, 2747, 4347, 2960, 1956, 688, 40, 30, 1.59, 159652,  X
508, 514.0, 341463, 20768, 2701, 5441, 4752, 3399, 1348, 584, 43, 41, 1.61, 380456,  X
509, 515.0, 599753, 157291, 22041, 59067, 10783, 15601, 16575, 3656, 27, 51, 1.76, 884767,  X
510, 516.0, 261561, 31593, 668, 2561, 2246, 6372, 7066, 1082, 35, 44, 1.59, 313149,  X
511, 517.0, 116017, 114909, 12645, 4722, 14594, 30389, 7339, 10252, 43, 35, 1.55, 310867,  X
512, 518.0, 32034, 14868, 2793, 1969, 1959, 1968, 2841, 593, 43, 35, 1.40, 59025,  X
513, 520.0, 76885, 63445, 6235, 5301, 3786, 3920, 1588, 1393, 40, 24, 1.38, 162553,  X
514, 521.0, 311412, 21656, 11247, 24570, 27694, 32057, 23481, 10262, 50, 43, 1.17, 462379,  X
515, 522.0, 305693, 502221, 67924, 7295, 51486, 65437, 28794, 16515, 44, 43, 1.28, 1045365,  X
516, 523.0, 513323, 46351, 41642, 49302, 105432, 50988, 33510, 23499, 56, 50, 1.34, 864047,  X
517, 524.0, 801348, 72270, 8051, 6201, 8947, 39853, 7186, 4244, 75, 47, 1.31, 948100,  X
518, 525.0, 464457, 657169, 73425, 76849, 51302, 108833, 31673, 14597, 63, 37, 1.28, 1478305,  X
519, 526.0, 1069422, 57336, 10278, 20218, 50379, 9610, 3788, 2798, 63, 44, 1.50, 1223829,  X
520, 527.0, 832704, 146090, 11924, 18426, 57659, 72169, 44379, 8398, 64, 29, 1.43, 1191749,  X
521, 528.0, 108994, 69282, 2707, 1736, 12508, 13278, 6381, 4942, 56, 21, 1.30, 219828,  X
522, 529.0, 258987, 18178, 9728, 3997, 4027, 2562, 1304, 973, 51, 30, 1.56, 299756,  X
523, 530.0, 493096, 128918, 14256, 18828, 4332, 15008, 7812, 4327, 50, 29, 1.53, 686577,  X
524, 531.0, 188680, 96584, 11537, 11017, 23315, 9604, 4169, 2917, 35, 35, 1.46, 347823,  X
525, 532.0, 1977107, 247839, 51472, 82468, 58192, 98094, 44200, 13808, 38, 54, 1.61, 2573180,  X
526, 533.0, 213964, 306940, 45180, 14459, 18852, 9464, 10215, 4225, 27, 43, 1.89, 623299,  X
527, 534.0, 1506265, 82416, 66148, 82418, 56661, 22582, 14171, 10040, 27, 57, 1.90, 1840701,  X
528, 535.0, 1043011, 33532, 58310, 33591, 24298, 24428, 16846, 9232, 35, 77, 1.95, 1243248,  X
529, 536.0, 1076752, 624329, 178081, 46397, 24601, 39068, 30879, 14971, 20, 77, 2.01, 2035078,  X
530, 537.0, 747713, 105242, 15708, 12708, 13650, 11352, 4742, 3732, 29, 78, 2.07, 914847,  X
531, 538.0, 56485, 8289, 3342, 1736, 3025, 2628, 1837, 407, 37, 67, 1.98, 77749,  X
532, 539.0, 117957, 4431, 331, 2673, 3111, 1816, 1272, 1052, 40, 54, 1.69, 132643,  X
533, 540.0, 280228, 18872, 7879, 3720, 4477, 2154, 1306, 677, 44, 57, 1.80, 319313,  X
534, 541.0, 899702, 43984, 32133, 70502, 22018, 39726, 20081, 12018, 54, 74, 1.72, 1140164,  X
535, 542.0, 991063, 185959, 18691, 119810, 29668, 73948, 16378, 15681, 56, 77, 1.74, 1451198,  X
536, 543.0, 884544, 102364, 16821, 18141, 19212, 101115, 27177, 29644, 66, 70, 1.58, 1199018,  X
537, 544.0, 696279, 35740, 5733, 18975, 18339, 11272, 6064, 1805, 75, 69, 1.73, 794207,  X
538, 545.0, 640539, 12761, 6044, 1611, 4593, 20623, 8318, 3732, 87, 53, 1.40, 698221,  X
539, 546.0, 172197, 40070, 14604, 2043, 9182, 18528, 3604, 3815, 90, 47, 1.32, 264043,  X
540, 547.0, 222090, 34130, 10977, 26302, 29602, 10185, 2884, 2649, 75, 56, 1.45, 338819,  X
541, 548.0, 965184, 107783, 71417, 65171, 26914, 29125, 9924, 17249, 70, 66, 1.74, 1292767,  X
542, 549.0, 1091504, 267523, 37713, 64459, 50022, 39252, 40700, 16499, 51, 69, 1.66, 1607672,  X
543, 550.0, 1178554, 848155, 126736, 154735, 70701, 368531, 93023, 126322, 50, 69, 1.73, 2966757,  X
544, 551.0, 739986, 50517, 8355, 4797, 13080, 7102, 2310, 5149, 48, 57, 1.73, 831296,  X
545, 552.0, 672853, 145169, 2249, 8820, 17914, 22204, 3376, 6131, 48, 30, 1.43, 878716,  X
546, 553.0, 155071, 91334, 35354, 6173, 16007, 11753, 9356, 8947, 47, 34, 1.25, 333995,  X
547, 554.0, 1061949, 239808, 80245, 169631, 43555, 61448, 21885, 13651, 38, 44, 1.51, 1692172,  X
548, 555.0, 475283, 189601, 25122, 20236, 43315, 61239, 26896, 31723, 47, 44, 1.46, 873415,  X
549, 556.0, 639700, 64998, 2594, 37098, 33400, 21840, 10650, 6983, 50, 61, 1.45, 817263,  X
550, 557.0, 929490, 802077, 60937, 168043, 21345, 32293, 23341, 47936, 41, 57, 1.59, 2085462,  X
551, 558.0, 167230, 290545, 97254, 74123, 35687, 18591, 43304, 33150, 30, 53, 1.61, 759884,  X
552, 559.0, 1173666, 63664, 48251, 5653, 6153, 14450, 11263, 2803, 24, 67, 1.46, 1325903,  X
553, 560.0, 743591, 217441, 99284, 53748, 36931, 21266, 11079, 4474, 13, 74, 1.92, 1187814,  X
554, 561.0, 801948, 421192, 38827, 45426, 56610, 60288, 15079, 14937, 24, 66, 1.99, 1454307,  X
555, 562.0, 990959, 385783, 20808, 62407, 29756, 61882, 40736, 17344, 35, 56, 1.88, 1609675,  X
556, 563.0, 53166, 4120, 4990, 4700, 4840, 3588, 3119, 910, 41, 57, 1.90, 79433,  X
557, 564.0, 496259, 187034, 36792, 26107, 35402, 32893, 21805, 27200, 50, 51, 1.76, 863492,  X
558, 565.0, 1664956, 175507, 35738, 90796, 61574, 52019, 39183, 18505, 53, 63, 1.41, 2138278,  X
559, 566.0, 127033, 10906, 4581, 3647, 4458, 3114, 1364, 1906, 54, 70, 1.40, 157009,  X
560, 567.0, 100172, 43922, 14239, 15670, 5199, 27048, 5256, 2533, 56, 64, 1.56, 214039,  X
561, 568.0, 1705084, 334755, 62879, 15137, 82426, 31845, 48892, 18175, 51, 61, 1.45, 2299193,  X
562, 569.0, 1685820, 147950, 58923, 41643, 20898, 25354, 8543, 12441, 48, 63, 1.66, 2001572,  X
563, 570.0, 193170, 15266, 7714, 3353, 2167, 3456, 2064, 923, 47, 63, 1.75, 228113,  X
564, 571.0, 248864, 24199, 5600, 4302, 2144, 3060, 2744, 1490, 34, 61, 1.74, 292403,  X
565, 572.0, 521587, 125195, 11791, 7464, 12453, 10064, 5170, 4650, 30, 57, 1.62, 698374,  X
566, 573.0, 1762737, 314580, 14119, 35066, 76527, 50443, 29008, 21998, 35, 43, 1.60, 2304478,  X
567, 574.0, 1001401, 392261, 10361, 25309, 7568, 40519, 8872, 7359, 30, 24, 1.45, 1493650,  X
568, 575.0, 974697, 23400, 31614, 13603, 19106, 19970, 7437, 4526, 41, 34, 1.45, 1094353,  X
569, 576.0, 112933, 20764, 1980, 3719, 6143, 4775, 2014, 1172, 50, 37, 1.41, 153500,  X
570, 577.0, 957213, 42608, 19647, 12699, 24580, 16329, 16626, 6612, 54, 48, 1.37, 1096314,  X
571, 578.0, 353870, 38887, 1879, 2433, 1485, 3837, 1800, 493, 54, 51, 1.47, 404684,  X
572, 579.0, 1428207, 232944, 12438, 4500, 11284, 22500, 8423, 3871, 43, 26, 1.41, 1724167,  X
573, 580.0, 533147, 23211, 22503, 15418, 9152, 16207, 8831, 6644, 47, 43, 1.34, 635113,  X
574, 581.0, 90259, 25692, 1260, 2879, 2773, 2244, 2015, 561, 38, 34, 1.33, 127683,  X
575, 582.0, 578724, 273681, 57159, 74876, 25444, 62978, 20618, 17881, 43, 47, 1.46, 1111361,  X
576, 583.0, 496297, 38785, 1907, 25638, 24444, 20010, 8630, 3993, 54, 63, 1.44, 619704,  X
577, 584.0, 131883, 32881, 1885, 1092, 8041, 5076, 1887, 1413, 50, 37, 1.39, 184158,  X
578, 585.0, 125150, 21192, 2508, 5043, 1281, 2999, 2093, 615, 53, 43, 1.42, 160881,  X
579, 586.0, 788445, 265923, 37802, 35993, 44876, 72203, 29178, 20522, 56, 37, 1.41, 1294942,  X
580, 587.0, 57542, 12320, 1199, 2261, 2716, 2121, 1296, 819, 48, 30, 1.29, 80274,  X
581, 588.0, 63156, 24830, 5023, 3413, 3538, 3872, 2165, 662, 47, 47, 1.39, 106659,  X
582, 589.0, 59071, 16218, 686, 682, 1584, 1413, 696, 144, 43, 30, 1.47, 80494,  X
583, 590.0, 92160, 22916, 1620, 3521, 2773, 2530, 1910, 705, 37, 30, 1.41, 128135,  X
584, 591.0, 801312, 587067, 77875, 30398, 44520, 60593, 16435, 12277, 34, 29, 1.55, 1630477,  X
585, 592.0, 1666128, 120400, 166266, 96009, 60395, 63503, 34370, 19270, 38, 43, 1.74, 2226341,  X
586, 593.0, 6061, 24003, 5561, 2607, 3191, 2939, 2532, 2056, 40, 57, 1.64, 48950,  X
587, 594.0, 110214, 9579, 1352, 1166, 2720, 2777, 2308, 1434, 48, 56, 1.53, 131550,  X
588, 595.0, 946926, 52409, 8915, 25582, 44211, 25593, 5076, 3053, 57, 63, 1.65, 1111765,  X
589, 596.0, 403203, 101558, 1869, 11420, 14516, 14420, 11594, 3324, 54, 38, 1.45, 561904,  X
590, 597.0, 184183, 85614, 6310, 7413, 25244, 11517, 3286, 4106, 56, 27, 1.28, 327673,  X
591, 598.0, 45537, 22619, 2993, 3111, 3183, 5118, 1994, 596, 53, 29, 1.34, 85151,  X
592, 599.0, 654015, 30838, 24302, 25188, 12388, 18502, 21203, 4096, 53, 40, 1.48, 790532,  X
593, 600.0, 136560, 17290, 800, 3089, 3471, 1674, 1441, 650, 50, 47, 1.34, 164975,  X
594, 601.0, 524698, 394971, 48480, 135843, 68399, 52083, 17898, 10196, 47, 56, 1.66, 1252568,  X
595, 601.0, 78919, 5025, 3429, 3223, 1154, 1644, 1117, 311, 43, 70, 1.84, 94822,  X
