obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
79, 82.0, 1652885, 1001162, 124364, 61822, 55356, 112940, 37202, 24160, 11, 56, 2.13, 3069891,  X*
80, 83.0, 467342, 233608, 21169, 8682, 9896, 22288, 6216, 2695, 26, 40, 2.17, 771896,  X*
81, 84.0, 1160434, 67180, 69894, 26082, 26603, 33525, 21881, 22669, 41, 48, 1.86, 1428268,  X*
82, 85.0, 404434, 210355, 34871, 102273, 43453, 53747, 17849, 17336, 53, 56, 1.81, 884318,  X*
83, 86.0, 1962340, 194621, 60335, 116945, 19689, 74595, 23664, 22498, 64, 69, 1.76, 2474687,  X*
84, 87.0, 253477, 65067, 21879, 3783, 19901, 17887, 6330, 2875, 78, 78, 1.73, 391199,  X*
85, 88.0, 1496138, 273266, 64125, 71594, 82765, 73778, 20243, 36754, 75, 69, 1.68, 2118663,  X*
86, 89.0, 1281813, 43427, 16977, 11105, 22005, 11962, 5859, 2876, 75, 66, 1.76, 1396024,  X*
87, 90.0, 1137260, 126940, 7539, 15901, 12471, 8357, 12541, 8296, 57, 53, 1.58, 1329305,  X*
88, 91.0, 510788, 93514, 8708, 8630, 6286, 10494, 7241, 4169, 48, 48, 1.45, 649830,  X*
89, 92.0, 864512, 59175, 9835, 31718, 12119, 16490, 6461, 2894, 47, 53, 1.55, 1003204,  X*
90, 93.0, 1233410, 304081, 23260, 33115, 32166, 61797, 19471, 13147, 48, 43, 1.50, 1720447,  X*
91, 94.0, 1005555, 318205, 67127, 63571, 48598, 82838, 14084, 9054, 64, 50, 1.61, 1609032,  X*
92, 95.0, 278499, 7645, 226, 1754, 936, 4467, 959, 1107, 84, 50, 1.58, 295593,  X*
93, 96.0, 31496, 2292, 1491, 201, 387, 803, 655, 169, 87, 50, 1.61, 37494,  X*
94, 97.0, 1282947, 60855, 18732, 15730, 10225, 10272, 6251, 1682, 81, 63, 1.63, 1406694,  X*
95, 98.0, 79374, 36681, 3740, 5024, 3411, 2412, 1724, 760, 63, 60, 1.75, 133126,  X*
96, 99.0, 1075381, 239293, 69814, 47849, 78048, 54595, 44937, 54932, 50, 66, 1.49, 1664849,  X*
97, 100.0, 504428, 78329, 17781, 22233, 15378, 9853, 2037, 1137, 38, 63, 2.03, 651176,  X*
98, 101.0, 181606, 16628, 7547, 2342, 4386, 3465, 1954, 1194, 40, 63, 2.10, 219122,  X*
99, 102.0, 66594, 7871, 3194, 12910, 14547, 22903, 5847, 2785, 70, 67, 1.92, 136651,  X*
100, 103.0, 84911, 38555, 22860, 11485, 6676, 13367, 6564, 3485, 69, 75, 1.91, 187903,  X*
101, 104.0, 943123, 662820, 34917, 53861, 70365, 63798, 31359, 11606, 67, 61, 1.99, 1871849,  X*
102, 105.0, 668709, 104948, 20830, 2626, 13599, 13845, 4035, 4980, 63, 51, 1.56, 833572,  X*
103, 106.0, 1243279, 195414, 37162, 48974, 38243, 65694, 28933, 40317, 48, 48, 1.44, 1698016,  X*
104, 107.0, 64213, 3568, 5094, 1073, 1845, 2427, 977, 1034, 50, 51, 1.51, 80231,  X*
105, 108.0, 1056218, 198634, 25707, 100728, 21470, 29464, 15669, 32323, 51, 67, 1.45, 1480213,  X*
106, 109.0, 385504, 49087, 7624, 5652, 10719, 8663, 8804, 6582, 54, 67, 1.34, 482635,  X*
107, 110.0, 162362, 66321, 19235, 14587, 30016, 13370, 7284, 4339, 48, 69, 1.39, 317514,  X*
108, 111.0, 25028, 20064, 2638, 5919, 9239, 3532, 1493, 570, 40, 57, 1.58, 68483,  X*
109, 112.0, 1180470, 430821, 124169, 55487, 45356, 53481, 39949, 13067, 38, 53, 1.63, 1942800,  X*
110, 113.0, 199508, 29908, 6166, 21201, 12629, 28198, 3915, 3484, 53, 61, 1.68, 305009,  X*
111, 114.0, 794591, 38576, 18524, 1819, 7434, 11070, 2440, 893, 56, 61, 1.95, 875347,  X*
112, 115.0, 1013730, 112624, 6633, 11202, 15029, 17918, 3991, 9572, 56, 54, 1.84, 1190699,  X*
113, 116.0, 210191, 214879, 16554, 30877, 12232, 8717, 5975, 3601, 44, 50, 1.87, 503026,  X*
114, 117.0, 2197451, 151358, 92212, 51284, 54857, 111550, 32736, 16440, 43, 51, 1.84, 2707888,  X*
115, 118.0, 324636, 270135, 201537, 66396, 85754, 38731, 18218, 15228, 30, 60, 2.02, 1020635,  X*
116, 119.0, 607641, 193776, 14077, 12386, 6906, 7429, 12722, 5750, 16, 60, 1.81, 860687,  X*
117, 121.0, 416195, 51783, 50895, 11433, 7816, 11196, 10658, 9104, 27, 75, 1.91, 569080,  X*
118, 122.0, 249011, 12383, 2474, 4354, 3509, 3672, 2362, 819, 21, 74, 1.77, 278584,  X*
119, 123.0, 64705, 22340, 6233, 1933, 4696, 1422, 1639, 1155, 16, 63, 1.76, 104123,  X*
120, 124.0, 1182774, 494889, 14958, 120532, 32754, 61104, 50229, 9132, 29, 70, 1.50, 1966372,  X*
121, 125.0, 1676351, 210128, 28090, 71315, 78792, 53361, 28099, 26898, 37, 60, 1.52, 2173034,  X*
122, 126.0, 996821, 171200, 10558, 15044, 2828, 23592, 9004, 4790, 29, 48, 1.46, 1233837,  X*
123, 127.0, 105858, 29510, 3888, 7816, 3432, 6300, 2383, 1715, 43, 48, 1.49, 160902,  X*
124, 128.0, 2099656, 651718, 183194, 130962, 51710, 94691, 36127, 70928, 43, 53, 1.51, 3318986,  X*
125, 129.0, 488562, 51365, 3060, 2002, 4305, 4586, 3317, 930, 34, 40, 1.44, 558127,  X*
126, 130.0, 116993, 49425, 8696, 6860, 3840, 4999, 1677, 2214, 27, 48, 1.58, 194704,  X*
127, 131.0, 811438, 387965, 56574, 117661, 176261, 49668, 40914, 14520, 23, 47, 1.67, 1655001,  X*
128, 132.0, 1063196, 545366, 50072, 36714, 69961, 41927, 58413, 27752, 17, 35, 1.54, 1893401,  X*
129, 133.0, 1968741, 175059, 61994, 54895, 132121, 49342, 18861, 27745, 26, 50, 1.51, 2488758,  X*
130, 134.0, 1162761, 767286, 84912, 121409, 92388, 99496, 45469, 28589, 30, 47, 1.62, 2402310,  X*
131, 136.0, 2014890, 80827, 253141, 91913, 120936, 71649, 74137, 16911, 40, 63, 1.62, 2724404,  X*
132, 137.0, 264962, 38355, 23341, 18576, 14914, 12777, 12164, 2396, 50, 78, 1.62, 387485,  X*
133, 138.0, 378700, 116321, 10684, 7930, 15680, 23959, 6998, 6923, 48, 67, 1.65, 567195,  X*
134, 139.0, 585807, 125201, 43305, 52521, 25762, 67717, 35544, 18585, 61, 75, 1.60, 954442,  X*
135, 140.0, 713698, 272749, 19964, 44391, 37663, 40044, 18072, 7893, 56, 56, 1.58, 1154474,  X*
136, 141.0, 354082, 101740, 19473, 2948, 2640, 13880, 9098, 6457, 51, 43, 1.40, 510318,  X*
137, 142.0, 445661, 245754, 26396, 12781, 25455, 19708, 1966, 2814, 41, 44, 1.60, 780535,  X*
138, 143.0, 1097306, 227461, 69103, 50230, 49950, 50489, 37765, 16793, 34, 43, 1.67, 1599097,  X*
139, 144.0, 976654, 305510, 95260, 26893, 10086, 71541, 69817, 12156, 37, 48, 1.65, 1567917,  X*
140, 145.0, 1341252, 248191, 157448, 103786, 129013, 29179, 22775, 19314, 29, 61, 1.84, 2050958,  X*
141, 146.0, 289813, 66014, 9394, 8584, 10975, 16745, 14233, 6153, 43, 64, 1.81, 421911,  X*
142, 147.0, 164361, 48993, 5730, 16700, 8454, 36486, 10728, 3307, 56, 61, 1.50, 294759,  X*
143, 149.0, 637439, 42984, 13021, 2296, 18047, 11384, 2986, 3031, 57, 56, 1.49, 731188,  X*
144, 150.0, 114062, 26617, 2163, 5932, 1220, 2663, 1563, 686, 61, 48, 1.61, 154906,  X*
145, 151.0, 1382057, 506113, 139493, 7904, 96228, 38120, 24117, 9833, 48, 50, 1.48, 2203865,  X*
146, 152.0, 103424, 41568, 3334, 4705, 4147, 2249, 1046, 1147, 20, 47, 1.67, 161620,  X*
147, 153.0, 1308472, 94168, 61297, 25204, 38443, 159942, 15183, 13344, 37, 50, 1.76, 1716053,  X*
148, 154.0, 123535, 122950, 22554, 27830, 28477, 24702, 5106, 2036, 44, 51, 2.01, 357190,  X*
149, 155.0, 206538, 147462, 2271, 22164, 3914, 11751, 8770, 4213, 44, 47, 1.88, 407083,  X*
150, 156.0, 317572, 35711, 16217, 21987, 11861, 13143, 4808, 4686, 60, 60, 1.91, 425985,  X*
151, 157.0, 874226, 83491, 23800, 9191, 19488, 10297, 9597, 1768, 35, 61, 1.89, 1031858,  X*
152, 158.0, 740765, 203948, 33570, 56302, 45770, 116148, 29555, 10410, 47, 57, 1.86, 1236468,  X*
153, 159.0, 50390, 20207, 2516, 1416, 1285, 1698, 2142, 659, 47, 60, 1.56, 80313,  X*
154, 160.0, 574340, 80970, 5879, 15217, 26208, 23442, 8130, 1569, 51, 47, 1.62, 735755,  X*
155, 161.0, 1639085, 356757, 26918, 54113, 77072, 45259, 19310, 13292, 53, 38, 1.53, 2231806,  X*
156, 162.0, 407863, 148456, 12442, 8070, 13440, 13306, 12952, 3400, 34, 30, 1.41, 619929,  X*
157, 163.0, 1560938, 83849, 13369, 1966, 8498, 3570, 5145, 10774, 24, 30, 1.28, 1688109,  X*
158, 164.0, 448685, 101548, 2509, 8099, 8651, 20573, 8457, 3494, 23, 23, 1.22, 602016,  X*
159, 165.0, 1230924, 217808, 73536, 63261, 59065, 31528, 16366, 10191, 21, 35, 1.37, 1702679,  X*
160, 166.0, 1011437, 288499, 77070, 32299, 12459, 58969, 18631, 13096, 29, 44, 1.42, 1512460,  X*
161, 167.0, 104725, 37967, 3117, 4044, 3318, 3248, 1511, 666, 38, 44, 1.56, 158596,  X*
162, 168.0, 802857, 400526, 36411, 90127, 26658, 42104, 23148, 10787, 26, 57, 1.76, 1432618,  X*
163, 169.0, 501422, 128625, 75504, 76767, 84175, 74254, 21339, 5516, 38, 60, 2.08, 967602,  X*
164, 171.0, 124327, 71131, 42234, 14530, 13532, 51720, 7726, 3910, 50, 61, 2.05, 329110,  X*
165, 172.0, 367121, 63460, 34124, 44115, 45304, 19893, 32618, 7446, 56, 75, 1.98, 614081,  X*
166, 173.0, 351720, 86799, 1904, 16136, 3626, 8363, 5772, 4554, 60, 69, 1.85, 478874,  X*
167, 174.0, 1267950, 82722, 17416, 42080, 11324, 75151, 42196, 9093, 66, 64, 1.69, 1547932,  X*
168, 175.0, 726648, 27549, 3441, 10834, 17719, 7699, 4502, 8246, 60, 61, 1.40, 806638,  X*
169, 176.0, 565563, 83120, 26578, 25518, 8174, 15375, 13405, 2468, 56, 60, 1.35, 740201,  X*
170, 177.0, 26616, 8744, 1512, 1552, 1672, 2049, 2297, 519, 66, 61, 1.28, 44961,  X*
171, 178.0, 762924, 116344, 21851, 16642, 34910, 27424, 10452, 4814, 53, 57, 1.36, 995361,  X*
172, 179.0, 207498, 64815, 4211, 6170, 24020, 13007, 5776, 5579, 51, 48, 1.33, 331076,  X*
173, 180.0, 809119, 265764, 66363, 41013, 51605, 90161, 18342, 15521, 60, 43, 1.48, 1357888,  X*
174, 181.0, 1854957, 245613, 18576, 71845, 17801, 45451, 44877, 12248, 56, 44, 1.34, 2311368,  X*
175, 182.0, 1099131, 103780, 23233, 30904, 37278, 57766, 22409, 14986, 64, 47, 1.36, 1389487,  X*
176, 183.0, 236623, 47487, 3882, 4898, 3045, 23395, 5495, 2155, 77, 48, 1.26, 326980,  X*
177, 184.0, 1499242, 56250, 15759, 20133, 22958, 9998, 6591, 3536, 66, 51, 1.45, 1634467,  X*
178, 185.0, 2066425, 129512, 9543, 63050, 77662, 58613, 13567, 17137, 75, 50, 1.37, 2435509,  X*
179, 186.0, 1046325, 83845, 5559, 35323, 29244, 46727, 44297, 10333, 75, 50, 1.29, 1301653,  X*
180, 187.0, 195572, 15747, 2421, 10176, 18789, 24466, 4105, 4538, 81, 56, 1.28, 275814,  X*
181, 188.0, 624622, 112398, 14682, 62971, 58653, 33810, 22206, 13644, 90, 54, 1.34, 942986,  X*
182, 189.0, 987446, 120467, 6514, 61791, 54080, 25538, 14557, 9071, 80, 57, 1.26, 1279464,  X*
183, 190.0, 1246039, 97225, 54354, 37306, 52636, 73683, 40192, 13358, 81, 63, 1.25, 1614793,  X*
184, 191.0, 110037, 93111, 4312, 6707, 8137, 11732, 4468, 2121, 57, 56, 1.34, 240625,  X*
185, 192.0, 838073, 176603, 9621, 64509, 57696, 56666, 28457, 12536, 60, 51, 1.37, 1244161,  X*
186, 193.0, 144775, 70871, 1862, 10185, 7916, 16402, 8189, 4115, 64, 41, 1.27, 264315,  X*
187, 194.0, 966700, 38490, 10494, 5361, 4403, 7873, 1762, 780, 53, 38, 1.47, 1035863,  X*
188, 195.0, 200482, 14809, 3555, 1561, 3648, 2610, 2441, 1430, 54, 48, 1.43, 230536,  X*
189, 196.0, 194023, 24036, 9882, 20897, 8265, 11325, 7191, 6893, 54, 57, 1.46, 282512,  X*
190, 197.0, 516247, 41155, 13016, 8227, 13706, 23695, 8047, 2483, 61, 66, 1.50, 626576,  X*
191, 198.0, 1221488, 46999, 19441, 11287, 10212, 27296, 5981, 3041, 70, 67, 1.69, 1345745,  X*
192, 199.0, 421546, 259842, 7307, 15315, 19685, 17076, 9590, 6102, 61, 56, 1.42, 756463,  X*
193, 200.0, 13801, 3805, 380, 1247, 720, 705, 311, 187, 56, 47, 1.54, 21156,  X*
194, 201.0, 524910, 34324, 6856, 12488, 9658, 19702, 3209, 7864, 56, 48, 1.52, 619011,  X*
195, 202.0, 326634, 47181, 10177, 6933, 9756, 22922, 5530, 3534, 56, 41, 1.50, 432667,  X*
196, 203.0, 1496319, 189202, 28870, 85346, 44317, 119767, 21149, 22487, 78, 57, 1.44, 2007457,  X*
197, 204.0, 303954, 38721, 10867, 19044, 8614, 11733, 5748, 3017, 80, 63, 1.58, 401698,  X*
198, 205.0, 520307, 59404, 2656, 4987, 11260, 12114, 3272, 7717, 70, 50, 1.39, 621717,  X*
199, 206.0, 189946, 35291, 15731, 7152, 11461, 26704, 2586, 2516, 75, 53, 1.54, 291387,  X*
200, 207.0, 569944, 80534, 24340, 16971, 29573, 7379, 8216, 1882, 53, 54, 1.69, 738839,  X*
201, 208.0, 1466585, 58057, 15558, 6270, 6014, 13928, 6764, 6406, 54, 48, 1.63, 1579582,  X*
202, 209.0, 1586813, 141206, 102312, 75031, 76974, 84808, 12347, 34537, 60, 66, 1.66, 2114028,  X*
203, 210.0, 187590, 32020, 3391, 8043, 1657, 7742, 1981, 983, 50, 64, 1.88, 243407,  X*
204, 211.0, 508823, 106563, 13196, 23103, 64644, 68765, 22950, 15298, 75, 56, 1.66, 823342,  X*
205, 212.0, 116739, 19243, 1163, 4052, 4145, 4835, 2201, 1193, 77, 53, 1.48, 153571,  X*
206, 213.0, 18817, 173853, 4355, 4932, 33919, 21377, 3956, 5462, 66, 26, 1.42, 266671,  X*
207, 214.0, 1218135, 37927, 14717, 82502, 21080, 70983, 38554, 13064, 77, 37, 1.29, 1496962,  X*
208, 215.0, 40637, 19173, 14193, 2057, 2740, 3176, 2236, 969, 56, 51, 1.32, 85181,  X*
209, 216.0, 197225, 48438, 6921, 16161, 10400, 8979, 4145, 3493, 51, 57, 1.46, 295762,  X*
210, 217.0, 541265, 76806, 24417, 26066, 8291, 16854, 4396, 2134, 53, 83, 1.79, 700229,  X*
211, 218.0, 791197, 15084, 24482, 8256, 16728, 40722, 7659, 2637, 60, 78, 1.94, 906765,  X*
212, 219.0, 474108, 374828, 65408, 24642, 17663, 36467, 18000, 17668, 56, 64, 1.99, 1028784,  X*
213, 220.0, 199781, 4877, 2020, 8176, 1877, 3575, 3390, 811, 63, 77, 1.88, 224507,  X*
214, 221.0, 1889011, 41076, 34802, 8328, 10367, 9502, 7827, 3546, 61, 80, 1.92, 2004459,  X*
215, 222.0, 682095, 57685, 32517, 6442, 11730, 14696, 6312, 5246, 43, 80, 1.70, 816723,  X*
216, 223.0, 1613979, 131113, 34094, 30442, 16590, 46481, 22055, 11188, 56, 87, 1.62, 1905942,  X*
217, 224.0, 533429, 24477, 25090, 22827, 6281, 11939, 8967, 5260, 53, 88, 1.68, 638270,  X*
218, 225.0, 1162304, 79623, 13076, 7212, 27329, 21913, 4191, 2122, 60, 70, 1.73, 1317770,  X*
219, 226.0, 401653, 23630, 1113, 4269, 7097, 3347, 1772, 968, 56, 60, 1.63, 443849,  X*
220, 227.0, 551647, 205758, 8874, 17221, 16226, 22427, 8664, 2955, 44, 48, 1.59, 833772,  X*
221, 228.0, 702316, 768820, 37016, 36017, 38758, 110324, 14782, 12690, 41, 20, 1.63, 1720723,  X*
222, 229.0, 2400606, 100948, 93194, 61571, 49931, 28352, 14623, 12355, 35, 38, 1.74, 2761580,  X*
223, 230.0, 582011, 207706, 40741, 20285, 43049, 89082, 45493, 28796, 44, 40, 1.56, 1057163,  X*
224, 231.0, 245517, 26510, 3084, 4324, 5276, 2855, 2086, 1388, 44, 47, 1.58, 291040,  X*
225, 232.0, 396147, 313385, 25852, 51531, 26225, 90785, 11102, 14879, 51, 56, 1.62, 929906,  X*
226, 233.0, 249828, 347177, 49447, 47616, 16875, 93388, 21068, 4860, 60, 41, 1.70, 830259,  X*
227, 234.0, 1845640, 540914, 131075, 27483, 47068, 80404, 43787, 20587, 48, 43, 1.52, 2736958,  X*
228, 235.0, 402281, 30258, 5894, 4152, 19304, 15535, 5290, 4699, 66, 40, 1.54, 487413,  X*
229, 236.0, 942607, 230211, 49467, 43711, 59889, 28973, 18292, 12947, 56, 47, 1.60, 1386097,  X*
230, 237.0, 1170732, 106534, 33189, 20471, 35732, 60496, 19034, 12346, 63, 48, 1.52, 1458534,  X*
231, 238.0, 145378, 105254, 6752, 8823, 13031, 18674, 9237, 3738, 67, 41, 1.33, 310887,  X*
232, 239.0, 305889, 175266, 78605, 59714, 22356, 48354, 13791, 15783, 56, 54, 1.46, 719758,  X*
233, 240.0, 250032, 300232, 119181, 49925, 51877, 105759, 28190, 8438, 64, 57, 1.70, 913634,  X*
234, 241.0, 111158, 7649, 5205, 5607, 3309, 3196, 1284, 1395, 54, 67, 1.76, 138803,  X*
235, 242.0, 1312958, 1072412, 86133, 90281, 73695, 120850, 25521, 7519, 48, 69, 1.98, 2789369,  X*
236, 243.0, 498337, 226420, 76973, 65702, 99735, 58340, 21223, 7708, 50, 66, 2.21, 1054438,  X*
