obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
56, 60.0, 54326, 26495, 45752, 52426, 46468, 118966, 29134, 17426, 100, 48, 1.49, 390993,  X*
57, 61.0, 689262, 207299, 20063, 26812, 37224, 24077, 4422, 3593, 83, 37, 1.70, 1012752,  X*
58, 62.0, 405207, 214957, 129775, 9674, 148861, 43464, 24169, 18913, 74, 30, 1.66, 995020,  X*
59, 63.0, 798568, 25720, 16478, 7393, 7255, 9901, 7338, 3577, 64, 37, 1.64, 876230,  X*
60, 64.0, 398757, 692295, 70288, 41131, 87502, 75428, 28949, 13580, 38, 24, 1.71, 1407930,  X*
61, 65.0, 2225586, 428991, 17492, 131403, 15584, 47836, 26943, 6650, 38, 29, 1.82, 2900485,  X*
62, 66.0, 1684210, 519291, 35192, 54750, 73258, 74666, 35449, 15011, 38, 21, 1.61, 2491827,  X*
63, 67.0, 124772, 18390, 7671, 1158, 2603, 4200, 1895, 811, 37, 16, 1.63, 161500,  X*
64, 68.0, 828274, 592330, 67612, 43191, 74660, 40315, 32628, 9676, 29, 20, 1.67, 1688686,  X*
65, 69.0, 280064, 266930, 72601, 23331, 35974, 60778, 28391, 8362, 38, 17, 1.67, 776431,  X*
66, 70.0, 50832, 266391, 21403, 11569, 13595, 19421, 6754, 4532, 29, 16, 1.61, 394497,  X*
67, 71.0, 468740, 51855, 8294, 5773, 19849, 14916, 12099, 3082, 34, 10, 1.54, 584608,  X*
68, 72.0, 185477, 38963, 6009, 7676, 3639, 2283, 1916, 618, 29, 16, 1.68, 246581,  X*
69, 73.0, 103125, 122330, 36003, 25882, 9335, 21023, 3486, 4558, 24, 21, 1.90, 325742,  X*
70, 74.0, 111962, 38896, 2688, 1161, 4114, 3900, 1423, 681, 29, 17, 1.85, 164825,  X*
71, 75.0, 104089, 8245, 1365, 2936, 2839, 1850, 1784, 683, 26, 24, 1.77, 123791,  X*
72, 76.0, 495305, 50374, 34072, 11091, 29128, 27663, 3509, 5261, 48, 27, 2.01, 656403,  X*
73, 77.0, 279859, 169656, 13221, 25185, 9287, 21396, 3628, 2630, 48, 21, 2.02, 524862,  X*
74, 78.0, 953715, 23765, 59192, 6915, 9363, 19145, 9715, 2247, 57, 44, 1.91, 1084057,  X*
75, 79.0, 1898445, 36404, 16568, 31322, 39515, 25329, 4501, 4150, 64, 47, 2.11, 2056234,  X*
76, 80.0, 1067588, 375230, 162452, 55983, 35138, 60475, 19180, 25123, 53, 48, 2.27, 1801169,  X*
77, 81.0, 239229, 134265, 32081, 6665, 9125, 13762, 2494, 1812, 50, 50, 2.40, 439433,  X*
78, 82.0, 618801, 202692, 4024, 44606, 19317, 43054, 8014, 4308, 47, 30, 2.26, 944816,  X*
79, 83.0, 731915, 75992, 24280, 8246, 10058, 27945, 8342, 3650, 43, 27, 2.14, 890428,  X*
80, 84.0, 143339, 139198, 11892, 7240, 5157, 16593, 3603, 1179, 44, 16, 2.09, 328201,  X*
81, 85.0, 1507054, 339371, 160375, 37674, 13841, 33055, 7299, 5882, 43, 23, 2.39, 2104551,  X*
82, 86.0, 53429, 17657, 463, 6108, 1784, 3224, 1605, 1353, 40, 27, 2.08, 85623,  X*
83, 87.0, 774050, 222105, 59191, 39322, 33144, 52358, 27197, 11204, 35, 27, 2.06, 1218571,  X*
84, 88.0, 687483, 318573, 5798, 6964, 26857, 86962, 26379, 13408, 44, 20, 1.85, 1172424,  X*
85, 89.0, 517898, 82590, 15416, 3222, 10277, 19095, 5561, 2264, 57, 13, 1.73, 656323,  X*
86, 90.0, 445194, 35861, 17461, 14270, 7645, 14801, 4975, 4708, 63, 21, 1.36, 544915,  X*
87, 91.0, 97712, 13602, 850, 4115, 4613, 2276, 994, 1961, 57, 20, 1.34, 126123,  X*
88, 92.0, 684162, 92283, 10408, 20793, 18628, 51879, 6795, 2975, 63, 37, 1.38, 887923,  X*
89, 93.0, 61824, 26708, 3958, 1950, 2916, 2443, 950, 1555, 51, 37, 1.57, 102304,  X*
90, 94.0, 278035, 32772, 9773, 5267, 8838, 12231, 5199, 2895, 54, 30, 1.54, 355010,  X*
91, 95.0, 167114, 75687, 5001, 37229, 25307, 50355, 43568, 16824, 69, 30, 1.34, 421085,  X*
92, 96.0, 1085403, 579007, 55302, 97718, 74224, 85033, 47876, 15317, 54, 30, 1.41, 2039880,  X*
93, 97.0, 251687, 5362, 4010, 1514, 2407, 3860, 1211, 1060, 75, 40, 1.36, 271111,  X*
94, 98.0, 777856, 418072, 17946, 24814, 30145, 62015, 20728, 12149, 66, 29, 1.28, 1363725,  X*
95, 99.0, 1066127, 37669, 73888, 30120, 49323, 26506, 42153, 16821, 56, 40, 1.27, 1342607,  X*
96, 100.0, 190098, 206255, 15296, 29270, 16679, 7014, 11383, 4005, 40, 38, 1.47, 480000,  X*
97, 101.0, 306980, 11206, 380, 2095, 4121, 2000, 1282, 1208, 29, 27, 1.33, 329272,  X*
98, 102.0, 113892, 222608, 57317, 146341, 35881, 43179, 25221, 18625, 26, 44, 1.45, 663064,  X*
99, 103.0, 1960836, 291168, 83869, 61194, 84353, 91571, 19993, 16543, 27, 37, 1.62, 2609527,  X*
100, 104.0, 134732, 50526, 27462, 40185, 33772, 57892, 41402, 10089, 61, 44, 1.59, 396060,  X*
101, 105.0, 491706, 131788, 39716, 50539, 33989, 33846, 21833, 19626, 63, 54, 1.54, 823043,  X*
102, 106.0, 432529, 38574, 25534, 16335, 25251, 13841, 4317, 4299, 69, 53, 1.79, 560680,  X*
103, 107.0, 762317, 507788, 32451, 50524, 27685, 76392, 26905, 15560, 63, 47, 1.65, 1499622,  X*
104, 108.0, 610625, 25741, 5115, 8596, 7740, 12543, 2698, 2654, 57, 43, 1.57, 675712,  X*
105, 109.0, 352756, 246069, 8481, 28203, 23768, 67042, 22729, 15170, 63, 30, 1.52, 764218,  X*
106, 110.0, 400457, 615865, 62873, 35427, 22586, 57843, 12858, 28307, 54, 20, 1.54, 1236216,  X*
107, 111.0, 128197, 13936, 1068, 1310, 2131, 3655, 559, 794, 61, 20, 1.37, 151650,  X*
108, 112.0, 141051, 143565, 11580, 15509, 11516, 22943, 6695, 7178, 51, 14, 1.36, 360037,  X*
109, 113.0, 69204, 28350, 16641, 8613, 16795, 13780, 3620, 4136, 51, 24, 1.40, 161139,  X*
110, 114.0, 30405, 4418, 3534, 2315, 2320, 3346, 2278, 656, 66, 37, 1.51, 49272,  X*
111, 115.0, 3317880, 622574, 32138, 19911, 65708, 34609, 32239, 18003, 50, 30, 1.40, 4143062,  X*
112, 116.0, 942078, 60986, 11313, 30409, 16257, 11267, 7477, 5357, 48, 41, 1.48, 1085144,  X*
113, 117.0, 56768, 36370, 365, 1130, 4650, 1235, 2215, 750, 24, 21, 1.35, 103483,  X*
114, 118.0, 1245398, 54458, 15925, 23096, 19852, 12999, 5904, 3768, 14, 17, 1.39, 1381400,  X*
115, 119.0, 657816, 169106, 16521, 39272, 16168, 16934, 9598, 3355, 20, 29, 1.52, 928770,  X*
116, 120.0, 61572, 25758, 3699, 7456, 5486, 17997, 7488, 5523, 35, 23, 1.50, 134979,  X*
117, 121.0, 1464647, 521597, 11177, 137974, 60284, 61302, 27659, 12978, 47, 38, 1.49, 2297618,  X*
118, 122.0, 219647, 65620, 32835, 6007, 7450, 14860, 14539, 4468, 48, 38, 1.62, 365426,  X*
119, 123.0, 45721, 21690, 4801, 4413, 3855, 5138, 2830, 1409, 56, 40, 1.52, 89857,  X*
120, 124.0, 2282559, 461000, 84071, 48780, 38318, 44786, 23039, 24121, 35, 41, 1.43, 3006674,  X*
121, 125.0, 152586, 82172, 15504, 6633, 5786, 13304, 9685, 3052, 38, 40, 1.52, 288722,  X*
122, 126.0, 1510493, 75584, 44357, 72417, 37287, 66256, 43977, 11893, 50, 43, 1.48, 1862264,  X*
123, 127.0, 110095, 29360, 1892, 1717, 2162, 3220, 2006, 1508, 43, 35, 1.40, 151960,  X*
124, 128.0, 182986, 7630, 5484, 3426, 1146, 1590, 452, 289, 44, 44, 1.80, 203003,  X*
125, 129.0, 70757, 6917, 1285, 1460, 2575, 3108, 1376, 849, 56, 44, 1.69, 88327,  X*
126, 130.0, 1389584, 191245, 9898, 117911, 57332, 34662, 45075, 23559, 41, 41, 1.66, 1869266,  X*
127, 131.0, 457578, 67775, 1401, 1622, 20342, 26056, 3586, 2958, 57, 30, 1.50, 581318,  X*
128, 132.0, 617932, 49793, 14122, 51658, 54668, 62887, 13213, 6667, 78, 24, 1.65, 870940,  X*
129, 133.0, 596926, 96947, 12114, 14197, 5185, 14566, 3963, 1639, 66, 24, 1.40, 745537,  X*
130, 134.0, 545659, 69562, 4816, 15261, 4538, 17564, 4376, 2233, 74, 17, 1.51, 664009,  X*
131, 135.0, 665633, 63191, 2138, 16685, 13809, 13017, 5073, 3996, 64, 35, 1.53, 783542,  X*
132, 136.0, 743127, 144221, 17417, 21751, 13101, 18579, 5754, 7293, 44, 30, 1.74, 971243,  X*
133, 137.0, 1884468, 174059, 107370, 20091, 48289, 37792, 23004, 12333, 47, 38, 1.75, 2307406,  X*
134, 138.0, 44269, 5041, 3626, 3367, 6099, 7806, 664, 518, 60, 41, 1.79, 71390,  X*
135, 139.0, 130608, 166731, 31491, 24247, 28307, 12609, 8564, 2985, 50, 43, 1.90, 405542,  X*
136, 140.0, 144231, 4637, 985, 5914, 4443, 2826, 559, 741, 60, 50, 2.07, 164336,  X*
137, 141.0, 170663, 15408, 1852, 8089, 1093, 1987, 836, 762, 54, 50, 2.19, 200690,  X*
138, 142.0, 48767, 71418, 1853, 10036, 12916, 10698, 5906, 3876, 35, 43, 2.04, 165470,  X*
139, 143.0, 1285986, 13304, 2742, 5677, 9495, 5676, 5282, 3506, 53, 43, 1.75, 1331668,  X*
140, 144.0, 1181551, 167800, 56263, 64579, 22712, 72949, 24847, 11395, 53, 41, 1.67, 1602096,  X*
141, 145.0, 646694, 106558, 13989, 23937, 16339, 12377, 4915, 3370, 53, 37, 1.67, 828179,  X*
142, 146.0, 526114, 159275, 25506, 18635, 10825, 15830, 11002, 4295, 48, 41, 1.54, 771482,  X*
143, 147.0, 318716, 103942, 7119, 15895, 18424, 21078, 4143, 5419, 43, 35, 1.64, 494736,  X*
144, 148.0, 151815, 16208, 2383, 2025, 1236, 6483, 1178, 1852, 44, 29, 1.69, 183180,  X*
145, 149.0, 220972, 11727, 3795, 1288, 3835, 3161, 1205, 458, 53, 27, 1.67, 246441,  X*
146, 150.0, 327191, 46293, 4295, 11108, 15728, 14819, 5557, 3003, 64, 27, 1.51, 427994,  X*
147, 151.0, 1488112, 115726, 12469, 37476, 14136, 13426, 5194, 4749, 56, 35, 1.59, 1691288,  X*
148, 152.0, 206435, 27237, 2156, 9166, 5881, 21542, 3176, 4044, 63, 35, 1.52, 279637,  X*
149, 153.0, 926198, 15584, 30087, 22439, 17335, 12875, 4652, 2879, 63, 47, 1.81, 1032049,  X*
150, 154.0, 664460, 148126, 46615, 49667, 53504, 45091, 38645, 16460, 61, 50, 1.74, 1062568,  X*
151, 155.0, 1420139, 628916, 42142, 44710, 65620, 144078, 29983, 13174, 70, 41, 1.76, 2388762,  X*
152, 156.0, 96469, 11239, 2303, 2114, 3101, 1992, 1136, 1031, 54, 43, 1.61, 119385,  X*
153, 157.0, 298125, 224070, 24982, 50820, 83912, 22258, 18851, 14813, 44, 30, 1.67, 737831,  X*
154, 160.0, 1007619, 66449, 32821, 32618, 43181, 39408, 30179, 35143, 48, 30, 1.34, 1287418,  X*
155, 161.0, 98976, 34651, 4633, 4770, 3473, 2409, 1172, 419, 34, 38, 1.57, 150503,  X*
156, 165.0, 70781, 60116, 2199, 8406, 12240, 14796, 6301, 4887, 40, 34, 1.47, 179726,  X*
157, 166.0, 723020, 137076, 39882, 56945, 47664, 58889, 25982, 5954, 54, 37, 1.55, 1095412,  X*
158, 167.0, 492526, 60625, 15487, 11172, 8727, 8570, 4527, 2064, 43, 37, 1.66, 603698,  X*
159, 168.0, 62939, 64675, 12271, 25696, 10994, 16472, 13705, 3439, 56, 40, 1.77, 210191,  X*
160, 169.0, 819464, 24265, 6726, 15338, 25960, 11116, 10029, 3874, 56, 48, 1.52, 916772,  X*
161, 170.0, 1054340, 231043, 47309, 17912, 42914, 43709, 25491, 13249, 50, 43, 1.59, 1475967,  X*
162, 171.0, 615518, 305819, 13337, 27608, 53316, 31558, 21752, 6761, 50, 34, 1.47, 1075669,  X*
163, 172.0, 38640, 20981, 3265, 2885, 3587, 2617, 1740, 827, 43, 27, 1.38, 74542,  X*
164, 173.0, 784932, 58485, 55030, 12947, 6570, 15692, 11112, 2948, 37, 37, 1.51, 947716,  X*
165, 174.0, 1492047, 100217, 16131, 47693, 35949, 34598, 16044, 24095, 41, 41, 1.50, 1766774,  X*
166, 175.0, 753752, 26472, 5750, 16876, 10344, 18929, 6900, 2086, 57, 51, 1.56, 841109,  X*
167, 176.0, 1240632, 65658, 2149, 16468, 14178, 13040, 5518, 7054, 63, 51, 1.54, 1364697,  X*
168, 177.0, 194452, 23663, 9356, 23903, 15564, 13968, 4733, 2470, 69, 50, 1.65, 288109,  X*
169, 178.0, 2016094, 211831, 44091, 91582, 165232, 48977, 33863, 9460, 64, 48, 1.57, 2621130,  X*
170, 179.0, 129767, 78051, 9873, 8454, 8338, 19225, 4258, 3991, 57, 41, 1.63, 261957,  X*
171, 180.0, 540662, 340694, 31477, 49908, 29176, 37513, 25412, 23571, 53, 40, 1.56, 1078413,  X*
172, 181.0, 931811, 228969, 40421, 11652, 54606, 32755, 25851, 23683, 43, 27, 1.54, 1349748,  X*
173, 182.0, 1774068, 151470, 27564, 68883, 57861, 47860, 43266, 10217, 47, 29, 1.39, 2181189,  X*
174, 183.0, 287951, 70238, 26477, 11959, 7810, 8443, 15459, 3949, 35, 37, 1.32, 432286,  X*
175, 184.0, 824533, 240863, 5148, 30763, 27834, 19447, 19792, 10666, 30, 35, 1.22, 1179046,  X*
176, 185.0, 352666, 162277, 10324, 4661, 10933, 20107, 5477, 8616, 30, 29, 1.17, 575061,  X*
177, 186.0, 89115, 11189, 3735, 3125, 1824, 2790, 2638, 1101, 29, 30, 1.25, 115517,  X*
178, 187.0, 2265588, 113399, 125711, 84851, 63407, 51416, 46121, 14989, 38, 38, 1.36, 2765482,  X*
179, 188.0, 1393002, 190073, 125356, 52760, 44557, 46636, 14925, 9399, 44, 50, 1.60, 1876708,  X*
180, 189.0, 460299, 102186, 46596, 58053, 36734, 42913, 22534, 10159, 51, 64, 1.76, 779474,  X*
181, 190.0, 97634, 44360, 28135, 14633, 4199, 10893, 3004, 2079, 50, 69, 2.13, 204937,  X*
182, 191.0, 715377, 136050, 96132, 113140, 16947, 47129, 31696, 11058, 48, 69, 2.31, 1167529,  X*
183, 192.0, 1851962, 200656, 60907, 44564, 37485, 30331, 19283, 11656, 44, 66, 2.30, 2256844,  X*
184, 193.0, 107128, 4268, 3054, 4548, 2071, 3278, 1126, 1003, 48, 69, 2.14, 126476,  X*
185, 194.0, 1444809, 69569, 14014, 21066, 4448, 18691, 11922, 2273, 53, 64, 2.11, 1586792,  X*
186, 195.0, 631745, 73605, 41923, 1024, 14458, 8105, 3808, 2425, 44, 57, 1.97, 777093,  X*
187, 196.0, 29225, 22280, 6534, 5165, 6608, 23226, 4934, 1883, 66, 54, 1.78, 99855,  X*
188, 197.0, 82042, 51484, 9754, 7642, 3528, 20157, 6076, 3828, 66, 44, 1.67, 184511,  X*
189, 198.0, 945545, 67261, 42899, 111713, 29279, 36702, 23356, 13075, 64, 53, 1.70, 1269830,  X*
190, 199.0, 2651777, 92783, 37414, 30354, 107799, 180088, 37300, 9150, 94, 44, 1.62, 3146665,  X*
191, 200.0, 174435, 31855, 5149, 15870, 7208, 7591, 6410, 6048, 77, 51, 1.45, 254566,  X*
192, 201.0, 863181, 200466, 50959, 88318, 122480, 79534, 19376, 11872, 74, 54, 1.60, 1436186,  X*
193, 202.0, 174426, 116299, 44596, 41606, 54957, 42966, 21188, 13896, 75, 47, 1.65, 509934,  X*
194, 203.0, 221590, 33330, 3261, 2392, 5323, 4990, 2065, 844, 51, 43, 1.53, 273795,  X*
195, 204.0, 771118, 157020, 18061, 55364, 52913, 54254, 19409, 11960, 56, 38, 1.57, 1140099,  X*
196, 205.0, 726771, 118230, 31557, 24665, 88022, 46896, 16566, 22632, 57, 35, 1.56, 1075339,  X*
197, 206.0, 122425, 14737, 1189, 3086, 1720, 832, 1111, 913, 41, 30, 1.42, 146013,  X*
198, 207.0, 858498, 29209, 11065, 10612, 7100, 19687, 3041, 3476, 53, 40, 1.47, 942688,  X*
199, 208.0, 1889052, 592402, 66046, 17685, 36118, 71996, 16970, 9711, 44, 35, 1.53, 2699980,  X*
200, 209.0, 508701, 22197, 12210, 4862, 13019, 11911, 5162, 2787, 44, 38, 1.52, 580849,  X*
201, 210.0, 98125, 5429, 1811, 5420, 1630, 5111, 2807, 797, 67, 47, 1.56, 121130,  X*
202, 211.0, 1000433, 10024, 7710, 6178, 8723, 9410, 4351, 2897, 69, 48, 1.56, 1049726,  X*
203, 212.0, 869611, 87316, 16070, 6435, 20087, 12347, 7198, 3662, 70, 51, 1.48, 1022726,  X*
204, 213.0, 389181, 341528, 54780, 59175, 28236, 79305, 15990, 16448, 64, 48, 1.51, 984643,  X*
205, 214.0, 553591, 75021, 18962, 28762, 56269, 36067, 22504, 15872, 63, 41, 1.45, 807048,  X*
206, 215.0, 2003453, 202464, 30187, 40104, 94136, 55777, 42315, 9643, 53, 35, 1.41, 2478079,  X*
207, 216.0, 1432917, 254156, 25779, 35045, 38493, 31453, 23643, 13452, 53, 35, 1.39, 1854938,  X*
208, 217.0, 89115, 12110, 4981, 5254, 8602, 8795, 5689, 2854, 63, 37, 1.32, 137400,  X*
209, 218.0, 2089042, 179636, 232533, 159042, 100182, 74993, 14965, 16605, 54, 48, 1.65, 2866998,  X*
210, 219.0, 1463025, 105963, 24705, 12543, 31628, 17449, 7436, 3980, 50, 50, 1.79, 1666729,  X*
211, 220.0, 237401, 76663, 4931, 19529, 4874, 14137, 4145, 2212, 53, 51, 1.92, 363892,  X*
212, 221.0, 340011, 271594, 78808, 44392, 50625, 105275, 24678, 20916, 47, 50, 1.99, 936299,  X*
213, 222.0, 1225687, 299296, 37061, 37947, 71377, 53030, 21519, 6911, 47, 37, 2.10, 1752828,  X*
214, 223.0, 103738, 54709, 9826, 10285, 7449, 8582, 4934, 6343, 44, 38, 1.67, 205866,  X*
215, 224.0, 563422, 57344, 41214, 5672, 9899, 7593, 5720, 5539, 38, 44, 1.68, 696403,  X*
216, 225.0, 989357, 105407, 2879, 6284, 5183, 9891, 4477, 2913, 27, 34, 1.52, 1126391,  X*
217, 226.0, 1395137, 102054, 41778, 46150, 95727, 38316, 19902, 12554, 30, 38, 1.53, 1751618,  X*
218, 227.0, 116696, 85008, 9852, 8871, 8774, 9553, 3899, 5434, 29, 37, 1.47, 248087,  X*
219, 228.0, 698630, 248712, 22892, 40248, 41705, 35541, 15610, 8216, 35, 27, 1.53, 1111554,  X*
220, 229.0, 191328, 70577, 12747, 14450, 8141, 12795, 7020, 3377, 40, 38, 1.49, 320435,  X*
221, 230.0, 104557, 20389, 2776, 3208, 2105, 3793, 657, 479, 37, 35, 1.73, 137964,  X*
222, 231.0, 502603, 64913, 9590, 28350, 10396, 6727, 11423, 3125, 30, 41, 1.73, 637127,  X*
223, 232.0, 661889, 41057, 19463, 117280, 27211, 36600, 17833, 20416, 38, 56, 1.79, 941749,  X*
224, 233.0, 2582673, 175541, 83919, 93221, 87778, 51243, 34161, 10538, 40, 61, 1.88, 3119074,  X*
225, 234.0, 654306, 56604, 2834, 11004, 10363, 13074, 9192, 5116, 41, 60, 1.74, 762493,  X*
226, 235.0, 283018, 33750, 19672, 5414, 14214, 9099, 4230, 2557, 51, 60, 1.65, 371954,  X*
227, 236.0, 1398818, 190812, 63418, 31847, 43083, 52153, 19322, 10745, 50, 48, 1.68, 1810198,  X*
228, 237.0, 157153, 20677, 4439, 6854, 3262, 3238, 618, 713, 47, 47, 1.91, 196954,  X*
229, 238.0, 37567, 26813, 2660, 2853, 4068, 4918, 3099, 1982, 47, 44, 1.70, 83960,  X*
230, 239.0, 934065, 23317, 55947, 9054, 6538, 16131, 17549, 9173, 48, 53, 1.80, 1071774,  X*
231, 240.0, 2002505, 101769, 42212, 28804, 16456, 45441, 27941, 22408, 53, 56, 1.67, 2287536,  X*
232, 241.0, 128063, 39983, 4901, 4024, 5575, 6453, 3740, 2393, 57, 50, 1.56, 195132,  X*
233, 242.0, 583914, 159783, 114382, 61512, 15936, 36381, 35371, 6844, 53, 63, 1.41, 1014123,  X*
234, 243.0, 667816, 613709, 25691, 67144, 47391, 116654, 31206, 14707, 51, 43, 1.48, 1584318,  X*
235, 244.0, 774670, 103823, 23886, 2416, 3093, 9501, 5415, 3098, 37, 38, 1.51, 925902,  X*
236, 245.0, 301233, 47774, 129263, 47797, 36643, 42541, 29668, 12307, 41, 53, 1.68, 647226,  X*
237, 246.0, 541489, 84843, 116626, 56766, 22661, 38325, 11422, 13471, 44, 56, 1.96, 885603,  X*
