obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
238, 247.0, 92461, 131856, 8330, 25676, 7726, 17498, 2378, 3106, 40, 61, 2.01, 289031,  X*
239, 248.0, 2353958, 312036, 81208, 34744, 8631, 90971, 41186, 15114, 51, 63, 2.01, 2937848,  X*
240, 249.0, 964471, 105836, 18276, 8339, 11598, 43410, 12240, 6179, 56, 47, 1.94, 1170349,  X*
241, 250.0, 1326795, 149718, 13844, 59944, 37610, 21773, 9913, 27117, 51, 38, 1.80, 1646714,  X*
242, 251.0, 343817, 72850, 8084, 14874, 8177, 10095, 9742, 1790, 51, 38, 1.58, 469429,  X*
243, 252.0, 1477405, 257956, 6282, 42900, 50523, 62210, 40588, 9769, 51, 34, 1.29, 1947633,  X*
244, 253.0, 911738, 13410, 4264, 5792, 15182, 11535, 8302, 3860, 57, 37, 1.19, 974083,  X*
245, 254.0, 162731, 2009, 1563, 5783, 5275, 2600, 1953, 881, 69, 41, 1.26, 182795,  X*
246, 255.0, 121570, 3391, 3518, 1830, 3132, 1973, 796, 306, 77, 48, 1.44, 136516,  X*
247, 256.0, 891029, 529623, 154958, 37812, 52123, 38155, 34003, 21084, 60, 54, 1.49, 1758787,  X*
248, 257.0, 1147025, 134968, 26310, 16176, 8911, 8650, 1534, 1055, 34, 56, 2.11, 1344629,  X*
249, 258.0, 455963, 7548, 8330, 4040, 6970, 7447, 4978, 2593, 37, 53, 2.18, 497869,  X*
250, 259.0, 1319097, 123694, 11430, 190945, 60051, 24843, 17815, 6196, 24, 57, 2.38, 1754071,  X*
251, 260.0, 327699, 30932, 16211, 8877, 8096, 6284, 4268, 6342, 34, 63, 2.24, 408709,  X*
252, 261.0, 263190, 69651, 21859, 23107, 9355, 18906, 6078, 2241, 47, 66, 2.36, 414387,  X*
253, 262.0, 115261, 18199, 3624, 7045, 3216, 2476, 885, 671, 29, 64, 2.07, 151377,  X*
254, 263.0, 1346995, 278293, 16876, 33254, 15954, 62443, 8770, 7299, 40, 50, 2.16, 1769884,  X*
255, 264.0, 213816, 123979, 17813, 7820, 18625, 88503, 61116, 12069, 56, 37, 1.78, 543741,  X*
256, 265.0, 854116, 86650, 17327, 107516, 48247, 75663, 32217, 9844, 66, 38, 1.80, 1231580,  X*
257, 266.0, 358072, 197949, 19556, 12338, 30049, 37311, 22052, 13094, 75, 27, 1.51, 690421,  X*
258, 267.0, 1132426, 59805, 4905, 34518, 9230, 11876, 7257, 2340, 67, 37, 1.38, 1262357,  X*
259, 268.0, 748200, 170032, 48866, 39858, 92621, 55249, 28610, 12140, 57, 44, 1.33, 1195576,  X*
260, 269.0, 555964, 271794, 16690, 70445, 64600, 56868, 12336, 7799, 48, 37, 1.60, 1056496,  X*
261, 270.0, 351667, 113586, 4901, 13372, 12045, 11728, 4135, 3499, 40, 37, 1.57, 514933,  X*
262, 271.0, 123156, 34089, 7176, 6384, 6936, 8472, 3632, 2740, 44, 34, 1.67, 192585,  X*
263, 272.0, 37981, 1796, 5472, 3501, 1666, 3547, 1832, 650, 50, 44, 1.68, 56445,  X*
264, 273.0, 997198, 130354, 8505, 45309, 61461, 23436, 20805, 13766, 47, 47, 1.61, 1300834,  X*
265, 274.0, 224724, 72999, 86371, 49649, 23504, 37577, 11434, 6902, 56, 63, 1.76, 513160,  X*
266, 275.0, 1727109, 412894, 44458, 11719, 60923, 30049, 32916, 11442, 44, 54, 1.68, 2331510,  X*
267, 276.0, 1673898, 414002, 25949, 81385, 16629, 87658, 49407, 10559, 37, 40, 1.66, 2359487,  X*
268, 277.0, 307858, 45609, 8874, 2879, 14732, 39383, 9544, 12878, 54, 35, 1.41, 441757,  X*
269, 278.0, 159971, 133714, 13616, 46470, 12515, 9863, 6984, 2205, 41, 26, 1.69, 385338,  X*
270, 279.0, 540955, 195601, 34713, 25341, 59358, 40313, 33641, 10543, 51, 30, 1.39, 940465,  X*
271, 280.0, 20456, 11738, 3324, 1653, 2132, 1210, 2498, 605, 41, 35, 1.43, 43616,  X*
272, 281.0, 419371, 101736, 126535, 15347, 25067, 11302, 6947, 2907, 11, 51, 1.85, 709212,  X*
273, 282.0, 846528, 310059, 69355, 24819, 24672, 34615, 30016, 16245, 16, 48, 1.99, 1356309,  X*
274, 283.0, 260776, 31688, 2873, 3093, 3022, 3968, 1334, 556, 13, 47, 1.85, 307310,  X*
275, 284.0, 1027483, 23203, 4765, 14766, 10662, 11704, 5810, 4007, 27, 48, 1.88, 1102400,  X*
276, 285.0, 188857, 80198, 14714, 4297, 6953, 9617, 3394, 3710, 37, 37, 1.93, 311740,  X*
277, 286.0, 116344, 142261, 12109, 9405, 14602, 19324, 4456, 3660, 40, 30, 1.56, 322161,  X*
278, 287.0, 343014, 38262, 14136, 3673, 19220, 8663, 14396, 7663, 44, 35, 1.45, 449027,  X*
279, 288.0, 205706, 49934, 18030, 8015, 35645, 11198, 5966, 1142, 38, 30, 1.49, 335636,  X*
280, 289.0, 269540, 65966, 9392, 1902, 7660, 7111, 5245, 1968, 37, 27, 1.46, 368784,  X*
281, 290.0, 729190, 17900, 1242, 9986, 9569, 7523, 3206, 3309, 44, 35, 1.38, 781925,  X*
282, 291.0, 101784, 18244, 2716, 8256, 4405, 5715, 1303, 755, 47, 38, 1.50, 143178,  X*
283, 292.0, 120881, 23917, 1463, 3933, 5123, 3442, 2992, 830, 44, 35, 1.57, 162581,  X*
284, 293.0, 1059889, 92185, 40835, 30815, 35061, 39288, 25531, 21949, 56, 43, 1.41, 1345553,  X*
285, 294.0, 752933, 420605, 148848, 14839, 56034, 70814, 22749, 17588, 48, 43, 1.53, 1504410,  X*
286, 295.0, 350819, 247332, 30687, 46915, 41320, 77767, 21180, 16285, 51, 38, 1.58, 832305,  X*
287, 296.0, 121477, 66744, 10111, 15502, 12578, 11076, 6099, 3980, 51, 41, 1.45, 247567,  X*
288, 297.0, 1402003, 227441, 90207, 23029, 56637, 53655, 35480, 24380, 47, 40, 1.47, 1912832,  X*
289, 298.0, 584245, 76517, 47096, 25975, 22363, 26621, 11986, 9438, 50, 44, 1.59, 804241,  X*
290, 299.0, 744888, 37066, 25700, 13598, 12096, 12940, 5300, 3362, 44, 53, 1.66, 854950,  X*
291, 300.0, 203720, 131906, 8267, 3484, 9307, 12430, 3903, 2644, 41, 43, 1.63, 375661,  X*
292, 301.0, 786841, 59856, 13820, 28120, 8081, 23830, 10024, 2934, 47, 47, 1.69, 933506,  X
293, 302.0, 106144, 53561, 25912, 9477, 4980, 12427, 10283, 3733, 44, 44, 1.74, 226517,  X
294, 303.0, 105629, 16457, 2722, 4946, 3511, 2124, 1061, 634, 38, 41, 1.80, 137084,  X
295, 304.0, 191427, 147960, 13558, 24973, 12251, 18627, 6857, 6545, 40, 50, 1.71, 422198,  X
296, 305.0, 730296, 91240, 29664, 7751, 5911, 7107, 8743, 4196, 23, 48, 1.78, 884908,  X
297, 306.0, 141614, 115310, 6806, 13377, 7761, 11439, 6413, 4641, 16, 38, 1.67, 307361,  X
298, 307.0, 1055352, 712978, 79768, 39181, 37217, 37983, 33193, 14237, 8, 30, 1.67, 2009909,  X
299, 308.0, 1023949, 654655, 144476, 67529, 87487, 67712, 21729, 8537, 7, 30, 1.78, 2076074,  X
300, 309.0, 183801, 25731, 7174, 9216, 17340, 24421, 7934, 4662, 35, 27, 1.68, 280279,  X
301, 310.0, 1732292, 73225, 7001, 15098, 33469, 19474, 7511, 4151, 47, 29, 1.62, 1892221,  X
302, 311.0, 1835598, 278239, 33658, 118419, 127843, 60255, 34710, 18718, 60, 37, 1.68, 2507440,  X
303, 312.0, 706454, 229443, 3152, 5875, 13856, 16048, 8423, 5566, 57, 20, 1.52, 988817,  X
304, 313.0, 2193940, 225311, 44991, 39102, 27646, 51497, 14683, 20743, 43, 21, 1.30, 2617913,  X
305, 314.0, 1210905, 175839, 16213, 100799, 93481, 65801, 32896, 10471, 44, 27, 1.38, 1706405,  X
306, 315.0, 272102, 23505, 3103, 2393, 643, 2409, 1211, 456, 40, 24, 1.48, 305822,  X
307, 316.0, 1187448, 106483, 32282, 56077, 87692, 47350, 32560, 10368, 54, 43, 1.45, 1560260,  X
308, 317.0, 876730, 219937, 17137, 5930, 27247, 81160, 38859, 13962, 63, 30, 1.42, 1280962,  X
309, 318.0, 45468, 11187, 1257, 3818, 6375, 3147, 583, 1019, 60, 27, 1.46, 72854,  X
310, 319.0, 206741, 10666, 1600, 2709, 1020, 3012, 3180, 560, 69, 29, 1.38, 229488,  X
311, 320.0, 159025, 79603, 8724, 16257, 5958, 11717, 5525, 3571, 61, 27, 1.33, 290380,  X
312, 321.0, 401178, 147139, 3335, 17591, 20695, 8685, 5183, 4375, 40, 34, 1.31, 608181,  X
313, 322.0, 236467, 42736, 2285, 2244, 8732, 3807, 808, 830, 27, 24, 1.51, 297909,  X
314, 323.0, 469139, 55777, 11970, 12294, 9238, 10701, 3925, 3893, 24, 24, 1.52, 576937,  X
315, 324.0, 92617, 75030, 29684, 8070, 3422, 6245, 4557, 5163, 16, 29, 1.67, 224788,  X
316, 325.0, 574538, 59364, 13808, 42119, 57125, 48948, 16470, 8828, 40, 37, 1.63, 821200,  X
317, 326.0, 168515, 50506, 10354, 7742, 13685, 11523, 9431, 2809, 48, 44, 1.60, 274565,  X
318, 327.0, 161154, 136101, 12042, 4757, 17112, 9514, 14507, 2268, 40, 38, 1.48, 357455,  X
319, 328.0, 111256, 30459, 6936, 12523, 3175, 5808, 6937, 3923, 48, 38, 1.40, 181017,  X
320, 329.0, 674984, 579245, 49732, 122559, 86963, 107239, 31502, 30344, 37, 35, 1.35, 1682568,  X
321, 330.0, 874894, 497446, 68895, 27558, 91301, 32318, 59610, 9295, 23, 30, 1.31, 1661317,  X
322, 331.0, 143916, 16437, 1408, 4454, 4034, 1819, 1259, 714, 26, 38, 1.39, 174041,  X
323, 332.0, 1423680, 245098, 8843, 61771, 141292, 29012, 16155, 57661, 24, 29, 1.37, 1983512,  X
324, 333.0, 174700, 7691, 2592, 2899, 2608, 1702, 2206, 2165, 23, 37, 1.32, 196563,  X
325, 334.0, 265910, 179510, 13065, 11145, 8602, 8460, 3405, 8801, 21, 35, 1.29, 498898,  X
326, 335.0, 199201, 130642, 21058, 38925, 8590, 45006, 28006, 21410, 34, 37, 1.25, 492838,  X
327, 336.0, 2473238, 118047, 160383, 94800, 52882, 62755, 16659, 12346, 40, 51, 1.51, 2991110,  X
328, 337.0, 1727929, 194914, 79287, 23931, 35124, 112502, 20248, 8530, 51, 47, 1.69, 2202465,  X
329, 338.0, 71753, 10283, 12107, 11762, 10763, 10144, 9008, 1509, 74, 61, 1.80, 137329,  X
330, 339.0, 122253, 46644, 4266, 7335, 21050, 21779, 8281, 2245, 80, 53, 1.72, 233853,  X
331, 340.0, 596708, 12356, 11264, 16575, 5905, 7093, 3446, 4943, 80, 53, 1.87, 658290,  X
332, 341.0, 1699984, 470134, 14377, 28917, 48791, 32828, 36894, 9745, 60, 43, 1.48, 2341670,  X
333, 342.0, 57734, 46682, 34450, 6777, 11820, 7770, 7641, 5132, 47, 41, 1.45, 178006,  X
334, 343.0, 859295, 402169, 9883, 17359, 45624, 35670, 43552, 6715, 27, 35, 1.28, 1420267,  X
335, 344.0, 1607600, 91238, 2250, 18030, 42874, 54633, 18154, 11493, 41, 16, 1.21, 1846272,  X
336, 345.0, 215093, 16980, 1146, 3861, 1845, 3839, 2828, 658, 53, 24, 1.09, 246250,  X
337, 346.0, 321388, 69183, 68419, 68419, 36297, 49175, 28727, 8829, 64, 27, 1.29, 650437,  X
338, 347.0, 99193, 84484, 7938, 1323, 3991, 2035, 3833, 1285, 51, 34, 1.21, 204082,  X
339, 348.0, 82469, 36830, 4585, 3218, 4939, 4167, 1631, 605, 34, 37, 1.43, 138444,  X
340, 349.0, 880551, 118226, 10803, 10305, 11913, 10436, 6225, 4328, 24, 34, 1.56, 1052787,  X
341, 350.0, 614780, 40671, 37399, 27374, 15491, 20123, 9253, 1902, 21, 34, 1.83, 766993,  X
342, 351.0, 134861, 28621, 18889, 4394, 3877, 13169, 5437, 2936, 50, 44, 1.76, 212184,  X
343, 352.0, 439436, 217011, 52401, 28194, 57661, 55670, 21810, 9484, 54, 48, 1.82, 881667,  X
344, 353.0, 1956317, 213018, 22779, 62703, 23668, 29454, 15245, 12053, 57, 53, 1.78, 2335237,  X
345, 354.0, 278071, 34432, 2500, 3838, 7340, 12293, 10768, 7815, 64, 37, 1.62, 357057,  X
346, 355.0, 2157100, 127460, 22007, 44536, 52820, 33165, 17934, 24117, 61, 34, 1.35, 2479139,  X
347, 356.0, 253473, 27979, 22109, 8666, 3958, 13850, 7414, 4905, 64, 43, 1.34, 342354,  X
348, 357.0, 782557, 155072, 44013, 57961, 32456, 45801, 32946, 6313, 70, 47, 1.36, 1157119,  X
349, 358.0, 31976, 12003, 2101, 2346, 802, 3623, 764, 1666, 66, 51, 1.30, 55281,  X
350, 359.0, 668118, 758954, 119853, 33049, 125709, 77663, 19921, 20603, 57, 47, 1.55, 1823870,  X
351, 360.0, 558533, 354584, 16635, 31740, 43479, 63842, 21734, 8706, 53, 30, 1.56, 1099253,  X
352, 361.0, 416793, 8595, 3115, 2763, 5885, 3121, 2080, 1841, 54, 27, 1.49, 444193,  X
353, 362.0, 338645, 82588, 17152, 12273, 5932, 9256, 12383, 4201, 44, 30, 1.42, 482430,  X
354, 363.0, 565885, 51607, 9243, 5099, 5854, 9127, 8225, 3104, 50, 34, 1.37, 658144,  X
355, 364.0, 543234, 91459, 19530, 12898, 9720, 9209, 7887, 4836, 40, 41, 1.32, 698773,  X
356, 365.0, 144287, 95747, 5452, 25356, 14207, 15794, 5439, 1852, 34, 40, 1.47, 308134,  X
357, 366.0, 1416925, 293257, 33340, 24699, 34980, 56726, 16951, 8531, 40, 35, 1.53, 1885409,  X
358, 367.0, 2216248, 37665, 34841, 66008, 71483, 54582, 14080, 16791, 53, 43, 1.61, 2511698,  X
359, 368.0, 539956, 21219, 28565, 8702, 7520, 17105, 9034, 2952, 69, 51, 1.73, 635053,  X
360, 369.0, 79962, 13859, 3046, 1845, 2318, 1481, 1899, 776, 64, 51, 1.69, 105186,  X
361, 370.0, 263440, 33683, 59493, 50305, 67119, 71704, 26395, 17619, 77, 63, 1.61, 589758,  X
362, 371.0, 125420, 42378, 21906, 16483, 3795, 10592, 10994, 4224, 64, 63, 1.63, 235792,  X
363, 372.0, 224395, 25131, 36499, 22437, 16596, 9057, 3589, 3151, 53, 66, 1.86, 340855,  X
364, 373.0, 1224550, 54491, 35282, 4517, 9504, 16593, 7969, 3940, 64, 70, 1.84, 1356846,  X
365, 374.0, 100241, 93472, 30294, 25671, 47665, 37294, 46049, 20343, 56, 66, 1.75, 401029,  X
366, 375.0, 35787, 8543, 6995, 1004, 5299, 1852, 730, 1270, 53, 63, 1.80, 61480,  X
367, 376.0, 770100, 176440, 38185, 47886, 64404, 36212, 43089, 20905, 54, 51, 1.71, 1197221,  X
368, 377.0, 1671008, 20554, 3849, 11659, 10172, 15926, 3184, 4296, 64, 50, 1.40, 1740648,  X
369, 378.0, 1419385, 369255, 75142, 27701, 22344, 61197, 18764, 12946, 56, 47, 1.42, 2006734,  X
370, 379.0, 179185, 14404, 2659, 2867, 1751, 4075, 1074, 625, 64, 41, 1.60, 206640,  X
371, 380.0, 1559679, 339099, 96392, 10651, 60321, 42284, 15915, 23566, 61, 40, 1.53, 2147907,  X
372, 381.0, 91920, 6015, 999, 3378, 3013, 2444, 1763, 1050, 54, 40, 1.53, 110582,  X
373, 382.0, 220709, 39181, 46985, 10802, 30393, 35995, 21826, 13555, 66, 48, 1.50, 419446,  X
374, 383.0, 113776, 13412, 15815, 3053, 3537, 5104, 556, 954, 63, 57, 1.81, 156207,  X
375, 384.0, 1329215, 93922, 12300, 4738, 9047, 14598, 7844, 4188, 67, 53, 1.68, 1475852,  X
376, 385.0, 941413, 188291, 15117, 5611, 11366, 7975, 5425, 2363, 48, 41, 1.71, 1177561,  X
377, 386.0, 1145535, 127429, 47817, 13425, 29213, 26771, 20526, 14960, 37, 37, 1.72, 1425676,  X
378, 387.0, 1661789, 85488, 128942, 38785, 92235, 46675, 10664, 12652, 38, 35, 1.99, 2077230,  X
379, 388.0, 497344, 146830, 38017, 12638, 14723, 9840, 7084, 4522, 26, 40, 1.73, 730998,  X
380, 389.0, 681952, 116252, 30716, 3730, 15424, 12559, 5949, 5145, 35, 47, 1.81, 871727,  X
381, 390.0, 1258055, 153204, 20379, 30256, 42842, 20400, 7527, 3581, 29, 43, 1.92, 1536244,  X
382, 391.0, 621225, 49356, 14950, 9619, 12392, 15205, 12507, 2298, 29, 37, 1.95, 737552,  X
383, 392.0, 459814, 56107, 3672, 7534, 20538, 8989, 4181, 3776, 41, 27, 1.67, 564611,  X
384, 393.0, 618270, 87820, 32943, 1062, 13132, 13154, 6480, 2133, 44, 30, 1.60, 774994,  X
385, 394.0, 190397, 4036, 3782, 4056, 1762, 3470, 1903, 662, 56, 41, 1.64, 210068,  X
386, 395.0, 53335, 17913, 852, 3195, 4280, 3829, 1429, 501, 56, 37, 1.49, 85334,  X
387, 396.0, 2954819, 138181, 25940, 27154, 62533, 23780, 39236, 12855, 56, 41, 1.43, 3284498,  X
388, 397.0, 185421, 52330, 6522, 13423, 12783, 8061, 6616, 1697, 57, 40, 1.51, 286853,  X
389, 398.0, 150255, 19868, 2977, 4572, 8803, 11833, 5301, 10179, 61, 27, 1.32, 213788,  X
390, 399.0, 2153928, 188950, 20342, 27239, 86599, 34206, 19072, 7399, 60, 27, 1.23, 2537735,  X
391, 400.0, 38385, 25979, 4223, 3031, 2805, 2735, 893, 1564, 53, 27, 1.29, 79615,  X
392, 401.0, 348110, 67285, 23744, 6378, 8445, 8200, 3300, 2614, 51, 29, 1.51, 468076,  X
393, 404.0, 208978, 63403, 18835, 57513, 52620, 56278, 30525, 25350, 50, 37, 1.42, 513502,  X
394, 405.0, 235966, 31731, 29357, 5434, 4740, 3686, 5857, 2696, 38, 51, 1.66, 319467,  X
395, 406.0, 214463, 34698, 9048, 2581, 2374, 6835, 3853, 1371, 47, 53, 1.68, 275223,  X
396, 407.0, 159358, 7612, 1926, 4292, 3987, 4688, 844, 636, 61, 54, 1.74, 183343,  X
397, 408.0, 366337, 104315, 44505, 143585, 150997, 73767, 67578, 73151, 57, 56, 1.53, 1024235,  X
398, 409.0, 292369, 25517, 7564, 1515, 2490, 2688, 1340, 1037, 61, 47, 1.67, 334520,  X
399, 410.0, 274973, 59929, 3984, 6947, 7677, 6558, 4745, 5224, 56, 40, 1.49, 370037,  X
400, 411.0, 651229, 103360, 25591, 24967, 15818, 15699, 4264, 1478, 41, 40, 1.81, 842406,  X
401, 412.0, 331858, 77070, 37891, 12740, 43668, 9177, 7150, 1602, 24, 37, 1.90, 521156,  X
402, 413.0, 1419237, 198416, 34331, 58938, 33204, 69093, 29980, 13235, 40, 37, 1.98, 1856434,  X
403, 414.0, 672499, 96353, 3707, 3063, 10948, 16896, 7194, 6315, 47, 29, 1.75, 816975,  X
404, 415.0, 1093963, 28799, 14255, 11376, 7829, 16176, 2072, 2661, 60, 30, 2.01, 1177131,  X
405, 416.0, 276515, 9536, 23362, 6982, 16460, 6447, 3963, 2487, 69, 40, 1.82, 345752,  X
406, 417.0, 518238, 99069, 24445, 63315, 32142, 45809, 9482, 7232, 69, 43, 1.77, 799732,  X
407, 418.0, 485787, 107559, 2907, 8075, 6932, 8676, 5346, 3712, 60, 47, 1.69, 628994,  X
408, 419.0, 40565, 19364, 357, 1118, 949, 1911, 2392, 1033, 44, 29, 1.68, 67689,  X
409, 420.0, 35725, 12146, 2510, 1637, 5289, 5888, 1319, 522, 54, 17, 1.52, 65036,  X
410, 421.0, 159595, 28424, 4081, 1903, 3496, 3921, 1939, 674, 47, 8, 1.40, 204033,  X
411, 422.0, 598033, 44627, 2494, 20103, 15531, 18490, 3695, 3817, 61, 17, 1.27, 706790,  X
412, 423.0, 597983, 182327, 28591, 97826, 31557, 44938, 18717, 11725, 66, 35, 1.45, 1013664,  X
413, 424.0, 737033, 128950, 75882, 29802, 34827, 42068, 21553, 44823, 57, 43, 1.57, 1114938,  X
414, 425.0, 614747, 391232, 73142, 23250, 42286, 70627, 19281, 16000, 61, 44, 1.58, 1250565,  X
415, 426.0, 208385, 31281, 588, 3425, 827, 2715, 1776, 1282, 47, 37, 1.49, 250279,  X
416, 427.0, 448788, 56132, 27684, 6071, 11414, 10962, 4032, 4431, 44, 35, 1.55, 569514,  X
417, 428.0, 206927, 133317, 18767, 23916, 14049, 11222, 2819, 3054, 34, 29, 1.70, 414071,  X
418, 429.0, 2046592, 146042, 32591, 58056, 28909, 26089, 16729, 10707, 27, 38, 1.81, 2365715,  X
419, 430.0, 1334018, 48566, 29045, 18718, 69657, 36050, 25953, 8645, 47, 47, 1.73, 1570652,  X
420, 431.0, 320919, 283807, 45569, 109151, 69878, 18808, 51684, 12434, 35, 44, 1.84, 912250,  X
421, 432.0, 2163212, 257067, 134326, 36906, 35783, 37549, 35209, 11968, 40, 50, 1.84, 2712020,  X
422, 433.0, 1744681, 128094, 1930, 98144, 62954, 100042, 25609, 8640, 56, 48, 1.58, 2170094,  X
423, 434.0, 418272, 363806, 9838, 23825, 36350, 30801, 21971, 7148, 38, 38, 1.44, 912011,  X
424, 435.0, 30981, 24723, 5893, 1998, 3970, 1353, 852, 1344, 38, 35, 1.57, 71114,  X
425, 436.0, 472511, 35611, 6598, 10508, 3790, 13437, 10354, 5167, 50, 30, 1.46, 557976,  X
426, 437.0, 209467, 57315, 5428, 17780, 11336, 13582, 4175, 3295, 40, 29, 1.42, 322378,  X
427, 438.0, 521537, 22344, 15919, 3610, 6040, 8194, 3054, 2696, 50, 44, 1.49, 583394,  X
428, 439.0, 164826, 53776, 2958, 7572, 6241, 15748, 4166, 5749, 70, 40, 1.47, 261036,  X
429, 440.0, 533884, 105045, 43917, 42319, 20208, 63565, 22048, 10621, 75, 41, 1.43, 841607,  X
430, 441.0, 1710316, 97380, 7888, 63466, 86607, 51517, 20171, 11899, 80, 41, 1.49, 2049244,  X
431, 442.0, 439385, 169878, 75684, 157982, 58756, 95188, 20488, 9639, 81, 47, 1.71, 1027000,  X
432, 443.0, 471925, 20234, 7945, 10380, 3868, 3856, 2028, 1060, 70, 60, 1.85, 521296,  X
433, 444.0, 665351, 255936, 157245, 27612, 63573, 78981, 23960, 18977, 63, 60, 2.04, 1291635,  X
434, 445.0, 96283, 57791, 23652, 7638, 8313, 8347, 6486, 1916, 51, 64, 2.09, 210426,  X
435, 446.0, 220759, 176971, 3653, 10633, 12038, 14755, 6528, 5208, 40, 43, 2.04, 450545,  X
436, 447.0, 522827, 62151, 16578, 20737, 10000, 20663, 5091, 2626, 47, 40, 1.92, 660673,  X
437, 448.0, 1206986, 194813, 26214, 30609, 104330, 37439, 36150, 17774, 44, 29, 1.64, 1654315,  X
438, 449.0, 240813, 47142, 1178, 8098, 5251, 8818, 6091, 2651, 50, 21, 1.45, 320042,  X
439, 450.0, 153252, 181257, 19185, 50483, 26708, 24890, 19380, 5451, 51, 35, 1.40, 480606,  X
440, 451.0, 45362, 7286, 316, 721, 967, 1455, 136, 114, 50, 23, 1.59, 56357,  X
441, 452.0, 602059, 640812, 179460, 42004, 28290, 49646, 20810, 19230, 38, 29, 1.59, 1582311,  X
442, 453.0, 239827, 172719, 9960, 6588, 13387, 24988, 5948, 3589, 37, 24, 1.64, 477006,  X
443, 454.0, 338014, 42342, 22526, 11209, 14420, 17640, 6139, 2542, 47, 27, 1.85, 454832,  X
444, 455.0, 527265, 30132, 3390, 21561, 4489, 27963, 11626, 1667, 60, 38, 1.78, 628093,  X
445, 456.0, 1311631, 77344, 5216, 10165, 7915, 12349, 18229, 3128, 69, 34, 1.56, 1445977,  X
446, 457.0, 2055584, 95114, 71282, 39470, 57953, 58410, 22614, 23785, 78, 48, 1.42, 2424212,  X
447, 458.0, 70138, 10719, 414, 11509, 2798, 2480, 1215, 1049, 69, 53, 1.54, 100322,  X
448, 459.0, 2614781, 56631, 16407, 18986, 6087, 20938, 8264, 3140, 60, 53, 1.50, 2745234,  X
449, 460.0, 671957, 84126, 10845, 7195, 17237, 19273, 8267, 3691, 64, 51, 1.48, 822591,  X
450, 461.0, 156825, 208008, 1758, 12437, 13753, 14316, 9952, 4771, 47, 34, 1.48, 421820,  X
451, 462.0, 271320, 78252, 23402, 2977, 10375, 13437, 6295, 8072, 50, 23, 1.42, 414130,  X
452, 463.0, 112477, 28784, 9402, 1484, 2680, 6111, 2415, 1018, 44, 20, 1.37, 164371,  X
453, 464.0, 779004, 118511, 80833, 41297, 58170, 52525, 76760, 20876, 44, 30, 1.24, 1227976,  X
454, 465.0, 725063, 54298, 9042, 8835, 9691, 14614, 5907, 3250, 60, 43, 1.28, 830700,  X
455, 466.0, 550885, 290944, 4463, 16195, 34484, 15354, 4325, 4753, 47, 30, 1.38, 921403,  X
456, 467.0, 857649, 63335, 11075, 13598, 19171, 9542, 4117, 2179, 44, 30, 1.54, 980666,  X
457, 468.0, 405162, 274105, 34469, 12528, 43916, 81277, 17487, 20104, 47, 17, 1.42, 889048,  X
458, 469.0, 1240866, 11199, 7171, 7487, 24619, 24396, 5461, 4295, 63, 17, 1.43, 1325494,  X
459, 470.0, 1805756, 235672, 40367, 25119, 8731, 83797, 10307, 12480, 83, 27, 1.49, 2222229,  X
460, 471.0, 1654008, 36946, 89616, 44298, 19856, 41516, 16545, 13517, 91, 41, 1.62, 1916302,  X
461, 472.0, 1463575, 103655, 96550, 28017, 39009, 96943, 10453, 14538, 96, 54, 1.65, 1852740,  X
462, 473.0, 319887, 75072, 35577, 57596, 23177, 13677, 17631, 7641, 69, 66, 1.82, 550258,  X
463, 474.0, 205581, 48036, 35899, 20223, 14628, 11005, 6786, 1667, 57, 78, 2.11, 343825,  X
464, 475.0, 165343, 17728, 3444, 3524, 4896, 3920, 1561, 1755, 53, 63, 2.06, 202171,  X
465, 476.0, 328307, 61823, 15640, 14434, 7321, 4915, 4537, 4553, 29, 61, 2.01, 441530,  X
466, 477.0, 2100663, 187937, 8990, 117102, 66067, 49949, 27181, 17851, 38, 54, 1.87, 2575740,  X
467, 478.0, 2159151, 43546, 27117, 51618, 84908, 53111, 20537, 25782, 53, 50, 1.74, 2465770,  X
468, 479.0, 101943, 39559, 14861, 2031, 3596, 4723, 2975, 1116, 47, 53, 1.58, 170804,  X
469, 480.0, 252037, 45310, 14243, 11985, 19988, 13438, 8257, 6167, 61, 51, 1.56, 371425,  X
470, 481.0, 616071, 106924, 26682, 149742, 19637, 51956, 24963, 6206, 63, 57, 1.67, 1002181,  X
471, 482.0, 276299, 68255, 4259, 14886, 8410, 10662, 6157, 2212, 50, 53, 1.67, 391140,  X
472, 483.0, 1397472, 492843, 33042, 31229, 29530, 141893, 24746, 6062, 61, 41, 1.72, 2156817,  X
473, 484.0, 189236, 36023, 21711, 36905, 17886, 7679, 8437, 2449, 51, 51, 1.82, 320326,  X
474, 485.0, 862508, 380740, 42207, 31659, 67248, 39226, 43527, 14047, 43, 35, 1.78, 1481162,  X
475, 486.0, 2628848, 97232, 70193, 30644, 28354, 30459, 12644, 10536, 44, 43, 1.73, 2908910,  X
476, 487.0, 98457, 36505, 1503, 8281, 9101, 4800, 995, 513, 35, 50, 1.91, 160155,  X
477, 488.0, 873468, 40081, 16436, 4187, 11040, 15087, 2497, 6213, 48, 40, 1.90, 969009,  X
478, 489.0, 482416, 144766, 17619, 22383, 7204, 17385, 9096, 6927, 50, 43, 1.74, 707796,  X
