obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
19, 23.0, 98456, 11579, 4459, 2909, 5030, 1880, 1363, 681, 56, 47, 1.70, 126357,  X*
20, 24.0, 164440, 61335, 12151, 5472, 9031, 14860, 3633, 1976, 60, 47, 1.74, 272898,  X*
21, 25.0, 340978, 329637, 25297, 82904, 23910, 62913, 15654, 18322, 69, 53, 1.84, 899615,  X*
22, 26.0, 416568, 227040, 23331, 10896, 4552, 18079, 6891, 4568, 78, 50, 1.85, 711925,  X*
23, 27.0, 109249, 43815, 12328, 7876, 5076, 14884, 3426, 1614, 90, 44, 1.82, 198268,  X*
24, 28.0, 279524, 15071, 6706, 8059, 6657, 20564, 10069, 4103, 96, 54, 1.65, 350753,  X*
25, 29.0, 628426, 254122, 13098, 46644, 32559, 20364, 37599, 8247, 83, 48, 1.53, 1041059,  X*
26, 30.0, 163084, 20015, 1121, 2593, 2101, 1957, 737, 953, 81, 51, 1.48, 192561,  X*
27, 31.0, 128901, 29171, 9686, 7775, 5858, 7101, 8989, 5330, 70, 56, 1.36, 202811,  X*
28, 32.0, 239593, 43466, 527, 8107, 11402, 12384, 6108, 5829, 61, 40, 1.10, 327416,  X*
29, 33.0, 494738, 118452, 17780, 30422, 30782, 18704, 30639, 26687, 66, 47, 1.07, 768204,  X*
30, 34.0, 134606, 9774, 2308, 2868, 2713, 2614, 2430, 1275, 74, 60, 1.08, 158588,  X*
31, 35.0, 3051532, 229766, 78573, 22762, 30204, 38483, 41795, 5525, 70, 54, 1.10, 3498640,  X*
32, 36.0, 1877710, 316964, 33897, 31916, 28310, 61788, 28776, 13663, 67, 60, 1.13, 2393024,  X*
33, 37.0, 183220, 6324, 2955, 4441, 4667, 4994, 1157, 1112, 78, 69, 1.34, 208870,  X*
34, 38.0, 377290, 40824, 2535, 1590, 5465, 9850, 9018, 3299, 81, 44, 1.28, 449871,  X*
35, 39.0, 210582, 38589, 12214, 9564, 9015, 10501, 9925, 3362, 84, 44, 1.30, 303752,  X*
36, 40.0, 1471071, 161020, 20653, 15844, 30784, 45609, 34287, 6169, 88, 43, 1.20, 1785437,  X*
37, 41.0, 1165126, 80036, 19445, 14476, 16211, 17949, 4426, 7563, 80, 37, 1.28, 1325232,  X*
38, 42.0, 92038, 12550, 18286, 4440, 4649, 3875, 1896, 639, 74, 75, 1.51, 138373,  X*
39, 43.0, 207999, 10208, 736, 1892, 1443, 3636, 1197, 681, 78, 61, 1.63, 227792,  X*
40, 44.0, 421368, 649483, 50904, 92483, 44888, 43209, 43403, 17047, 64, 63, 1.67, 1362785,  X*
41, 45.0, 87698, 29276, 15999, 2009, 5205, 4203, 1491, 1345, 60, 64, 1.93, 147226,  X*
42, 46.0, 125057, 3733, 17776, 4945, 666, 2594, 2272, 349, 57, 64, 2.20, 157392,  X*
43, 47.0, 648720, 287601, 29354, 103927, 21717, 31514, 35085, 10390, 44, 70, 1.96, 1168308,  X*
44, 48.0, 975801, 93718, 26536, 1546, 9728, 12703, 11018, 4752, 51, 67, 1.96, 1135802,  X*
45, 49.0, 1394666, 737900, 101525, 41496, 76529, 60153, 19500, 18568, 48, 50, 2.02, 2450337,  X*
46, 50.0, 646173, 89696, 11125, 20123, 13039, 5884, 2211, 2073, 40, 23, 2.10, 790324,  X*
47, 51.0, 292318, 17760, 11320, 16070, 6820, 16581, 7012, 3449, 56, 27, 1.81, 371330,  X*
48, 52.0, 291670, 61170, 3378, 11978, 8738, 8069, 5624, 2188, 56, 26, 1.75, 392815,  X*
49, 53.0, 1025820, 217686, 78537, 29171, 36082, 43964, 25097, 14124, 63, 35, 1.84, 1470481,  X*
50, 54.0, 115489, 49160, 8732, 10026, 8244, 18171, 5615, 2993, 80, 34, 1.76, 218430,  X*
51, 55.0, 41943, 32361, 1812, 5287, 10037, 6469, 3681, 2274, 70, 17, 1.44, 103864,  X*
52, 56.0, 619327, 68679, 33865, 20575, 9965, 8412, 13986, 3366, 66, 30, 1.48, 778175,  X*
53, 57.0, 1072777, 380852, 39240, 31514, 56831, 66195, 13959, 22138, 67, 20, 1.49, 1683506,  X*
54, 58.0, 151017, 79210, 20825, 6245, 3710, 7035, 10838, 2449, 54, 23, 1.46, 281329,  X*
55, 59.0, 931786, 70585, 116182, 24459, 56667, 42112, 14489, 20582, 57, 41, 1.53, 1276862,  X*
56, 60.0, 663692, 264743, 39016, 48058, 36138, 61598, 12171, 18004, 67, 29, 1.66, 1143420,  X*
57, 61.0, 135447, 13791, 5269, 8759, 10418, 10884, 2475, 2331, 77, 41, 1.63, 189374,  X*
58, 62.0, 190009, 27200, 35020, 14094, 14774, 14164, 4998, 1382, 87, 51, 1.91, 301641,  X*
59, 63.0, 1101465, 49211, 11380, 63599, 16266, 39735, 18360, 11761, 90, 51, 1.92, 1311777,  X*
60, 64.0, 237093, 39752, 9155, 13561, 17577, 13297, 4396, 3268, 90, 54, 1.88, 338099,  X*
61, 65.0, 454832, 30266, 16340, 3965, 26522, 6802, 2671, 3544, 80, 51, 1.89, 544942,  X*
62, 66.0, 65598, 18833, 816, 2435, 1718, 3680, 1823, 603, 80, 30, 1.78, 95506,  X*
63, 67.0, 364609, 113207, 31961, 113139, 44770, 20289, 15291, 11064, 64, 34, 1.66, 714330,  X*
64, 68.0, 1255213, 146261, 23133, 93296, 66087, 42641, 10578, 18416, 63, 37, 1.75, 1655625,  X*
65, 69.0, 249107, 119444, 72495, 12813, 15275, 25766, 20484, 17226, 61, 43, 1.69, 532610,  X*
66, 70.0, 1197283, 70026, 15592, 17059, 11319, 7479, 8158, 2528, 53, 54, 1.71, 1329444,  X*
67, 71.0, 395070, 100514, 11555, 6619, 10227, 12217, 3992, 5987, 56, 35, 1.74, 546181,  X*
68, 72.0, 607336, 36575, 22974, 22233, 7200, 10402, 8524, 2435, 54, 41, 1.72, 717679,  X*
69, 73.0, 1068741, 402217, 23763, 8649, 103695, 99086, 20733, 9008, 61, 20, 1.54, 1735892,  X*
70, 74.0, 315228, 75894, 8900, 27012, 9866, 15921, 7462, 9882, 67, 20, 1.54, 470165,  X*
71, 75.0, 382662, 79528, 8942, 22461, 16277, 14827, 7498, 2442, 70, 27, 1.54, 534637,  X*
72, 76.0, 3291445, 254912, 56312, 45745, 32176, 51541, 14289, 11250, 74, 17, 1.67, 3757670,  X*
73, 77.0, 281642, 34232, 12559, 8762, 25031, 7375, 6784, 1410, 67, 37, 1.59, 377795,  X*
74, 78.0, 62020, 13668, 2712, 3830, 1631, 2657, 2263, 1014, 66, 37, 1.67, 89795,  X*
75, 79.0, 545550, 144537, 33151, 26155, 39081, 30116, 17058, 13633, 67, 35, 1.67, 849281,  X*
76, 80.0, 84000, 10996, 2908, 7886, 3922, 2774, 867, 838, 66, 41, 1.80, 114191,  X*
77, 81.0, 1470010, 110590, 18218, 30208, 27157, 32093, 38897, 12884, 70, 41, 1.60, 1740057,  X*
78, 82.0, 178033, 54399, 2599, 7221, 3121, 3720, 819, 587, 61, 34, 1.77, 250499,  X*
79, 83.0, 1275382, 56402, 46028, 60240, 23248, 40109, 37470, 15181, 64, 44, 1.77, 1554060,  X*
80, 84.0, 172093, 10845, 2138, 11167, 4234, 15371, 4609, 3081, 83, 41, 1.74, 223538,  X*
81, 85.0, 36776, 11810, 2084, 2424, 2120, 1595, 1229, 1966, 74, 41, 1.49, 60004,  X*
82, 86.0, 953119, 68190, 63901, 39960, 39860, 50931, 26227, 7994, 91, 54, 1.65, 1250182,  X*
83, 87.0, 2240534, 196392, 244295, 77425, 144179, 47949, 35514, 11860, 80, 54, 1.66, 2998148,  X*
84, 88.0, 307819, 14510, 7922, 2953, 1339, 4743, 1155, 996, 66, 56, 1.80, 341437,  X*
85, 89.0, 477391, 56212, 10178, 4933, 11327, 11182, 5811, 4394, 70, 53, 1.80, 581428,  X*
86, 90.0, 83510, 83292, 9465, 14127, 20679, 13503, 4292, 4169, 61, 41, 1.89, 233037,  X*
87, 91.0, 22764, 26834, 6345, 3364, 11686, 9141, 3554, 3982, 74, 27, 1.75, 87670,  X*
88, 92.0, 108302, 44977, 50598, 36231, 45985, 34541, 9710, 10728, 75, 29, 1.65, 341072,  X*
89, 93.0, 1443853, 176256, 98825, 90314, 69516, 39843, 17686, 9928, 70, 43, 1.74, 1946221,  X*
90, 94.0, 265964, 29482, 5131, 9396, 2595, 1850, 1713, 923, 61, 50, 1.97, 317054,  X*
91, 95.0, 2537210, 205881, 206382, 26736, 30607, 27539, 41021, 6662, 47, 64, 2.07, 3082038,  X*
92, 96.0, 688743, 128297, 97471, 11886, 10856, 12490, 6968, 6102, 29, 64, 2.37, 962813,  X*
93, 97.0, 58333, 20191, 4331, 1544, 2017, 3232, 2055, 984, 30, 54, 2.23, 92687,  X*
94, 98.0, 996208, 170784, 26738, 48304, 77762, 51950, 22287, 11894, 48, 50, 2.00, 1405927,  X*
95, 99.0, 1935982, 123801, 27851, 36713, 93854, 30321, 41669, 26365, 57, 37, 1.72, 2316556,  X*
96, 100.0, 189604, 22958, 8669, 1984, 1596, 2684, 1443, 1346, 61, 30, 1.66, 230284,  X*
97, 101.0, 456305, 25690, 9707, 12292, 14469, 12744, 6194, 3592, 69, 37, 1.44, 540993,  X*
98, 102.0, 179563, 146105, 2671, 14328, 14743, 15413, 11310, 2190, 63, 27, 1.39, 386323,  X*
99, 103.0, 54233, 27029, 113, 1320, 2403, 1675, 1485, 676, 53, 13, 1.24, 88934,  X*
100, 104.0, 786052, 66494, 27555, 8786, 9028, 10015, 5203, 2794, 56, 14, 1.46, 915927,  X*
101, 105.0, 648678, 77278, 20840, 9200, 12996, 15359, 5734, 2924, 48, 13, 1.46, 793009,  X*
102, 106.0, 251045, 111971, 11160, 7115, 7128, 19886, 4794, 2687, 51, 16, 1.47, 415786,  X*
103, 107.0, 557861, 88933, 17356, 112548, 25118, 41453, 15970, 7787, 63, 44, 1.68, 867026,  X*
104, 108.0, 842951, 156533, 31688, 83377, 42813, 39238, 11575, 12085, 66, 47, 1.96, 1220260,  X*
105, 109.0, 2714375, 35102, 107278, 25345, 36979, 42150, 11451, 6403, 74, 60, 2.07, 2979083,  X*
106, 110.0, 1349279, 307538, 15859, 46798, 20825, 34410, 7906, 20635, 69, 63, 1.99, 1803250,  X*
107, 111.0, 86935, 8394, 3540, 4523, 824, 1667, 2079, 617, 61, 63, 2.04, 108579,  X*
108, 113.0, 821261, 68388, 22785, 41579, 13847, 8622, 3909, 1856, 54, 66, 2.28, 982247,  X*
109, 114.0, 1201760, 16010, 6240, 7103, 14350, 11014, 5494, 3582, 57, 53, 2.09, 1265553,  X*
110, 115.0, 50050, 89734, 3796, 9435, 7857, 9239, 2583, 2257, 57, 48, 1.89, 174951,  X*
111, 116.0, 3577181, 96443, 6443, 18946, 45363, 31659, 36576, 8571, 67, 34, 1.75, 3821182,  X*
112, 117.0, 1051618, 36327, 16528, 2767, 24825, 12240, 6862, 3161, 81, 23, 1.65, 1154328,  X*
113, 118.0, 486625, 61226, 30365, 108282, 13960, 52347, 18454, 10543, 78, 35, 1.40, 781802,  X*
114, 119.0, 428696, 51259, 50459, 13630, 25053, 36111, 32715, 14483, 90, 51, 1.39, 652406,  X*
115, 120.0, 1077071, 129885, 11626, 36131, 34775, 48581, 21009, 5841, 90, 54, 1.33, 1364919,  X*
116, 121.0, 194387, 16327, 4252, 2596, 2620, 2757, 1873, 1034, 83, 56, 1.49, 225846,  X*
117, 122.0, 618674, 44563, 4866, 6262, 8614, 6678, 6627, 3646, 77, 38, 1.44, 699930,  X*
118, 123.0, 1308928, 297721, 39049, 37639, 48977, 53651, 19540, 10481, 67, 27, 1.34, 1815986,  X*
119, 124.0, 104805, 13511, 1660, 3613, 2501, 2133, 1335, 552, 60, 30, 1.45, 130110,  X*
120, 125.0, 937830, 91960, 13500, 9529, 3976, 25989, 2659, 2858, 66, 26, 1.58, 1088301,  X*
121, 126.0, 384422, 91095, 29137, 20212, 13857, 7597, 5784, 1878, 56, 35, 1.80, 553982,  X*
122, 127.0, 37048, 14228, 3588, 2233, 3367, 1859, 879, 349, 53, 40, 2.03, 63551,  X*
123, 128.0, 1079226, 138299, 24517, 62231, 62923, 34134, 18434, 4404, 56, 41, 2.11, 1424168,  X*
124, 129.0, 1517919, 386655, 13545, 44831, 50419, 48229, 8926, 9151, 48, 37, 2.12, 2079675,  X*
125, 130.0, 1420203, 92313, 5633, 80847, 30999, 44156, 25121, 12300, 66, 38, 1.98, 1711572,  X*
126, 131.0, 330782, 107587, 8236, 25435, 25180, 18418, 5059, 3186, 67, 35, 1.85, 523883,  X*
127, 132.0, 235158, 21427, 12200, 3439, 12839, 9615, 4759, 6847, 74, 37, 1.63, 306284,  X*
128, 133.0, 605639, 27429, 9408, 39812, 30624, 90093, 12586, 9465, 93, 44, 1.51, 825056,  X*
129, 134.0, 1089795, 171517, 18610, 54246, 16679, 44352, 32553, 15150, 87, 40, 1.41, 1442902,  X*
130, 135.0, 124108, 85556, 6733, 9063, 10375, 2248, 1428, 510, 66, 38, 1.73, 240021,  X*
131, 136.0, 1991172, 90487, 7405, 18916, 18480, 55875, 15705, 6399, 69, 27, 1.55, 2204439,  X*
132, 137.0, 4600, 9882, 4122, 14345, 5527, 6493, 1501, 3494, 54, 38, 1.71, 49964,  X*
133, 138.0, 205393, 90528, 11765, 26179, 19587, 47559, 19708, 6435, 61, 37, 1.67, 427154,  X*
134, 139.0, 997085, 14553, 3684, 6836, 9459, 9744, 2853, 2590, 88, 41, 1.70, 1046804,  X*
135, 140.0, 1805103, 215556, 22813, 24968, 52035, 54560, 34992, 17476, 80, 41, 1.31, 2227503,  X*
136, 141.0, 1070669, 422793, 151447, 81533, 20885, 38659, 20844, 8265, 66, 37, 1.66, 1815095,  X*
137, 142.0, 104475, 33546, 23508, 11378, 15151, 13108, 2512, 2634, 60, 43, 1.80, 206312,  X*
138, 143.0, 113371, 91770, 15820, 5039, 10985, 8541, 7550, 3056, 44, 40, 1.83, 256132,  X*
139, 144.0, 363564, 29698, 1986, 19530, 5204, 8294, 3577, 2787, 44, 51, 1.88, 434640,  X*
140, 145.0, 104125, 28800, 21654, 2183, 7981, 8524, 3976, 1811, 54, 51, 2.06, 179054,  X*
141, 146.0, 1147275, 106563, 22352, 25065, 12884, 50074, 38440, 3244, 61, 44, 1.73, 1405897,  X*
142, 147.0, 268146, 280129, 93763, 38279, 49756, 25531, 25653, 14890, 57, 51, 1.57, 796147,  X*
143, 148.0, 1075708, 38809, 20739, 7918, 9933, 19212, 8618, 2451, 63, 50, 1.62, 1183388,  X*
144, 149.0, 37139, 56696, 21406, 14526, 10518, 8404, 6808, 1775, 56, 48, 1.72, 157272,  X*
145, 150.0, 1693501, 76331, 4644, 21841, 7183, 6739, 4053, 3139, 41, 48, 1.72, 1817431,  X*
146, 151.0, 66188, 56241, 19970, 20314, 12891, 11618, 5097, 3333, 48, 50, 1.91, 195652,  X*
147, 152.0, 2128761, 173879, 31979, 76052, 85577, 48452, 15802, 10170, 43, 50, 1.96, 2570672,  X*
148, 153.0, 68063, 16126, 19464, 9324, 14444, 10333, 4400, 4704, 53, 54, 1.98, 146858,  X*
149, 154.0, 657670, 138207, 18108, 8519, 14147, 9445, 4649, 2408, 51, 50, 1.94, 853153,  X*
150, 155.0, 614118, 138405, 28713, 30751, 69072, 33531, 13154, 27868, 54, 43, 1.82, 955612,  X*
151, 156.0, 1269477, 335976, 79578, 39639, 59148, 35744, 13036, 11626, 48, 41, 1.82, 1844224,  X*
152, 157.0, 296670, 54577, 12024, 17531, 8779, 15658, 12570, 5496, 44, 35, 1.68, 423305,  X*
153, 158.0, 570012, 54427, 8028, 25192, 14054, 15386, 7592, 6477, 56, 43, 1.62, 701168,  X*
154, 159.0, 1643651, 526407, 143771, 33817, 37593, 34689, 17576, 8332, 44, 43, 1.74, 2445836,  X*
155, 160.0, 267120, 175097, 19446, 50569, 22942, 31546, 34588, 9799, 50, 44, 1.75, 611107,  X*
156, 161.0, 724596, 47739, 15759, 35964, 6324, 18541, 5723, 3538, 50, 50, 1.78, 858184,  X*
157, 162.0, 624817, 100394, 22371, 27037, 63834, 78890, 30644, 6678, 60, 43, 1.77, 954665,  X*
158, 163.0, 271639, 104790, 54741, 148732, 39160, 43920, 15163, 8069, 67, 57, 2.05, 686214,  X*
159, 164.0, 65521, 29407, 8576, 9890, 15861, 18115, 2959, 2464, 78, 57, 1.92, 152793,  X*
160, 165.0, 241745, 42648, 1620, 5917, 12291, 9373, 6480, 1753, 78, 41, 1.85, 321827,  X*
161, 166.0, 1189218, 145856, 10107, 57526, 38185, 115959, 9719, 10266, 80, 41, 1.73, 1576836,  X*
162, 167.0, 563707, 34806, 8190, 10615, 9569, 8797, 6947, 4200, 81, 30, 1.74, 646831,  X*
163, 168.0, 1567973, 73140, 123323, 50249, 10188, 40642, 7901, 5881, 70, 47, 1.86, 1879297,  X*
164, 169.0, 1703119, 271394, 172026, 94129, 38780, 64539, 17345, 16342, 66, 66, 2.04, 2377674,  X*
165, 170.0, 165622, 33852, 13856, 6604, 4327, 12897, 5579, 1538, 57, 70, 2.20, 244275,  X*
166, 171.0, 938988, 30772, 1197, 14083, 14899, 7908, 2463, 1845, 60, 67, 2.19, 1012155,  X*
167, 172.0, 123862, 24811, 8258, 2701, 4699, 8317, 926, 637, 64, 51, 2.44, 174211,  X*
168, 173.0, 353748, 232161, 6315, 7976, 34444, 10976, 5241, 2609, 54, 24, 2.02, 653470,  X*
169, 174.0, 643501, 64081, 6297, 21419, 34526, 11492, 3827, 5580, 48, 20, 1.80, 790723,  X*
170, 175.0, 2053648, 79688, 121678, 18896, 21674, 47196, 12894, 7661, 50, 30, 1.93, 2363335,  X*
171, 176.0, 105793, 12288, 1125, 1500, 1166, 2942, 1597, 330, 48, 26, 1.85, 126741,  X*
172, 177.0, 724345, 210410, 12315, 43915, 21526, 19166, 13221, 22528, 53, 40, 1.58, 1067426,  X*
173, 178.0, 48584, 5370, 1063, 415, 636, 881, 544, 235, 53, 38, 1.58, 57728,  X*
174, 179.0, 186083, 124660, 49596, 28411, 5008, 7553, 4354, 7457, 37, 34, 1.76, 413122,  X*
175, 180.0, 1665381, 223774, 45374, 21733, 18748, 22412, 27902, 39128, 26, 38, 1.48, 2064452,  X*
176, 181.0, 1045739, 317644, 85545, 26814, 76609, 71988, 32928, 24135, 35, 40, 1.50, 1681402,  X*
177, 182.0, 73543, 208329, 122660, 34673, 14763, 49222, 6212, 8590, 37, 50, 1.88, 517992,  X*
178, 183.0, 65724, 8826, 2032, 5107, 5178, 2961, 1190, 545, 51, 47, 2.01, 91563,  X*
179, 184.0, 870765, 379723, 44818, 64218, 39438, 47452, 11679, 20158, 53, 44, 1.87, 1478251,  X*
180, 185.0, 116195, 21671, 9791, 8770, 15196, 11648, 6897, 1898, 60, 51, 1.98, 192066,  X*
181, 186.0, 87268, 11947, 3644, 3036, 6938, 2004, 1430, 499, 56, 47, 2.09, 116766,  X*
182, 187.0, 221950, 289612, 9208, 11067, 17643, 6939, 4990, 1512, 37, 27, 1.83, 562921,  X*
183, 188.0, 617035, 226270, 40106, 27136, 70375, 42549, 18095, 3847, 41, 26, 1.80, 1045413,  X*
184, 189.0, 145425, 44849, 12772, 14429, 7644, 6321, 5915, 3553, 29, 27, 1.77, 240908,  X*
185, 190.0, 314304, 101995, 4227, 13558, 18671, 10925, 5039, 1737, 27, 17, 1.79, 470456,  X*
186, 191.0, 33292, 12898, 14717, 2364, 3565, 9341, 6603, 3866, 53, 43, 1.64, 86646,  X*
187, 192.0, 592850, 101889, 36596, 14670, 13614, 8454, 6409, 903, 44, 48, 1.84, 775385,  X*
188, 193.0, 957625, 51593, 61178, 48098, 79690, 34372, 11815, 19046, 53, 51, 1.85, 1263417,  X*
189, 194.0, 3383030, 113774, 39397, 45320, 46801, 24867, 21599, 8037, 56, 64, 1.85, 3682825,  X*
190, 195.0, 392658, 83490, 10860, 35563, 13607, 13046, 3712, 3297, 44, 60, 2.03, 556233,  X*
191, 196.0, 396651, 156520, 16280, 15605, 17120, 33429, 25136, 11095, 56, 51, 1.98, 671836,  X*
192, 197.0, 1553700, 463750, 39007, 31255, 68856, 35974, 26632, 5754, 44, 35, 1.73, 2224928,  X*
193, 198.0, 2500861, 159805, 10309, 10286, 12770, 38263, 21981, 10857, 50, 20, 1.51, 2765132,  X*
194, 199.0, 50826, 43289, 13532, 20025, 9543, 12604, 4699, 947, 54, 23, 1.68, 155465,  X*
195, 200.0, 378932, 75427, 9032, 19041, 6641, 5758, 6722, 1076, 43, 29, 1.59, 502629,  X*
196, 201.0, 360308, 178186, 24408, 15094, 18854, 59614, 21386, 7707, 56, 30, 1.64, 685557,  X*
197, 202.0, 1424152, 405131, 10910, 31872, 43601, 69544, 28654, 13740, 54, 27, 1.52, 2027604,  X*
198, 203.0, 513018, 44361, 11210, 8489, 6645, 11587, 2962, 1655, 54, 21, 1.78, 599927,  X*
199, 204.0, 135298, 19052, 1220, 4670, 5918, 2035, 1104, 866, 57, 17, 1.59, 170163,  X*
200, 205.0, 635000, 40081, 51466, 29826, 22564, 52773, 9358, 8585, 63, 34, 1.60, 849653,  X*
201, 206.0, 22055, 16640, 5624, 9049, 9643, 8169, 3297, 1852, 66, 50, 1.70, 76329,  X*
202, 207.0, 764625, 24520, 5736, 19443, 7945, 7055, 6741, 2255, 64, 56, 1.84, 838320,  X*
203, 208.0, 844462, 71021, 17721, 13893, 5997, 17126, 2816, 5062, 70, 63, 1.83, 978098,  X*
204, 209.0, 2019245, 256670, 6669, 29304, 33346, 21705, 33226, 38612, 54, 44, 1.63, 2438777,  X*
205, 210.0, 148228, 28652, 14546, 17525, 7804, 6397, 4267, 2688, 47, 51, 1.64, 230107,  X*
206, 211.0, 189360, 24172, 3262, 30675, 3216, 13154, 5458, 2938, 51, 54, 1.66, 272235,  X*
207, 212.0, 568579, 23124, 6723, 3435, 4144, 8818, 2872, 3228, 54, 51, 1.59, 620923,  X*
208, 213.0, 710682, 23887, 11688, 10640, 17784, 8829, 3149, 4218, 63, 64, 1.53, 790877,  X*
209, 214.0, 93024, 33669, 3173, 405, 3471, 3365, 607, 516, 61, 43, 1.72, 138230,  X*
210, 215.0, 345283, 138267, 66621, 47466, 31323, 49612, 14481, 9090, 61, 37, 1.73, 702143,  X*
211, 216.0, 64270, 34178, 888, 5737, 2128, 4362, 807, 559, 53, 30, 1.77, 112929,  X*
212, 217.0, 769986, 177127, 58660, 68599, 52115, 40295, 14811, 7849, 50, 34, 2.00, 1189442,  X*
213, 218.0, 122809, 17156, 17853, 6296, 2701, 17711, 3672, 1864, 64, 51, 2.06, 190062,  X*
214, 219.0, 1856217, 122689, 77961, 22862, 36079, 23223, 23539, 18166, 57, 53, 2.04, 2180736,  X*
215, 220.0, 227071, 11863, 10745, 10035, 7077, 9409, 5128, 3633, 67, 67, 1.90, 284961,  X*
216, 221.0, 77305, 62731, 17893, 14100, 4240, 8018, 4230, 1794, 64, 67, 1.97, 190311,  X*
217, 222.0, 52940, 1895, 4775, 1038, 1909, 1635, 873, 459, 56, 74, 1.89, 65524,  X*
218, 223.0, 731770, 41082, 35605, 33533, 39842, 56870, 12712, 9114, 70, 74, 1.83, 960528,  X*
219, 224.0, 1323040, 184401, 23619, 60921, 37634, 129198, 18688, 7771, 77, 61, 1.89, 1785272,  X*
220, 225.0, 47225, 50267, 24402, 6085, 10588, 8436, 15508, 1042, 78, 61, 1.88, 163553,  X*
221, 226.0, 381367, 32606, 22616, 4875, 18775, 7946, 3656, 2295, 75, 53, 1.82, 474136,  X*
222, 227.0, 399654, 8218, 1710, 20360, 11479, 11671, 13759, 3267, 74, 54, 1.63, 470118,  X*
223, 228.0, 1370265, 199032, 43617, 29740, 34596, 31852, 28931, 12318, 57, 54, 1.54, 1750351,  X*
224, 229.0, 1206356, 279486, 163750, 49254, 107057, 29224, 20634, 6162, 51, 57, 1.75, 1861923,  X*
225, 230.0, 1492626, 154001, 30776, 62461, 126672, 118776, 16926, 13159, 64, 51, 1.80, 2015397,  X*
226, 231.0, 1455677, 62844, 127881, 23026, 18857, 20620, 35807, 12426, 50, 60, 1.73, 1757138,  X*
227, 232.0, 1303029, 49993, 16344, 31158, 4726, 6819, 2875, 2781, 47, 69, 2.09, 1417725,  X*
228, 233.0, 559518, 88566, 17408, 10844, 14627, 11385, 8560, 4766, 51, 61, 2.12, 715674,  X*
229, 234.0, 448294, 70720, 9757, 4286, 6417, 7209, 5048, 5287, 35, 57, 1.78, 557018,  X*
230, 235.0, 15101, 17554, 2838, 1258, 2494, 1986, 1839, 1049, 35, 38, 1.67, 44119,  X*
231, 236.0, 813792, 716100, 75860, 128277, 68002, 66699, 25246, 12250, 35, 27, 1.80, 1906226,  X*
232, 237.0, 1242373, 35015, 25469, 16952, 8288, 12148, 4561, 5528, 38, 40, 1.64, 1350334,  X*
233, 238.0, 516667, 542297, 147389, 118886, 44132, 41232, 27156, 23039, 34, 50, 1.80, 1460798,  X*
234, 239.0, 774335, 102435, 197097, 95983, 68720, 50681, 21042, 20061, 37, 67, 2.10, 1330354,  X*
235, 240.0, 372106, 80775, 28867, 11950, 6192, 10809, 15672, 7607, 38, 74, 2.13, 533978,  X*
236, 241.0, 338993, 60304, 10449, 16197, 10824, 8293, 10297, 3464, 35, 66, 1.94, 458821,  X*
237, 242.0, 141643, 14782, 6954, 5181, 6470, 6685, 5980, 3961, 50, 64, 1.76, 191656,  X*
